          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   2073.920    2591.760      308.8564595       60.1307594      25.627       0.066      25.047       0.026      24.579       0.043 
   1133.050    1994.640      308.8412040       60.1403689      25.187       0.054      24.830       0.022      24.481       0.036 
   1425.280     808.350      308.8559684       60.1516254      25.352       0.080      24.535       0.051      24.331       0.092 
   3214.760    2122.410      308.8836726       60.1314924      26.877       0.125      25.518       0.039      24.736       0.055 
   1890.760     978.250      308.8644353       60.1481736      27.193       0.184      26.164       0.087      25.289       0.088 
   1160.850     778.610      308.8506696       60.1528928      24.842       0.035      24.598       0.026      24.446       0.048 
   2478.570    1180.180      308.8752171       60.1439448      25.359       0.058      24.872       0.021      24.548       0.041 
   3972.150    2943.380      308.8934505       60.1202210      25.060       0.053      24.744       0.022      24.419       0.039 
   1768.470    1709.090      308.8565415       60.1410302      24.998       0.047      24.794       0.032      24.695       0.052 
   4775.860    3188.150      308.9084034       60.1147607      24.806       0.039      24.725       0.023      24.759       0.047 
   2284.530    3735.330      308.8524956       60.1181239      25.327       0.050      24.876       0.023      24.561       0.045 
   1638.320    1496.660      308.8553801       60.1437074      27.368       0.199      25.836       0.040      24.889       0.048 
   3236.250    2717.980      308.8797642       60.1252324      27.649       0.223      26.471       0.089      25.665       0.098 
   2409.940    2871.390      308.8614206       60.1266380      25.149       0.055      24.818       0.029      24.673       0.049 
   4685.220    4274.650      308.8985656       60.1038136      26.508       0.122      24.697       0.052      24.003       0.068 
   2036.390    2465.510      308.8565997       60.1322061      25.582       0.066      24.982       0.025      24.612       0.050 
   4608.430    3323.350      308.9039262       60.1139660      25.014       0.050      24.714       0.020      24.540       0.041 
   2273.260    1828.960      308.8661910       60.1379550      25.579       0.072      24.982       0.028      24.529       0.039 
   1023.570    1472.750      308.8427332       60.1461840      25.117       0.042      24.721       0.026      24.539       0.051 
   1633.050    2173.650      308.8503228       60.1366983      25.219       0.069      24.949       0.023      24.613       0.041 
   1331.190    1944.650      308.8457013       60.1401699      25.004       0.089      24.872       0.077      24.775       0.093 
   3090.870    1859.520      308.8830133       60.1346708      26.172       0.078      25.312       0.033      24.537       0.041 
   1702.300    1919.100      308.8536268       60.1390899      25.477       0.049      24.927       0.025      24.553       0.044 
   2299.740     964.370      308.8730665       60.1468339      25.985       0.069      25.018       0.028      24.449       0.035 
   1431.930     815.000      308.8560585       60.1515322      25.429       0.080      24.625       0.064      24.006       0.060 
   5028.270    3484.640      308.9114908       60.1107663      25.085       0.047      24.712       0.021      24.507       0.035 
   2742.910    1253.660      308.8801916       60.1422227      26.634       0.139      25.631       0.052      24.737       0.055 
   3665.450    3157.010      308.8854974       60.1191173      27.597       0.243      25.253       0.034      23.856       0.025 
   2564.770    3825.750      308.8576750       60.1161692      25.609       0.083      25.038       0.025      24.583       0.041 
   2132.880    3328.460      308.8523066       60.1228976      24.983       0.048      24.776       0.027      24.794       0.055 
   3263.040    3521.580      308.8744471       60.1167937      25.194       0.048      24.784       0.023      24.379       0.038 
   2801.650    2840.660      308.8698096       60.1255361      26.133       0.228      25.555       0.060      24.999       0.091 
   2546.000    1569.410      308.8737759       60.1396598      25.457       0.056      24.897       0.024      24.587       0.038 
   1167.190    1599.450      308.8448030       60.1443481      24.980       0.042      24.816       0.031      24.662       0.059 
   2259.070    1949.610      308.8650130       60.1367541      25.107       0.047      24.802       0.024      24.589       0.040 
   2349.270    1698.810      308.8687275       60.1390303      25.254       0.061      24.907       0.020      24.594       0.040 
   1086.250    1395.610      308.8446042       60.1467577      27.504       0.232      27.179       0.148      25.570       0.101 
   3341.140    1650.910      308.8897571       60.1359275      27.207       0.186      26.360       0.064      25.452       0.072 
   2866.410    1901.750      308.8780251       60.1350472      25.878       0.068      24.975       0.028      24.894       0.056 
   1777.240    1268.830      308.8599428       60.1455688      25.698       0.065      25.067       0.026      24.619       0.042 
   1781.580    1802.410      308.8561328       60.1400139      25.111       0.046      24.888       0.024      24.725       0.043 
   2279.200    3196.720      308.8563186       60.1237348      25.106       0.050      24.896       0.028      24.776       0.059 
   4682.560    4271.950      308.8985300       60.1038513      26.754       0.178      24.697       0.054      24.263       0.084 
   1146.840    1912.560      308.8420912       60.1411711      25.367       0.071      24.940       0.022      24.532       0.040 
   2856.380    2575.970      308.8728854       60.1280851      27.607       0.256      25.843       0.047      25.339       0.092 
   2315.800    2674.530      308.8608969       60.1290230      26.088       0.119      25.487       0.045      24.859       0.080 
   1206.760    1913.150      308.8433365       60.1409479      26.513       0.156      25.273       0.028      24.564       0.041 
   2046.080    2027.080      308.8600059       60.1367224      25.493       0.072      25.109       0.032      24.958       0.059 
   4366.920    3081.440      308.9006653       60.1173541      25.156       0.060      24.730       0.026      24.392       0.036 
   1563.170    2056.780      308.8497195       60.1381649      25.297       0.065      24.923       0.022      24.549       0.039 
   1786.440    1686.050      308.8570846       60.1412042      25.154       0.046      24.940       0.022      24.852       0.045 
   4726.570    3271.050      308.9067699       60.1140795      25.042       0.041      24.778       0.020      24.618       0.038 
   4620.920    4265.030      308.8972969       60.1041470      26.072       0.135      24.731       0.068      23.958       0.090 
   2739.070    3093.100      308.8666602       60.1231426      26.433       0.085      25.249       0.033      24.788       0.052 
   3926.740    3131.720      308.8911265       60.1184311      25.256       0.059      24.838       0.027      24.239       0.038 
   2630.300    2448.930      308.8691017       60.1302241      27.205       0.177      25.969       0.048      25.215       0.074 
   1678.930    3815.060      308.8392925       60.1194911      25.470       0.112      24.728       0.121      23.497       0.113 
   3782.370    3139.350      308.8880627       60.1188761      25.325       0.059      24.825       0.023      24.395       0.036 
   2310.920    2537.730      308.8617950       60.1304608      25.054       0.059      24.871       0.030      24.786       0.056 
   1170.260    1661.360      308.8444147       60.1436942      25.987       0.078      25.498       0.041      24.796       0.045 
   4666.780    4219.210      308.8985871       60.1044560      26.318       0.112      25.358       0.114      23.506       0.061 
   2475.910    1141.230      308.8754465       60.1443588      26.694       0.120      25.337       0.027      24.564       0.038 
   1902.620    2456.780      308.8538746       60.1327817      26.655       0.127      25.898       0.045      25.301       0.065 
   1330.570    2674.680      308.8403562       60.1325930      26.664       0.128      25.938       0.060      25.148       0.081 
   1395.290    2152.470      308.8455198       60.1377800      24.998       0.045      24.815       0.023      24.816       0.045 
   2274.330    2367.650      308.8622753       60.1323591      26.772       0.139      25.554       0.058      24.845       0.065 
    987.170     695.690      308.8476524       60.1543832      25.794       0.066      24.782       0.024      23.897       0.036 
   2291.260    3880.790      308.8515736       60.1165894      25.418       0.052      24.926       0.025      24.591       0.042 
   1231.900    2529.790      308.8393570       60.1344548      26.125       0.110      25.197       0.033      24.599       0.042 
   2066.780    1394.390      308.8650631       60.1432152      27.501       0.253      26.505       0.066      25.941       0.114 
   1376.100     759.440      308.8553001       60.1523115      25.200       0.072      24.764       0.056      24.407       0.101 
   1228.750    2343.300      308.8406532       60.1364023      26.319       0.134      25.378       0.031      24.831       0.047 
   1382.550     803.630      308.8551116       60.1518293      25.527       0.080      24.974       0.065      23.721       0.040 
   2220.220    3225.900      308.8548761       60.1236457      25.830       0.063      25.232       0.031      24.457       0.042 
   2603.710    2087.420      308.8711907       60.1340732      25.713       0.064      25.066       0.031      24.627       0.051 
   3373.460    2240.010      308.8861201       60.1296956      26.265       0.094      25.460       0.041      24.807       0.061 
   2283.980    1286.010      308.8703851       60.1435523      25.360       0.047      25.010       0.026      24.602       0.038 
   1308.100    1010.590      308.8520455       60.1499507      24.993       0.035      24.723       0.023      24.433       0.043 
   2764.730    4435.890      308.8573852       60.1091101      25.274       0.045      24.849       0.019      24.420       0.034 
   1616.490    2824.640      308.8452222       60.1299999      25.728       0.077      25.012       0.027      24.666       0.044 
   3555.330    2890.810      308.8851497       60.1222802      25.260       0.060      25.007       0.034      24.919       0.062 
   3329.920    2916.450      308.8802649       60.1228323      25.283       0.059      24.939       0.025      24.829       0.056 
   4092.850    2622.770      308.8983115       60.1231102      25.120       0.045      24.825       0.025      24.565       0.046 
   4897.520    3463.830      308.9089198       60.1114575      25.019       0.049      24.808       0.022      24.796       0.042 
   4615.480    4205.100      308.8976220       60.1047888      26.704       0.181      24.912       0.066      24.046       0.080 
   4178.210    2483.350      308.9011107       60.1242472      25.105       0.054      24.883       0.024      24.825       0.052 
   1044.710    4743.780      308.8193001       60.1121454      25.255       0.053      24.746       0.042      24.220       0.052 
   1073.780    1430.640      308.8440881       60.1464392      25.922       0.079      25.347       0.039      24.682       0.069 
   3368.530    3029.870      308.8802401       60.1215149      27.028       0.161      25.706       0.040      24.776       0.050 
   3135.500    4188.060      308.8669195       60.1103381      26.031       0.094      24.979       0.046      24.010       0.041 
   1039.160    1813.690      308.8405676       60.1425878      27.287       0.198      25.940       0.059      24.844       0.048 
   3175.950    2631.820      308.8791376       60.1263456      26.441       0.106      25.809       0.070      24.706       0.105 
   2766.310    1959.100      308.8755188       60.1348152      26.514       0.115      25.337       0.031      24.834       0.056 
   2239.830    4028.830      308.8494210       60.1152390      27.799       0.262      27.012       0.094      25.659       0.084 
   1433.770     752.080      308.8565569       60.1521788      25.418       0.077      24.683       0.069      24.529       0.075 
   1435.480     818.530      308.8561067       60.1514827      25.831       0.086      24.666       0.056      24.315       0.082 
   3643.460    2585.850      308.8892171       60.1251255      25.411       0.059      25.017       0.036      24.979       0.082 
   3002.150    2469.490      308.8767023       60.1286614      25.860       0.077      25.273       0.032      24.826       0.058 
   3932.240    2987.630      308.8922952       60.1199067      25.346       0.065      24.819       0.024      24.480       0.045 
   4878.470    1277.050      308.9245393       60.1342210      27.641       0.248      25.273       0.037      23.855       0.036 
   1172.540    1343.560      308.8467844       60.1469853      26.173       0.092      25.572       0.061      25.015       0.084 
   2661.110    3286.370      308.8636231       60.1214191      26.866       0.150      26.068       0.054      25.476       0.087 
   4613.940    4272.130      308.8970996       60.1040987      26.097       0.088      24.678       0.059      24.228       0.082 
   1115.330    1482.170      308.8445782       60.1457536      24.999       0.040      24.787       0.027      24.655       0.053 
   3222.390    1509.000      308.8883200       60.1378316      26.251       0.082      25.716       0.055      25.271       0.085 
   4688.400    4277.830      308.8986086       60.1037691      26.644       0.129      24.833       0.048      24.083       0.068 
   4675.030    4210.790      308.8988205       60.1045134      25.915       0.090      24.659       0.056      24.300       0.103 
   1801.090    1703.870      308.8572599       60.1409661      25.191       0.048      24.922       0.031      24.791       0.054 
   3072.380    1985.570      308.8817057       60.1334296      27.613       0.267      26.248       0.065      25.212       0.071 
   3241.410    3879.200      308.8713828       60.1131600      25.659       0.058      24.854       0.024      24.305       0.038 
   1311.360    2018.530      308.8447480       60.1394747      25.043       0.036      24.856       0.023      24.801       0.054 
   1185.310    1963.220      308.8425234       60.1405058      24.970       0.055      24.938       0.029      24.795       0.049 
   3619.390    3550.730      308.8816587       60.1151978      25.210       0.042      24.841       0.022      24.534       0.039 
   4665.140    4217.740      308.8985637       60.1044772      27.180       0.227      24.895       0.089      24.737       0.156 
   2123.850    1973.990      308.8620155       60.1369914      25.347       0.070      25.011       0.028      24.695       0.046 
   4677.050    4208.850      308.8988768       60.1045262      25.788       0.094      24.740       0.073      24.054       0.094 
   2803.300     850.000      308.8844049       60.1461934      25.352       0.052      24.993       0.021      24.661       0.041 
   1280.970    4510.640      308.8259237       60.1137107      25.173       0.041      24.736       0.023      24.415       0.041 
   1030.350    1956.310      308.8393422       60.1411390      25.559       0.065      25.010       0.025      24.770       0.046 
   3678.470    3132.280      308.8859495       60.1193267      25.208       0.043      24.832       0.022      24.691       0.051 
   2302.890    2506.300      308.8618573       60.1308162      25.831       0.070      25.194       0.033      24.714       0.050 
   1171.490    1717.060      308.8440334       60.1431115      25.309       0.047      24.941       0.031      24.571       0.040 
   2232.150    3193.310      308.8553629       60.1239408      25.287       0.059      24.923       0.026      24.902       0.067 
   2218.720     799.400      308.8725837       60.1488403      27.504       0.211      25.773       0.037      24.825       0.044 
   2583.010    1489.340      308.8751332       60.1403566      26.183       0.087      25.252       0.035      24.750       0.049 
   4613.820    4203.630      308.8975982       60.1048101      26.304       0.119      24.834       0.055      24.217       0.081 
   1990.860    1990.060      308.8591251       60.1373069      26.537       0.134      25.495       0.056      24.807       0.062 
   2519.740    3980.180      308.8556088       60.1147293      25.265       0.039      24.944       0.022      24.823       0.048 
   2369.740    3064.930      308.8591685       60.1247746      26.328       0.087      25.310       0.037      24.695       0.051 
   4617.610    4268.400      308.8972033       60.1041241      25.991       0.122      24.941       0.068      23.983       0.065 
   4276.550    2296.240      308.9045296       60.1258318      25.348       0.053      24.993       0.029      24.741       0.049 
   1827.580    2292.130      308.8535131       60.1347631      27.121       0.184      26.528       0.078      25.393       0.072 
   4411.520    1120.200      308.9159560       60.1375466      25.476       0.062      24.787       0.025      24.222       0.043 
   2051.080    1135.690      308.8666275       60.1459577      25.934       0.068      25.190       0.024      24.537       0.037 
   2437.040    2867.670      308.8620127       60.1265783      25.390       0.068      25.014       0.042      24.654       0.048 
   1735.580    1313.780      308.8587453       60.1452532      25.136       0.039      24.923       0.022      24.834       0.046 
   1595.260    1048.200      308.8577604       60.1485191      25.370       0.045      24.970       0.032      24.653       0.051 
   4673.320    4212.340      308.8987736       60.1045035      25.759       0.094      24.804       0.070      23.975       0.072 
   2380.000    3961.860      308.8528308       60.1154261      25.244       0.044      24.928       0.024      24.816       0.046 
   1857.360    3703.870      308.8438229       60.1199989      27.325       0.189      26.516       0.071      25.335       0.072 
    949.940    1828.850      308.8385961       60.1427537      25.219       0.042      24.910       0.031      24.576       0.061 
   4683.860    4273.190      308.8985480       60.1038337      26.339       0.110      24.756       0.046      24.030       0.069 
   1042.530    2470.990      308.8358376       60.1357513      27.640       0.266      26.010       0.046      24.997       0.060 
   3773.870    1279.520      308.9014968       60.1382105      25.240       0.042      24.943       0.024      24.877       0.052 
   1147.560    1449.900      308.8454863       60.1459718      26.237       0.108      25.805       0.062      25.324       0.123 
   2239.600    1961.900      308.8645172       60.1366971      25.464       0.068      25.052       0.026      24.661       0.041 
   4686.840    4276.160      308.8985883       60.1037921      26.612       0.130      24.865       0.057      24.095       0.074 
   4510.910    3369.410      308.9015577       60.1138422      25.012       0.043      24.882       0.023      24.849       0.051 
   2365.160    3207.900      308.8580285       60.1233070      25.157       0.053      24.958       0.028      24.958       0.064 
   2220.470    3900.130      308.8499572       60.1166453      25.630       0.052      25.096       0.027      24.663       0.049 
   3890.290    2850.010      308.8924280       60.1214874      25.358       0.062      24.848       0.028      24.570       0.053 
   2358.990    3631.640      308.8548046       60.1189304      25.998       0.095      25.101       0.059      25.298       0.086 
   1419.870     766.020      308.8561650       60.1520844      25.842       0.091      24.943       0.060      23.886       0.052 
   1333.220    1951.430      308.8456941       60.1400921      25.581       0.069      25.144       0.032      24.690       0.048 
   2938.390    1352.410      308.8835449       60.1404881      26.318       0.110      25.269       0.027      24.697       0.039 
   1279.750    2030.960      308.8439980       60.1394602      25.226       0.062      25.031       0.026      24.866       0.051 
   3543.600    4872.750      308.8704183       60.1017500      26.236       0.083      25.249       0.038      23.910       0.026 
   2303.100    3074.540      308.8577093       60.1249165      26.720       0.130      26.042       0.058      25.348       0.080 
   4190.320    4458.100      308.8869175       60.1037069      24.946       0.036      24.881       0.019      24.839       0.039 
   2261.170    3177.760      308.8560813       60.1239970      25.146       0.070      24.978       0.042      24.858       0.061 
   1027.980    1685.360      308.8412719       60.1439606      25.177       0.052      24.963       0.033      24.766       0.063 
   2285.810    4292.850      308.8484515       60.1123313      25.319       0.052      24.868       0.024      24.646       0.042 
   2160.080    2180.700      308.8612599       60.1347142      25.098       0.061      24.925       0.026      24.817       0.045 
   2034.500    4387.270      308.8425259       60.1122619      25.879       0.065      24.977       0.025      24.216       0.037 
   4674.500    4263.980      308.8984204       60.1039633      25.735       0.094      24.792       0.062      24.047       0.092 
   1374.980     758.270      308.8552853       60.1523277      25.838       0.109      24.891       0.075      23.912       0.066 
   2327.620    3882.060      308.8523220       60.1164444      25.409       0.068      24.997       0.034      24.661       0.050 
   4553.680    3391.370      308.9022879       60.1134589      24.943       0.036      24.838       0.029      24.850       0.052 
   1375.710     810.390      308.8549194       60.1517839      25.485       0.090      24.858       0.068      24.235       0.068 
   4899.670    2518.640      308.9158847       60.1212590      26.545       0.128      25.161       0.035      24.127       0.046 
   1034.370    1371.400      308.8436989       60.1471970      26.091       0.088      25.153       0.068      25.211       0.109 
   4698.030    4287.270      308.8987401       60.1036361      27.401       0.241      25.230       0.093      23.983       0.069 
   1436.530    2643.190      308.8427954       60.1325359      26.741       0.165      25.692       0.041      24.923       0.056 
   1050.500    1012.370      308.8466590       60.1508660      25.396       0.062      24.884       0.028      24.331       0.041 
   1025.230    1967.170      308.8391561       60.1410448      26.046       0.094      25.290       0.028      24.591       0.039 
   3265.350    2803.460      308.8797456       60.1242395      25.503       0.092      25.079       0.043      24.732       0.072 
   4138.630    2299.590      308.9016310       60.1262982      25.123       0.044      24.974       0.026      24.991       0.053 
   1437.210     820.270      308.8561301       60.1514584      25.877       0.081      24.810       0.057      24.130       0.073 
   3541.290    2674.970      308.8864359       60.1245715      25.221       0.064      24.974       0.029      24.949       0.056 
   1017.950    1782.290      308.8403546       60.1429907      27.586       0.258      26.907       0.125      25.666       0.110 
   2337.270    2534.500      308.8623679       60.1303988      25.883       0.098      25.159       0.033      24.723       0.060 
   2275.630    4104.090      308.8496174       60.1143279      25.358       0.050      25.005       0.025      24.710       0.047 
   1377.270     808.810      308.8549635       60.1517947      25.230       0.075      24.774       0.072      24.363       0.089 
   4689.990    4279.370      308.8986304       60.1037473      26.807       0.144      24.901       0.061      24.162       0.075 
   4617.090    4206.720      308.8976437       60.1047661      26.089       0.102      25.025       0.077      23.850       0.067 
   3097.190    1062.930      308.8889746       60.1429162      27.435       0.198      25.875       0.041      24.900       0.047 
   4610.590    4200.350      308.8975549       60.1048559      26.671       0.143      24.958       0.064      23.995       0.064 
   4741.440    3133.460      308.9080867       60.1154534      25.543       0.054      24.920       0.023      24.499       0.039 
   4685.270    4200.540      308.8991087       60.1045826      26.929       0.183      24.921       0.068      24.189       0.067 
   4566.950    3977.040      308.8982794       60.1073321      27.509       0.222      25.381       0.027      24.069       0.028 
   2652.030    3126.450      308.8646025       60.1231121      25.524       0.060      25.119       0.030      24.726       0.049 
   4679.010    4206.810      308.8989325       60.1045403      26.154       0.141      24.899       0.068      24.153       0.105 
   1337.670    1921.300      308.8460070       60.1403888      25.805       0.077      25.268       0.027      24.746       0.044 
   2735.610    1656.120      308.8770949       60.1380716      26.875       0.196      25.520       0.036      24.877       0.045 
   2063.510     781.920      308.8694744       60.1495849      26.397       0.106      25.427       0.039      24.673       0.051 
   4606.570    3049.040      308.9058950       60.1168197      25.723       0.094      24.837       0.050      24.891       0.062 
   1107.090    2040.900      308.8403247       60.1399827      25.443       0.053      25.065       0.025      24.771       0.048 
   2318.520    3541.870      308.8546169       60.1200091      27.030       0.218      26.005       0.065      25.119       0.071 
   1182.130    1806.810      308.8435996       60.1421411      25.386       0.057      25.178       0.032      24.674       0.046 
   2836.560    2536.340      308.8727620       60.1285684      26.237       0.108      25.550       0.057      25.214       0.089 
   1661.050    1396.510      308.8565862       60.1446646      25.524       0.055      25.138       0.025      24.786       0.044 
   2530.430    1489.660      308.8740345       60.1405441      27.273       0.173      25.681       0.037      24.846       0.047 
   1340.410    2217.390      308.8439012       60.1373049      26.070       0.091      25.241       0.032      24.639       0.047 
   1237.710    2412.900      308.8403317       60.1356473      27.343       0.274      25.608       0.043      24.813       0.056 
   2448.630     939.790      308.8763515       60.1465487      25.276       0.045      25.081       0.023      24.927       0.052 
   4612.250    4202.030      308.8975772       60.1048324      26.813       0.154      24.992       0.062      24.138       0.083 
   4641.290    2990.480      308.9070470       60.1173013      25.090       0.051      24.830       0.038      24.566       0.039 
   1640.750    3830.450      308.8383844       60.1194696      26.571       0.166      25.295       0.101      24.082       0.079 
   2382.990    1115.500      308.8736971       60.1449630      25.909       0.060      25.220       0.026      24.795       0.048 
   3533.650    3501.830      308.8802298       60.1160166      25.108       0.045      24.963       0.023      24.987       0.058 
   2577.160    1146.860      308.8775167       60.1439329      26.728       0.125      25.598       0.033      24.788       0.044 
   1015.770    1787.650      308.8402700       60.1429429      25.953       0.086      25.225       0.037      24.845       0.074 
   3952.150    1480.110      308.9037443       60.1354809      25.694       0.084      25.156       0.030      24.803       0.050 
   1431.980     753.970      308.8565058       60.1521656      25.402       0.066      24.896       0.064      24.268       0.067 
   2281.270    3205.170      308.8563000       60.1236396      25.339       0.044      25.061       0.028      25.064       0.054 
   4683.620    4202.240      308.8990620       60.1045710      26.808       0.175      24.936       0.062      24.321       0.085 
   1443.980     827.150      308.8562210       60.1513624      26.423       0.116      25.095       0.088      24.348       0.082 
   2357.680    1836.980      308.8678925       60.1375655      26.782       0.130      25.505       0.041      24.913       0.060 
    986.100    1125.170      308.8444912       60.1499283      25.060       0.042      24.868       0.030      24.713       0.054 
   4538.070    4045.000      308.8971808       60.1067317      26.648       0.156      25.142       0.066      24.194       0.060 
   2347.180    3817.860      308.8531984       60.1170400      26.643       0.127      25.448       0.033      24.908       0.048 
   2070.870    4607.550      308.8416761       60.1098431      25.152       0.040      24.950       0.021      24.915       0.050 
   4193.880    4757.030      308.8848065       60.1005911      25.216       0.042      24.898       0.024      24.561       0.048 
   2329.130    1220.440      308.8718062       60.1440691      25.557       0.054      25.170       0.027      24.789       0.041 
   2175.530    1530.050      308.8663388       60.1414125      26.578       0.104      25.674       0.057      25.300       0.075 
   1478.640    1982.080      308.8485027       60.1392469      25.465       0.079      25.114       0.030      24.765       0.043 
   1438.980     821.980      308.8561545       60.1514342      26.326       0.112      24.938       0.063      24.244       0.069 
   1087.540    1275.540      308.8455084       60.1479996      27.477       0.249      26.349       0.093      25.116       0.082 
   2426.380    3062.350      308.8603679       60.1245960      25.714       0.063      25.240       0.042      24.700       0.049 
   3552.280    3077.690      308.8837194       60.1203515      25.419       0.065      25.080       0.028      25.042       0.054 
   4612.010    4274.070      308.8970453       60.1040856      27.009       0.185      25.013       0.070      24.136       0.067 
   3598.050    2419.640      308.8894868       60.1270156      27.502       0.257      26.250       0.093      25.529       0.114 
   1897.410    2900.680      308.8505230       60.1281923      25.399       0.059      25.127       0.035      25.061       0.062 
   2589.450    2553.510      308.8674857       60.1292867      25.207       0.057      25.028       0.030      24.992       0.055 
   1955.670     889.460      308.8664385       60.1488598      25.776       0.067      25.168       0.032      24.626       0.058 
   1267.360    2110.060      308.8431618       60.1386839      26.194       0.093      25.522       0.037      25.079       0.056 
   4568.570    3256.280      308.9035867       60.1148069      25.211       0.056      24.980       0.025      24.920       0.051 
   3400.490    1399.110      308.8928373       60.1383255      27.293       0.162      26.436       0.067      25.422       0.072 
   2436.140    1543.230      308.8716766       60.1403302      25.569       0.049      25.141       0.026      24.854       0.047 
   3331.820    2904.220      308.8803940       60.1229523      25.419       0.062      25.162       0.030      25.045       0.065 
   2270.460    1861.540      308.8658944       60.1376270      25.533       0.052      25.149       0.026      24.907       0.052 
   4688.860    3061.670      308.9075169       60.1163896      25.164       0.065      24.977       0.031      24.966       0.052 
   4515.350    3667.120      308.8994719       60.1107362      25.686       0.067      25.028       0.023      24.512       0.036 
   4693.030    4282.400      308.8986716       60.1037048      27.324       0.195      25.183       0.058      24.044       0.061 
   4493.660    4782.670      308.8908617       60.0992365      25.319       0.039      24.917       0.025      24.545       0.045 
   4691.620    4280.840      308.8986537       60.1037261      26.910       0.166      25.050       0.059      24.189       0.075 
   4615.730    4270.180      308.8971512       60.1041124      25.833       0.098      24.882       0.070      24.270       0.075 
   1147.960    2065.710      308.8409959       60.1395770      25.744       0.065      25.437       0.048      25.311       0.083 
   2076.270    4406.570      308.8432553       60.1119102      25.646       0.057      25.046       0.026      24.467       0.040 
   1319.450    4491.320      308.8268665       60.1137719      26.170       0.078      24.993       0.026      24.177       0.036 
   4668.760    4216.990      308.8986446       60.1044719      26.658       0.178      24.910       0.050      24.817       0.159 
   4600.460    2900.300      308.9068565       60.1183856      27.545       0.242      25.422       0.031      24.198       0.030 
   2312.600    2553.040      308.8617181       60.1302958      25.262       0.056      25.051       0.030      25.082       0.078 
   2215.440    3877.310      308.8500190       60.1169004      26.456       0.110      25.475       0.038      24.871       0.051 
   2083.290    3252.140      308.8518305       60.1238697      25.221       0.050      25.048       0.029      25.017       0.059 
   4595.950    3315.290      308.9037252       60.1140949      25.256       0.071      25.036       0.033      24.916       0.060 
   3238.040    2046.580      308.8847126       60.1321949      25.465       0.067      25.209       0.032      25.105       0.066 
   4381.720    1113.060      308.9153872       60.1377290      26.191       0.075      24.956       0.029      24.263       0.042 
   1031.310    1214.940      308.8447783       60.1488325      25.124       0.047      24.909       0.027      24.652       0.059 
   1150.430    1870.620      308.8424724       60.1415935      26.879       0.173      26.254       0.069      25.573       0.096 
   4904.610    1395.200      308.9242181       60.1328999      27.214       0.193      25.222       0.070      24.192       0.106 
   1223.240    1982.860      308.8431709       60.1401644      25.258       0.056      25.095       0.027      25.019       0.052 
   1021.620    1900.980      308.8395642       60.1417451      25.555       0.059      25.095       0.025      24.896       0.050 
   4670.180    4215.640      308.8986840       60.1044807      25.850       0.104      24.983       0.056      23.981       0.062 
   2715.160    1217.980      308.8798740       60.1426938      26.330       0.098      25.535       0.034      24.872       0.051 
   3614.530    3364.370      308.8829200       60.1171498      25.120       0.044      25.007       0.026      24.954       0.051 
   2401.280    2062.120      308.8671554       60.1350703      25.653       0.062      25.280       0.034      25.033       0.053 
   2383.010    2546.490      308.8632337       60.1301084      27.277       0.181      25.850       0.044      24.936       0.049 
   1027.940    1906.890      308.8396529       60.1416608      25.621       0.061      25.136       0.028      24.880       0.048 
   2562.200     805.560      308.8797021       60.1475299      25.762       0.060      25.187       0.026      24.714       0.043 
   1343.960    1941.960      308.8459872       60.1401515      25.720       0.074      25.294       0.037      25.174       0.067 
   1068.500    1463.870      308.8437352       60.1461133      27.091       0.186      26.292       0.093      25.699       0.143 
   2171.790    2064.850      308.8623508       60.1358744      25.239       0.048      25.058       0.028      25.075       0.060 
   1144.480    1604.860      308.8442898       60.1443742      25.306       0.048      25.116       0.034      25.078       0.082 
   1975.460    2453.030      308.8554206       60.1325566      26.854       0.207      25.583       0.040      24.766       0.053 
   4688.440    4197.330      308.8991982       60.1046044      27.538       0.270      25.119       0.055      24.348       0.079 
   1612.810    2116.800      308.8503161       60.1373619      27.398       0.226      25.944       0.043      24.899       0.051 
   1115.760    2222.910      308.8391762       60.1380616      27.290       0.207      26.008       0.054      25.060       0.058 
   1442.230     825.180      308.8561989       60.1513892      26.359       0.129      24.933       0.067      24.371       0.070 
   1341.470    4620.290      308.8263847       60.1123531      25.752       0.054      25.003       0.027      24.282       0.042 
   1393.740    1605.030      308.8494872       60.1434690      26.302       0.097      25.483       0.040      24.811       0.047 
   3150.030    3466.690      308.8724936       60.1177736      27.574       0.265      25.866       0.043      25.136       0.061 
   3436.210    3682.040      308.8768823       60.1144997      25.364       0.049      25.040       0.026      24.838       0.056 
   2778.180     950.210      308.8831476       60.1452444      26.033       0.068      25.292       0.028      24.801       0.048 
   3128.970    2695.940      308.8776896       60.1258506      26.826       0.132      25.860       0.067      25.371       0.125 
   2866.330    1393.550      308.8817414       60.1403226      27.705       0.263      26.321       0.063      25.377       0.073 
   3397.650    2392.030      308.8855121       60.1280298      27.571       0.249      26.359       0.075      25.528       0.090 
    998.350    1084.600      308.8450432       60.1503051      26.129       0.081      25.023       0.030      24.179       0.038 
   1342.110    2011.860      308.8454380       60.1394325      26.205       0.081      25.365       0.030      24.791       0.053 
   1498.760    1753.420      308.8505930       60.1415478      27.281       0.223      26.454       0.065      25.554       0.082 
   2032.220    2019.210      308.8597744       60.1368543      25.539       0.069      25.325       0.050      25.122       0.069 
