          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   4165.550    4526.480      308.8859018       60.1030870      25.704       0.057      25.602       0.037      25.546       0.077 
   2173.710     812.240      308.8715510       60.1488704      26.236       0.084      26.072       0.051      25.723       0.088 
   2374.620    4231.800      308.8507476       60.1126432      26.027       0.081      25.635       0.036      25.436       0.070 
   1425.430    4707.850      308.8274957       60.1111399      25.826       0.075      25.625       0.039      25.527       0.093 
   2948.890    2608.980      308.8745722       60.1274067      26.030       0.109      25.684       0.042      25.879       0.102 
   1411.370    3602.470      308.8352675       60.1226676      26.606       0.114      25.682       0.037      25.166       0.062 
   3513.780    2900.190      308.8842153       60.1223337      27.483       0.256      26.283       0.063      25.627       0.091 
   1980.920    3729.470      308.8462111       60.1192853      27.695       0.232      26.171       0.062      25.981       0.121 
   1454.630    4302.040      308.8310643       60.1152476      26.367       0.118      25.742       0.090      24.764       0.070 
   1387.050    3085.550      308.8385338       60.1281226      27.373       0.203      26.284       0.056      25.798       0.096 
   1330.300    1582.820      308.8483264       60.1439296      26.801       0.149      25.985       0.051      25.562       0.077 
   2163.270     773.110      308.8716195       60.1493144      25.678       0.055      25.608       0.042      25.571       0.094 
   1046.550    4744.440      308.8193336       60.1121318      27.209       0.195      25.792       0.063      24.737       0.064 
   2839.020    1907.940      308.8774088       60.1350824      26.104       0.081      25.697       0.038      25.616       0.080 
   1462.000     854.760      308.8563951       60.1510105      26.097       0.080      25.476       0.045      25.388       0.096 
   4023.600    1810.150      308.9028169       60.1317959      26.922       0.141      25.979       0.049      25.648       0.080 
   2261.490     985.490      308.8721143       60.1467534      26.450       0.105      25.992       0.044      25.482       0.078 
   3906.470    1447.450      308.9030312       60.1359858      26.646       0.150      25.985       0.043      25.669       0.096 
   3262.630    3055.660      308.8778448       60.1216315      26.145       0.109      25.794       0.041      25.687       0.082 
   2746.980    1140.710      308.8811029       60.1433803      25.889       0.064      25.738       0.035      25.691       0.083 
   1196.190    1598.490      308.8454149       60.1442530      26.569       0.122      25.867       0.058      25.726       0.124 
   4047.140    4457.820      308.8839376       60.1042296      25.859       0.072      25.693       0.036      25.734       0.092 
   4328.860    2848.830      308.9015746       60.1199066      25.957       0.078      25.675       0.035      25.440       0.070 
   1329.250    1920.030      308.8458407       60.1404325      25.786       0.073      25.719       0.038      25.765       0.100 
   1009.390    1292.950      308.8437511       60.1481020      26.023       0.087      25.605       0.046      25.014       0.077 
   3797.490    2451.250      308.8934119       60.1259633      26.987       0.184      25.962       0.065      25.495       0.077 
   4619.250    3276.430      308.9044949       60.1144136      25.850       0.069      25.657       0.042      25.575       0.073 
   2003.260    3304.750      308.8497782       60.1236137      27.361       0.189      26.043       0.046      25.392       0.071 
   3429.930    4433.430      308.8712603       60.1067228      26.575       0.109      25.721       0.033      25.133       0.051 
   2577.320    2299.290      308.8690914       60.1319697      26.289       0.118      25.922       0.047      25.675       0.094 
   3542.170    3692.990      308.8790098       60.1140014      25.984       0.096      25.717       0.038      25.807       0.100 
    949.950    1970.680      308.8375605       60.1412811      26.288       0.103      25.670       0.041      25.384       0.079 
   4785.420    3460.980      308.9066057       60.1118944      25.754       0.066      25.707       0.044      25.951       0.157 
   2891.050    3474.280      308.8670417       60.1186344      26.584       0.133      25.873       0.041      25.644       0.084 
   3267.220    2126.270      308.8847378       60.1312619      26.318       0.107      25.797       0.048      25.543       0.083 
   3199.120    1905.460      308.8849338       60.1338010      27.240       0.193      26.139       0.061      25.825       0.093 
   2059.640    1680.880      308.8628194       60.1402671      26.192       0.085      25.737       0.042      25.675       0.092 
   3944.010    2470.410      308.8963250       60.1252322      26.330       0.165      25.866       0.047      25.758       0.106 
   1513.130    2146.470      308.8480208       60.1374152      27.430       0.254      26.174       0.055      25.683       0.101 
   1835.780    1099.570      308.8624014       60.1471136      26.161       0.077      25.810       0.037      25.603       0.081 
   2367.970    1270.280      308.8722516       60.1434109      26.442       0.091      25.816       0.039      25.398       0.071 
   2718.700    1127.270      308.8806116       60.1436225      26.301       0.081      25.888       0.040      25.642       0.084 
   3103.810    1253.350      308.8877188       60.1409157      27.049       0.160      26.083       0.045      25.412       0.067 
   2119.970     778.780      308.8706749       60.1494127      26.413       0.106      25.726       0.046      25.358       0.084 
   1235.900    1394.110      308.8477365       60.1462309      27.242       0.184      26.129       0.065      25.776       0.138 
   3499.130    1869.490      308.8914507       60.1330850      26.488       0.110      25.892       0.046      25.857       0.088 
   1902.250    2126.340      308.8562815       60.1362135      26.146       0.109      25.713       0.048      25.565       0.078 
   2209.790    2419.130      308.8605536       60.1320588      26.726       0.167      25.924       0.049      25.718       0.098 
   2070.610     717.210      308.8700958       60.1502309      27.021       0.162      26.490       0.091      26.171       0.166 
   2266.640    2392.500      308.8619333       60.1321290      26.752       0.160      25.985       0.050      25.463       0.073 
   1459.380    4298.710      308.8311876       60.1152650      26.732       0.134      25.684       0.070      24.913       0.073 
    973.080    1908.680      308.8384957       60.1418410      26.162       0.088      25.828       0.042      25.531       0.074 
   1120.540    1632.270      308.8435902       60.1441764      26.362       0.122      25.779       0.045      25.281       0.085 
   2557.950    2503.830      308.8671923       60.1299167      25.801       0.074      25.662       0.039      25.946       0.104 
   2431.330    1896.100      308.8689958       60.1366846      27.406       0.250      26.255       0.059      25.607       0.079 
   1111.770    1190.750      308.8466335       60.1487920      26.165       0.093      25.634       0.047      25.064       0.074 
   2046.870    2708.790      308.8550405       60.1296425      26.184       0.099      25.855       0.046      25.744       0.088 
   1774.380    2118.030      308.8536761       60.1367634      27.819       0.275      28.023       0.220      26.680       0.194 
   2430.640    2057.410      308.8678020       60.1350127      27.002       0.166      25.936       0.044      25.533       0.086 
   2262.920    3140.200      308.8563922       60.1243805      26.097       0.095      25.787       0.042      25.952       0.108 
   1795.340    1661.700      308.8574482       60.1414247      25.803       0.066      25.697       0.038      25.892       0.103 
   1153.960    1668.860      308.8440200       60.1436754      26.373       0.098      25.745       0.065      25.352       0.115 
   1213.550    3214.010      308.8339790       60.1274174      27.340       0.193      26.254       0.065      24.642       0.046 
   1611.170     805.540      308.8598666       60.1509805      26.110       0.081      25.787       0.051      25.479       0.105 
   1130.490    1265.820      308.8464753       60.1479448      25.706       0.059      25.639       0.043      25.559       0.103 
   3206.060    1409.200      308.8887100       60.1389268      27.771       0.259      26.322       0.051      25.739       0.104 
   2020.660    4686.780      308.8400518       60.1092025      27.782       0.272      25.866       0.038      25.353       0.067 
   4428.700    4500.350      308.8915730       60.1024027      27.541       0.232      25.966       0.090      24.577       0.061 
   2748.650    3550.470      308.8635176       60.1183600      26.305       0.151      25.845       0.050      25.870       0.101 
   3655.580    3116.130      308.8855907       60.1195775      26.083       0.121      25.682       0.079      25.337       0.076 
   4243.610    3086.310      308.8980606       60.1177515      25.962       0.090      25.686       0.036      25.483       0.077 
   4360.480    3810.050      308.8952005       60.1098153      26.049       0.075      25.675       0.032      25.643       0.076 
   2162.710    2048.500      308.8622810       60.1360770      26.027       0.089      25.794       0.042      25.865       0.101 
   3415.570    2655.930      308.8839552       60.1252256      27.287       0.239      26.187       0.096      25.892       0.149 
   1301.980    3723.120      308.8321068       60.1218112      26.311       0.094      25.711       0.050      25.374       0.077 
   3691.580     931.160      308.9023324       60.1421250      25.863       0.068      25.839       0.041      26.407       0.139 
   2534.040    1927.150      308.8709101       60.1359897      26.059       0.083      25.719       0.033      25.703       0.078 
   1931.680     821.100      308.8664381       60.1496565      26.745       0.151      26.255       0.103      25.754       0.144 
   2269.010    4375.400      308.8474988       60.1115352      25.966       0.073      25.729       0.040      25.639       0.081 
   3552.970    4889.520      308.8704910       60.1015419      26.710       0.105      25.854       0.060      25.284       0.077 
   1895.330     788.220      308.8659204       60.1501296      27.243       0.173      26.286       0.071      25.752       0.114 
    966.240    1914.310      308.8383119       60.1418074      27.610       0.260      27.548       0.209      26.775       0.229 
   1074.700     827.120      308.8485178       60.1527015      26.749       0.125      25.739       0.071      24.801       0.066 
   3803.660    2467.450      308.8934219       60.1257727      25.875       0.076      25.664       0.040      26.042       0.108 
   4588.490    3430.060      308.9027299       60.1129309      25.935       0.074      25.673       0.045      25.196       0.060 
   3384.840    2108.310      308.8873209       60.1310212      27.300       0.205      26.798       0.128      25.922       0.111 
   1942.980    2379.080      308.8552838       60.1334420      25.988       0.090      25.692       0.037      25.821       0.098 
   4798.000    2122.380      308.9166686       60.1257410      26.044       0.083      25.677       0.044      25.622       0.099 
   1228.100    1514.840      308.8466916       60.1450057      26.558       0.106      25.984       0.056      25.376       0.093 
   2339.040    1855.360      308.8673695       60.1374424      26.277       0.114      25.803       0.041      25.845       0.097 
   2264.020    1002.760      308.8720407       60.1465650      27.906       0.275      26.890       0.105      26.109       0.126 
   4117.630    4433.740      308.8855817       60.1042236      26.133       0.093      25.713       0.031      25.489       0.071 
   2733.710    1963.130      308.8748097       60.1348917      27.062       0.160      26.474       0.086      25.799       0.121 
   1156.780    1951.420      308.8420146       60.1407317      25.982       0.081      25.750       0.037      25.528       0.076 
   1902.810    2878.770      308.8507957       60.1284002      26.079       0.083      25.712       0.040      26.126       0.116 
   1423.310    3060.390      308.8394734       60.1282524      26.398       0.107      25.853       0.045      25.828       0.106 
   4657.110    4213.310      308.8984289       60.1045524      26.962       0.236      25.709       0.114      24.888       0.111 
   2136.430     858.720      308.8704334       60.1485231      26.094       0.076      25.758       0.037      25.638       0.086 
   2359.750    2501.440      308.8630781       60.1306604      26.874       0.189      26.260       0.069      25.563       0.093 
   2963.130    2408.720      308.8763334       60.1294338      25.937       0.096      25.788       0.043      25.849       0.109 
   1069.190    3007.430      308.8324773       60.1300851      27.540       0.207      27.856       0.185      26.264       0.128 
   1642.740    3051.290      308.8441142       60.1275517      26.298       0.092      25.853       0.050      25.827       0.093 
   3888.210    4172.580      308.8827124       60.1077673      26.456       0.106      25.747       0.053      25.200       0.068 
   4657.010    2508.920      308.9109000       60.1222419      25.825       0.085      25.675       0.042      25.934       0.097 
   2621.300    4102.620      308.8568307       60.1130899      26.107       0.076      25.727       0.034      25.554       0.080 
   1101.480    1801.060      308.8419596       60.1424931      27.766       0.269      26.363       0.074      25.637       0.083 
   1197.050    4532.760      308.8240135       60.1137849      26.863       0.133      25.683       0.077      24.915       0.083 
   1124.300    1412.390      308.8452752       60.1464456      25.902       0.078      25.673       0.049      25.531       0.103 
   1407.740    1774.260      308.8485426       60.1416614      27.281       0.197      26.149       0.054      25.513       0.078 
   1217.570    2002.900      308.8429063       60.1399769      26.673       0.127      26.074       0.059      25.952       0.128 
   1334.830    2001.260      308.8453636       60.1395690      27.445       0.229      26.309       0.065      25.854       0.123 
    996.810    4669.180      308.8188458       60.1130934      27.148       0.161      25.759       0.045      24.933       0.064 
   2266.050    3888.650      308.8509909       60.1165992      26.389       0.118      25.803       0.041      25.357       0.073 
   4171.510    4653.520      308.8850973       60.1017468      25.882       0.057      25.621       0.039      25.472       0.084 
   2383.230    3996.240      308.8526470       60.1150575      27.037       0.153      26.132       0.046      25.778       0.101 
   2251.260    3163.240      308.8559808       60.1241836      26.153       0.113      25.783       0.051      26.110       0.120 
   3089.570    1525.410      308.8854309       60.1381436      26.892       0.158      25.995       0.044      25.518       0.082 
   2299.020    2730.360      308.8601392       60.1285043      26.040       0.095      25.755       0.041      26.014       0.124 
   1089.880    1363.240      308.8449164       60.1470806      27.294       0.183      26.326       0.083      25.601       0.115 
   2097.620    1930.250      308.8617883       60.1375406      26.523       0.136      25.842       0.043      25.692       0.096 
   1442.560    1589.790      308.8506167       60.1434503      26.291       0.120      25.868       0.069      25.881       0.128 
   2508.640    2155.550      308.8687105       60.1337109      26.242       0.078      25.917       0.050      25.998       0.106 
   2903.010    1922.220      308.8786384       60.1347019      26.138       0.076      25.828       0.047      25.764       0.083 
   2415.080    2225.720      308.8662470       60.1333219      26.043       0.102      25.769       0.041      25.681       0.091 
   2887.040    2441.780      308.8745057       60.1293668      26.011       0.080      25.807       0.050      25.985       0.118 
   2249.380    3155.500      308.8559982       60.1242708      26.456       0.110      25.905       0.050      25.679       0.091 
   4568.110    3166.210      308.9042363       60.1157434      26.293       0.103      25.729       0.042      25.485       0.076 
   1687.080    2252.250      308.8508751       60.1356865      27.210       0.186      26.178       0.054      25.559       0.079 
   2076.310    1847.150      308.8619515       60.1384806      26.376       0.112      25.822       0.038      25.878       0.110 
    979.510    2370.100      308.8352601       60.1370271      25.928       0.085      25.873       0.044      25.673       0.086 
   2673.210    2604.280      308.8688605       60.1284558      25.988       0.113      25.746       0.059      25.760       0.125 
   1156.670    1875.500      308.8425669       60.1415203      26.712       0.159      25.931       0.045      25.661       0.094 
   2193.350    1695.830      308.8654982       60.1396269      26.618       0.117      25.920       0.042      25.356       0.070 
   1424.750    1943.660      308.8476596       60.1398411      26.948       0.160      26.068       0.048      25.704       0.106 
   2836.040    1515.570      308.8802171       60.1391660      26.952       0.174      26.306       0.071      25.616       0.089 
   2081.900    1719.140      308.8630039       60.1397892      27.085       0.170      26.185       0.057      25.481       0.079 
   1329.480    1903.380      308.8459671       60.1406045      26.419       0.105      26.126       0.052      26.062       0.123 
   2905.880    1407.460      308.8824642       60.1400347      26.447       0.117      25.970       0.043      25.689       0.088 
   4027.870    4521.560      308.8830704       60.1036379      25.912       0.065      25.718       0.033      25.626       0.072 
   2125.150    3826.170      308.8485109       60.1177586      27.306       0.206      26.176       0.051      25.886       0.103 
   3831.760    1337.960      308.9022756       60.1373936      26.018       0.073      25.757       0.039      26.138       0.128 
   4035.530    3312.660      308.8920695       60.1161580      25.770       0.064      25.714       0.038      25.843       0.096 
   1602.800    1283.800      308.8561952       60.1460459      25.889       0.064      25.704       0.043      25.545       0.096 
   1788.470    1754.760      308.8566248       60.1404835      26.005       0.086      25.834       0.043      25.804       0.090 
   1625.110    1066.830      308.8582468       60.1482174      25.967       0.066      25.619       0.041      25.762       0.128 
   1607.190    2443.290      308.8478137       60.1339927      27.402       0.208      26.507       0.065      26.188       0.127 
   3203.160    2921.030      308.8775898       60.1232448      27.491       0.251      26.731       0.094      26.444       0.170 
    995.130    1255.600      308.8437265       60.1485415      25.810       0.066      25.601       0.051      25.415       0.108 
   2619.730    2080.200      308.8715774       60.1340900      27.216       0.201      26.208       0.050      25.510       0.072 
   3124.770    2253.010      308.8808414       60.1304634      26.329       0.130      25.841       0.052      25.808       0.105 
   3172.710    3395.700      308.8734851       60.1184282      27.261       0.165      26.241       0.061      25.759       0.093 
   2655.880    1501.060      308.8765669       60.1399705      26.148       0.091      25.932       0.043      25.625       0.089 
   3294.060    2086.080      308.8855913       60.1315816      27.495       0.217      26.643       0.080      25.971       0.099 
   1332.090    4326.410      308.8283328       60.1154384      26.152       0.086      25.653       0.041      25.168       0.068 
   2665.480    1923.700      308.8736757       60.1355486      26.100       0.093      25.759       0.042      25.731       0.095 
   2543.120    4118.140      308.8550884       60.1132123      27.270       0.189      26.214       0.051      25.701       0.081 
   3837.820    1407.800      308.9018906       60.1366467      26.005       0.073      25.772       0.036      26.022       0.104 
   3787.860    1930.330      308.8970236       60.1314049      27.672       0.256      26.520       0.075      25.897       0.099 
   2891.790    1021.440      308.8849953       60.1440926      26.162       0.077      25.907       0.037      25.506       0.069 
   2334.110    2520.160      308.8624068       60.1305591      26.101       0.085      25.740       0.039      25.911       0.107 
   1146.000    1628.170      308.8441512       60.1441267      26.016       0.074      25.741       0.048      25.619       0.104 
   3305.280    4359.560      308.8692034       60.1079419      27.184       0.210      25.865       0.052      25.101       0.071 
   3177.980    2632.040      308.8791783       60.1263360      27.260       0.249      26.887       0.165      25.957       0.215 
   1605.290     992.940      308.8583736       60.1490564      27.442       0.191      26.900       0.104      26.183       0.161 
   1457.180    4299.580      308.8311354       60.1152639      26.243       0.125      25.643       0.104      25.347       0.150 
   2611.130    3971.010      308.8575800       60.1144931      27.584       0.250      26.340       0.063      25.747       0.091 
   2520.030     915.140      308.8780208       60.1465455      26.928       0.145      25.990       0.045      25.297       0.059 
   1221.410     733.420      308.8522633       60.1531424      26.591       0.105      25.683       0.048      25.032       0.069 
   1103.330    3452.890      308.8299379       60.1253364      26.586       0.168      25.788       0.043      25.512       0.080 
   2778.990    1239.070      308.8810506       60.1422432      26.269       0.110      25.860       0.043      25.607       0.084 
   2751.190    1735.160      308.8768416       60.1371946      26.346       0.097      25.874       0.041      25.625       0.082 
   1789.170    1682.670      308.8571663       60.1412294      25.849       0.071      25.784       0.042      26.271       0.139 
   1513.340    1582.200      308.8521484       60.1432725      26.417       0.105      25.785       0.038      25.639       0.078 
   2025.430    3057.250      308.8520480       60.1261027      26.289       0.099      25.855       0.042      26.156       0.139 
   2841.290    2143.560      308.8757328       60.1326284      27.320       0.191      26.338       0.068      25.698       0.090 
   1373.660     974.750      308.8536751       60.1500851      27.456       0.227      26.313       0.070      25.678       0.108 
   2055.340    1432.810      308.8645436       60.1428579      26.740       0.115      25.940       0.043      25.235       0.058 
   1253.180    1392.840      308.8481062       60.1461814      25.896       0.067      25.668       0.046      25.872       0.139 
   1217.440    2089.400      308.8422717       60.1390793      26.200       0.098      25.817       0.043      25.812       0.108 
   1582.260    1301.200      308.8556396       60.1459398      26.759       0.136      25.811       0.051      25.510       0.099 
   2474.480     930.950      308.8769552       60.1465467      26.297       0.095      25.869       0.039      25.537       0.069 
   2097.350    2494.220      308.8576607       60.1316870      26.577       0.119      25.870       0.043      25.876       0.104 
   2145.030     740.570      308.8714771       60.1497184      26.000       0.076      25.738       0.044      25.547       0.094 
   5051.330    2361.890      308.9201925       60.1223344      26.010       0.090      25.740       0.037      25.681       0.080 
   3587.380    2457.980      308.8889839       60.1266564      26.273       0.115      25.825       0.043      25.969       0.112 
   3483.380    3739.840      308.8774425       60.1137285      25.829       0.076      25.776       0.042      25.932       0.095 
    955.050    1323.910      308.8423914       60.1479775      26.010       0.094      25.663       0.047      25.260       0.086 
   4659.430    4216.930      308.8984507       60.1045064      25.603       0.083      26.264       0.140      24.608       0.124 
   2109.160    2151.840      308.8604092       60.1351985      25.993       0.084      25.826       0.044      25.882       0.098 
   1158.490    1647.070      308.8442736       60.1438852      25.922       0.073      25.724       0.050      25.397       0.105 
   1198.370    4535.080      308.8240241       60.1137560      26.491       0.094      25.675       0.060      24.949       0.080 
   3841.400    1389.510      308.9020991       60.1368236      25.981       0.066      25.819       0.040      26.151       0.120 
   2285.170    3328.800      308.8554782       60.1223420      26.950       0.154      26.477       0.066      26.557       0.174 
   2512.870    2572.510      308.8657505       60.1293673      26.884       0.148      25.975       0.055      25.825       0.094 
   2499.220     990.850      308.8770329       60.1458351      26.585       0.097      25.971       0.041      25.479       0.070 
   2190.890    1836.220      308.8644205       60.1381785      27.462       0.193      26.668       0.081      25.733       0.088 
   1816.000    1654.640      308.8579307       60.1414231      25.920       0.068      25.764       0.039      25.909       0.101 
   1598.940    1005.700      308.8581479       60.1489470      25.897       0.072      25.763       0.048      26.106       0.192 
   3032.460    1907.440      308.8814451       60.1343855      26.828       0.152      26.097       0.046      25.740       0.081 
    985.820    1533.940      308.8414987       60.1456855      27.346       0.205      26.429       0.096      25.838       0.127 
   2529.460    4067.430      308.8551741       60.1137882      27.524       0.207      26.894       0.084      26.410       0.130 
   1586.730    1334.370      308.8554904       60.1455792      26.864       0.158      26.377       0.059      26.053       0.115 
   2508.930    2140.780      308.8688246       60.1338632      26.585       0.136      26.104       0.055      25.661       0.087 
   2329.860    3883.250      308.8523600       60.1164240      26.810       0.197      26.369       0.098      26.267       0.190 
   4891.150    4957.560      308.8978594       60.0959777      25.897       0.060      25.685       0.038      25.460       0.083 
   1110.230    1741.360      308.8425782       60.1430812      27.012       0.176      26.169       0.052      25.718       0.085 
   2980.310    1983.820      308.8797992       60.1337819      27.496       0.207      26.626       0.085      25.832       0.093 
   2659.400    1824.600      308.8742737       60.1365993      25.917       0.072      25.779       0.038      25.691       0.091 
   1791.500    1688.260      308.8571740       60.1411629      25.874       0.077      25.801       0.047      25.948       0.112 
   3641.950     804.030      308.9022288       60.1436247      26.132       0.093      25.826       0.037      25.878       0.093 
   1008.560    1501.270      308.8422117       60.1459423      25.962       0.068      25.799       0.058      25.458       0.107 
   3756.690     828.210      308.9044439       60.1429569      27.747       0.264      26.350       0.052      25.547       0.084 
   3499.410    2371.100      308.8877861       60.1278776      26.585       0.116      25.721       0.048      25.823       0.132 
   4680.270    4273.190      308.8984732       60.1038468      27.231       0.266      26.182       0.156      24.539       0.094 
   2297.450    2875.760      308.8590440       60.1270005      27.476       0.227      26.239       0.064      25.700       0.086 
   2870.540    1038.760      308.8844255       60.1439900      26.446       0.140      25.746       0.079      25.290       0.091 
   1088.050    1975.280      308.8404070       60.1407330      26.187       0.084      25.766       0.036      25.607       0.082 
    947.040    1733.760      308.8392302       60.1437514      27.712       0.245      26.199       0.067      25.665       0.136 
   1089.290    1978.750      308.8404075       60.1406925      26.088       0.080      25.836       0.039      25.547       0.074 
   4355.400    2736.090      308.9029528       60.1209803      26.469       0.112      25.781       0.040      25.604       0.078 
    971.120    2778.030      308.8321070       60.1328222      26.271       0.110      25.815       0.048      25.953       0.117 
   3294.540    3074.040      308.8783753       60.1213249      26.205       0.101      25.814       0.052      25.852       0.089 
   3887.030    4911.310      308.8772889       60.1001036      26.132       0.084      25.665       0.042      25.412       0.083 
   1094.220    1418.350      308.8446042       60.1464927      26.097       0.073      25.821       0.059      25.800       0.124 
   1422.450    1839.700      308.8483712       60.1409287      26.067       0.079      25.775       0.039      25.722       0.084 
   1412.900     762.560      308.8560449       60.1521456      26.115       0.146      25.862       0.139      24.726       0.111 
   2952.760    2400.220      308.8761794       60.1295597      25.957       0.081      25.818       0.049      25.821       0.110 
   2194.920     980.180      308.8707648       60.1470501      27.749       0.256      26.745       0.080      25.805       0.095 
   4710.100    3133.470      308.9074338       60.1155672      27.090       0.161      25.761       0.044      25.811       0.096 
   4776.790    3058.100      308.9093748       60.1161070      26.180       0.092      25.800       0.043      25.781       0.088 
   2844.720    1904.420      308.8775534       60.1350982      26.291       0.093      25.955       0.054      25.907       0.117 
   1046.840    4701.300      308.8196542       60.1125787      26.812       0.131      25.710       0.051      25.110       0.077 
   1038.500    1780.590      308.8407957       60.1429338      25.889       0.067      25.808       0.042      25.617       0.084 
   3110.950    1979.620      308.8825533       60.1333513      26.330       0.098      25.894       0.049      25.796       0.102 
   3304.660    2960.990      308.8794128       60.1224617      27.234       0.203      26.469       0.075      25.735       0.085 
   2699.150    3969.660      308.8594239       60.1141879      26.917       0.137      26.169       0.052      25.670       0.086 
   1121.270    4601.230      308.8219349       60.1133483      26.412       0.096      25.651       0.043      25.375       0.085 
   1481.880    1891.360      308.8492331       60.1401769      26.976       0.172      26.249       0.054      25.681       0.084 
   3211.230    1436.620      308.8886171       60.1386234      27.275       0.205      26.490       0.063      25.838       0.091 
   1093.140    4572.460      308.8215585       60.1137489      26.631       0.117      25.710       0.051      25.168       0.076 
   1342.450    4328.910      308.8285305       60.1153749      26.295       0.083      25.709       0.042      25.181       0.070 
   2321.950    2005.550      308.8659151       60.1359453      26.086       0.087      25.813       0.041      25.863       0.098 
   2776.670    1169.210      308.8815134       60.1429767      26.352       0.093      26.070       0.043      25.949       0.098 
   3318.340    2904.620      308.8801101       60.1229971      26.490       0.148      26.272       0.066      26.514       0.262 
   2389.290    2439.660      308.8641455       60.1311946      26.076       0.079      25.831       0.040      26.068       0.138 
   3205.300    2405.540      308.8814043       60.1285879      27.027       0.196      26.167       0.062      25.833       0.116 
   1331.650    2017.960      308.8451753       60.1394071      25.863       0.066      25.832       0.039      25.895       0.101 
   4043.280    3313.580      308.8922243       60.1161203      27.425       0.199      26.068       0.049      25.034       0.050 
   3859.150    1410.520      308.9023153       60.1365410      25.835       0.064      25.862       0.046      25.993       0.103 
   2214.600    4374.750      308.8463699       60.1117392      26.186       0.077      25.782       0.036      25.698       0.091 
   4539.970    4990.300      308.8903081       60.0969133      25.995       0.070      25.676       0.039      25.517       0.085 
   2266.260    3760.020      308.8519346       60.1179339      26.835       0.127      26.110       0.050      25.871       0.109 
   2308.960    3345.690      308.8558506       60.1220804      26.132       0.089      25.805       0.042      26.069       0.134 
   2849.420    2577.450      308.8727295       60.1280950      27.264       0.225      26.691       0.086      26.776       0.255 
   3027.080    1901.170      308.8813788       60.1344701      26.199       0.080      25.876       0.039      25.807       0.090 
   3977.320    2407.970      308.8974761       60.1257593      26.631       0.104      26.005       0.047      25.815       0.091 
   1309.630    1146.220      308.8510861       60.1485371      26.531       0.100      25.902       0.056      25.340       0.104 
   1827.270    2481.330      308.8521243       60.1328001      26.888       0.162      25.950       0.058      25.937       0.102 
   2173.010    3314.330      308.8532462       60.1228988      25.987       0.088      25.942       0.052      25.933       0.106 
   1095.650    1756.140      308.8421662       60.1429806      27.525       0.215      26.549       0.065      26.132       0.129 
   2122.370    1814.500      308.8631506       60.1386525      27.227       0.184      26.237       0.053      25.690       0.079 
   1008.080    1407.820      308.8428844       60.1469142      26.063       0.078      25.963       0.056      25.435       0.097 
   3934.020    1642.520      308.9021771       60.1338611      26.866       0.124      26.018       0.046      25.993       0.103 
   5028.950    4813.210      308.9017841       60.0969752      26.141       0.077      25.715       0.042      25.314       0.075 
   2093.100     720.130      308.8705436       60.1501190      26.768       0.122      25.840       0.060      25.871       0.151 
   3218.220    3728.300      308.8720024       60.1148105      27.030       0.170      25.918       0.059      25.201       0.064 
   2264.370    2826.400      308.8587151       60.1276329      26.159       0.096      25.833       0.054      25.939       0.098 
   3863.740    1518.490      308.9016203       60.1354037      26.023       0.087      25.790       0.038      26.095       0.115 
   2602.610    2956.900      308.8648115       60.1250515      27.086       0.195      26.055       0.053      25.910       0.105 
   4543.040    3291.840      308.9027946       60.1145306      26.289       0.096      25.839       0.045      26.121       0.112 
   4075.790    3999.240      308.8878869       60.1088855      26.070       0.079      25.834       0.040      25.443       0.065 
   1305.250    1656.000      308.8472692       60.1432606      26.215       0.099      25.889       0.039      25.882       0.094 
    991.570    4265.910      308.8216772       60.1172996      27.336       0.192      25.840       0.053      25.148       0.086 
   3032.000    2277.000      308.8787323       60.1305511      26.490       0.131      25.850       0.047      26.266       0.137 
   1664.180    1339.480      308.8570684       60.1452453      26.392       0.129      26.027       0.046      25.718       0.093 
   4440.210    4785.500      308.8897280       60.0994012      25.750       0.055      25.757       0.041      25.627       0.095 
   1215.010    2971.100      308.8357827       60.1299341      26.319       0.110      26.017       0.052      26.115       0.139 
   2088.080    3329.730      308.8513636       60.1230469      26.253       0.112      25.788       0.039      26.122       0.121 
   1969.570     851.900      308.8670031       60.1491993      27.195       0.163      26.014       0.067      25.170       0.100 
   3908.450    1440.690      308.9031220       60.1360488      26.382       0.101      25.922       0.056      25.857       0.107 
   1426.040     812.040      308.8559573       60.1515843      26.466       0.189      25.630       0.094      25.192       0.152 
   3850.160    3852.950      308.8842566       60.1112231      26.610       0.103      25.793       0.038      25.583       0.090 
   2940.580    2340.440      308.8763627       60.1302244      27.382       0.211      26.706       0.072      26.141       0.119 
   3851.320    2665.950      308.8929626       60.1235393      27.256       0.219      25.899       0.046      26.262       0.129 
   2169.120     808.160      308.8714851       60.1489294      26.168       0.075      25.941       0.045      25.869       0.102 
   3594.530    2495.560      308.8888579       60.1262404      26.358       0.095      25.824       0.049      25.860       0.113 
   3307.260    2966.890      308.8794239       60.1223910      27.669       0.252      26.305       0.060      25.757       0.093 
   2600.390    2183.150      308.8704214       60.1330916      27.135       0.170      26.152       0.055      25.910       0.112 
   2466.300     933.290      308.8767675       60.1465521      26.403       0.103      25.855       0.039      25.734       0.089 
   1389.490    1889.780      308.8473179       60.1405282      26.640       0.160      26.131       0.056      25.815       0.113 
   2346.830    2005.570      308.8664336       60.1358548      26.123       0.089      25.857       0.042      26.026       0.114 
