          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   1190.260    1436.120      308.8464776       60.1459601      26.757       0.115      26.386       0.059      26.104       0.167 
   3397.250    3299.970      308.8788637       60.1186070      26.917       0.158      26.506       0.067      26.125       0.093 
   4005.670    4237.870      308.8846817       60.1066632      26.420       0.100      26.275       0.046      26.036       0.076 
   2125.930    2010.630      308.8617910       60.1366035      27.766       0.260      27.089       0.075      26.508       0.123 
   2135.580    2536.570      308.8581482       60.1311087      26.651       0.140      26.396       0.058      26.151       0.115 
   1348.380    2958.250      308.8386570       60.1295843      27.367       0.188      27.106       0.102      26.688       0.095 
   3072.290    2310.640      308.8793260       60.1300557      26.497       0.105      26.244       0.049      26.085       0.127 
   1287.740    1986.570      308.8444889       60.1398922      27.048       0.158      26.903       0.080      26.693       0.158 
    994.360    4678.990      308.8187232       60.1130004      27.153       0.145      26.537       0.060      25.934       0.069 
   2192.950    2437.830      308.8600658       60.1319257      27.681       0.213      27.197       0.104      26.642       0.105 
   3863.140    2291.760      308.8959472       60.1273802      27.936       0.240      26.989       0.060      26.368       0.127 
   3908.540    2075.880      308.8984734       60.1294559      27.841       0.249      27.175       0.085      26.605       0.110 
   3417.270    3301.020      308.8792731       60.1185234      26.685       0.151      26.376       0.053      26.154       0.127 
   2196.680    3214.890      308.8544659       60.1238454      26.818       0.140      26.463       0.061      26.180       0.126 
   2537.610    2361.180      308.8678111       60.1314713      26.765       0.127      26.475       0.059      26.215       0.122 
   3502.030    3739.710      308.8778320       60.1136622      26.299       0.109      26.207       0.057      26.102       0.111 
   2436.480    3839.200      308.8549034       60.1164947      26.612       0.109      26.313       0.049      26.111       0.114 
   1712.330    1930.500      308.8537526       60.1389352      26.470       0.105      26.294       0.048      26.132       0.122 
   3594.960    3998.580      308.8778758       60.1106378      26.559       0.115      26.267       0.042      26.101       0.133 
   4616.120    3346.000      308.9039206       60.1137029      26.393       0.134      26.244       0.049      26.107       0.122 
   2013.520    2461.550      308.8561518       60.1323301      27.347       0.180      26.936       0.074      26.529       0.111 
   2808.820    3736.690      308.8634109       60.1162086      27.799       0.223      27.214       0.083      26.687       0.117 
    999.980    1748.270      308.8402284       60.1434090      26.311       0.082      26.269       0.068      26.191       0.193 
   3407.280    3032.960      308.8810250       60.1213421      26.110       0.089      26.208       0.054      26.202       0.134 
   3564.150    2898.780      308.8852752       60.1221654      26.512       0.126      26.320       0.051      26.197       0.147 
   4736.380    3417.490      308.9059025       60.1125240      26.616       0.110      26.321       0.054      26.031       0.095 
   3146.090    1361.950      308.8878055       60.1396350      27.380       0.175      26.799       0.056      26.323       0.099 
   3866.000    3434.970      308.8876430       60.1155041      26.977       0.153      26.461       0.055      26.050       0.094 
   2058.600    4668.350      308.8409767       60.1092564      26.862       0.116      26.429       0.048      26.012       0.084 
   1213.110    3890.920      308.8290301       60.1203909      26.962       0.198      26.519       0.055      26.101       0.088 
   1569.820    1287.960      308.8554770       60.1461223      26.601       0.107      26.453       0.067      26.214       0.124 
   1847.500    2473.460      308.8526036       60.1328084      26.501       0.113      26.349       0.058      26.240       0.155 
   2246.510    1713.030      308.8664809       60.1392555      26.280       0.100      26.253       0.052      26.156       0.113 
    945.210    1840.000      308.8384160       60.1426551      26.006       0.100      26.055       0.099      25.957       0.161 
   3841.770    3826.430      308.8842757       60.1115288      27.103       0.143      26.520       0.045      26.052       0.084 
   4536.320    3208.600      308.9032638       60.1154189      27.711       0.201      26.675       0.055      26.001       0.093 
   3896.270    3923.270      308.8847030       60.1103258      28.016       0.272      26.966       0.053      26.113       0.062 
   2596.380    2906.820      308.8650477       60.1255939      27.477       0.207      26.871       0.075      26.417       0.134 
   4592.210    3367.550      308.9032648       60.1135661      26.373       0.100      26.226       0.046      26.097       0.105 
   3972.140    3627.790      308.8884441       60.1131173      26.713       0.114      26.351       0.048      26.006       0.078 
   4646.930    2632.950      308.9097819       60.1209913      26.211       0.088      26.172       0.049      26.096       0.121 
   3484.110    1783.070      308.8917701       60.1340366      26.750       0.121      26.494       0.057      26.242       0.119 
   2299.940    1466.690      308.8693964       60.1416189      27.190       0.160      26.847       0.068      26.603       0.188 
   3693.670     862.980      308.9028753       60.1428250      26.657       0.109      26.421       0.053      26.140       0.087 
   2337.420    1364.000      308.8709290       60.1425488      27.383       0.188      26.814       0.063      26.342       0.104 
   3691.740     919.950      308.9024179       60.1422407      27.327       0.192      27.050       0.081      26.842       0.244 
   2671.210    1139.620      308.8795309       60.1436667      26.810       0.120      26.370       0.043      26.069       0.121 
   2927.690    3270.670      308.8692932       60.1206150      27.452       0.195      26.939       0.072      26.506       0.143 
   1384.280    1930.770      308.8469098       60.1401216      26.609       0.113      26.475       0.058      26.356       0.164 
   1065.060    1767.060      308.8414484       60.1429781      27.687       0.254      27.228       0.103      26.801       0.163 
   2266.710    4087.020      308.8495562       60.1145374      27.874       0.234      27.321       0.085      26.829       0.140 
   3012.190    2122.450      308.8794497       60.1322273      27.536       0.198      26.827       0.061      26.300       0.104 
   4283.760    4750.730      308.8867243       60.1003302      27.130       0.132      26.448       0.050      25.917       0.095 
   2701.430    1088.350      308.8805362       60.1440891      26.843       0.129      26.454       0.047      26.179       0.126 
   4525.830    3913.950      308.8978845       60.1081363      26.558       0.085      26.297       0.045      26.115       0.131 
   3886.980    4167.860      308.8827213       60.1078207      27.326       0.169      26.618       0.069      26.058       0.097 
   2683.780     918.310      308.8814125       60.1459182      26.637       0.104      26.365       0.049      26.092       0.102 
   1968.970    1863.160      308.8595962       60.1387037      27.172       0.149      26.659       0.064      26.233       0.098 
    996.470    1855.200      308.8393741       60.1423115      27.097       0.185      26.908       0.079      26.601       0.117 
   3821.910    2349.510      308.8946653       60.1269305      26.380       0.107      26.276       0.057      26.181       0.150 
   3513.160    1132.620      308.8971373       60.1406822      27.019       0.141      26.660       0.056      26.328       0.110 
   2673.980    2598.530      308.8689186       60.1285127      26.934       0.140      26.660       0.073      26.446       0.189 
   1452.430    1632.770      308.8505085       60.1429683      26.948       0.156      26.586       0.056      26.245       0.103 
   1251.180    2225.200      308.8419834       60.1375472      26.872       0.134      26.454       0.055      26.145       0.125 
   2233.020    4705.080      308.8443426       60.1082430      27.113       0.144      26.542       0.051      26.056       0.096 
   2121.970    2551.220      308.8577575       60.1310060      26.589       0.108      26.413       0.055      26.228       0.127 
   1100.420    1822.860      308.8417783       60.1422706      26.441       0.097      26.326       0.053      26.141       0.098 
   2220.870    2328.150      308.8614495       60.1329630      26.695       0.129      26.442       0.055      26.148       0.091 
   1162.270    1646.860      308.8443540       60.1438737      27.596       0.259      27.103       0.116      26.536       0.139 
   2436.890    2081.340      308.8677573       60.1347416      26.670       0.130      26.431       0.052      26.291       0.166 
   1263.130    1605.860      308.8467571       60.1439338      27.445       0.225      27.136       0.093      26.817       0.176 
   4427.160    4498.600      308.8915538       60.1024265      28.028       0.263      27.016       0.101      26.119       0.078 
   1377.040    1518.600      308.8497705       60.1444268      27.032       0.146      26.673       0.069      26.308       0.103 
   2073.680     716.120      308.8701678       60.1502311      27.118       0.163      26.787       0.087      26.436       0.171 
   3079.070     953.080      308.8894009       60.1441222      27.650       0.235      27.541       0.111      27.200       0.132 
   2332.570    2464.910      308.8627785       60.1311382      27.398       0.191      26.728       0.054      26.235       0.107 
   2828.070    3091.680      308.8685254       60.1228345      27.319       0.154      26.704       0.064      26.278       0.123 
   3079.770    2092.520      308.8810774       60.1322926      26.388       0.094      26.248       0.053      26.143       0.160 
   1805.220    4386.900      308.8377510       60.1130965      27.463       0.164      26.689       0.049      26.082       0.081 
   2258.850    2720.360      308.8593749       60.1287538      27.378       0.199      26.766       0.066      26.332       0.143 
   1235.430    1984.810      308.8434109       60.1401000      26.511       0.114      26.303       0.048      26.103       0.120 
   4111.640    2795.770      308.8974370       60.1212464      26.570       0.116      26.306       0.058      26.087       0.106 
   1095.590    1670.000      308.8427942       60.1438751      27.694       0.219      26.926       0.085      26.343       0.136 
   3658.600     837.410      308.9023314       60.1432178      27.288       0.187      26.839       0.069      26.384       0.090 
   1801.410    1701.580      308.8572833       60.1409887      26.516       0.134      26.410       0.080      26.308       0.180 
   1012.870    1360.400      308.8433308       60.1473892      27.136       0.179      26.621       0.112      26.204       0.181 
   4164.160    2826.140      308.8983091       60.1207404      26.689       0.142      26.362       0.053      26.201       0.159 
   1421.510    1863.520      308.8481775       60.1406848      26.555       0.108      26.300       0.048      26.056       0.101 
   2010.620    3514.840      308.8483973       60.1214059      28.058       0.264      27.362       0.094      26.758       0.122 
   3814.950    1353.000      308.9018151       60.1372986      26.261       0.085      26.216       0.048      26.141       0.118 
   2367.810     805.500      308.8756485       60.1482360      27.116       0.137      26.635       0.051      26.238       0.097 
   3814.870    1437.730      308.9011930       60.1364195      27.805       0.234      26.943       0.052      26.333       0.112 
   2666.310    1264.520      308.8785149       60.1423880      26.807       0.126      26.446       0.057      26.175       0.115 
   2134.460     852.020      308.8704414       60.1485998      26.643       0.145      26.538       0.061      26.342       0.124 
   2861.120    3142.320      308.8688440       60.1221889      27.969       0.274      27.637       0.121      27.285       0.207 
   2237.420    2596.600      308.8598326       60.1301162      27.650       0.236      26.939       0.066      26.402       0.129 
   2843.290    1208.850      308.8826125       60.1423234      26.677       0.127      26.408       0.048      26.154       0.099 
    969.150    1310.250      308.8427853       60.1480683      26.999       0.137      26.403       0.063      25.894       0.113 
    967.600    2439.510      308.8345050       60.1363496      26.305       0.091      26.249       0.052      26.201       0.149 
   2751.800    2057.540      308.8744964       60.1338461      26.516       0.108      26.366       0.057      26.235       0.146 
   2577.750    1559.630      308.8745094       60.1396461      27.683       0.220      26.893       0.055      26.305       0.098 
   1446.930    1576.720      308.8508034       60.1435701      26.294       0.104      26.255       0.059      26.169       0.128 
   2368.190    2256.400      308.8650452       60.1331735      26.340       0.100      26.433       0.069      26.406       0.158 
   3696.190     880.600      308.9027988       60.1426330      26.024       0.073      26.197       0.055      26.222       0.125 
   4641.850    3860.590      308.9006913       60.1082686      26.385       0.113      26.243       0.042      26.153       0.136 
   4295.840    4708.350      308.8872856       60.1007262      26.868       0.135      26.390       0.082      25.996       0.105 
   1111.630    4503.270      308.8224484       60.1144003      27.694       0.200      26.743       0.055      25.984       0.082 
   2350.410    3466.180      308.8558343       60.1206792      27.523       0.200      26.973       0.071      26.602       0.174 
   2151.020    2081.710      308.8617945       60.1357747      26.282       0.104      26.236       0.047      26.154       0.133 
   2087.200    4400.860      308.8435248       60.1119298      27.265       0.173      26.573       0.062      26.048       0.099 
   2857.260    3908.280      308.8631666       60.1142517      26.264       0.098      26.210       0.050      26.193       0.166 
   4780.590    2835.360      308.9110846       60.1184049      27.918       0.259      26.947       0.069      26.180       0.082 
   2277.380    3895.660      308.8511758       60.1164854      26.744       0.115      26.450       0.054      26.156       0.111 
   3706.430    2957.980      308.8878070       60.1210344      26.728       0.146      26.417       0.062      26.185       0.123 
   1667.370    4466.370      308.8342987       60.1127708      26.657       0.103      26.289       0.054      25.929       0.102 
   2243.400    3770.770      308.8513797       60.1179051      26.676       0.111      26.383       0.068      26.115       0.101 
   1405.350    2233.900      308.8451347       60.1368982      27.125       0.148      26.713       0.064      26.367       0.128 
   1239.150    1451.330      308.8473862       60.1456250      26.349       0.087      26.235       0.061      26.070       0.157 
   3844.570    3751.980      308.8848784       60.1122914      27.462       0.166      26.680       0.047      26.089       0.089 
   4043.540    2799.240      308.8959927       60.1214578      27.453       0.213      26.697       0.051      26.334       0.215 
   1043.820    1738.390      308.8412149       60.1433527      26.356       0.100      26.208       0.060      26.031       0.145 
   2255.500    1114.650      308.8710446       60.1454344      26.549       0.112      26.432       0.052      26.291       0.132 
   2621.670    2751.180      308.8667124       60.1271179      26.978       0.145      26.527       0.053      26.230       0.134 
   3967.260    3087.520      308.8922941       60.1187427      26.900       0.137      26.438       0.057      26.084       0.103 
   3202.120    1647.290      308.8868854       60.1364698      26.641       0.112      26.373       0.048      26.159       0.122 
   1823.520    2487.040      308.8520044       60.1327544      27.210       0.217      27.061       0.088      26.904       0.214 
   4643.130    4066.080      308.8992147       60.1061312      26.910       0.114      26.513       0.050      26.078       0.069 
   3548.500    2274.120      308.8895188       60.1287059      26.783       0.156      26.512       0.062      26.274       0.121 
   1065.760    1768.950      308.8414492       60.1429559      26.136       0.084      26.203       0.049      26.145       0.119 
   1749.600    1303.720      308.8591113       60.1453068      27.134       0.158      26.870       0.068      26.565       0.151 
   1126.920    1774.990      308.8426807       60.1426716      27.241       0.159      26.807       0.065      26.377       0.114 
   1006.740    1288.090      308.8437313       60.1481621      26.948       0.155      26.395       0.069      25.987       0.143 
   2492.050    1966.020      308.8697505       60.1357385      27.529       0.204      26.886       0.060      26.335       0.094 
   2887.920    4035.610      308.8628752       60.1128187      27.070       0.186      26.580       0.049      26.136       0.076 
   1858.810    1573.880      308.8594138       60.1421062      27.327       0.156      26.777       0.055      26.305       0.098 
   1946.340    2006.630      308.8580757       60.1372964      27.151       0.161      26.599       0.053      26.148       0.102 
   1734.080    1163.000      308.8598164       60.1468239      26.939       0.150      26.818       0.085      26.573       0.152 
   1138.540    1305.400      308.8463540       60.1475047      26.628       0.132      26.411       0.073      26.164       0.160 
   3604.680    2908.700      308.8860472       60.1219153      26.631       0.119      26.460       0.069      26.310       0.157 
   2338.090    2170.010      308.8650492       60.1341795      26.634       0.128      26.420       0.054      26.293       0.186 
   4543.940    3148.780      308.9038603       60.1160121      26.708       0.157      26.374       0.048      26.088       0.108 
   1195.770    1902.820      308.8431827       60.1410949      26.997       0.147      26.948       0.082      26.786       0.182 
   3965.960    1544.770      308.9035586       60.1347596      27.408       0.217      26.820       0.071      26.362       0.119 
   4538.410    1272.640      308.9174839       60.1355033      26.911       0.130      26.392       0.051      25.974       0.121 
   2290.690    4033.950      308.8504434       60.1150015      26.341       0.102      26.260       0.051      26.162       0.136 
   3767.040    1325.390      308.9010185       60.1377592      26.082       0.097      26.184       0.060      26.098       0.095 
   1033.100    2003.650      308.8390538       60.1406376      26.555       0.112      26.312       0.054      26.205       0.177 
   2420.750    2060.580      308.8675726       60.1350156      26.671       0.134      26.398       0.050      26.202       0.139 
   2859.780    4201.900      308.8610743       60.1111945      27.938       0.231      26.904       0.051      26.122       0.074 
   2451.920     798.080      308.8774570       60.1480078      26.729       0.106      26.487       0.050      26.191       0.090 
   1619.460    2326.990      308.8489191       60.1351557      26.911       0.186      26.506       0.058      26.144       0.100 
   1991.300    3611.920      308.8472858       60.1204681      27.899       0.230      27.175       0.075      26.575       0.107 
   2871.600    4079.380      308.8622155       60.1124235      26.978       0.140      26.506       0.046      26.080       0.084 
   1973.790    1866.080      308.8596754       60.1386559      27.252       0.159      26.708       0.060      26.352       0.174 
   3952.430    2856.130      308.8936780       60.1211982      27.700       0.246      26.791       0.051      26.197       0.110 
   3659.260    4298.030      308.8770266       60.1072961      26.761       0.103      26.327       0.056      25.944       0.076 
   3643.230    3219.030      308.8845808       60.1185542      26.449       0.126      26.294       0.055      26.195       0.158 
   2810.630    3201.030      308.8673627       60.1217626      27.266       0.204      27.180       0.100      26.992       0.200 
   1334.010    3608.930      308.8336078       60.1228808      26.960       0.122      26.502       0.054      26.078       0.077 
   1449.690    1621.550      308.8505333       60.1430947      26.810       0.143      26.718       0.067      26.551       0.150 
   2177.550     811.230      308.8716385       60.1488669      26.529       0.106      26.434       0.061      26.273       0.114 
   3789.010    1043.650      308.9035398       60.1406035      28.001       0.250      27.095       0.059      26.391       0.097 
   4504.310    1376.930      308.9160091       60.1345449      26.696       0.102      26.309       0.055      25.948       0.109 
   2810.330    2433.360      308.8729683       60.1297325      27.524       0.198      26.915       0.061      26.471       0.140 
   2006.920    1582.880      308.8624366       60.1414756      27.030       0.147      26.628       0.056      26.245       0.093 
   1256.130    2843.220      308.8375736       60.1311128      27.446       0.172      26.893       0.069      26.465       0.132 
   3180.740    1891.410      308.8846534       60.1340136      27.322       0.209      26.731       0.057      26.304       0.130 
   3640.880     908.460      308.9014416       60.1425448      27.297       0.160      26.792       0.060      26.481       0.165 
   3528.080    2816.230      308.8851274       60.1231532      27.120       0.159      26.583       0.065      26.199       0.132 
   2243.130    1937.350      308.8647703       60.1369392      26.492       0.107      26.325       0.049      26.205       0.151 
   4299.530    2313.060      308.9048853       60.1255738      27.853       0.247      27.388       0.111      26.852       0.110 
   2220.760    3176.850      308.8552457       60.1241530      26.909       0.135      26.509       0.060      26.310       0.186 
   2120.800    1255.380      308.8672062       60.1444623      27.754       0.211      26.989       0.079      26.343       0.095 
   3329.900    2020.480      308.8868183       60.1321323      26.488       0.111      26.355       0.051      26.258       0.172 
   2540.570    2783.890      308.8647829       60.1270725      27.181       0.167      26.747       0.073      26.400       0.146 
   1630.710    1548.320      308.8548437       60.1431987      26.928       0.139      26.539       0.052      26.182       0.119 
   1951.360    2829.480      308.8521678       60.1287359      26.576       0.122      26.411       0.052      26.340       0.204 
   4173.290    4531.570      308.8860257       60.1030061      27.023       0.138      26.486       0.056      26.038       0.111 
   1832.840    3349.450      308.8458996       60.1237673      26.794       0.112      26.575       0.076      26.336       0.127 
   1705.670    1053.250      308.8600264       60.1480663      26.795       0.114      26.349       0.059      26.050       0.176 
   2568.310    2680.260      308.8661185       60.1280476      27.568       0.206      27.085       0.080      26.628       0.126 
   2370.240    2075.110      308.8664133       60.1350480      26.855       0.142      26.539       0.059      26.290       0.138 
   3671.670     918.160      308.9020125       60.1423322      26.284       0.108      26.338       0.056      26.281       0.140 
   3752.810    3160.040      308.8872955       60.1187687      26.676       0.105      26.379       0.056      26.135       0.116 
   3883.180    1451.940      308.9025129       60.1360238      26.865       0.129      26.689       0.066      26.532       0.185 
   3626.870     930.770      308.9009861       60.1423641      26.525       0.098      26.497       0.054      26.438       0.150 
   1022.740     671.020      308.8485748       60.1545104      28.015       0.268      26.982       0.092      26.114       0.085 
   1980.290    4190.210      308.8428346       60.1145042      27.137       0.148      26.593       0.054      26.103       0.095 
   2426.470    1854.520      308.8691985       60.1371339      27.306       0.178      26.759       0.059      26.345       0.119 
   2253.660    1968.580      308.8647616       60.1365768      26.530       0.124      26.390       0.061      26.207       0.124 
   3981.170    4222.760      308.8842819       60.1069089      26.279       0.085      26.286       0.046      26.243       0.130 
   4737.350    3116.780      308.9081236       60.1156414      27.234       0.172      26.606       0.052      26.141       0.094 
   1270.110    2115.930      308.8431763       60.1386130      27.164       0.162      26.846       0.070      26.519       0.129 
   2111.740     866.220      308.8698636       60.1485349      26.711       0.118      26.540       0.054      26.286       0.096 
   4112.580    3200.060      308.8944985       60.1170468      27.649       0.212      26.832       0.074      26.179       0.086 
   3982.960    4050.360      308.8855795       60.1086919      27.699       0.228      26.936       0.076      26.224       0.085 
   4519.190    3341.580      308.9019338       60.1141010      26.738       0.127      26.414       0.046      26.141       0.102 
   2109.730    1622.090      308.8642937       60.1406957      27.029       0.140      26.615       0.067      26.187       0.091 
   1892.750    1115.300      308.8634745       60.1467436      26.796       0.145      26.619       0.059      26.401       0.135 
   3771.580    3449.120      308.8855724       60.1157000      27.451       0.194      26.713       0.049      26.165       0.093 
   3289.010    2817.610      308.8801352       60.1240067      26.683       0.132      26.575       0.082      26.383       0.184 
   1278.880    2013.560      308.8441070       60.1396441      26.861       0.163      26.512       0.068      26.208       0.114 
    965.010    1252.460      308.8431212       60.1486832      26.679       0.125      26.352       0.067      26.088       0.158 
   4675.280    4207.550      308.8988494       60.1045461      26.971       0.190      26.333       0.141      25.841       0.249 
   1009.510    1562.110      308.8417870       60.1453072      27.789       0.233      27.065       0.093      26.601       0.260 
   2530.860    2865.060      308.8639873       60.1262651      27.780       0.267      27.197       0.097      26.754       0.167 
   3684.370     862.220      308.9026870       60.1428667      26.458       0.106      26.343       0.049      26.238       0.143 
   2456.350    3188.310      308.8600722       60.1231797      26.308       0.100      26.262       0.051      26.118       0.102 
   4447.350    3377.100      308.9001774       60.1139933      26.744       0.124      26.421       0.045      26.181       0.114 
   1987.330    1973.070      308.8591757       60.1374961      27.047       0.130      26.576       0.056      26.269       0.157 
   3124.210    1117.200      308.8891407       60.1422548      27.050       0.150      26.748       0.056      26.399       0.086 
   1619.560    4247.090      308.8349023       60.1152207      27.294       0.151      26.656       0.054      26.095       0.070 
   1048.210    1072.290      308.8461733       60.1502522      26.910       0.137      26.433       0.067      25.960       0.090 
   2276.450    3336.730      308.8552385       60.1222913      27.334       0.214      26.726       0.069      26.440       0.272 
   1504.640    2369.120      308.8462173       60.1351345      27.621       0.245      27.128       0.097      26.717       0.172 
   3889.890    2059.730      308.8982029       60.1296913      27.405       0.225      26.777       0.056      26.302       0.119 
   3580.060    3211.820      308.8833173       60.1188584      27.080       0.137      26.557       0.050      26.124       0.094 
   2177.460    1528.960      308.8663871       60.1414168      26.809       0.132      26.767       0.102      26.550       0.124 
   2009.850    2894.910      308.8529091       60.1278446      27.752       0.256      27.214       0.086      26.812       0.175 
   1030.030    1867.640      308.8399832       60.1420608      26.243       0.089      26.254       0.050      26.255       0.168 
    985.290    1987.590      308.8381740       60.1409775      27.605       0.218      26.931       0.060      26.393       0.114 
    970.390    1630.050      308.8404748       60.1447436      26.277       0.124      26.296       0.070      26.255       0.226 
   1686.220    1931.900      308.8531979       60.1390153      27.345       0.167      26.742       0.060      26.260       0.100 
   1792.980    1571.360      308.8580594       60.1423711      27.228       0.197      26.760       0.064      26.372       0.120 
   1587.770    1405.550      308.8549918       60.1448365      26.444       0.097      26.352       0.051      26.247       0.133 
   3353.690    2252.260      308.8856184       60.1296402      27.783       0.222      27.084       0.075      26.526       0.115 
   4667.340    4587.630      308.8959043       60.1006301      27.968       0.229      26.871       0.059      26.064       0.090 
   2337.010    4683.130      308.8466693       60.1080940      26.641       0.125      26.363       0.065      26.154       0.144 
   3764.260    1322.320      308.9009831       60.1378012      26.420       0.107      26.378       0.053      26.229       0.108 
   3765.900    1304.590      308.9011471       60.1379792      26.540       0.106      26.416       0.061      26.228       0.112 
   2554.720    2165.880      308.8695956       60.1334365      27.701       0.200      26.952       0.063      26.419       0.139 
   3438.360    3050.470      308.8815446       60.1210476      27.194       0.164      26.757       0.076      26.378       0.119 
   1334.460    2022.070      308.8452039       60.1393543      26.769       0.128      26.466       0.055      26.262       0.146 
   1898.440    1679.700      308.8594666       60.1408640      27.975       0.271      27.136       0.065      26.543       0.150 
   1757.790    1737.600      308.8561104       60.1407729      26.250       0.082      26.305       0.052      26.217       0.103 
   2194.700    2064.770      308.8628291       60.1357921      27.649       0.233      26.872       0.058      26.278       0.103 
   2819.770    1299.480      308.8814589       60.1414681      27.430       0.183      27.049       0.078      26.606       0.101 
   2854.280    2455.000      308.8737261       60.1293484      26.427       0.114      26.335       0.066      26.255       0.138 
   3783.190    4876.190      308.8753830       60.1008450      27.340       0.190      26.559       0.102      26.098       0.257 
   2731.330    1999.460      308.8744944       60.1345232      26.563       0.114      26.349       0.048      26.180       0.132 
   4164.010    4793.660      308.8839168       60.1003194      26.668       0.105      26.326       0.056      26.014       0.105 
   2381.490    2280.690      308.8651449       60.1328731      26.703       0.123      26.423       0.055      26.242       0.164 
   2775.300    2145.340      308.8743442       60.1328494      27.153       0.163      26.775       0.065      26.367       0.092 
   2699.080    1599.990      308.8767439       60.1387868      26.826       0.113      26.521       0.055      26.182       0.087 
   4257.020    2871.710      308.8999104       60.1199301      26.797       0.129      26.413       0.066      26.134       0.145 
   1419.040    1149.900      308.8533413       60.1481023      27.379       0.155      26.789       0.070      26.280       0.122 
   4081.900    2144.240      308.9015860       60.1281166      27.560       0.193      26.870       0.062      26.390       0.139 
   2277.190    3374.210      308.8549801       60.1218995      27.822       0.259      27.344       0.106      26.907       0.149 
   2208.900    3198.010      308.8548439       60.1239763      26.755       0.189      26.466       0.062      26.268       0.178 
   3929.720    1403.860      308.9038351       60.1363537      26.707       0.152      26.465       0.057      26.298       0.149 
   1634.770    1654.440      308.8541528       60.1420823      27.187       0.172      26.875       0.078      26.579       0.156 
   2250.830    1928.850      308.8649930       60.1369995      26.849       0.148      26.535       0.054      26.283       0.132 
   2129.810     808.940      308.8706595       60.1490639      26.406       0.090      26.373       0.082      26.271       0.181 
   2037.840    4459.320      308.8420696       60.1115018      26.328       0.082      26.276       0.052      26.209       0.135 
   2250.150    3536.880      308.8532285       60.1203088      27.650       0.191      26.898       0.066      26.352       0.123 
   2300.070    2534.230      308.8615944       60.1305365      26.738       0.161      26.471       0.060      26.266       0.158 
   2343.110    3924.760      308.8523330       60.1159450      26.376       0.146      26.415       0.061      26.379       0.158 
   2681.810    3990.920      308.8589073       60.1140301      27.978       0.239      27.100       0.068      26.420       0.107 
    968.270    1251.560      308.8431958       60.1486808      26.257       0.084      26.195       0.062      26.044       0.134 
   2862.780    2508.760      308.8735102       60.1287595      26.626       0.139      26.440       0.057      26.272       0.130 
   3412.090    3036.110      308.8811022       60.1212920      27.488       0.233      26.874       0.075      26.418       0.128 
   4857.370    3494.400      308.9078597       60.1112861      26.292       0.111      26.297       0.045      26.231       0.129 
   2315.170    3138.850      308.8574911       60.1242051      27.940       0.268      27.213       0.084      26.678       0.181 
   2353.760    3930.590      308.8525123       60.1158459      26.398       0.100      26.339       0.056      26.258       0.141 
   2229.860    4429.640      308.8462872       60.1111140      26.737       0.099      26.423       0.049      26.130       0.094 
   3884.450    4168.890      308.8826611       60.1078192      27.377       0.209      26.736       0.074      26.186       0.095 
   1008.510    1876.120      308.8394724       60.1420507      26.878       0.148      26.569       0.056      26.292       0.126 
   1086.460    2258.910      308.8383023       60.1377940      26.529       0.110      26.420       0.056      26.274       0.138 
   2042.310    1900.490      308.8608526       60.1380502      26.942       0.137      26.583       0.062      26.262       0.111 
   2329.420    4042.340      308.8511891       60.1147740      27.191       0.162      26.732       0.055      26.367       0.127 
   1732.450    1599.820      308.8565891       60.1422951      26.298       0.095      26.300       0.055      26.253       0.163 
   1365.490    1903.140      308.8467198       60.1404765      27.885       0.248      27.166       0.081      26.609       0.157 
   1718.060    3928.310      308.8392814       60.1181735      27.682       0.271      26.857       0.075      26.195       0.101 
   2700.840     926.520      308.8817082       60.1457711      27.926       0.257      27.184       0.073      26.532       0.087 
   2272.870    1499.460      308.8685923       60.1413769      27.298       0.174      26.700       0.056      26.249       0.112 
   2200.940    4376.240      308.8460744       60.1117732      27.136       0.153      26.612       0.056      26.137       0.088 
   1485.510    2200.890      308.8470473       60.1369503      27.050       0.154      26.650       0.057      26.268       0.100 
   3330.090    1893.310      308.8877528       60.1334516      27.051       0.173      26.671       0.072      26.389       0.164 
   2927.670    1198.170      308.8844501       60.1421280      26.735       0.106      26.435       0.050      26.240       0.141 
   2462.160    3965.150      308.8545187       60.1150941      27.533       0.204      27.086       0.071      26.669       0.123 
   2314.450    1904.200      308.8664997       60.1370246      27.062       0.139      26.719       0.068      26.389       0.117 
   4815.040    3357.550      308.9079796       60.1128602      26.509       0.112      26.354       0.049      26.205       0.116 
   4365.970    3938.930      308.8943722       60.1084577      27.324       0.167      26.687       0.048      26.208       0.094 
   2071.740    4427.360      308.8430092       60.1117107      27.045       0.146      26.565       0.053      26.158       0.110 
   1438.170    1593.900      308.8504952       60.1434235      26.311       0.121      26.408       0.064      26.372       0.152 
   1925.510     802.990      308.8664419       60.1498668      27.434       0.198      26.954       0.085      26.516       0.168 
   1790.600     777.300      308.8638158       60.1506229      26.717       0.110      26.442       0.077      26.155       0.133 
   1016.680    2859.910      308.8324593       60.1318070      26.990       0.189      26.790       0.115      26.592       0.229 
   2363.100     973.590      308.8743205       60.1465083      26.275       0.083      26.270       0.046      26.180       0.116 
   3322.230    2913.030      308.8801297       60.1228957      27.332       0.191      26.798       0.084      26.431       0.166 
   3574.360    4003.250      308.8774125       60.1106641      26.628       0.119      26.417       0.052      26.293       0.154 
