          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   2726.130    2669.210      308.8694889       60.1275898      26.142       0.101      25.784       0.039      25.445       0.065 
   2066.690    4423.060      308.8429354       60.1117737      26.199       0.076      25.612       0.030      25.128       0.044 
   1181.800    1368.550      308.8467949       60.1466923      25.958       0.084      25.829       0.054      25.627       0.111 
   1062.300    4279.490      308.8230523       60.1169025      27.975       0.209      26.399       0.039      25.246       0.044 
   1397.240    2664.850      308.8418181       60.1324534      26.070       0.104      25.726       0.036      25.411       0.070 
   1296.390    2136.020      308.8435776       60.1383092      25.417       0.055      25.399       0.029      25.299       0.063 
   2469.490    2732.800      308.8636747       60.1278607      25.856       0.081      25.635       0.038      25.429       0.069 
   1387.990    1640.340      308.8491093       60.1431233      26.688       0.097      26.097       0.039      25.570       0.052 
   3056.080    2718.290      308.8760070       60.1258831      27.687       0.271      26.922       0.117      26.265       0.134 
   1441.440     744.460      308.8567726       60.1522301      27.287       0.155      25.939       0.060      25.038       0.086 
   2459.010    2767.080      308.8632057       60.1275428      27.122       0.148      26.213       0.042      25.539       0.069 
   1327.870    2918.550      308.8385193       60.1300708      27.546       0.210      26.872       0.063      26.205       0.068 
   2344.270    4680.150      308.8468423       60.1080986      25.847       0.068      25.503       0.032      25.180       0.054 
   1967.010    2472.080      308.8551052       60.1323894      26.634       0.134      26.242       0.055      25.852       0.091 
   4646.820    3018.320      308.9069584       60.1169922      26.929       0.205      25.882       0.065      25.217       0.107 
   2419.670    1403.620      308.8723544       60.1418391      27.716       0.205      26.623       0.042      25.808       0.058 
    986.270    1155.360      308.8442742       60.1496143      25.378       0.053      25.251       0.032      25.096       0.075 
   1276.870    1940.630      308.8445978       60.1404085      26.852       0.116      26.084       0.038      25.486       0.055 
   2443.690     965.920      308.8760572       60.1462954      26.601       0.102      26.018       0.036      25.516       0.054 
   3547.460    3509.970      308.8804580       60.1158820      26.381       0.088      25.758       0.035      25.172       0.038 
   4605.690    4280.490      308.8968667       60.1040419      27.893       0.200      26.284       0.072      25.136       0.083 
   4655.930    4217.420      308.8983743       60.1045140      26.050       0.104      25.638       0.104      25.139       0.116 
   2872.110    1040.660      308.8844443       60.1439646      26.831       0.165      26.447       0.091      26.053       0.105 
   3642.770    3676.340      308.8812274       60.1138091      26.654       0.106      25.867       0.029      25.240       0.052 
   2235.580    1726.940      308.8661513       60.1391508      25.720       0.078      25.605       0.052      25.411       0.072 
   2835.960     910.020      308.8846466       60.1454518      25.910       0.069      25.671       0.030      25.398       0.053 
   1245.140    2411.160      308.8404993       60.1356384      26.654       0.103      26.055       0.037      25.533       0.053 
   1678.400    3834.180      308.8391419       60.1192945      26.598       0.203      25.977       0.109      25.293       0.101 
   2137.680     855.420      308.8704836       60.1485529      25.611       0.053      25.463       0.026      25.294       0.062 
   3199.550    2922.700      308.8775024       60.1232406      26.825       0.189      26.577       0.075      26.368       0.181 
   3086.890     950.920      308.8895797       60.1441162      25.554       0.053      25.517       0.030      25.382       0.055 
   1780.510    1659.280      308.8571567       60.1415036      25.682       0.080      25.627       0.032      25.472       0.066 
   1413.890    2027.710      308.8468190       60.1390078      25.569       0.059      25.463       0.030      25.284       0.052 
   2254.500    3911.560      308.8505829       60.1164033      25.991       0.062      25.689       0.034      25.376       0.056 
   2306.280    3376.210      308.8555718       60.1217732      25.455       0.067      25.412       0.043      25.286       0.079 
   2090.770     748.410      308.8702881       60.1498339      26.078       0.071      25.892       0.048      25.647       0.096 
   2743.050    2943.000      308.8678402       60.1246863      25.733       0.078      25.552       0.038      25.365       0.083 
   1054.960    1644.050      308.8421364       60.1442918      26.586       0.111      26.119       0.050      25.711       0.104 
   3403.240    4146.460      308.8728011       60.1097985      25.404       0.045      25.364       0.026      25.270       0.063 
   1443.090     742.680      308.8568201       60.1522425      27.172       0.128      25.927       0.060      25.067       0.085 
   2202.000    4645.810      308.8441289       60.1089707      26.543       0.078      25.800       0.026      25.201       0.042 
   1438.160     747.690      308.8566806       60.1522084      26.535       0.092      25.691       0.054      25.032       0.076 
   2631.290     839.670      308.8808934       60.1469250      26.905       0.155      26.230       0.038      25.665       0.063 
   1365.020     748.590      308.8551483       60.1524643      26.650       0.112      25.741       0.064      25.039       0.094 
   2248.650    3261.560      308.8552082       60.1231724      25.565       0.078      25.473       0.039      25.360       0.081 
    990.050    1875.120      308.8390947       60.1421280      25.463       0.060      25.420       0.027      25.300       0.062 
   3784.130     947.410      308.9041429       60.1416201      26.732       0.118      26.127       0.037      25.630       0.060 
   1188.470    1157.930      308.8484732       60.1488547      27.306       0.160      26.525       0.061      25.880       0.087 
   2304.020    2634.270      308.8609456       60.1294836      27.312       0.196      26.568       0.058      26.012       0.096 
   1376.390     806.550      308.8549617       60.1518213      27.089       0.205      25.924       0.090      25.153       0.128 
   2324.590    2573.000      308.8618222       60.1300451      25.475       0.071      25.422       0.033      25.311       0.070 
   2626.160    3934.460      308.8581601       60.1148180      25.658       0.058      25.513       0.032      25.324       0.056 
   1397.650    1566.930      308.8498472       60.1438504      25.992       0.061      25.630       0.032      25.383       0.088 
   1329.000    4240.550      308.8288947       60.1163410      28.104       0.232      26.557       0.042      25.365       0.040 
   1126.030    1934.660      308.8414957       60.1410171      25.902       0.063      25.707       0.032      25.492       0.072 
   3137.670    1334.830      308.8878284       60.1399471      27.933       0.227      26.728       0.048      25.818       0.060 
   1436.800     749.220      308.8566410       60.1521975      26.558       0.117      25.708       0.047      25.057       0.069 
   5004.490    2941.170      308.9149742       60.1164929      25.377       0.093      25.441       0.038      25.377       0.074 
    986.790    2419.520      308.8350511       60.1364876      26.251       0.099      25.809       0.035      25.408       0.060 
   2840.690    2093.220      308.8760885       60.1331531      26.353       0.087      25.885       0.037      25.471       0.063 
   2962.980    2033.410      308.8790752       60.1333301      27.856       0.193      26.711       0.050      25.862       0.062 
    976.400    1649.920      308.8404550       60.1445155      25.506       0.058      25.377       0.034      25.219       0.081 
   1631.280    3509.580      308.8405292       60.1228353      27.131       0.161      26.510       0.053      25.948       0.071 
   1193.000    4513.120      308.8240723       60.1140035      25.824       0.068      25.466       0.031      25.107       0.053 
   1361.950     824.150      308.8545318       60.1516910      26.770       0.109      25.751       0.062      25.035       0.090 
   1027.070    1525.290      308.8424223       60.1456258      26.395       0.102      26.012       0.054      25.629       0.098 
   1195.970    1927.830      308.8430042       60.1408346      26.496       0.135      26.118       0.044      25.745       0.074 
   3132.730    4186.410      308.8668739       60.1103652      27.203       0.168      26.154       0.059      25.302       0.052 
   1023.420    1461.640      308.8428112       60.1462998      25.703       0.060      25.544       0.040      25.355       0.082 
   1137.020    2012.060      308.8411596       60.1401737      25.942       0.083      25.649       0.032      25.347       0.056 
   1361.090     744.630      308.8550952       60.1525196      26.920       0.127      25.862       0.056      25.069       0.097 
   3474.010    3676.320      308.8777116       60.1144218      25.612       0.062      25.447       0.031      25.274       0.068 
   4210.900    3580.760      308.8937618       60.1127384      25.834       0.083      25.623       0.032      25.393       0.079 
   1372.860     813.340      308.8548384       60.1517636      25.901       0.078      25.383       0.073      24.984       0.111 
   2916.380    4368.380      308.8610375       60.1092610      28.144       0.247      26.709       0.039      25.558       0.036 
   1075.380    1595.630      308.8429160       60.1447205      27.097       0.153      26.588       0.074      26.086       0.108 
   3757.050    3051.370      308.8881786       60.1198812      25.546       0.080      25.458       0.032      25.370       0.084 
   2186.460    3418.790      308.8527636       60.1217656      25.997       0.081      25.939       0.044      25.781       0.075 
   1446.400     739.400      308.8569131       60.1522646      27.598       0.196      26.159       0.061      25.141       0.067 
   4607.550    4197.320      308.8975137       60.1048984      27.261       0.142      26.023       0.046      25.117       0.092 
   1920.620    1438.880      308.8616897       60.1432835      26.586       0.110      25.997       0.032      25.512       0.056 
   2773.290    3716.660      308.8628169       60.1165454      27.392       0.216      26.976       0.077      26.665       0.165 
   2371.280    4229.830      308.8506924       60.1126758      26.522       0.092      25.948       0.034      25.454       0.053 
   2410.640    2083.850      308.8671917       60.1348107      25.721       0.062      25.563       0.035      25.402       0.075 
   5031.410    3363.950      308.9124396       60.1120074      25.812       0.059      25.522       0.027      25.238       0.052 
   2342.020    3311.030      308.8567928       60.1223203      25.492       0.059      25.485       0.034      25.419       0.075 
   1573.970     759.460      308.8594275       60.1515938      25.576       0.051      25.461       0.034      25.297       0.091 
   2308.240    3144.700      308.8573039       60.1241695      26.052       0.077      25.703       0.033      25.416       0.074 
   1047.820    2205.880      308.8378838       60.1384846      26.373       0.099      26.030       0.043      25.635       0.061 
   1326.060    2031.890      308.8449570       60.1392828      25.590       0.063      25.507       0.031      25.384       0.082 
   2264.140     978.490      308.8722208       60.1468165      26.460       0.089      25.989       0.033      25.536       0.051 
   1447.750     830.920      308.8562721       60.1513096      27.094       0.144      25.993       0.067      25.134       0.087 
   3751.920    1469.280      308.8996497       60.1363207      25.856       0.062      25.656       0.034      25.442       0.072 
   2286.480    1649.440      308.8677793       60.1397706      26.475       0.104      26.104       0.058      25.689       0.060 
   1791.700    2437.880      308.8517001       60.1333801      27.204       0.176      26.840       0.093      26.539       0.243 
   4632.600    3296.260      308.9046279       60.1141593      25.361       0.052      25.347       0.031      25.292       0.074 
   3103.090    3255.600      308.8730585       60.1201351      26.837       0.130      26.210       0.045      25.677       0.073 
   3779.420    1325.190      308.9012781       60.1377163      25.835       0.058      25.595       0.030      25.360       0.077 
   1231.930    1994.350      308.8432682       60.1400136      27.976       0.254      27.070       0.069      26.355       0.108 
   2451.430    2155.480      308.8675184       60.1339192      25.653       0.069      25.522       0.033      25.375       0.072 
   2578.910    2523.500      308.8674854       60.1296364      25.551       0.072      25.493       0.033      25.392       0.076 
   2208.560    1011.490      308.8708202       60.1466756      26.369       0.084      25.930       0.030      25.536       0.058 
   4398.460    3798.760      308.8960741       60.1097945      25.835       0.067      25.548       0.026      25.267       0.055 
   1262.260    2143.110      308.8428141       60.1383593      26.070       0.073      25.747       0.035      25.408       0.056 
   2046.250    1318.310      308.8651913       60.1440794      26.420       0.091      25.943       0.036      25.484       0.049 
   1240.870    2058.270      308.8429877       60.1393176      25.677       0.070      25.510       0.029      25.361       0.078 
   2219.460    1445.010      308.8678768       60.1421359      27.072       0.141      26.470       0.067      25.914       0.078 
   1148.820    2215.500      308.8399198       60.1380188      27.842       0.245      26.672       0.048      25.785       0.054 
   3432.640    1032.370      308.8961925       60.1420152      26.038       0.069      25.770       0.031      25.468       0.054 
   1270.380    2824.560      308.8380069       60.1312549      26.972       0.140      26.263       0.045      25.698       0.072 
   2144.590     752.240      308.8713826       60.1495988      25.722       0.060      25.507       0.035      25.268       0.072 
   1976.390    3330.770      308.8490281       60.1234409      26.666       0.150      26.080       0.050      25.620       0.078 
   1353.950     832.490      308.8543039       60.1516334      27.512       0.186      26.134       0.066      25.166       0.071 
   4620.650    3017.770      308.9064173       60.1170930      25.521       0.069      25.447       0.032      25.332       0.076 
   1033.790    1608.500      308.8419546       60.1447376      27.214       0.175      26.239       0.060      25.514       0.083 
   1977.120    4495.570      308.8405399       60.1113454      25.581       0.051      25.461       0.027      25.322       0.071 
   3735.140    1558.370      308.8986477       60.1354570      26.237       0.083      25.826       0.033      25.473       0.064 
   1092.590    2089.640      308.8396664       60.1395292      27.886       0.250      27.333       0.102      26.701       0.088 
   1299.340    2666.250      308.8397666       60.1327936      27.041       0.169      26.428       0.057      25.875       0.066 
   1845.300    4283.550      308.8393404       60.1140243      26.472       0.089      25.828       0.031      25.270       0.047 
   2041.780     715.560      308.8695066       60.1503526      26.047       0.086      25.685       0.069      25.504       0.157 
   3630.080    3742.130      308.8804820       60.1131723      26.775       0.107      25.922       0.046      25.269       0.054 
   1076.770    1833.560      308.8412069       60.1422452      25.647       0.056      25.529       0.034      25.374       0.062 
   1668.560    3495.690      308.8414077       60.1228444      27.247       0.142      26.870       0.076      26.453       0.112 
   1638.740    2361.100      308.8490719       60.1347317      27.522       0.192      26.520       0.040      25.807       0.076 
   3848.910     962.620      308.9053821       60.1412268      25.636       0.061      25.541       0.030      25.396       0.064 
   1336.370    1946.160      308.8457983       60.1401354      25.808       0.095      25.826       0.107      25.790       0.196 
   2380.900    2574.880      308.8629823       60.1298213      26.327       0.109      26.110       0.049      25.824       0.087 
   1275.710    1858.610      308.8451728       60.1412642      27.713       0.254      26.738       0.048      25.984       0.070 
   1714.060    4412.050      308.8356679       60.1131657      26.064       0.065      25.628       0.033      25.210       0.051 
   1362.490     745.960      308.8551147       60.1525008      26.473       0.095      25.677       0.046      25.063       0.108 
   2867.350    3917.130      308.8633122       60.1141232      25.732       0.055      25.522       0.029      25.331       0.079 
   3767.030    1740.180      308.8979814       60.1334542      25.610       0.056      25.546       0.033      25.397       0.063 
   2415.840    2218.830      308.8663133       60.1333907      26.022       0.074      25.758       0.035      25.531       0.083 
   1156.640    1609.030      308.8445130       60.1442869      25.370       0.056      25.400       0.043      25.374       0.142 
   1773.000    3032.130      308.8469695       60.1272786      27.662       0.211      27.000       0.073      26.394       0.087 
   1659.370    3786.560      308.8390929       60.1198578      27.223       0.224      26.239       0.090      25.532       0.188 
   1235.470    2607.030      308.8388674       60.1336399      27.823       0.236      26.626       0.043      25.744       0.062 
   2171.590     803.210      308.8715728       60.1489718      25.639       0.054      25.578       0.031      25.465       0.077 
   2642.450    3724.370      308.8600342       60.1169399      26.370       0.111      25.927       0.039      25.567       0.073 
   4817.920     889.440      308.9261184       60.1384636      25.438       0.046      25.373       0.033      25.242       0.065 
   4438.040    3625.090      308.8981690       60.1114533      25.715       0.069      25.534       0.031      25.286       0.050 
   4869.210    2899.340      308.9124623       60.1174188      27.063       0.178      26.092       0.049      25.321       0.066 
   4697.450    3072.280      308.9076182       60.1162482      26.463       0.107      25.833       0.048      25.442       0.096 
   1265.490    2813.740      308.8379840       60.1313850      26.093       0.087      25.778       0.036      25.484       0.078 
    985.870    1625.540      308.8408306       60.1447343      26.049       0.066      25.740       0.044      25.417       0.071 
   1526.040    3935.520      308.8352269       60.1187943      26.208       0.084      25.752       0.031      25.350       0.058 
   2271.080     851.930      308.8732914       60.1481050      26.237       0.081      25.819       0.030      25.433       0.051 
   4032.170    4580.100      308.8827320       60.1030147      25.569       0.047      25.492       0.027      25.341       0.055 
   1615.640    4719.690      308.8313727       60.1103281      28.073       0.215      26.498       0.037      25.353       0.043 
   3822.640    1437.540      308.9013564       60.1363932      25.438       0.051      25.476       0.034      25.471       0.095 
    971.460    1811.640      308.8391707       60.1428544      25.807       0.082      25.621       0.039      25.392       0.094 
   2196.260     979.520      308.8707976       60.1470521      26.950       0.114      26.214       0.035      25.629       0.057 
   3912.450    4085.010      308.8838575       60.1085882      26.611       0.107      25.999       0.038      25.376       0.042 
   2550.770    2406.520      308.8677540       60.1309529      26.004       0.084      25.683       0.032      25.495       0.109 
   4682.140    3042.190      308.9075195       60.1166161      26.118       0.083      25.678       0.029      25.306       0.058 
   2374.150    1684.290      308.8693525       60.1390908      26.766       0.119      26.033       0.031      25.442       0.046 
   4163.910    2576.600      308.9001301       60.1233313      25.634       0.076      25.485       0.035      25.367       0.083 
   4590.560    3126.590      308.9049939       60.1160730      25.467       0.068      25.458       0.031      25.398       0.071 
   3682.820     848.080      308.9027583       60.1430191      25.347       0.047      25.411       0.027      25.426       0.078 
   4082.540    2958.960      308.8956366       60.1196584      25.678       0.065      25.492       0.028      25.343       0.069 
   2067.990    2580.310      308.8564196       60.1308997      25.799       0.075      25.569       0.038      25.367       0.072 
   2849.960    3922.140      308.8629132       60.1141343      25.811       0.078      25.601       0.038      25.326       0.054 
   3746.540    2389.100      308.8928048       60.1267934      27.731       0.232      26.754       0.062      25.994       0.074 
    946.750    1976.260      308.8374530       60.1412348      26.225       0.100      25.989       0.056      25.688       0.078 
   2346.910    1823.820      308.8677642       60.1377412      25.596       0.064      25.554       0.033      25.481       0.092 
   1707.520    4482.260      308.8350194       60.1124604      26.123       0.063      25.615       0.030      25.183       0.057 
   4129.360    2422.650      308.9005370       60.1250546      26.631       0.115      26.075       0.043      25.620       0.064 
   1797.110    1694.870      308.8572427       60.1410739      25.555       0.055      25.506       0.030      25.377       0.065 
   3606.480    4046.000      308.8777691       60.1101038      25.404       0.049      25.440       0.030      25.366       0.060 
   2928.220     884.540      308.8867570       60.1453814      26.784       0.128      26.201       0.039      25.679       0.054 
   4368.770    2099.150      308.9078944       60.1275422      27.358       0.204      26.611       0.059      26.004       0.072 
   4603.070    3233.030      308.9044755       60.1149228      25.615       0.057      25.507       0.029      25.370       0.074 
   1520.570    2926.840      308.8424761       60.1292865      25.879       0.062      25.690       0.034      25.505       0.082 
   1674.450     837.320      308.8609541       60.1504211      26.429       0.094      25.993       0.043      25.625       0.096 
   4546.800    4966.470      308.8906245       60.0971358      25.720       0.058      25.467       0.030      25.226       0.067 
   3637.140    2315.340      308.8910646       60.1279562      26.830       0.177      26.149       0.067      25.553       0.082 
   1922.730    2870.360      308.8512723       60.1284153      25.509       0.073      25.507       0.038      25.434       0.088 
   2212.240    1950.070      308.8640333       60.1369192      25.696       0.060      25.594       0.033      25.444       0.072 
   3673.110     886.240      308.9022763       60.1426583      25.571       0.049      25.501       0.040      25.385       0.070 
   1319.710    1472.230      308.8489137       60.1451160      25.789       0.070      25.571       0.037      25.306       0.071 
   1034.260    2867.010      308.8327740       60.1316696      25.702       0.070      25.573       0.033      25.442       0.075 
   2615.040    2139.860      308.8710434       60.1334878      25.590       0.070      25.516       0.034      25.431       0.088 
   2225.460    3639.550      308.8519641       60.1193324      26.531       0.094      26.016       0.035      25.576       0.062 
   4606.470    3051.050      308.9058783       60.1167992      26.148       0.093      25.624       0.051      25.264       0.077 
   4639.690    4215.590      308.8980494       60.1045920      27.381       0.273      26.769       0.185      25.940       0.090 
   4133.190    4340.580      308.8865868       60.1051341      25.876       0.067      25.615       0.025      25.333       0.053 
   2229.190    3403.130      308.8537685       60.1217733      25.674       0.062      25.584       0.037      25.466       0.076 
   2312.340    2022.080      308.8655938       60.1358086      27.142       0.151      26.338       0.038      25.668       0.055 
   2288.840    3307.390      308.8557110       60.1225509      25.440       0.054      25.470       0.042      25.423       0.088 
   1589.030    4142.310      308.8350306       60.1164192      25.907       0.066      25.586       0.032      25.330       0.064 
   2271.550    1775.740      308.8665445       60.1385137      26.055       0.094      25.759       0.040      25.488       0.064 
   1342.560    1912.710      308.8461717       60.1404603      25.634       0.059      25.564       0.035      25.429       0.076 
   4715.880    3406.500      308.9055559       60.1127125      25.700       0.092      25.544       0.034      25.353       0.059 
   2583.680    2296.000      308.8692480       60.1319807      26.489       0.086      26.050       0.046      25.692       0.100 
   3879.760    3153.550      308.8899880       60.1183751      25.844       0.080      25.573       0.030      25.316       0.062 
   1013.480    4714.710      308.8188612       60.1125603      25.830       0.056      25.541       0.035      25.221       0.055 
   1073.070    2049.880      308.8395497       60.1400128      25.963       0.077      25.741       0.038      25.515       0.070 
   2272.830    2365.760      308.8622578       60.1323842      27.109       0.157      26.459       0.070      25.940       0.108 
   1920.130    2842.210      308.8514238       60.1287169      25.756       0.075      25.585       0.034      25.459       0.090 
   2335.440    4818.460      308.8456489       60.1066947      27.534       0.150      26.335       0.032      25.422       0.044 
   1619.710    2161.860      308.8501308       60.1368691      25.768       0.064      25.615       0.032      25.420       0.068 
   1775.650    2500.550      308.8509077       60.1327876      26.077       0.088      25.796       0.036      25.553       0.087 
   1360.170     825.870      308.8544821       60.1516796      26.780       0.095      25.801       0.069      25.127       0.097 
   2632.760    3948.530      308.8581949       60.1146480      25.766       0.054      25.616       0.028      25.449       0.069 
   1023.450    1458.770      308.8428328       60.1463295      26.282       0.101      25.870       0.045      25.480       0.099 
   4608.960    4277.160      308.8969591       60.1040646      27.256       0.148      26.078       0.063      25.188       0.061 
   2934.060    1623.680      308.8814697       60.1376881      27.548       0.242      26.545       0.042      25.804       0.064 
   4255.410    3877.000      308.8925223       60.1095020      27.736       0.217      26.491       0.032      25.497       0.033 
   3830.630    1324.830      308.9023482       60.1375340      26.118       0.079      25.794       0.033      25.456       0.066 
   2355.760     931.300      308.8744768       60.1469739      26.183       0.082      25.830       0.030      25.495       0.063 
   1154.230    2764.340      308.8360249       60.1323010      26.091       0.081      25.842       0.041      25.558       0.074 
   4943.640    2808.110      308.9146809       60.1180950      27.801       0.213      26.417       0.032      25.440       0.055 
   1406.260    1127.810      308.8532362       60.1483779      27.925       0.265      26.894       0.077      26.034       0.074 
   4759.090    2642.910      308.9120458       60.1204803      25.980       0.089      25.650       0.033      25.355       0.067 
   4171.610    4934.600      308.8830449       60.0988289      25.652       0.051      25.480       0.031      25.241       0.056 
   1912.640    1121.300      308.8638455       60.1466092      27.318       0.195      26.815       0.061      26.321       0.085 
   4059.230    1458.580      308.9061340       60.1353152      25.700       0.060      25.570       0.031      25.466       0.079 
   3850.200    3073.360      308.8899587       60.1193148      26.387       0.124      25.813       0.034      25.359       0.060 
   3507.600    3759.860      308.8778008       60.1134328      25.566       0.056      25.505       0.029      25.415       0.081 
   1080.220    1722.130      308.8420928       60.1433896      27.006       0.138      26.498       0.075      25.977       0.098 
   3690.990     864.610      308.9028075       60.1428178      25.534       0.054      25.526       0.032      25.483       0.077 
   3811.160    3221.810      308.8880594       60.1179157      25.954       0.091      25.631       0.033      25.323       0.056 
   2390.700    2522.680      308.8635681       60.1303277      25.851       0.079      25.632       0.036      25.415       0.065 
   1340.880    2143.450      308.8444511       60.1380708      27.908       0.272      26.877       0.055      26.112       0.106 
   2276.820    3822.290      308.8516999       60.1172491      25.573       0.058      25.537       0.032      25.411       0.079 
   2714.880    1262.380      308.8795433       60.1422339      26.649       0.092      26.071       0.032      25.572       0.054 
   3150.920    2827.270      308.8771867       60.1244077      26.411       0.219      26.091       0.058      25.840       0.129 
   3542.260    1462.680      308.8953275       60.1371508      27.313       0.155      26.442       0.049      25.797       0.075 
   2639.570    2129.140      308.8716331       60.1335100      28.099       0.270      27.068       0.064      26.246       0.085 
   1510.030    2061.140      308.8485796       60.1383123      25.696       0.065      25.621       0.032      25.470       0.062 
   3192.900    2927.820      308.8773264       60.1232116      26.187       0.089      25.885       0.043      25.693       0.113 
   2304.670    3684.500      308.8532865       60.1185786      25.814       0.072      25.678       0.032      25.476       0.067 
   1736.430    1905.450      308.8544382       60.1391079      26.319       0.084      25.911       0.033      25.525       0.066 
   2724.700    3701.040      308.8619185       60.1168838      27.825       0.216      27.001       0.077      26.327       0.097 
   3797.140    1626.190      308.8994435       60.1345279      25.499       0.063      25.534       0.031      25.490       0.076 
   4656.130    3304.170      308.9050602       60.1139917      25.708       0.079      25.572       0.035      25.431       0.073 
   3518.330    1385.950      308.8953903       60.1380341      27.953       0.251      27.335       0.086      26.773       0.113 
   3849.760    2756.590      308.8922669       60.1226042      26.794       0.136      26.106       0.039      25.606       0.075 
   1138.410    1497.610      308.8449468       60.1455097      25.819       0.088      25.618       0.046      25.403       0.097 
   3795.550    2802.660      308.8908002       60.1223229      25.926       0.085      25.720       0.041      25.507       0.080 
   4448.100    2982.250      308.9030825       60.1180886      25.800       0.062      25.622       0.030      25.454       0.086 
   4502.210    3406.440      308.9011055       60.1134895      25.697       0.078      25.571       0.031      25.449       0.070 
    984.750    1133.010      308.8444058       60.1498518      25.626       0.064      25.427       0.042      25.208       0.083 
   2546.910    2722.590      308.8653631       60.1276858      27.726       0.211      26.808       0.056      26.153       0.106 
   3452.430     876.960      308.8977431       60.1435563      25.989       0.071      25.809       0.035      25.534       0.050 
   3829.780    3334.270      308.8876249       60.1166808      26.450       0.116      25.860       0.033      25.342       0.050 
   4231.780    3567.300      308.8942953       60.1128023      25.613       0.055      25.543       0.028      25.409       0.065 
   2488.500    1621.830      308.8721935       60.1393243      26.992       0.146      26.296       0.042      25.746       0.075 
   4451.980    3115.830      308.9021857       60.1166882      25.889       0.068      25.621       0.031      25.389       0.069 
   3858.290    1359.890      308.9026681       60.1370696      25.673       0.054      25.590       0.030      25.479       0.078 
   2701.950    4332.180      308.8568346       60.1104144      27.281       0.158      26.277       0.035      25.478       0.044 
   2522.220    1177.670      308.8761457       60.1438124      27.650       0.204      26.650       0.048      25.865       0.057 
   1448.140     737.660      308.8569621       60.1522764      27.604       0.175      26.260       0.072      25.263       0.066 
   1355.530     830.640      308.8543504       60.1516469      27.607       0.236      26.239       0.076      25.292       0.091 
   4305.780    2942.920      308.9004052       60.1190139      26.074       0.083      25.694       0.031      25.364       0.063 
   2730.740    2241.640      308.8727111       60.1320115      26.733       0.129      26.369       0.077      25.926       0.071 
   1895.210    1025.960      308.8641792       60.1476621      26.980       0.141      26.396       0.054      25.855       0.080 
   4713.500    3091.020      308.9078154       60.1159954      25.566       0.060      25.499       0.040      25.391       0.070 
   2003.090    1848.150      308.8604174       60.1387358      26.661       0.117      26.047       0.035      25.578       0.068 
   1777.270    1401.340      308.8589747       60.1441931      26.922       0.153      26.219       0.038      25.642       0.054 
   2320.060    2060.720      308.8654723       60.1353794      25.566       0.050      25.570       0.039      25.471       0.067 
   1451.640    4648.620      308.8284738       60.1116600      26.089       0.066      25.637       0.033      25.224       0.057 
    961.780    1922.650      308.8381579       60.1417369      26.395       0.105      25.986       0.038      25.592       0.063 
   2206.610    3734.040      308.8508812       60.1184198      26.324       0.097      25.938       0.040      25.578       0.062 
   2668.240    1865.350      308.8741600       60.1361443      25.872       0.059      25.674       0.032      25.496       0.078 
    972.670    1987.940      308.8379082       60.1410196      26.944       0.149      26.280       0.039      25.713       0.062 
   1314.990    4758.150      308.8248275       60.1110176      26.098       0.063      25.657       0.035      25.250       0.056 
   4895.540    3467.610      308.9088509       60.1114254      26.097       0.103      25.735       0.036      25.386       0.056 
   2156.360     894.980      308.8705839       60.1480744      25.902       0.057      25.688       0.029      25.443       0.057 
   2095.160    2460.830      308.8578591       60.1320416      26.175       0.098      25.776       0.034      25.428       0.064 
   1108.800    1327.480      308.8455723       60.1473833      25.918       0.077      25.616       0.035      25.313       0.078 
   3886.050    4172.260      308.8826698       60.1077784      26.148       0.094      25.759       0.050      25.381       0.070 
   2950.740    1046.060      308.8860444       60.1436231      25.829       0.057      25.642       0.029      25.438       0.059 
   1206.170    1957.280      308.8430018       60.1404918      25.857       0.065      25.664       0.034      25.470       0.072 
   2315.910    2124.680      308.8649182       60.1347305      26.132       0.080      25.850       0.036      25.548       0.066 
   1248.090    3742.450      308.8308425       60.1218057      25.699       0.057      25.572       0.033      25.395       0.057 
   3440.860    1532.430      308.8927030       60.1367951      26.253       0.106      25.912       0.040      25.576       0.070 
   2491.740    1935.240      308.8699691       60.1360592      25.741       0.074      25.655       0.035      25.533       0.071 
   1108.980    1337.910      308.8454999       60.1472743      26.008       0.067      25.739       0.043      25.481       0.084 
   1135.210    1818.770      308.8425337       60.1421870      25.698       0.064      25.597       0.031      25.457       0.069 
   1444.770     741.170      308.8568662       60.1522521      27.098       0.132      26.000       0.054      25.224       0.081 
   2317.160    2812.640      308.8599160       60.1275843      27.694       0.251      27.042       0.113      26.521       0.146 
   1743.690    1700.150      308.8560901       60.1412128      26.611       0.125      26.208       0.050      25.800       0.075 
   1126.560    2154.810      308.8398988       60.1387296      27.503       0.175      26.632       0.058      25.946       0.078 
   4672.840    3108.590      308.9068397       60.1159608      25.853       0.071      25.616       0.036      25.374       0.059 
   1363.910     747.360      308.8551341       60.1524811      26.254       0.088      25.699       0.050      25.174       0.104 
   1745.010    1314.120      308.8589395       60.1452155      25.604       0.061      25.586       0.033      25.482       0.075 
   2604.300    1767.180      308.8735449       60.1373953      26.004       0.082      25.801       0.036      25.559       0.071 
   2443.930    2200.250      308.8670347       60.1334817      27.962       0.272      26.777       0.050      25.947       0.085 
   2243.100    3106.100      308.8562282       60.1248064      26.953       0.144      26.287       0.040      25.735       0.076 
