         id               ra              dec             flux      type           n               re              phi            ratio     notes 
       6232       53.1702408      -27.8517101        1.6199650    sersic       0.953        1.3790000       87.6440000        0.4118000   comment 
       6234       53.1250615      -27.8518242        1.0708516    sersic       2.166        4.3060000      -23.1380000        0.5324000   comment 
       6235       53.1199842      -27.8519561        2.6451729    sersic       3.451        1.3470000       29.1500000        0.6415000   comment 
       6237       53.1427825      -27.8516586        0.9836923    sersic       1.783        2.6040000       48.7700000        0.7761000   comment 
       6239       53.1290379      -27.8517985        1.3545933    sersic       1.683        1.0750000      -80.9240000        0.7429000   comment 
       6240       53.0869061      -27.8516718        0.9947479    sersic       1.855        2.3010000      -72.0700000        0.3122000   comment 
       6241       53.1562919      -27.8516753        0.6228164    sersic       1.855        3.0720000       21.2080000        0.5427000   comment 
       6242       53.1627798      -27.8516646        0.8859795    sersic       1.089        2.6910000       45.8290000        0.4024000   comment 
       6243       53.0654988      -27.8517070        1.8016398    sersic       2.628        0.9680000      -55.4910000        0.3077000   comment 
       6244       53.1589947      -27.8516360        0.6754131    sersic       3.003        8.0880000        5.7660000        0.3514000   comment 
       6246       53.1378151      -27.8531431       42.0877135    sersic       0.491        3.8170000      -57.1360000        0.6910000   comment 
       6249       53.1801217      -27.8515689        0.3864383    sersic       0.320        1.3940000      -12.5420000        0.4030000   comment 
       6250       53.1157504      -27.8515781        0.6074801    sersic       2.908        0.9330000      -85.9060000        0.6349000   comment 
       6252       53.0830962      -27.8517039        1.0296717    sersic       0.622        2.3330000       22.5970000        0.3026000   comment 
       6253       53.1506916      -27.8515300        0.8456267    sersic       4.093        2.7640000       24.5510000        0.8139000   comment 
       6254       53.1916293      -27.8523030       12.1153029    sersic       0.315        5.2740000       33.8220000        0.1747000   comment 
       6255       53.0828674      -27.8515050        0.8294737    sersic       0.638        1.4340000        8.4040000        0.6471000   comment 
       6256       53.1643565      -27.8515355        3.2404842    sersic       0.326        8.5120000       84.6950000        0.2103000   comment 
       6257       53.1397540      -27.8514963        2.8391965    sersic       1.196        3.4360000       54.4740000        0.7566000   comment 
       6258       53.1635634      -27.8515426        1.6902094    sersic       1.097        4.1630000      -51.6230000        0.2076000   comment 
       6259       53.1486928      -27.8514703        1.1125682    sersic       0.985        0.9270000      -89.8930000        0.4698000   comment 
       6261       53.1299572      -27.8519466        2.8323312    sersic       0.291        3.9980000       -5.9380000        0.6910000   comment 
       6262       53.0763163      -27.8520453        4.3993515    sersic       0.360        3.9230000       27.0590000        0.2186000   comment 
       6263       53.0839533      -27.8514419        0.5841226    sersic       0.696        1.4610000      -88.4150000        0.6033000   comment 
       6264       53.1225536      -27.8527296       94.1451369    sersic       1.355        3.3750000       88.2290000        0.4039000   comment 
       6266       53.1056744      -27.8514624        0.7697598    sersic       3.811        7.3930000      -32.5350000        0.4869000   comment 
       6269       53.1023882      -27.8514301        0.9388596    sersic       2.210        2.9550000       30.2350000        0.5132000   comment 
       6271       53.0766562      -27.8513716        1.8257857    sersic       2.401        2.4760000      -75.4700000        0.6515000   comment 
       6272       53.1407919      -27.8513238        0.6875863    sersic       0.473        0.8620000       28.1170000        0.7521000   comment 
       6273       53.0718996      -27.8513026        0.5052520    sersic       0.353        1.5570000      -84.4090000        0.3194000   comment 
       6275       53.1004676      -27.8514706        2.1047285    sersic       0.934        1.3180000      -67.1210000        0.4954000   comment 
       6277       53.0566645      -27.8515587        5.0815125    sersic       4.166        2.1590000       41.3050000        0.8219000   comment 
       6278       53.0601149      -27.8529957       69.5102463    sersic       2.100        1.3850000       87.8930000        0.7166000   comment 
       6279       53.0965441      -27.8517418        9.3796239    sersic       0.658        1.9270000       49.2330000        0.8475000   comment 
       6280       53.1241658      -27.8512340        1.2394676    sersic       0.402        2.2310000       85.6010000        0.3747000   comment 
       6281       53.1614425      -27.8511781        0.9019142    sersic       2.466       10.7650000       41.0210000        0.1320000   comment 
       6283       53.0599293      -27.8516050        3.2512841    sersic       0.402        2.1990000       -2.0060000        0.7988000   comment 
       6284       53.1609920      -27.8515451        3.5950764    sersic       0.647        3.6350000       44.8340000        0.6169000   comment 
       6285       53.1960915      -27.8516160       10.2999802    sersic       0.804        1.3040000      -55.6700000        0.6757000   comment 
       6286       53.1258587      -27.8511489        1.0186282    sersic       0.730        0.2570000       23.3410000        0.0205000   comment 
       6287       53.1225073      -27.8512535        1.5990841    sersic       0.422        2.3770000       47.7330000        0.4386000   comment 
       6288       53.0821855      -27.8510900        0.7089634    sersic       1.008        1.2900000      -80.6800000        0.4777000   comment 
