x,y,mag,err,inputmag,Count,Crowding,Roundness,SNR,Sharpness
354.96,4051.1,26.228,0.15,99.99,3.23e-11,0.192,0.259,7.2,-0.062
871.42,1347.49,25.311,0.021,25.0808654381,7.51e-11,0.001,0.023,52.9,0.004
2741.98,3902.02,27.934,0.256,27.8465134323,6.71e-12,0.086,-0.516,4.2,0.047
3871.68,1046.73,27.165,0.103,27.7814285942,1.36e-11,0.003,0.29,10.5,0.008
1894.8,2271.28,27.487,0.149,28.1385812332,1.01e-11,0.04,0.003,7.3,0.055
735.1,1981.91,28.195,0.308,99.99,5.27e-12,0.003,2.422,3.5,0.09
2294.5,1370.51,28.509,0.303,99.99,3.95e-12,0.265,0.785,3.6,0.019
2018.78,2917.24,28.284,0.309,29.0569995816,4.86e-12,0.049,0.586,3.5,0.02
2965.63,2716.97,28.072,0.257,27.6170078084,5.9e-12,0.01,0.43,4.2,-0.066
3114.72,3092.16,27.458,0.148,27.6949351931,1.04e-11,0.16,-1.306,7.3,-0.025
2744.45,1525.06,27.978,0.231,27.6930682029,6.44e-12,0.113,0.703,4.7,0.153
3407.5,3433.86,26.908,0.083,28.2331794092,1.73e-11,0.037,1.061,13.0,0.01
1567.26,2042.63,26.817,0.074,27.9881102518,1.88e-11,0.007,0.201,14.7,-0.008
968.81,3826.0,27.052,0.111,26.740445834,1.51e-11,0.022,0.346,9.8,0.065
3319.29,3376.48,26.24,0.044,26.0784130585,3.19e-11,0.003,0.643,24.7,-0.011
3204.69,29.04,28.234,0.305,99.99,5.09e-12,0.022,-1.672,3.6,0.069
3496.63,2780.11,26.667,0.073,26.4749208649,2.15e-11,0.018,0.362,14.9,0.01
