x,y,mag,err,inputmag,Count,Crowding,Roundness,SNR,Sharpness
1440.86,914.63,25.496,0.089,25.4440231432,6.33e-11,0.037,0.346,12.1,0.017
3614.24,2198.82,26.259,0.178,26.5166148782,3.14e-11,0.211,1.475,6.1,0.033
203.07,3684.94,26.59,0.242,27.0109249502,2.31e-11,0.038,0.418,4.5,-0.148
1599.94,3891.1,26.517,0.226,26.7255845852,2.47e-11,0.163,0.027,4.8,-0.068
3151.53,3962.92,26.495,0.217,26.4981955719,2.52e-11,0.087,-0.001,5.0,-0.072
1796.0,1694.2,26.295,0.185,26.7767763142,3.04e-11,0.086,1.441,5.9,-0.034
2070.78,2434.87,26.742,0.276,27.7403245728,2.01e-11,0.027,2.187,3.9,0.103
947.97,567.7,26.681,0.26,27.1083506828,2.13e-11,0.115,0.228,4.2,0.026
2741.17,3232.38,26.736,0.273,26.5903064409,2.02e-11,0.122,0.786,4.0,0.043
3605.2,3435.07,26.36,0.196,27.5404816334,2.86e-11,0.079,0.526,5.6,0.025
1936.7,55.42,26.854,0.299,99.99,1.81e-11,0.016,1.589,3.6,0.175
1692.01,900.77,25.159,0.136,26.0179557402,8.64e-11,0.026,2.226,8.0,-0.025
263.39,2826.28,24.416,0.035,25.1285697828,1.71e-10,0.008,0.039,30.8,0.009
2482.13,2272.14,26.653,0.256,26.5233361403,2.18e-11,0.141,2.334,4.2,0.057
832.32,3202.4,25.717,0.108,25.5486613212,5.17e-11,0.031,0.222,10.1,0.022
3734.06,3619.88,26.761,0.283,26.5988873061,1.97e-11,0.069,-1.05,3.8,0.061
581.5,86.86,26.745,0.273,99.99,2e-11,0.066,0.626,4.0,0.158
2768.98,2451.67,26.6,0.242,26.9723170565,2.29e-11,0.008,-0.005,4.5,-0.005
1164.87,3899.6,26.344,0.191,26.9098948137,2.9e-11,0.166,1.089,5.7,0.031
481.13,3562.16,26.518,0.226,26.7179556795,2.47e-11,0.003,1.177,4.8,0.112
454.19,169.29,26.574,0.235,27.108806045,2.35e-11,0.1,0.471,4.6,0.04
1397.55,3071.09,26.093,0.152,26.0682172108,3.65e-11,0.008,0.348,7.1,0.042
2866.59,2101.63,26.66,0.252,26.6603271203,2.17e-11,0.037,-0.243,4.3,0.049
2971.83,1628.63,26.238,0.174,26.7899889289,3.2e-11,0.01,0.607,6.2,0.008
1532.72,1070.28,25.837,0.12,25.8138723835,4.62e-11,0.032,0.05,9.1,-0.068
2255.78,269.0,25.171,0.068,25.1085463347,8.55e-11,0.062,1.361,15.9,0.061
1524.45,2256.46,25.925,0.129,25.8070827385,4.26e-11,0.02,0.038,8.4,0.027
1487.16,111.8,25.005,0.059,28.3084437134,9.95e-11,0.022,0.01,18.5,-0.032
3265.21,2330.6,24.265,0.031,24.2543341648,1.97e-10,0.001,-0.202,34.5,0.002
2522.51,1521.56,26.775,0.277,27.0570654305,1.95e-11,0.019,-0.115,3.9,0.181
2258.06,346.89,26.978,0.344,99.99,1.62e-11,0.069,0.639,3.2,0.389
1008.17,3930.86,26.324,0.19,25.9165269089,2.95e-11,0.078,0.684,5.7,-0.051
2465.5,1302.76,26.74,0.27,99.99,2.01e-11,0.068,0.296,4.0,0.054
3450.65,1185.07,26.669,0.257,26.8662165538,2.15e-11,0.086,1.96,4.2,-0.001
670.0,1828.37,24.595,0.041,23.1622411104,1.45e-10,0.011,-0.036,26.4,-0.003
3724.23,3588.33,25.619,0.1,25.5679762937,5.66e-11,0.018,0.36,10.9,0.019
1841.68,2804.78,26.098,0.152,26.1365084735,3.64e-11,0.051,0.514,7.1,-0.047
3801.93,2332.11,26.893,0.318,27.0615290832,1.75e-11,0.101,2.723,3.4,0.21
1777.1,2921.7,26.442,0.208,26.600695168,2.65e-11,0.18,-0.15,5.2,-0.077
840.0,2969.91,24.518,0.039,24.4772442015,1.56e-10,0.008,0.166,28.1,-0.015
2621.88,533.15,26.484,0.218,26.8899311784,2.55e-11,0.02,1.046,5.0,-0.008
3309.4,2620.86,26.403,0.201,27.1907521473,2.75e-11,0.03,-0.072,5.4,-0.093
4022.15,3656.96,26.61,0.246,99.99,2.27e-11,0.07,-0.199,4.4,-0.097
3769.52,1700.35,25.222,0.07,25.177146476,8.15e-11,0.02,0.337,15.6,-0.001
1141.47,3243.94,26.489,0.217,26.3723042271,2.54e-11,0.138,1.017,5.0,-0.06
201.91,3519.77,25.595,0.098,25.4946969698,5.78e-11,0.02,0.404,11.0,0.023
3970.65,264.17,26.749,0.276,99.99,2e-11,0.056,0.445,3.9,-0.013
962.75,3398.54,25.467,0.087,25.6330681188,6.51e-11,0.017,-0.111,12.5,-0.004
54.25,1430.93,25.808,0.119,27.2822941128,4.75e-11,0.014,0.048,9.1,0.046
2847.37,1424.34,26.669,0.254,26.9417646263,2.15e-11,0.015,1.482,4.3,0.174
2783.99,3430.26,25.825,0.24,26.7770357992,4.68e-11,0.027,-0.013,4.5,-0.092
2059.56,3410.37,25.508,0.09,25.5387521771,6.26e-11,0.008,0.08,12.1,0.017
2389.91,3903.14,26.624,0.248,26.9054474491,2.24e-11,0.142,0.03,4.4,0.005
3239.86,164.69,25.771,0.115,25.6160819189,4.92e-11,0.123,1.512,9.5,0.077
2442.61,1869.64,25.884,0.125,25.8552033753,4.43e-11,0.007,-0.117,8.7,-0.013
1569.46,3861.77,26.526,0.224,26.6451139846,2.45e-11,0.031,1.489,4.8,-0.123
3762.73,2379.7,26.798,0.287,99.99,1.91e-11,0.01,0.914,3.8,0.184
1858.9,3819.81,26.214,0.171,26.7754302576,3.27e-11,0.137,-0.088,6.3,-0.307
2585.45,406.14,25.709,0.108,25.8215866184,5.2e-11,0.045,-0.146,10.1,-0.022
2235.62,1522.22,25.942,0.133,25.8345761712,4.2e-11,0.058,0.036,8.2,0.001
2024.08,2938.28,26.458,0.212,27.0832092903,2.61e-11,0.126,0.519,5.1,0.009
291.7,950.12,25.386,0.081,25.2225328896,7.01e-11,0.04,-0.073,13.4,0.037
3737.24,3776.37,26.835,0.297,27.0652984805,1.84e-11,0.065,1.755,3.7,0.066
278.36,2381.89,26.457,0.211,26.6690670463,2.61e-11,0.054,0.18,5.1,-0.08
3179.78,2629.18,26.916,0.324,99.99,1.71e-11,0.148,3.27,3.4,0.267
1187.17,1599.36,26.734,0.271,99.99,2.03e-11,0.012,2.177,4.0,0.087
1044.7,463.14,26.724,0.269,99.99,2.04e-11,0.13,0.179,4.0,-0.045
1695.0,2028.08,25.204,0.161,26.0936399271,8.29e-11,0.025,0.304,6.8,-0.073
2983.43,3598.21,24.545,0.04,24.5243020433,1.52e-10,0.014,0.247,27.5,0.023
3870.8,2982.9,26.493,0.22,27.1326246331,2.53e-11,0.021,1.437,4.9,-0.041
2599.5,2218.02,26.137,0.158,26.0403894343,3.51e-11,0.039,0.251,6.9,0.04
3968.8,3283.17,25.174,0.068,22.7338577384,8.52e-11,0.01,0.118,16.0,-0.004
2431.54,3524.2,26.769,0.28,26.539792706,1.96e-11,0.031,1.464,3.9,0.096
1433.25,1748.64,25.742,0.111,25.7655734069,5.05e-11,0.002,-0.445,9.8,-0.0
3813.02,2484.53,24.669,0.044,24.5698128024,1.36e-10,0.005,0.012,24.7,0.022
1941.88,2259.93,26.786,0.288,99.99,1.93e-11,0.038,0.21,3.8,0.13
1044.23,2619.97,26.127,0.159,26.8631186322,3.54e-11,0.039,0.196,6.8,-0.07
1335.91,906.44,26.349,0.191,27.1506381161,2.89e-11,0.07,-0.112,5.7,0.06
1990.12,2904.04,26.594,0.242,27.2291942828,2.3e-11,0.066,2.328,4.5,-0.042
2786.56,1524.38,26.412,0.201,25.9990664097,2.72e-11,0.007,0.25,5.4,0.131
1976.84,622.99,26.816,0.298,26.9392579956,1.88e-11,0.213,1.708,3.6,0.118
2731.19,964.2,24.719,0.046,26.9909186458,1.3e-10,0.003,0.082,23.7,-0.014
3489.35,384.12,25.132,0.065,23.9445471971,8.86e-11,0.073,0.707,16.7,-0.012
3197.61,1620.75,26.817,0.292,26.9938521577,1.88e-11,0.134,0.905,3.7,0.245
2346.69,618.29,26.866,0.303,99.99,1.79e-11,0.052,2.296,3.6,0.105
3284.08,2983.65,25.787,0.116,25.5891922754,4.84e-11,0.066,0.713,9.4,-0.055
3457.7,372.77,25.572,0.096,27.2003313029,5.9e-11,0.035,0.28,11.4,0.017
2589.01,1244.19,26.778,0.287,26.8181649415,1.95e-11,0.005,1.152,3.8,0.2
3981.3,2459.2,17.708,0.001,17.6266809225,8.26e-08,0.001,0.004,1890.5,0.003
1583.9,589.89,24.597,0.041,24.5354620804,1.45e-10,0.004,-0.062,26.4,-0.01
3168.9,2004.98,25.504,0.091,25.5229511931,6.28e-11,0.023,0.129,11.9,0.005
2334.15,2999.41,26.077,0.151,26.127193775,3.71e-11,0.108,0.871,7.2,0.036
892.85,3042.36,25.806,0.118,24.6620450328,4.76e-11,0.017,-0.111,9.2,0.004
993.93,963.76,25.969,0.137,99.99,4.1e-11,0.158,0.162,7.9,-0.224
2574.74,2905.69,26.692,0.26,27.0692147333,2.11e-11,0.056,-0.894,4.2,0.052
1621.77,3283.78,26.778,0.285,99.99,1.94e-11,0.096,1.792,3.8,0.119
3156.15,3191.05,26.482,0.22,26.4732534349,2.55e-11,0.02,-0.25,4.9,0.037
2589.62,1423.08,26.62,0.245,26.7538368086,2.25e-11,0.035,0.102,4.4,-0.137
2361.13,2586.91,26.253,0.178,26.4085809824,3.15e-11,0.279,1.542,6.1,-0.016
2058.22,2467.7,24.47,0.037,24.3704429101,1.63e-10,0.019,-0.001,29.3,0.009
852.82,109.04,24.511,0.08,25.6826941956,1.57e-10,0.007,-0.263,13.6,-0.018
1468.29,3317.38,26.58,0.233,26.8251012595,2.33e-11,0.006,-0.105,4.7,-0.104
2350.96,1261.42,25.317,0.076,24.1529458008,7.47e-11,0.012,0.141,14.2,-0.013
985.74,2726.07,25.984,0.267,26.8746370233,4.04e-11,0.178,1.183,4.1,0.074
3448.02,300.7,25.885,0.127,26.0745481112,4.43e-11,0.125,0.833,8.5,0.06
1127.73,988.75,25.861,0.124,25.6471825196,4.53e-11,0.002,0.013,8.8,0.156
711.16,2161.79,26.083,0.259,27.0102781629,3.69e-11,0.052,1.422,4.2,0.041
3379.68,1866.69,26.804,0.287,26.8054266466,1.9e-11,0.058,1.576,3.8,0.233
3581.39,3326.14,26.828,0.296,99.99,1.86e-11,0.022,-0.544,3.7,0.098
4023.2,607.4,16.618,0.0,16.5325856133,2.25e-07,0.0,0.003,3183.0,0.006
2407.18,2894.13,24.843,0.051,25.4410502494,1.16e-10,0.024,0.452,21.3,0.002
1650.12,737.54,26.635,0.247,26.5786589053,2.22e-11,0.022,0.688,4.4,-0.001
3043.96,2203.51,26.738,0.271,27.2679618057,2.02e-11,0.072,0.054,4.0,-0.067
2324.84,2209.43,26.468,0.213,26.5429333056,2.59e-11,0.074,0.047,5.1,-0.038
3268.88,675.41,26.496,0.218,26.2891864924,2.52e-11,0.043,0.111,5.0,-0.025
1360.07,601.6,26.229,0.172,26.5037499484,3.22e-11,0.018,-0.375,6.3,-0.042
3893.3,4082.93,26.596,0.24,99.99,2.3e-11,0.05,-0.039,4.5,0.061
420.79,1945.81,26.621,0.249,99.99,2.25e-11,0.271,1.975,4.4,0.176
2787.7,3216.64,26.744,0.272,99.99,2.01e-11,0.131,0.776,4.0,-0.015
1606.12,3641.78,24.265,0.031,24.3169123466,1.97e-10,0.007,0.722,34.5,-0.009
1152.63,1278.46,26.582,0.233,26.7359374042,2.33e-11,0.07,0.058,4.7,-0.159
3433.5,2541.64,26.91,0.314,27.1855134565,1.72e-11,0.114,2.09,3.5,0.194
2166.18,1332.25,26.702,0.265,99.99,2.09e-11,0.007,-0.186,4.1,-0.09
1559.34,1883.97,25.403,0.083,27.8896831929,6.9e-11,0.044,0.56,13.1,-0.011
206.83,1007.04,26.602,0.244,99.99,2.29e-11,0.072,0.753,4.5,-0.054
2437.72,404.11,24.263,0.031,24.1961765019,1.97e-10,0.004,0.284,34.8,0.006
187.23,2753.97,26.71,0.269,99.99,2.07e-11,0.014,2.504,4.0,-0.014
2887.82,3342.95,26.409,0.205,26.4911081487,2.73e-11,0.019,1.454,5.3,0.104
1365.01,2063.78,24.423,0.036,24.3818533577,1.7e-10,0.004,0.185,30.3,0.002
3478.88,3959.76,26.643,0.252,27.8134479251,2.2e-11,0.127,2.092,4.3,-0.066
526.46,2264.58,26.69,0.258,26.6945850615,2.11e-11,0.077,0.337,4.2,-0.081
3880.0,2037.67,26.416,0.205,26.7274295346,2.71e-11,0.177,1.642,5.3,0.02
1700.0,3683.94,25.765,0.115,25.6560082511,4.94e-11,0.069,-0.247,9.4,-0.02
1265.95,340.21,26.499,0.222,27.4632554074,2.51e-11,0.211,0.101,4.9,-0.141
3788.25,3614.9,26.545,0.229,27.1841100993,2.41e-11,0.015,0.452,4.7,0.016
3027.7,3907.58,26.635,0.246,26.6622323653,2.22e-11,0.04,1.857,4.4,0.128
467.68,2640.36,26.596,0.238,26.82479012,2.3e-11,0.273,1.155,4.6,-0.012
3806.05,2576.22,26.631,0.25,26.8699693521,2.23e-11,0.039,0.849,4.3,-0.076
2919.5,24.78,26.642,0.249,26.4923124747,2.2e-11,0.234,0.023,4.4,-0.047
2461.91,3819.0,24.439,0.036,24.4336044247,1.68e-10,0.016,0.562,29.9,0.018
705.08,2689.86,26.734,0.275,27.1509891137,2.02e-11,0.092,1.358,3.9,0.054
2880.87,1597.17,25.594,0.098,26.498617639,5.79e-11,0.004,0.451,11.0,-0.005
518.0,569.39,24.369,0.034,28.8711914353,1.79e-10,0.007,-0.037,31.8,0.001
3374.57,3411.69,24.938,0.055,24.9933810914,1.06e-10,0.011,0.472,19.8,0.021
3738.29,1642.63,26.6,0.239,26.9000490185,2.29e-11,0.06,0.681,4.6,0.009
3704.3,825.44,26.711,0.263,26.8482903786,2.07e-11,0.238,0.327,4.1,-0.03
1576.68,570.8,25.715,0.109,25.8381732519,5.17e-11,0.01,0.126,10.0,-0.017
3516.71,2640.31,26.556,0.228,26.6981446379,2.39e-11,0.039,0.643,4.8,0.105
2635.8,1805.37,26.608,0.242,27.1265213471,2.27e-11,0.014,0.22,4.5,0.041
768.25,4008.23,26.613,0.244,99.99,2.26e-11,0.035,0.104,4.5,-0.19
2258.7,3158.84,26.987,0.343,27.1732584359,1.6e-11,0.039,0.476,3.2,0.398
2595.84,1225.89,26.356,0.195,27.076133128,2.87e-11,0.029,1.004,5.6,0.071
3745.41,1110.81,25.662,0.104,26.3279072999,5.43e-11,0.037,0.952,10.4,-0.009
1127.02,3964.12,26.044,0.147,26.1263535031,3.82e-11,0.064,0.174,7.4,-0.065
4047.35,2480.36,26.87,0.306,99.99,1.79e-11,0.021,1.06,3.5,0.321
2779.71,2649.01,24.522,0.039,24.5784987992,1.55e-10,0.007,0.274,28.0,0.01
793.14,3771.11,25.968,0.288,26.8947612439,4.1e-11,0.182,3.63,3.8,0.22
1761.57,2643.5,26.798,0.284,27.1817357192,1.91e-11,0.069,-0.079,3.8,0.077
2211.61,1407.73,26.526,0.224,27.3155161315,2.45e-11,0.015,1.641,4.8,0.089
2146.93,3943.95,26.689,0.265,27.009001084,2.11e-11,0.117,0.24,4.1,0.086
3619.59,1851.9,26.012,0.142,26.0848317777,3.94e-11,0.081,0.474,7.7,0.05
1476.78,1723.14,26.262,0.179,24.3970142744,3.13e-11,0.154,0.747,6.1,-0.011
894.59,2290.29,26.626,0.244,99.99,2.24e-11,0.186,0.199,4.4,-0.045
343.15,3509.5,26.846,0.299,27.3852993517,1.83e-11,0.15,-0.99,3.6,0.154
788.71,3535.76,26.8,0.288,26.9027884031,1.91e-11,0.029,-0.356,3.8,0.036
2269.28,946.5,26.714,0.263,99.99,2.06e-11,0.09,-0.055,4.1,0.2
1597.13,2211.97,24.807,0.05,26.5787235589,1.19e-10,0.007,0.3,21.9,-0.021
537.28,1585.7,26.806,0.288,99.99,1.9e-11,0.047,0.066,3.8,0.085
354.48,1980.13,26.53,0.224,26.2908412167,2.44e-11,0.118,0.095,4.8,-0.07
2257.99,90.2,26.771,0.285,27.8280108153,1.96e-11,0.111,0.484,3.8,0.035
3240.69,1741.24,26.573,0.234,26.4711040978,2.35e-11,0.31,0.748,4.6,0.028
798.43,3840.09,26.732,0.271,99.99,2.03e-11,0.026,-0.375,4.0,0.14
3052.83,3075.65,25.566,0.095,25.5216614829,5.94e-11,0.017,0.221,11.4,0.041
598.58,3883.21,26.757,0.277,99.99,1.98e-11,0.017,0.55,3.9,-0.009
2947.69,1796.69,25.843,0.121,25.8145726337,4.6e-11,0.014,0.168,9.0,-0.068
902.5,1100.48,26.703,0.258,99.99,2.08e-11,0.034,0.126,4.2,-0.043
927.66,2510.58,26.645,0.248,27.1485795547,2.2e-11,0.035,0.634,4.4,-0.01
3336.22,1967.89,25.589,0.098,25.568145266,5.81e-11,0.006,-0.045,11.1,-0.01
2008.28,1260.47,26.691,0.259,26.4500940431,2.11e-11,0.056,-0.85,4.2,0.089
1532.77,1489.83,25.877,0.126,26.3427256107,4.46e-11,0.065,0.615,8.6,-0.026
2155.86,1149.96,26.535,0.23,26.8561094364,2.43e-11,0.055,-0.896,4.7,0.124
60.31,341.87,26.417,0.205,26.2459422067,2.71e-11,0.02,-0.65,5.3,0.041
3886.98,514.6,25.698,0.108,25.7797188032,5.26e-11,0.115,0.367,10.1,0.002
3387.88,1693.7,26.247,0.174,26.8501108143,3.17e-11,0.094,0.789,6.2,-0.053
997.27,3186.45,25.44,0.085,25.4103961027,6.67e-11,0.103,0.547,12.8,-0.004
531.95,3661.9,26.744,0.278,26.9861867654,2.01e-11,0.07,1.064,3.9,-0.012
1532.3,3546.1,12.111,0.0,12.0038992559,1.43e-05,0.0,0.001,25767.4,0.001
18.33,3900.77,26.564,0.233,26.4852139865,2.37e-11,0.025,-0.517,4.7,-0.014
1119.47,2637.68,26.606,0.239,26.86229773,2.28e-11,0.037,1.601,4.5,0.144
717.23,3562.48,26.616,0.242,24.4678405733,2.26e-11,0.238,0.497,4.5,-0.091
1474.19,1430.92,26.112,0.156,26.6282573627,3.59e-11,0.087,1.438,6.9,-0.024
312.73,3750.27,26.646,0.249,26.660265806,2.2e-11,0.007,0.531,4.4,-0.052
918.29,2582.22,24.622,0.042,24.5253788876,1.42e-10,0.004,0.139,25.8,0.022
954.36,2823.44,25.58,0.096,25.5786450731,5.86e-11,0.009,0.833,11.4,-0.042
2248.04,2418.32,26.841,0.3,99.99,1.84e-11,0.042,0.08,3.6,0.157
2416.76,2506.37,26.707,0.264,27.3892663434,2.08e-11,0.068,0.109,4.1,0.066
1129.27,3445.76,26.823,0.295,26.7827414312,1.87e-11,0.044,1.593,3.7,0.119
2256.42,2658.24,26.525,0.225,26.9277324858,2.46e-11,0.005,0.987,4.8,0.204
3585.31,3925.03,26.759,0.279,99.99,1.98e-11,0.036,0.018,3.9,0.064
3726.3,3936.03,26.677,0.26,26.9060314714,2.13e-11,0.19,0.642,4.2,0.104
2266.26,3583.8,26.551,0.232,26.865393318,2.4e-11,0.115,-0.961,4.7,0.098
2513.75,3017.7,26.561,0.231,27.0023646902,2.37e-11,0.024,1.184,4.7,0.119
3838.51,670.2,26.782,0.281,26.606409108,1.94e-11,0.023,0.662,3.9,0.056
861.5,2246.83,26.688,0.259,99.99,2.11e-11,0.03,-0.137,4.2,-0.065
2721.5,2426.76,26.558,0.229,99.99,2.38e-11,0.007,0.203,4.7,-0.16
2385.55,2100.0,25.726,0.11,25.7118213815,5.12e-11,0.028,0.123,9.9,0.029
1355.39,3697.49,25.343,0.077,25.371174843,7.29e-11,0.048,-0.118,14.0,-0.029
3857.04,3711.99,25.507,0.214,26.7005585372,6.27e-11,0.017,1.964,5.1,-0.121
2221.52,2525.57,25.102,0.063,25.0108194906,9.1e-11,0.01,0.207,17.2,0.028
803.2,175.6,26.33,0.189,29.0437930686,2.94e-11,0.05,1.55,5.8,0.048
685.49,2965.36,25.821,0.118,25.9016973007,4.7e-11,0.032,0.714,9.2,0.053
3637.96,2676.14,26.617,0.248,27.0996874662,2.26e-11,0.138,0.818,4.4,0.08
3197.16,3012.55,26.413,0.203,26.7810807764,2.72e-11,0.159,1.194,5.3,0.087
475.59,3042.36,25.672,0.104,25.1721456414,5.39e-11,0.017,0.811,10.4,0.096
2907.5,2140.44,26.919,0.317,99.99,1.71e-11,0.117,0.659,3.4,0.241
3218.29,3245.08,25.551,0.094,25.6521321906,6.02e-11,0.009,0.34,11.5,0.004
2298.35,3381.67,26.81,0.289,26.9216726721,1.89e-11,0.009,-0.957,3.8,0.099
3915.66,598.96,25.357,0.142,27.1818750694,7.2e-11,0.108,0.225,7.7,-0.021
303.48,2936.62,26.756,0.274,26.9324804487,1.98e-11,0.056,0.139,4.0,0.049
3604.49,2414.95,26.181,0.165,26.0674179048,3.37e-11,0.059,0.714,6.6,0.019
1199.29,2700.11,26.767,0.279,27.0152445496,1.96e-11,0.066,-0.617,3.9,-0.021
3664.22,2043.64,25.359,0.079,25.9033262444,7.18e-11,0.005,0.064,13.7,-0.057
4042.15,3990.26,25.118,0.065,25.8221940203,8.97e-11,0.075,-0.041,16.8,0.005
3711.31,2469.25,26.836,0.297,27.428327639,1.84e-11,0.185,0.972,3.7,0.161
2896.06,3541.31,24.375,0.034,25.9250743718,1.78e-10,0.01,0.152,31.9,-0.045
2242.63,2110.66,25.4,0.081,27.6134490644,6.92e-11,0.012,-0.031,13.3,-0.076
2106.91,39.97,26.733,0.275,99.99,2.03e-11,0.03,-0.541,4.0,0.051
2817.8,3574.85,26.627,0.249,99.99,2.24e-11,0.156,0.318,4.4,-0.16
1065.62,437.24,26.756,0.276,99.99,1.98e-11,0.056,-0.198,3.9,0.018
3279.16,3336.01,26.72,0.273,27.5713287878,2.05e-11,0.111,1.457,4.0,0.093
318.23,2442.75,26.738,0.273,27.2917375495,2.02e-11,0.014,0.716,4.0,0.025
1468.57,1982.46,25.33,0.077,25.2688819941,7.38e-11,0.008,0.112,14.2,-0.006
774.37,1177.7,26.32,0.185,26.4269171702,2.96e-11,0.007,0.263,5.9,-0.003
2378.04,2253.98,26.726,0.275,26.7188747668,2.04e-11,0.017,0.305,3.9,0.18
1487.78,2428.79,26.804,0.292,27.2273617474,1.9e-11,0.173,0.801,3.7,0.125
3110.88,3326.76,26.708,0.267,27.1498185907,2.07e-11,0.246,2.943,4.1,0.008
3476.58,3278.07,26.218,0.171,25.7062917499,3.26e-11,0.063,0.733,6.4,0.104
53.8,505.61,26.753,0.276,99.99,1.99e-11,0.017,-0.656,3.9,0.084
1069.91,1913.15,26.823,0.297,26.9658343091,1.87e-11,0.028,0.468,3.7,0.146
3024.1,3299.15,26.721,0.271,27.4904920289,2.05e-11,0.038,0.083,4.0,-0.05
2485.07,1654.21,25.585,0.098,25.5861814096,5.83e-11,0.013,0.004,11.1,0.037
3638.64,3636.06,24.239,0.031,25.0056254806,2.02e-10,0.002,0.074,35.4,0.008
814.33,2681.31,26.557,0.229,26.6428177459,2.38e-11,0.137,0.042,4.7,0.001
3540.9,1685.03,25.721,0.253,27.0494460198,5.15e-11,0.079,0.753,4.3,-0.058
576.84,1210.93,26.853,0.307,27.0038376566,1.81e-11,0.056,0.295,3.5,0.156
210.86,2535.66,26.831,0.296,99.99,1.85e-11,0.026,-0.323,3.7,0.11
1114.72,3685.07,26.101,0.154,25.9799098769,3.63e-11,0.041,0.758,7.1,0.004
2817.58,3250.32,25.446,0.085,25.4263108955,6.63e-11,0.034,0.442,12.8,0.016
1180.58,2930.22,26.514,0.223,27.0091980507,2.48e-11,0.009,0.069,4.9,0.055
3299.06,3080.16,26.444,0.211,26.8045472764,2.64e-11,0.009,0.003,5.1,-0.1
2265.78,2742.57,25.249,0.073,25.0996726608,7.95e-11,0.068,2.997,15.0,0.081
771.66,2546.24,26.751,0.276,26.7415226289,1.99e-11,0.214,0.835,3.9,0.089
1216.01,2370.21,26.644,0.254,99.99,2.2e-11,0.025,0.199,4.3,-0.051
1124.9,1549.44,25.746,0.111,25.7799509182,5.03e-11,0.057,0.211,9.8,0.026
1369.29,3714.19,25.107,0.064,27.8193400855,9.06e-11,0.034,0.18,17.0,0.002
2840.92,3867.2,25.659,0.212,27.1429735231,5.45e-11,0.033,1.481,5.1,0.083
2433.13,1240.91,25.71,0.109,25.6562561904,5.2e-11,0.003,0.616,10.0,-0.063
3774.37,359.44,24.908,0.054,24.873966743,1.09e-10,0.014,0.276,20.3,-0.003
1543.02,282.26,24.97,0.11,25.5740744719,1.03e-10,0.032,0.992,9.8,-0.088
2048.68,1615.99,25.988,0.139,29.5868730818,4.03e-11,0.006,0.075,7.8,-0.077
985.62,3536.97,26.204,0.169,26.6362431957,3.3e-11,0.08,0.044,6.4,-0.092
3880.08,2407.92,26.646,0.254,99.99,2.2e-11,0.02,0.072,4.3,0.079
130.88,2145.83,25.235,0.141,99.99,8.06e-11,0.186,0.06,7.7,-0.284
2808.46,3656.9,24.578,0.041,24.544564494,1.47e-10,0.014,0.096,26.7,0.001
316.96,1177.43,26.053,0.147,26.2430808098,3.79e-11,0.041,-0.143,7.4,0.047
2302.05,1069.77,25.794,0.234,23.4984589252,4.81e-11,0.047,0.065,4.6,-0.06
70.77,303.39,24.332,0.033,24.2714448817,1.85e-10,0.005,-0.129,32.8,0.015
2147.91,3474.61,26.365,0.195,27.0204908118,2.85e-11,0.062,1.885,5.6,0.056
695.94,2370.12,26.387,0.201,99.99,2.79e-11,0.124,4.536,5.4,-0.161
2901.1,3907.49,24.55,0.039,24.5335686259,1.51e-10,0.017,0.096,27.6,-0.017
1516.33,1702.92,25.181,0.068,24.9496666471,8.47e-11,0.055,0.414,15.9,0.064
1208.3,3809.1,26.049,0.146,26.3771343402,3.81e-11,0.033,0.865,7.4,-0.031
4011.19,2389.59,26.732,0.271,26.9329347944,2.03e-11,0.038,-0.773,4.0,0.037
2018.01,2248.99,26.939,0.337,26.4519168058,1.68e-11,0.049,-0.984,3.2,0.355
1756.72,3694.88,25.648,0.102,25.6472808895,5.5e-11,0.03,0.773,10.6,0.012
342.13,2825.39,26.641,0.249,26.0269771793,2.21e-11,0.028,1.009,4.4,-0.091
3030.83,3756.21,25.763,0.195,27.1038214338,4.95e-11,0.103,0.061,5.6,-0.106
1944.33,2594.33,26.765,0.277,99.99,1.97e-11,0.026,-0.438,3.9,0.029
2807.2,1656.37,26.115,0.155,26.0188790457,3.58e-11,0.006,0.225,7.0,0.077
243.24,3801.5,26.659,0.251,27.4771716919,2.17e-11,0.2,1.896,4.3,-0.053
1694.26,2063.96,25.826,0.235,26.8841741367,4.67e-11,0.012,0.132,4.6,-0.131
1877.79,3551.5,26.204,0.168,26.0730156233,3.3e-11,0.044,0.505,6.5,0.186
2851.38,2860.11,24.617,0.042,24.6996464207,1.42e-10,0.002,0.134,25.9,-0.013
2307.56,3973.8,24.39,0.035,24.3518674892,1.75e-10,0.008,0.207,31.2,0.007
2856.16,3129.33,26.688,0.26,99.99,2.11e-11,0.048,0.404,4.2,0.081
2245.16,3862.02,25.707,0.238,26.9163157201,5.21e-11,0.009,0.879,4.6,-0.118
2279.88,2894.39,26.251,0.175,26.4950388557,3.16e-11,0.061,-0.169,6.2,-0.076
684.74,1982.99,26.57,0.236,99.99,2.35e-11,0.058,0.231,4.6,-0.096
1466.76,515.97,26.545,0.231,27.3781274669,2.41e-11,0.029,1.003,4.7,-0.027
879.83,3882.61,26.862,0.306,27.1115520517,1.8e-11,0.052,3.248,3.6,0.189
128.95,2542.27,25.831,0.121,27.3216580451,4.65e-11,0.007,-0.394,9.0,-0.022
2899.48,3116.8,26.113,0.154,26.715113178,3.59e-11,0.06,1.306,7.0,-0.086
