         T         c12         c13         c14 
   2640.23   4.8429560   6.2549625   7.1665772 
   2641.45   4.8400940   6.2511367   7.1621032 
   2642.67   4.8372333   6.2473128   7.1576314 
   2643.88   4.8343740   6.2434906   7.1531618 
   2645.10   4.8315159   6.2396703   7.1486942 
   2646.32   4.8286592   6.2358518   7.1442289 
   2647.54   4.8258038   6.2320350   7.1397656 
   2648.76   4.8229498   6.2282201   7.1353045 
   2649.98   4.8200971   6.2244070   7.1308456 
   2651.20   4.8172457   6.2205956   7.1263888 
   2652.42   4.8143956   6.2167861   7.1219341 
   2653.64   4.8115468   6.2129783   7.1174816 
   2654.86   4.8086994   6.2091724   7.1130312 
   2656.09   4.8058533   6.2053682   7.1085829 
   2657.31   4.8030085   6.2015658   7.1041368 
   2658.54   4.8001650   6.1977652   7.0996928 
   2659.76   4.7973229   6.1939664   7.0952510 
   2660.99   4.7944820   6.1901694   7.0908113 
   2662.21   4.7916425   6.1863742   7.0863737 
   2663.44   4.7888043   6.1825808   7.0819382 
   2664.66   4.7859675   6.1787892   7.0775049 
   2665.89   4.7831319   6.1749993   7.0730737 
   2667.12   4.7802977   6.1712113   7.0686447 
   2668.35   4.7774648   6.1674250   7.0642177 
   2669.58   4.7746332   6.1636405   7.0597929 
   2670.81   4.7718029   6.1598578   7.0553702 
   2672.04   4.7689739   6.1560769   7.0509497 
   2673.27   4.7661462   6.1522978   7.0465312 
   2674.50   4.7633199   6.1485204   7.0421149 
   2675.73   4.7604949   6.1447449   7.0377008 
   2676.97   4.7576711   6.1409711   7.0332887 
   2678.20   4.7548487   6.1371991   7.0288787 
   2679.43   4.7520276   6.1334288   7.0244709 
   2680.67   4.7492078   6.1296604   7.0200652 
   2681.90   4.7463894   6.1258937   7.0156616 
   2683.14   4.7435722   6.1221288   7.0112602 
   2684.37   4.7407564   6.1183657   7.0068608 
   2685.61   4.7379418   6.1146044   7.0024636 
   2686.85   4.7351286   6.1108448   6.9980685 
   2688.08   4.7323166   6.1070870   6.9936754 
   2689.32   4.7295060   6.1033310   6.9892845 
   2690.56   4.7266967   6.0995767   6.9848958 
   2691.80   4.7238887   6.0958243   6.9805091 
   2693.04   4.7210820   6.0920735   6.9761245 
   2694.28   4.7182766   6.0883246   6.9717421 
   2695.52   4.7154724   6.0845774   6.9673617 
   2696.76   4.7126697   6.0808320   6.9629835 
   2698.01   4.7098682   6.0770884   6.9586074 
   2699.25   4.7070680   6.0733465   6.9542333 
   2700.49   4.7042691   6.0696064   6.9498614 
   2701.74   4.7014715   6.0658681   6.9454916 
   2702.98   4.6986752   6.0621315   6.9411239 
   2704.23   4.6958802   6.0583967   6.9367582 
   2705.47   4.6930865   6.0546637   6.9323947 
   2706.72   4.6902941   6.0509324   6.9280333 
   2707.97   4.6875030   6.0472029   6.9236740 
   2709.21   4.6847132   6.0434752   6.9193168 
   2710.46   4.6819247   6.0397492   6.9149617 
   2711.71   4.6791375   6.0360249   6.9106086 
   2712.96   4.6763516   6.0323025   6.9062577 
   2714.21   4.6735670   6.0285817   6.9019089 
   2715.46   4.6707837   6.0248628   6.8975621 
   2716.71   4.6680017   6.0211456   6.8932175 
   2717.96   4.6652209   6.0174301   6.8888749 
   2719.21   4.6624415   6.0137164   6.8845345 
   2720.47   4.6596633   6.0100045   6.8801961 
   2721.72   4.6568865   6.0062943   6.8758598 
   2722.97   4.6541109   6.0025859   6.8715256 
   2724.23   4.6513367   5.9988792   6.8671935 
   2725.48   4.6485637   5.9951743   6.8628635 
   2726.74   4.6457920   5.9914711   6.8585356 
   2728.00   4.6430216   5.9877697   6.8542097 
   2729.25   4.6402525   5.9840700   6.8498860 
   2730.51   4.6374847   5.9803720   6.8455643 
   2731.77   4.6347181   5.9766759   6.8412447 
   2733.03   4.6319529   5.9729814   6.8369271 
   2734.28   4.6291889   5.9692887   6.8326117 
   2735.54   4.6264262   5.9655978   6.8282983 
   2736.80   4.6236648   5.9619086   6.8239871 
   2738.06   4.6209047   5.9582211   6.8196779 
   2739.33   4.6181459   5.9545354   6.8153707 
   2740.59   4.6153883   5.9508514   6.8110657 
   2741.85   4.6126321   5.9471692   6.8067627 
   2743.11   4.6098771   5.9434887   6.8024618 
   2744.38   4.6071234   5.9398100   6.7981630 
   2745.64   4.6043710   5.9361330   6.7938662 
   2746.91   4.6016199   5.9324577   6.7895715 
   2748.17   4.5988700   5.9287842   6.7852789 
   2749.44   4.5961214   5.9251124   6.7809884 
   2750.70   4.5933741   5.9214423   6.7766999 
   2751.97   4.5906281   5.9177740   6.7724135 
   2753.24   4.5878834   5.9141074   6.7681292 
   2754.51   4.5851399   5.9104425   6.7638469 
   2755.78   4.5823977   5.9067794   6.7595667 
   2757.05   4.5796568   5.9031180   6.7552885 
   2758.32   4.5769172   5.8994584   6.7510125 
   2759.59   4.5741788   5.8958004   6.7467384 
   2760.86   4.5714417   5.8921442   6.7424665 
   2762.13   4.5687059   5.8884898   6.7381966 
   2763.40   4.5659714   5.8848370   6.7339288 
   2764.68   4.5632381   5.8811860   6.7296630 
   2765.95   4.5605061   5.8775368   6.7253993 
   2767.22   4.5577754   5.8738892   6.7211376 
   2768.50   4.5550460   5.8702434   6.7168780 
   2769.77   4.5523178   5.8665993   6.7126205 
   2771.05   4.5495909   5.8629569   6.7083650 
   2772.33   4.5468652   5.8593162   6.7041115 
   2773.60   4.5441409   5.8556773   6.6998602 
   2774.88   4.5414178   5.8520401   6.6956108 
   2776.16   4.5386959   5.8484046   6.6913635 
   2777.44   4.5359754   5.8447708   6.6871183 
   2778.72   4.5332560   5.8411388   6.6828751 
   2780.00   4.5305380   5.8375085   6.6786340 
   2781.28   4.5278212   5.8338799   6.6743949 
   2782.56   4.5251057   5.8302530   6.6701579 
   2783.84   4.5223915   5.8266278   6.6659229 
   2785.12   4.5196785   5.8230044   6.6616899 
   2786.41   4.5169668   5.8193826   6.6574590 
   2787.69   4.5142564   5.8157626   6.6532302 
   2788.97   4.5115472   5.8121443   6.6490034 
   2790.26   4.5088392   5.8085277   6.6447786 
   2791.54   4.5061326   5.8049128   6.6405559 
   2792.83   4.5034272   5.8012996   6.6363352 
   2794.12   4.5007230   5.7976882   6.6321165 
   2795.40   4.4980201   5.7940784   6.6278999 
   2796.69   4.4953185   5.7904704   6.6236853 
   2797.98   4.4926181   5.7868640   6.6194728 
   2799.27   4.4899190   5.7832594   6.6152623 
   2800.56   4.4872212   5.7796565   6.6110538 
   2801.85   4.4845246   5.7760553   6.6068474 
   2803.14   4.4818292   5.7724558   6.6026430 
   2804.43   4.4791351   5.7688580   6.5984406 
   2805.72   4.4764423   5.7652619   6.5942403 
   2807.02   4.4737507   5.7616675   6.5900420 
   2808.31   4.4710604   5.7580748   6.5858457 
   2809.60   4.4683713   5.7544839   6.5816514 
   2810.90   4.4656835   5.7508946   6.5774592 
   2812.19   4.4629970   5.7473070   6.5732690 
   2813.49   4.4603117   5.7437211   6.5690808 
   2814.78   4.4576276   5.7401370   6.5648947 
   2816.08   4.4549448   5.7365545   6.5607106 
   2817.38   4.4522632   5.7329737   6.5565285 
   2818.68   4.4495829   5.7293946   6.5523484 
   2819.97   4.4469038   5.7258172   6.5481703 
   2821.27   4.4442260   5.7222416   6.5439943 
   2822.57   4.4415495   5.7186676   6.5398203 
   2823.87   4.4388742   5.7150953   6.5356483 
   2825.17   4.4362001   5.7115247   6.5314783 
   2826.47   4.4335273   5.7079557   6.5273104 
   2827.78   4.4308557   5.7043885   6.5231444 
   2829.08   4.4281853   5.7008230   6.5189805 
   2830.38   4.4255163   5.6972592   6.5148186 
   2831.69   4.4228484   5.6936970   6.5106587 
   2832.99   4.4201818   5.6901366   6.5065008 
   2834.30   4.4175165   5.6865778   6.5023450 
   2835.60   4.4148523   5.6830207   6.4981911 
   2836.91   4.4121895   5.6794653   6.4940393 
   2838.22   4.4095278   5.6759116   6.4898894 
   2839.52   4.4068674   5.6723596   6.4857416 
   2840.83   4.4042083   5.6688093   6.4815958 
   2842.14   4.4015504   5.6652606   6.4774520 
   2843.45   4.3988937   5.6617137   6.4733102 
   2844.76   4.3962383   5.6581684   6.4691704 
   2846.07   4.3935841   5.6546248   6.4650326 
   2847.38   4.3909311   5.6510829   6.4608968 
   2848.69   4.3882794   5.6475427   6.4567630 
   2850.00   4.3856289   5.6440041   6.4526312 
   2851.32   4.3829797   5.6404672   6.4485014 
   2852.63   4.3803316   5.6369320   6.4443736 
   2853.94   4.3776849   5.6333985   6.4402479 
   2855.26   4.3750393   5.6298667   6.4361241 
   2856.57   4.3723950   5.6263365   6.4320023 
   2857.89   4.3697519   5.6228080   6.4278825 
   2859.21   4.3671101   5.6192812   6.4237647 
   2860.52   4.3644695   5.6157561   6.4196489 
   2861.84   4.3618301   5.6122326   6.4155351 
   2863.16   4.3591920   5.6087109   6.4114233 
   2864.48   4.3565550   5.6051907   6.4073135 
   2865.80   4.3539194   5.6016723   6.4032056 
   2867.12   4.3512849   5.5981555   6.3990998 
   2868.44   4.3486517   5.5946404   6.3949960 
   2869.76   4.3460197   5.5911270   6.3908941 
   2871.08   4.3433889   5.5876152   6.3867942 
   2872.41   4.3407593   5.5841051   6.3826964 
   2873.73   4.3381310   5.5805967   6.3786005 
   2875.05   4.3355039   5.5770899   6.3745066 
   2876.38   4.3328781   5.5735849   6.3704147 
   2877.70   4.3302534   5.5700814   6.3663247 
   2879.03   4.3276300   5.5665797   6.3622368 
   2880.35   4.3250078   5.5630796   6.3581508 
   2881.68   4.3223869   5.5595811   6.3540668 
   2883.01   4.3197671   5.5560844   6.3499848 
   2884.34   4.3171486   5.5525893   6.3459048 
   2885.67   4.3145313   5.5490958   6.3418267 
   2887.00   4.3119152   5.5456040   6.3377507 
   2888.33   4.3093004   5.5421139   6.3336766 
   2889.66   4.3066867   5.5386254   6.3296044 
   2890.99   4.3040743   5.5351386   6.3255343 
   2892.32   4.3014631   5.5316535   6.3214661 
   2893.65   4.2988531   5.5281700   6.3174000 
   2894.98   4.2962444   5.5246881   6.3133357 
   2896.32   4.2936368   5.5212079   6.3092735 
   2897.65   4.2910305   5.5177294   6.3052132 
   2898.99   4.2884254   5.5142525   6.3011549 
   2900.32   4.2858215   5.5107773   6.2970986 
   2901.66   4.2832188   5.5073037   6.2930442 
   2902.99   4.2806174   5.5038318   6.2889918 
   2904.33   4.2780171   5.5003616   6.2849414 
   2905.67   4.2754181   5.4968930   6.2808930 
   2907.01   4.2728203   5.4934260   6.2768465 
   2908.35   4.2702237   5.4899607   6.2728019 
   2909.69   4.2676283   5.4864970   6.2687594 
   2911.03   4.2650341   5.4830350   6.2647188 
   2912.37   4.2624411   5.4795746   6.2606801 
   2913.71   4.2598494   5.4761159   6.2566435 
   2915.05   4.2572588   5.4726588   6.2526087 
   2916.40   4.2546695   5.4692034   6.2485760 
   2917.74   4.2520813   5.4657496   6.2445452 
   2919.08   4.2494944   5.4622975   6.2405164 
   2920.43   4.2469087   5.4588470   6.2364895 
   2921.77   4.2443242   5.4553981   6.2324645 
   2923.12   4.2417409   5.4519509   6.2284416 
   2924.47   4.2391588   5.4485053   6.2244206 
   2925.81   4.2365780   5.4450614   6.2204015 
   2927.16   4.2339983   5.4416191   6.2163844 
   2928.51   4.2314198   5.4381784   6.2123693 
   2929.86   4.2288425   5.4347394   6.2083561 
   2931.21   4.2262665   5.4313020   6.2043448 
   2932.56   4.2236916   5.4278663   6.2003355 
   2933.91   4.2211180   5.4244322   6.1963282 
   2935.26   4.2185455   5.4209997   6.1923228 
   2936.61   4.2159743   5.4175689   6.1883193 
   2937.97   4.2134042   5.4141397   6.1843178 
   2939.32   4.2108354   5.4107121   6.1803182 
   2940.67   4.2082677   5.4072862   6.1763206 
   2942.03   4.2057013   5.4038619   6.1723249 
   2943.38   4.2031360   5.4004392   6.1683312 
   2944.74   4.2005720   5.3970182   6.1643394 
   2946.10   4.1980091   5.3935988   6.1603496 
   2947.45   4.1954475   5.3901810   6.1563617 
   2948.81   4.1928870   5.3867648   6.1523757 
   2950.17   4.1903278   5.3833503   6.1483917 
   2951.53   4.1877697   5.3799374   6.1444096 
   2952.89   4.1852128   5.3765261   6.1404295 
   2954.25   4.1826572   5.3731165   6.1364513 
   2955.61   4.1801027   5.3697085   6.1324750 
   2956.97   4.1775494   5.3663021   6.1285006 
   2958.33   4.1749973   5.3628973   6.1245282 
   2959.70   4.1724464   5.3594941   6.1205578 
   2961.06   4.1698967   5.3560926   6.1165892 
   2962.42   4.1673482   5.3526927   6.1126226 
   2963.79   4.1648009   5.3492944   6.1086579 
   2965.15   4.1622548   5.3458978   6.1046952 
   2966.52   4.1597098   5.3425027   6.1007344 
   2967.89   4.1571661   5.3391093   6.0967755 
   2969.25   4.1546235   5.3357175   6.0928185 
   2970.62   4.1520822   5.3323273   6.0888635 
   2971.99   4.1495420   5.3289387   6.0849104 
   2973.36   4.1470030   5.3255518   6.0809592 
   2974.73   4.1444652   5.3221664   6.0770100 
   2976.10   4.1419286   5.3187827   6.0730626 
   2977.47   4.1393932   5.3154006   6.0691172 
   2978.84   4.1368589   5.3120201   6.0651737 
   2980.21   4.1343259   5.3086412   6.0612322 
   2981.59   4.1317940   5.3052640   6.0572925 
   2982.96   4.1292633   5.3018883   6.0533548 
   2984.33   4.1267338   5.2985143   6.0494190 
   2985.71   4.1242055   5.2951418   6.0454851 
   2987.08   4.1216784   5.2917710   6.0415531 
   2988.46   4.1191524   5.2884018   6.0376231 
   2989.84   4.1166277   5.2850342   6.0336949 
   2991.21   4.1141041   5.2816682   6.0297687 
   2992.59   4.1115817   5.2783038   6.0258444 
   2993.97   4.1090604   5.2749410   6.0219220 
   2995.35   4.1065404   5.2715798   6.0180015 
   2996.73   4.1040215   5.2682202   6.0140829 
   2998.11   4.1015038   5.2648622   6.0101663 
   2999.49   4.0989873   5.2615059   6.0062515 
   3000.87   4.0964720   5.2581511   6.0023387 
   3002.26   4.0939578   5.2547979   5.9984277 
   3003.64   4.0914449   5.2514463   5.9945187 
   3005.02   4.0889331   5.2480964   5.9906116 
   3006.41   4.0864224   5.2447480   5.9867064 
   3007.79   4.0839130   5.2414013   5.9828031 
   3009.18   4.0814047   5.2380561   5.9789017 
   3010.56   4.0788976   5.2347125   5.9750022 
   3011.95   4.0763917   5.2313705   5.9711046 
   3013.34   4.0738869   5.2280302   5.9672089 
   3014.73   4.0713834   5.2246914   5.9633151 
   3016.12   4.0688810   5.2213542   5.9594232 
   3017.50   4.0663797   5.2180186   5.9555332 
   3018.89   4.0638797   5.2146846   5.9516451 
   3020.29   4.0613808   5.2113522   5.9477589 
   3021.68   4.0588830   5.2080214   5.9438746 
   3023.07   4.0563865   5.2046922   5.9399921 
   3024.46   4.0538911   5.2013646   5.9361116 
   3025.85   4.0513969   5.1980385   5.9322330 
   3027.25   4.0489038   5.1947141   5.9283563 
   3028.64   4.0464120   5.1913912   5.9244815 
   3030.04   4.0439213   5.1880700   5.9206085 
   3031.43   4.0414317   5.1847503   5.9167375 
   3032.83   4.0389433   5.1814322   5.9128683 
   3034.23   4.0364561   5.1781157   5.9090010 
   3035.63   4.0339701   5.1748008   5.9051357 
   3037.02   4.0314852   5.1714874   5.9012722 
   3038.42   4.0290015   5.1681757   5.8974106 
   3039.82   4.0265189   5.1648655   5.8935509 
   3041.22   4.0240376   5.1615569   5.8896930 
   3042.62   4.0215573   5.1582499   5.8858371 
   3044.03   4.0190783   5.1549445   5.8819830 
   3045.43   4.0166004   5.1516407   5.8781308 
   3046.83   4.0141236   5.1483384   5.8742805 
   3048.23   4.0116480   5.1450378   5.8704321 
   3049.64   4.0091736   5.1417387   5.8665856 
   3051.04   4.0067004   5.1384412   5.8627409 
   3052.45   4.0042283   5.1351452   5.8588982 
   3053.86   4.0017573   5.1318509   5.8550573 
   3055.26   3.9992875   5.1285581   5.8512183 
   3056.67   3.9968189   5.1252669   5.8473811 
   3058.08   3.9943515   5.1219772   5.8435458 
   3059.49   3.9918851   5.1186892   5.8397125 
   3060.90   3.9894200   5.1154027   5.8358809 
   3062.31   3.9869560   5.1121178   5.8320513 
   3063.72   3.9844932   5.1088344   5.8282235 
   3065.13   3.9820315   5.1055527   5.8243976 
   3066.54   3.9795709   5.1022725   5.8205736 
   3067.95   3.9771116   5.0989939   5.8167515 
   3069.37   3.9746533   5.0957168   5.8129312 
   3070.78   3.9721963   5.0924413   5.8091128 
   3072.19   3.9697403   5.0891674   5.8052962 
   3073.61   3.9672856   5.0858951   5.8014815 
   3075.03   3.9648320   5.0826243   5.7976687 
   3076.44   3.9623795   5.0793551   5.7938578 
   3077.86   3.9599282   5.0760874   5.7900487 
   3079.28   3.9574780   5.0728214   5.7862415 
   3080.70   3.9550290   5.0695568   5.7824361 
   3082.12   3.9525811   5.0662939   5.7786326 
   3083.54   3.9501344   5.0630325   5.7748310 
   3084.96   3.9476888   5.0597727   5.7710312 
   3086.38   3.9452444   5.0565144   5.7672333 
   3087.80   3.9428012   5.0532577   5.7634373 
   3089.22   3.9403590   5.0500026   5.7596431 
   3090.64   3.9379180   5.0467490   5.7558508 
   3092.07   3.9354782   5.0434970   5.7520603 
   3093.49   3.9330395   5.0402465   5.7482717 
   3094.92   3.9306020   5.0369976   5.7444849 
   3096.34   3.9281656   5.0337503   5.7407000 
   3097.77   3.9257303   5.0305045   5.7369169 
   3099.20   3.9232962   5.0272602   5.7331357 
   3100.62   3.9208632   5.0240176   5.7293564 
   3102.05   3.9184314   5.0207764   5.7255789 
   3103.48   3.9160007   5.0175369   5.7218032 
   3104.91   3.9135712   5.0142989   5.7180294 
   3106.34   3.9111428   5.0110624   5.7142575 
   3107.77   3.9087155   5.0078275   5.7104874 
   3109.20   3.9062894   5.0045941   5.7067192 
   3110.64   3.9038644   5.0013623   5.7029528 
   3112.07   3.9014405   4.9981321   5.6991882 
   3113.50   3.8990178   4.9949034   5.6954255 
   3114.94   3.8965962   4.9916762   5.6916646 
   3116.37   3.8941758   4.9884506   5.6879056 
   3117.81   3.8917565   4.9852266   5.6841484 
   3119.24   3.8893383   4.9820041   5.6803931 
   3120.68   3.8869213   4.9787831   5.6766396 
   3122.12   3.8845054   4.9755637   5.6728879 
   3123.56   3.8820907   4.9723458   5.6691381 
   3125.00   3.8796770   4.9691295   5.6653901 
   3126.44   3.8772646   4.9659147   5.6616440 
   3127.88   3.8748532   4.9627015   5.6578997 
   3129.32   3.8724430   4.9594898   5.6541572 
   3130.76   3.8700339   4.9562796   5.6504166 
   3132.20   3.8676259   4.9530710   5.6466778 
   3133.64   3.8652191   4.9498639   5.6429408 
   3135.09   3.8628134   4.9466584   5.6392057 
   3136.53   3.8604089   4.9434544   5.6354724 
   3137.98   3.8580054   4.9402519   5.6317410 
   3139.42   3.8556031   4.9370510   5.6280113 
   3140.87   3.8532019   4.9338516   5.6242835 
   3142.32   3.8508019   4.9306538   5.6205576 
   3143.76   3.8484030   4.9274575   5.6168334 
   3145.21   3.8460052   4.9242627   5.6131111 
   3146.66   3.8436085   4.9210695   5.6093906 
   3148.11   3.8412130   4.9178778   5.6056720 
   3149.56   3.8388186   4.9146876   5.6019552 
   3151.01   3.8364253   4.9114990   5.5982401 
   3152.46   3.8340331   4.9083119   5.5945270 
   3153.91   3.8316421   4.9051263   5.5908156 
   3155.37   3.8292522   4.9019423   5.5871061 
   3156.82   3.8268634   4.8987598   5.5833984 
   3158.28   3.8244757   4.8955788   5.5796925 
   3159.73   3.8220892   4.8923993   5.5759884 
   3161.19   3.8197038   4.8892214   5.5722861 
   3162.64   3.8173195   4.8860450   5.5685857 
   3164.10   3.8149363   4.8828702   5.5648871 
   3165.56   3.8125543   4.8796968   5.5611903 
   3167.01   3.8101733   4.8765250   5.5574953 
   3168.47   3.8077935   4.8733547   5.5538022 
   3169.93   3.8054148   4.8701860   5.5501108 
   3171.39   3.8030373   4.8670187   5.5464213 
   3172.85   3.8006608   4.8638530   5.5427336 
   3174.32   3.7982855   4.8606888   5.5390476 
   3175.78   3.7959112   4.8575262   5.5353636 
   3177.24   3.7935381   4.8543650   5.5316813 
   3178.70   3.7911662   4.8512054   5.5280008 
   3180.17   3.7887953   4.8480473   5.5243221 
   3181.63   3.7864255   4.8448907   5.5206453 
   3183.10   3.7840569   4.8417356   5.5169702 
   3184.57   3.7816894   4.8385821   5.5132970 
   3186.03   3.7793230   4.8354300   5.5096256 
   3187.50   3.7769577   4.8322795   5.5059559 
   3188.97   3.7745935   4.8291305   5.5022881 
   3190.44   3.7722304   4.8259831   5.4986221 
   3191.91   3.7698685   4.8228371   5.4949579 
   3193.38   3.7675076   4.8196926   5.4912955 
   3194.85   3.7651479   4.8165497   5.4876348 
   3196.32   3.7627893   4.8134083   5.4839760 
   3197.79   3.7604317   4.8102684   5.4803190 
   3199.27   3.7580753   4.8071300   5.4766638 
   3200.74   3.7557200   4.8039931   5.4730104 
   3202.22   3.7533659   4.8008577   5.4693588 
   3203.69   3.7510128   4.7977238   5.4657090 
   3205.17   3.7486608   4.7945915   5.4620610 
   3206.64   3.7463100   4.7914606   5.4584148 
   3208.12   3.7439602   4.7883313   5.4547703 
   3209.60   3.7416116   4.7852035   5.4511277 
   3211.08   3.7392640   4.7820771   5.4474869 
   3212.56   3.7369176   4.7789523   5.4438478 
   3214.04   3.7345723   4.7758290   5.4402106 
   3215.52   3.7322280   4.7727072   5.4365751 
   3217.00   3.7298849   4.7695869   5.4329414 
   3218.48   3.7275429   4.7664681   5.4293095 
   3219.96   3.7252020   4.7633508   5.4256795 
   3221.45   3.7228622   4.7602350   5.4220512 
   3222.93   3.7205235   4.7571207   5.4184246 
   3224.41   3.7181859   4.7540079   5.4147999 
   3225.90   3.7158494   4.7508967   5.4111770 
   3227.39   3.7135140   4.7477869   5.4075558 
   3228.87   3.7111797   4.7446786   5.4039364 
   3230.36   3.7088465   4.7415718   5.4003189 
   3231.85   3.7065144   4.7384665   5.3967030 
   3233.34   3.7041834   4.7353627   5.3930890 
   3234.83   3.7018535   4.7322604   5.3894768 
   3236.32   3.6995247   4.7291596   5.3858663 
   3237.81   3.6971970   4.7260603   5.3822576 
   3239.30   3.6948704   4.7229625   5.3786507 
   3240.79   3.6925449   4.7198662   5.3750456 
   3242.28   3.6902205   4.7167714   5.3714423 
   3243.78   3.6878971   4.7136780   5.3678407 
   3245.27   3.6855749   4.7105862   5.3642409 
   3246.77   3.6832538   4.7074959   5.3606429 
   3248.26   3.6809338   4.7044070   5.3570467 
   3249.76   3.6786148   4.7013197   5.3534522 
   3251.26   3.6762970   4.6982338   5.3498595 
   3252.75   3.6739802   4.6951494   5.3462686 
   3254.25   3.6716646   4.6920665   5.3426794 
   3255.75   3.6693500   4.6889851   5.3390920 
   3257.25   3.6670365   4.6859052   5.3355064 
   3258.75   3.6647242   4.6828268   5.3319226 
   3260.25   3.6624129   4.6797498   5.3283405 
   3261.76   3.6601027   4.6766744   5.3247602 
   3263.26   3.6577936   4.6736004   5.3211817 
   3264.76   3.6554855   4.6705279   5.3176049 
   3266.26   3.6531786   4.6674569   5.3140299 
   3267.77   3.6508728   4.6643874   5.3104567 
   3269.27   3.6485680   4.6613194   5.3068852 
   3270.78   3.6462643   4.6582528   5.3033155 
   3272.29   3.6439618   4.6551877   5.2997475 
   3273.80   3.6416603   4.6521242   5.2961814 
   3275.30   3.6393599   4.6490620   5.2926169 
   3276.81   3.6370605   4.6460014   5.2890543 
   3278.32   3.6347623   4.6429423   5.2854934 
   3279.83   3.6324652   4.6398846   5.2819342 
   3281.34   3.6301691   4.6368284   5.2783768 
   3282.85   3.6278741   4.6337737   5.2748212 
   3284.37   3.6255802   4.6307204   5.2712673 
   3285.88   3.6232874   4.6276687   5.2677152 
   3287.39   3.6209957   4.6246184   5.2641649 
   3288.91   3.6187050   4.6215696   5.2606163 
   3290.42   3.6164155   4.6185222   5.2570694 
   3291.94   3.6141270   4.6154764   5.2535243 
   3293.46   3.6118396   4.6124320   5.2499810 
   3294.97   3.6095532   4.6093891   5.2464394 
   3296.49   3.6072680   4.6063476   5.2428995 
   3298.01   3.6049838   4.6033076   5.2393614 
   3299.53   3.6027007   4.6002691   5.2358251 
   3301.05   3.6004187   4.5972321   5.2322905 
   3302.57   3.5981378   4.5941965   5.2287576 
   3304.09   3.5958580   4.5911624   5.2252265 
   3305.61   3.5935792   4.5881298   5.2216972 
   3307.14   3.5913015   4.5850986   5.2181696 
   3308.66   3.5890249   4.5820689   5.2146437 
   3310.18   3.5867493   4.5790407   5.2111196 
   3311.71   3.5844749   4.5760139   5.2075972 
   3313.23   3.5822015   4.5729886   5.2040766 
   3314.76   3.5799291   4.5699648   5.2005577 
   3316.29   3.5776579   4.5669424   5.1970405 
   3317.81   3.5753877   4.5639215   5.1935251 
   3319.34   3.5731186   4.5609021   5.1900115 
   3320.87   3.5708506   4.5578841   5.1864995 
   3322.40   3.5685837   4.5548676   5.1829893 
   3323.93   3.5663178   4.5518525   5.1794809 
   3325.46   3.5640530   4.5488389   5.1759742 
   3327.00   3.5617892   4.5458268   5.1724692 
   3328.53   3.5595266   4.5428161   5.1689659 
   3330.06   3.5572650   4.5398069   5.1654644 
   3331.60   3.5550044   4.5367991   5.1619646 
   3333.13   3.5527450   4.5337928   5.1584666 
   3334.67   3.5504866   4.5307879   5.1549703 
   3336.20   3.5482293   4.5277845   5.1514757 
   3337.74   3.5459730   4.5247826   5.1479828 
   3339.28   3.5437178   4.5217821   5.1444917 
   3340.81   3.5414637   4.5187831   5.1410023 
   3342.35   3.5392106   4.5157855   5.1375147 
   3343.89   3.5369586   4.5127894   5.1340287 
   3345.43   3.5347077   4.5097947   5.1305445 
   3346.97   3.5324579   4.5068015   5.1270621 
   3348.52   3.5302091   4.5038097   5.1235813 
   3350.06   3.5279613   4.5008194   5.1201023 
   3351.60   3.5257147   4.4978305   5.1166250 
   3353.15   3.5234691   4.4948431   5.1131494 
   3354.69   3.5212245   4.4918571   5.1096755 
   3356.24   3.5189811   4.4888726   5.1062034 
   3357.78   3.5167387   4.4858895   5.1027330 
   3359.33   3.5144973   4.4829079   5.0992643 
   3360.88   3.5122570   4.4799277   5.0957973 
   3362.43   3.5100178   4.4769490   5.0923320 
   3363.97   3.5077796   4.4739717   5.0888685 
   3365.52   3.5055425   4.4709958   5.0854067 
   3367.07   3.5033064   4.4680214   5.0819466 
   3368.63   3.5010715   4.4650484   5.0784882 
   3370.18   3.4988375   4.4620769   5.0750315 
   3371.73   3.4966046   4.4591068   5.0715766 
   3373.28   3.4943728   4.4561382   5.0681233 
   3374.84   3.4921421   4.4531710   5.0646718 
   3376.39   3.4899124   4.4502053   5.0612220 
   3377.95   3.4876837   4.4472410   5.0577739 
   3379.50   3.4854561   4.4442781   5.0543275 
   3381.06   3.4832296   4.4413166   5.0508828 
   3382.62   3.4810041   4.4383566   5.0474398 
   3384.18   3.4787797   4.4353981   5.0439986 
   3385.74   3.4765563   4.4324410   5.0405590 
   3387.29   3.4743340   4.4294853   5.0371212 
   3388.86   3.4721127   4.4265310   5.0336850 
   3390.42   3.4698925   4.4235782   5.0302506 
   3391.98   3.4676733   4.4206268   5.0268179 
   3393.54   3.4654552   4.4176769   5.0233869 
   3395.10   3.4632382   4.4147284   5.0199575 
   3396.67   3.4610222   4.4117813   5.0165299 
   3398.23   3.4588072   4.4088356   5.0131040 
   3399.80   3.4565933   4.4058914   5.0096798 
   3401.36   3.4543805   4.4029486   5.0062573 
   3402.93   3.4521686   4.4000072   5.0028365 
   3404.50   3.4499579   4.3970673   4.9994174 
   3406.07   3.4477482   4.3941288   4.9959999 
   3407.64   3.4455395   4.3911917   4.9925842 
   3409.21   3.4433319   4.3882561   4.9891702 
   3410.78   3.4411253   4.3853219   4.9857579 
   3412.35   3.4389198   4.3823891   4.9823473 
   3413.92   3.4367153   4.3794577   4.9789383 
