         T         c12         c13         c14 
  12305.78   0.1596310   0.0778819   0.0190443 
  12311.45   0.1591377   0.0772416   0.0183092 
  12317.12   0.1586447   0.0766017   0.0175745 
  12322.79   0.1581520   0.0759621   0.0168403 
  12328.47   0.1576596   0.0753230   0.0161065 
  12334.15   0.1571675   0.0746842   0.0153731 
  12339.83   0.1566757   0.0740458   0.0146401 
  12345.51   0.1561842   0.0734078   0.0139076 
  12351.20   0.1556930   0.0727701   0.0131755 
  12356.89   0.1552020   0.0721328   0.0124439 
  12362.58   0.1547113   0.0714959   0.0117126 
  12368.28   0.1542210   0.0708594   0.0109818 
  12373.98   0.1537309   0.0702232   0.0102514 
  12379.68   0.1532411   0.0695874   0.0095214 
  12385.38   0.1527516   0.0689520   0.0087919 
  12391.08   0.1522624   0.0683170   0.0080628 
  12396.79   0.1517734   0.0676823   0.0073341 
  12402.50   0.1512848   0.0670480   0.0066058 
  12408.22   0.1507965   0.0664141   0.0058780 
  12413.93   0.1503084   0.0657805   0.0051506 
  12419.65   0.1498206   0.0651473   0.0044236 
  12425.37   0.1493331   0.0645145   0.0036970 
  12431.10   0.1488459   0.0638821   0.0029709 
  12436.82   0.1483590   0.0632500   0.0022451 
  12442.55   0.1478724   0.0626183   0.0015198 
  12448.28   0.1473860   0.0619870   0.0007950 
  12454.02   0.1469000   0.0613560   0.0000705 
  12459.76   0.1464142   0.0607254  -0.0006535 
  12465.50   0.1459287   0.0600952  -0.0013771 
  12471.24   0.1454435   0.0594654  -0.0021003 
  12476.98   0.1449586   0.0588359  -0.0028231 
  12482.73   0.1444740   0.0582068  -0.0035454 
  12488.48   0.1439896   0.0575780  -0.0042673 
  12494.24   0.1435056   0.0569497  -0.0049889 
  12499.99   0.1430218   0.0563216  -0.0057099 
  12505.75   0.1425383   0.0556940  -0.0064306 
  12511.51   0.1420551   0.0550667  -0.0071508 
  12517.27   0.1415722   0.0544398  -0.0078707 
  12523.04   0.1410896   0.0538133  -0.0085901 
  12528.81   0.1406072   0.0531871  -0.0093090 
  12534.58   0.1401251   0.0525613  -0.0100276 
  12540.36   0.1396434   0.0519359  -0.0107458 
  12546.13   0.1391619   0.0513108  -0.0114635 
  12551.91   0.1386806   0.0506861  -0.0121808 
  12557.69   0.1381997   0.0500618  -0.0128977 
  12563.48   0.1377191   0.0494378  -0.0136142 
  12569.27   0.1372387   0.0488142  -0.0143302 
  12575.06   0.1367586   0.0481910  -0.0150458 
  12580.85   0.1362788   0.0475681  -0.0157611 
  12586.65   0.1357993   0.0469456  -0.0164759 
  12592.44   0.1353201   0.0463235  -0.0171903 
  12598.24   0.1348411   0.0457017  -0.0179042 
  12604.05   0.1343625   0.0450803  -0.0186178 
  12609.85   0.1338841   0.0444593  -0.0193309 
  12615.66   0.1334060   0.0438386  -0.0200436 
  12621.47   0.1329281   0.0432183  -0.0207560 
  12627.29   0.1324506   0.0425983  -0.0214678 
  12633.11   0.1319733   0.0419787  -0.0221793 
  12638.93   0.1314964   0.0413595  -0.0228904 
  12644.75   0.1310197   0.0407406  -0.0236010 
  12650.57   0.1305432   0.0401221  -0.0243113 
  12656.40   0.1300671   0.0395040  -0.0250211 
  12662.23   0.1295913   0.0388862  -0.0257305 
  12668.06   0.1291157   0.0382688  -0.0264395 
  12673.90   0.1286404   0.0376517  -0.0271481 
  12679.74   0.1281654   0.0370351  -0.0278562 
  12685.58   0.1276906   0.0364187  -0.0285640 
  12691.42   0.1272162   0.0358028  -0.0292713 
  12697.27   0.1267420   0.0351872  -0.0299783 
  12703.12   0.1262681   0.0345719  -0.0306848 
  12708.97   0.1257945   0.0339570  -0.0313909 
  12714.83   0.1253211   0.0333425  -0.0320966 
  12720.68   0.1248481   0.0327283  -0.0328019 
  12726.54   0.1243753   0.0321145  -0.0335068 
  12732.41   0.1239028   0.0315011  -0.0342112 
  12738.27   0.1234306   0.0308880  -0.0349153 
  12744.14   0.1229586   0.0302753  -0.0356189 
  12750.01   0.1224869   0.0296629  -0.0363222 
  12755.88   0.1220156   0.0290509  -0.0370250 
  12761.76   0.1215444   0.0284393  -0.0377274 
  12767.64   0.1210736   0.0278280  -0.0384294 
  12773.52   0.1206031   0.0272171  -0.0391310 
  12779.41   0.1201328   0.0266065  -0.0398322 
  12785.29   0.1196628   0.0259963  -0.0405330 
  12791.18   0.1191930   0.0253864  -0.0412333 
  12797.07   0.1187236   0.0247769  -0.0419333 
  12802.97   0.1182544   0.0241678  -0.0426328 
  12808.87   0.1177855   0.0235590  -0.0433320 
  12814.77   0.1173169   0.0229506  -0.0440307 
  12820.67   0.1168486   0.0223425  -0.0447291 
  12826.58   0.1163805   0.0217348  -0.0454270 
  12832.49   0.1159127   0.0211274  -0.0461245 
  12838.40   0.1154452   0.0205204  -0.0468216 
  12844.31   0.1149779   0.0199138  -0.0475183 
  12850.23   0.1145110   0.0193075  -0.0482146 
  12856.15   0.1140443   0.0187015  -0.0489105 
  12862.07   0.1135779   0.0180960  -0.0496060 
  12868.00   0.1131117   0.0174907  -0.0503011 
  12873.92   0.1126458   0.0168859  -0.0509958 
  12879.86   0.1121803   0.0162814  -0.0516900 
  12885.79   0.1117149   0.0156772  -0.0523839 
  12891.72   0.1112499   0.0150734  -0.0530774 
  12897.66   0.1107851   0.0144699  -0.0537704 
  12903.61   0.1103206   0.0138668  -0.0544631 
  12909.55   0.1098564   0.0132641  -0.0551554 
  12915.50   0.1093924   0.0126617  -0.0558472 
  12921.45   0.1089288   0.0120597  -0.0565387 
  12927.40   0.1084654   0.0114580  -0.0572297 
  12933.35   0.1080022   0.0108566  -0.0579204 
  12939.31   0.1075394   0.0102557  -0.0586106 
  12945.27   0.1070768   0.0096550  -0.0593004 
  12951.24   0.1066145   0.0090548  -0.0599899 
  12957.20   0.1061525   0.0084548  -0.0606789 
  12963.17   0.1056907   0.0078553  -0.0613675 
  12969.14   0.1052292   0.0072560  -0.0620558 
  12975.12   0.1047680   0.0066572  -0.0627436 
  12981.10   0.1043070   0.0060587  -0.0634310 
  12987.08   0.1038463   0.0054605  -0.0641181 
  12993.06   0.1033859   0.0048627  -0.0648047 
  12999.04   0.1029258   0.0042652  -0.0654909 
  13005.03   0.1024659   0.0036681  -0.0661768 
  13011.02   0.1020063   0.0030713  -0.0668622 
  13017.02   0.1015470   0.0024749  -0.0675472 
  13023.01   0.1010880   0.0018788  -0.0682319 
  13029.01   0.1006292   0.0012831  -0.0689161 
  13035.01   0.1001707   0.0006878  -0.0696000 
  13041.02   0.0997124   0.0000927  -0.0702834 
  13047.03   0.0992545  -0.0005019  -0.0709664 
  13053.04   0.0987967  -0.0010963  -0.0716491 
  13059.05   0.0983393  -0.0016902  -0.0723313 
  13065.07   0.0978822  -0.0022839  -0.0730132 
  13071.08   0.0974253  -0.0028771  -0.0736946 
  13077.11   0.0969686  -0.0034701  -0.0743757 
  13083.13   0.0965123  -0.0040626  -0.0750563 
  13089.16   0.0960562  -0.0046549  -0.0757366 
  13095.19   0.0956004  -0.0052468  -0.0764165 
  13101.22   0.0951448  -0.0058383  -0.0770959 
  13107.26   0.0946896  -0.0064295  -0.0777750 
  13113.29   0.0942345  -0.0070203  -0.0784537 
  13119.33   0.0937798  -0.0076108  -0.0791320 
  13125.38   0.0933253  -0.0082010  -0.0798099 
  13131.42   0.0928711  -0.0087908  -0.0804874 
  13137.47   0.0924172  -0.0093803  -0.0811645 
  13143.53   0.0919635  -0.0099694  -0.0818412 
  13149.58   0.0915101  -0.0105582  -0.0825175 
  13155.64   0.0910570  -0.0111466  -0.0831934 
  13161.70   0.0906041  -0.0117347  -0.0838689 
  13167.76   0.0901515  -0.0123224  -0.0845441 
  13173.83   0.0896991  -0.0129098  -0.0852188 
  13179.90   0.0892471  -0.0134969  -0.0858932 
  13185.97   0.0887953  -0.0140836  -0.0865671 
  13192.04   0.0883437  -0.0146699  -0.0872407 
  13198.12   0.0878925  -0.0152559  -0.0879138 
  13204.20   0.0874415  -0.0158416  -0.0885866 
  13210.28   0.0869907  -0.0164270  -0.0892590 
  13216.37   0.0865402  -0.0170119  -0.0899310 
  13222.46   0.0860900  -0.0175966  -0.0906026 
  13228.55   0.0856401  -0.0181809  -0.0912738 
  13234.64   0.0851904  -0.0187649  -0.0919446 
  13240.74   0.0847410  -0.0193485  -0.0926151 
  13246.84   0.0842918  -0.0199317  -0.0932851 
  13252.94   0.0838430  -0.0205147  -0.0939548 
  13259.05   0.0833943  -0.0210973  -0.0946240 
  13265.15   0.0829460  -0.0216795  -0.0952929 
  13271.26   0.0824979  -0.0222614  -0.0959614 
  13277.38   0.0820501  -0.0228430  -0.0966295 
  13283.49   0.0816025  -0.0234242  -0.0972972 
  13289.61   0.0811552  -0.0240051  -0.0979645 
  13295.74   0.0807082  -0.0245857  -0.0986314 
  13301.86   0.0802614  -0.0251659  -0.0992980 
  13307.99   0.0798149  -0.0257457  -0.0999641 
  13314.12   0.0793686  -0.0263253  -0.1006299 
  13320.25   0.0789227  -0.0269045  -0.1012953 
  13326.39   0.0784769  -0.0274833  -0.1019603 
  13332.53   0.0780315  -0.0280618  -0.1026249 
  13338.67   0.0775863  -0.0286400  -0.1032891 
  13344.81   0.0771414  -0.0292178  -0.1039529 
  13350.96   0.0766967  -0.0297953  -0.1046164 
  13357.11   0.0762523  -0.0303725  -0.1052794 
  13363.27   0.0758081  -0.0309493  -0.1059421 
  13369.42   0.0753642  -0.0315258  -0.1066044 
  13375.58   0.0749206  -0.0321019  -0.1072663 
  13381.74   0.0744773  -0.0326777  -0.1079278 
  13387.91   0.0740342  -0.0332532  -0.1085889 
  13394.07   0.0735913  -0.0338283  -0.1092497 
  13400.24   0.0731487  -0.0344031  -0.1099100 
  13406.42   0.0727064  -0.0349776  -0.1105700 
  13412.59   0.0722644  -0.0355517  -0.1112296 
  13418.77   0.0718226  -0.0361255  -0.1118888 
  13424.95   0.0713810  -0.0366989  -0.1125476 
  13431.14   0.0709398  -0.0372720  -0.1132061 
  13437.33   0.0704988  -0.0378448  -0.1138641 
  13443.52   0.0700580  -0.0384172  -0.1145218 
  13449.71   0.0696175  -0.0389893  -0.1151791 
  13455.90   0.0691773  -0.0395611  -0.1158360 
  13462.10   0.0687373  -0.0401325  -0.1164926 
  13468.30   0.0682976  -0.0407036  -0.1171487 
  13474.51   0.0678581  -0.0412744  -0.1178045 
  13480.72   0.0674189  -0.0418448  -0.1184599 
  13486.93   0.0669800  -0.0424149  -0.1191149 
  13493.14   0.0665413  -0.0429847  -0.1197695 
  13499.36   0.0661029  -0.0435541  -0.1204237 
  13505.57   0.0656647  -0.0441232  -0.1210776 
  13511.80   0.0652268  -0.0446920  -0.1217311 
  13518.02   0.0647892  -0.0452604  -0.1223842 
  13524.25   0.0643518  -0.0458285  -0.1230369 
  13530.48   0.0639146  -0.0463963  -0.1236892 
  13536.71   0.0634778  -0.0469637  -0.1243412 
  13542.95   0.0630411  -0.0475308  -0.1249928 
  13549.19   0.0626048  -0.0480976  -0.1256440 
  13555.43   0.0621687  -0.0486640  -0.1262948 
  13561.67   0.0617328  -0.0492301  -0.1269453 
  13567.92   0.0612972  -0.0497959  -0.1275953 
  13574.17   0.0608619  -0.0503613  -0.1282450 
  13580.42   0.0604268  -0.0509264  -0.1288943 
  13586.68   0.0599920  -0.0514912  -0.1295433 
  13592.94   0.0595574  -0.0520556  -0.1301918 
  13599.20   0.0591231  -0.0526198  -0.1308400 
  13605.46   0.0586891  -0.0531835  -0.1314878 
  13611.73   0.0582553  -0.0537470  -0.1321352 
  13618.00   0.0578218  -0.0543101  -0.1327823 
  13624.28   0.0573885  -0.0548729  -0.1334290 
  13630.55   0.0569554  -0.0554354  -0.1340753 
  13636.83   0.0565227  -0.0559975  -0.1347212 
  13643.11   0.0560901  -0.0565593  -0.1353667 
  13649.40   0.0556579  -0.0571208  -0.1360119 
  13655.69   0.0552259  -0.0576820  -0.1366567 
  13661.98   0.0547941  -0.0582428  -0.1373011 
  13668.27   0.0543626  -0.0588033  -0.1379452 
  13674.57   0.0539314  -0.0593634  -0.1385888 
  13680.87   0.0535004  -0.0599233  -0.1392321 
  13687.17   0.0530696  -0.0604828  -0.1398751 
  13693.47   0.0526392  -0.0610420  -0.1405176 
  13699.78   0.0522089  -0.0616008  -0.1411598 
  13706.09   0.0517790  -0.0621593  -0.1418016 
  13712.41   0.0513492  -0.0627175  -0.1424430 
  13718.72   0.0509198  -0.0632754  -0.1430841 
  13725.04   0.0504905  -0.0638330  -0.1437248 
  13731.37   0.0500616  -0.0643902  -0.1443651 
  13737.69   0.0496329  -0.0649471  -0.1450050 
  13744.02   0.0492044  -0.0655036  -0.1456446 
  13750.35   0.0487762  -0.0660599  -0.1462838 
  13756.69   0.0483482  -0.0666158  -0.1469226 
  13763.02   0.0479205  -0.0671714  -0.1475611 
  13769.36   0.0474931  -0.0677266  -0.1481991 
  13775.71   0.0470659  -0.0682816  -0.1488369 
  13782.05   0.0466390  -0.0688362  -0.1494742 
  13788.40   0.0462123  -0.0693905  -0.1501112 
  13794.75   0.0457858  -0.0699445  -0.1507478 
  13801.11   0.0453596  -0.0704981  -0.1513840 
  13807.47   0.0449337  -0.0710514  -0.1520199 
  13813.83   0.0445080  -0.0716044  -0.1526554 
  13820.19   0.0440826  -0.0721571  -0.1532905 
  13826.56   0.0436574  -0.0727094  -0.1539252 
  13832.93   0.0432324  -0.0732614  -0.1545596 
  13839.30   0.0428077  -0.0738131  -0.1551936 
  13845.67   0.0423833  -0.0743645  -0.1558273 
  13852.05   0.0419591  -0.0749156  -0.1564606 
  13858.43   0.0415352  -0.0754663  -0.1570935 
  13864.82   0.0411115  -0.0760167  -0.1577260 
  13871.21   0.0406881  -0.0765668  -0.1583582 
  13877.60   0.0402649  -0.0771166  -0.1589900 
  13883.99   0.0398419  -0.0776660  -0.1596214 
  13890.38   0.0394192  -0.0782151  -0.1602525 
  13896.78   0.0389968  -0.0787639  -0.1608832 
  13903.19   0.0385746  -0.0793124  -0.1615136 
  13909.59   0.0381527  -0.0798606  -0.1621435 
  13916.00   0.0377310  -0.0804084  -0.1627731 
  13922.41   0.0373095  -0.0809559  -0.1634024 
  13928.82   0.0368883  -0.0815031  -0.1640313 
  13935.24   0.0364674  -0.0820500  -0.1646598 
  13941.66   0.0360467  -0.0825965  -0.1652879 
  13948.08   0.0356262  -0.0831428  -0.1659157 
  13954.51   0.0352060  -0.0836887  -0.1665431 
  13960.93   0.0347861  -0.0842343  -0.1671702 
  13967.37   0.0343664  -0.0847796  -0.1677969 
  13973.80   0.0339469  -0.0853245  -0.1684232 
  13980.24   0.0335277  -0.0858692  -0.1690491 
  13986.68   0.0331087  -0.0864135  -0.1696747 
  13993.12   0.0326900  -0.0869575  -0.1703000 
  13999.57   0.0322715  -0.0875012  -0.1709248 
  14006.02   0.0318533  -0.0880445  -0.1715493 
  14012.47   0.0314353  -0.0885876  -0.1721735 
  14018.92   0.0310176  -0.0891303  -0.1727973 
  14025.38   0.0306001  -0.0896727  -0.1734207 
  14031.84   0.0301828  -0.0902148  -0.1740438 
  14038.31   0.0297658  -0.0907566  -0.1746665 
  14044.77   0.0293491  -0.0912981  -0.1752888 
  14051.24   0.0289326  -0.0918392  -0.1759108 
  14057.72   0.0285163  -0.0923800  -0.1765324 
  14064.19   0.0281003  -0.0929205  -0.1771536 
  14070.67   0.0276845  -0.0934607  -0.1777745 
  14077.15   0.0272690  -0.0940006  -0.1783950 
  14083.64   0.0268537  -0.0945402  -0.1790152 
  14090.13   0.0264387  -0.0950794  -0.1796350 
  14096.62   0.0260239  -0.0956184  -0.1802545 
  14103.11   0.0256093  -0.0961570  -0.1808736 
  14109.61   0.0251950  -0.0966953  -0.1814923 
  14116.11   0.0247810  -0.0972333  -0.1821107 
  14122.61   0.0243672  -0.0977709  -0.1827287 
  14129.12   0.0239536  -0.0983083  -0.1833463 
  14135.63   0.0235403  -0.0988453  -0.1839636 
  14142.14   0.0231272  -0.0993821  -0.1845806 
  14148.65   0.0227143  -0.0999185  -0.1851971 
  14155.17   0.0223017  -0.1004546  -0.1858133 
  14161.69   0.0218894  -0.1009904  -0.1864292 
  14168.21   0.0214773  -0.1015258  -0.1870447 
  14174.74   0.0210654  -0.1020610  -0.1876599 
  14181.27   0.0206538  -0.1025958  -0.1882747 
  14187.80   0.0202424  -0.1031304  -0.1888891 
  14194.34   0.0198312  -0.1036646  -0.1895032 
  14200.88   0.0194203  -0.1041985  -0.1901169 
  14207.42   0.0190097  -0.1047321  -0.1907302 
  14213.97   0.0185993  -0.1052654  -0.1913433 
  14220.51   0.0181891  -0.1057984  -0.1919559 
  14227.06   0.0177792  -0.1063310  -0.1925682 
  14233.62   0.0173695  -0.1068634  -0.1931801 
  14240.18   0.0169600  -0.1073954  -0.1937917 
  14246.74   0.0165508  -0.1079271  -0.1944030 
  14253.30   0.0161419  -0.1084586  -0.1950138 
  14259.86   0.0157331  -0.1089897  -0.1956244 
  14266.43   0.0153246  -0.1095205  -0.1962345 
  14273.01   0.0149164  -0.1100510  -0.1968443 
  14279.58   0.0145084  -0.1105811  -0.1974538 
  14286.16   0.0141006  -0.1111110  -0.1980629 
  14292.74   0.0136931  -0.1116405  -0.1986717 
  14299.32   0.0132858  -0.1121698  -0.1992801 
  14305.91   0.0128788  -0.1126987  -0.1998881 
  14312.50   0.0124720  -0.1132274  -0.2004958 
  14319.10   0.0120654  -0.1137557  -0.2011031 
  14325.69   0.0116591  -0.1142837  -0.2017101 
  14332.29   0.0112530  -0.1148114  -0.2023168 
  14338.89   0.0108471  -0.1153388  -0.2029230 
  14345.50   0.0104415  -0.1158659  -0.2035290 
  14352.11   0.0100362  -0.1163926  -0.2041345 
  14358.72   0.0096310  -0.1169191  -0.2047398 
  14365.33   0.0092261  -0.1174453  -0.2053447 
  14371.95   0.0088215  -0.1179711  -0.2059492 
  14378.57   0.0084171  -0.1184966  -0.2065534 
  14385.20   0.0080129  -0.1190219  -0.2071572 
  14391.82   0.0076090  -0.1195468  -0.2077607 
  14398.45   0.0072053  -0.1200714  -0.2083638 
  14405.09   0.0068018  -0.1205958  -0.2089666 
  14411.72   0.0063986  -0.1211198  -0.2095690 
  14418.36   0.0059956  -0.1216435  -0.2101711 
  14425.00   0.0055928  -0.1221669  -0.2107728 
  14431.65   0.0051903  -0.1226900  -0.2113742 
  14438.30   0.0047880  -0.1232127  -0.2119752 
  14444.95   0.0043860  -0.1237352  -0.2125759 
  14451.60   0.0039842  -0.1242574  -0.2131762 
  14458.26   0.0035826  -0.1247793  -0.2137762 
  14464.92   0.0031813  -0.1253008  -0.2143758 
  14471.58   0.0027802  -0.1258221  -0.2149751 
  14478.25   0.0023793  -0.1263430  -0.2155741 
  14484.92   0.0019787  -0.1268637  -0.2161726 
  14491.59   0.0015783  -0.1273840  -0.2167709 
  14498.27   0.0011782  -0.1279041  -0.2173688 
  14504.95   0.0007783  -0.1284238  -0.2179663 
  14511.63   0.0003786  -0.1289433  -0.2185636 
  14518.31  -0.0000208  -0.1294624  -0.2191604 
  14525.00  -0.0004201  -0.1299812  -0.2197569 
  14531.69  -0.0008190  -0.1304997  -0.2203531 
  14538.39  -0.0012178  -0.1310180  -0.2209489 
  14545.09  -0.0016163  -0.1315359  -0.2215444 
  14551.79  -0.0020145  -0.1320535  -0.2221395 
  14558.49  -0.0024126  -0.1325708  -0.2227343 
  14565.20  -0.0028104  -0.1330878  -0.2233288 
  14571.91  -0.0032079  -0.1336045  -0.2239228 
  14578.62  -0.0036053  -0.1341209  -0.2245166 
  14585.33  -0.0040024  -0.1346370  -0.2251100 
  14592.05  -0.0043992  -0.1351528  -0.2257031 
  14598.78  -0.0047959  -0.1356683  -0.2262958 
  14605.50  -0.0051923  -0.1361835  -0.2268882 
  14612.23  -0.0055884  -0.1366984  -0.2274802 
  14618.96  -0.0059844  -0.1372130  -0.2280719 
  14625.69  -0.0063801  -0.1377273  -0.2286632 
  14632.43  -0.0067755  -0.1382413  -0.2292542 
  14639.17  -0.0071707  -0.1387550  -0.2298449 
  14645.92  -0.0075657  -0.1392684  -0.2304352 
  14652.66  -0.0079605  -0.1397815  -0.2310252 
  14659.41  -0.0083550  -0.1402943  -0.2316148 
  14666.17  -0.0087493  -0.1408068  -0.2322041 
  14672.92  -0.0091434  -0.1413190  -0.2327931 
  14679.68  -0.0095373  -0.1418309  -0.2333817 
  14686.45  -0.0099309  -0.1423425  -0.2339700 
  14693.21  -0.0103242  -0.1428538  -0.2345579 
  14699.98  -0.0107174  -0.1433648  -0.2351455 
  14706.75  -0.0111103  -0.1438755  -0.2357327 
  14713.53  -0.0115030  -0.1443859  -0.2363196 
  14720.30  -0.0118954  -0.1448960  -0.2369062 
  14727.09  -0.0122876  -0.1454059  -0.2374924 
  14733.87  -0.0126796  -0.1459154  -0.2380783 
  14740.66  -0.0130714  -0.1464246  -0.2386639 
  14747.45  -0.0134629  -0.1469335  -0.2392491 
  14754.24  -0.0138542  -0.1474421  -0.2398339 
  14761.04  -0.0142453  -0.1479505  -0.2404185 
  14767.84  -0.0146361  -0.1484585  -0.2410027 
  14774.64  -0.0150267  -0.1489662  -0.2415865 
  14781.45  -0.0154171  -0.1494736  -0.2421700 
  14788.26  -0.0158072  -0.1499808  -0.2427532 
  14795.07  -0.0161971  -0.1504876  -0.2433360 
  14801.89  -0.0165868  -0.1509942  -0.2439185 
  14808.70  -0.0169763  -0.1515004  -0.2445007 
  14815.53  -0.0173655  -0.1520064  -0.2450825 
  14822.35  -0.0177545  -0.1525120  -0.2456640 
  14829.18  -0.0181433  -0.1530174  -0.2462452 
  14836.01  -0.0185318  -0.1535225  -0.2468260 
  14842.84  -0.0189201  -0.1540272  -0.2474065 
  14849.68  -0.0193082  -0.1545317  -0.2479866 
  14856.52  -0.0196961  -0.1550359  -0.2485664 
  14863.37  -0.0200837  -0.1555398  -0.2491459 
  14870.21  -0.0204711  -0.1560434  -0.2497250 
  14877.06  -0.0208583  -0.1565467  -0.2503038 
  14883.92  -0.0212452  -0.1570497  -0.2508823 
  14890.77  -0.0216319  -0.1575524  -0.2514604 
  14897.63  -0.0220184  -0.1580548  -0.2520382 
  14904.50  -0.0224047  -0.1585570  -0.2526157 
  14911.36  -0.0227907  -0.1590588  -0.2531928 
  14918.23  -0.0231765  -0.1595603  -0.2537696 
  14925.10  -0.0235621  -0.1600616  -0.2543461 
  14931.98  -0.0239474  -0.1605625  -0.2549222 
  14938.86  -0.0243326  -0.1610632  -0.2554980 
  14945.74  -0.0247175  -0.1615636  -0.2560734 
  14952.63  -0.0251021  -0.1620636  -0.2566486 
  14959.51  -0.0254866  -0.1625634  -0.2572234 
  14966.41  -0.0258708  -0.1630629  -0.2577978 
  14973.30  -0.0262548  -0.1635621  -0.2583719 
  14980.20  -0.0266385  -0.1640610  -0.2589457 
  14987.10  -0.0270221  -0.1645597  -0.2595192 
  14994.00  -0.0274054  -0.1650580  -0.2600923 
  15000.91  -0.0277885  -0.1655560  -0.2606651 
  15007.82  -0.0281714  -0.1660538  -0.2612376 
  15014.73  -0.0285540  -0.1665512  -0.2618097 
  15021.65  -0.0289364  -0.1670484  -0.2623815 
  15028.57  -0.0293186  -0.1675453  -0.2629530 
  15035.49  -0.0297006  -0.1680419  -0.2635242 
  15042.42  -0.0300823  -0.1685382  -0.2640950 
  15049.35  -0.0304638  -0.1690342  -0.2646654 
  15056.28  -0.0308451  -0.1695299  -0.2652356 
  15063.22  -0.0312262  -0.1700253  -0.2658054 
  15070.16  -0.0316070  -0.1705205  -0.2663749 
  15077.10  -0.0319876  -0.1710153  -0.2669441 
  15084.05  -0.0323680  -0.1715099  -0.2675129 
  15090.99  -0.0327482  -0.1720042  -0.2680814 
  15097.95  -0.0331282  -0.1724982  -0.2686496 
  15104.90  -0.0335079  -0.1729919  -0.2692174 
  15111.86  -0.0338874  -0.1734853  -0.2697849 
  15118.82  -0.0342667  -0.1739784  -0.2703521 
  15125.79  -0.0346457  -0.1744712  -0.2709190 
  15132.75  -0.0350245  -0.1749638  -0.2714855 
  15139.73  -0.0354032  -0.1754560  -0.2720517 
  15146.70  -0.0357815  -0.1759480  -0.2726176 
  15153.68  -0.0361597  -0.1764397  -0.2731832 
  15160.66  -0.0365376  -0.1769311  -0.2737484 
  15167.64  -0.0369154  -0.1774222  -0.2743133 
  15174.63  -0.0372929  -0.1779130  -0.2748778 
  15181.62  -0.0376701  -0.1784036  -0.2754421 
  15188.61  -0.0380472  -0.1788938  -0.2760060 
  15195.61  -0.0384240  -0.1793838  -0.2765696 
  15202.61  -0.0388006  -0.1798735  -0.2771329 
  15209.61  -0.0391770  -0.1803629  -0.2776958 
  15216.62  -0.0395532  -0.1808520  -0.2782584 
  15223.63  -0.0399291  -0.1813408  -0.2788207 
  15230.64  -0.0403049  -0.1818294  -0.2793826 
  15237.66  -0.0406804  -0.1823176  -0.2799443 
  15244.68  -0.0410556  -0.1828056  -0.2805056 
  15251.70  -0.0414307  -0.1832933  -0.2810666 
  15258.73  -0.0418055  -0.1837807  -0.2816272 
  15265.76  -0.0421802  -0.1842678  -0.2821876 
  15272.79  -0.0425546  -0.1847546  -0.2827476 
  15279.83  -0.0429287  -0.1852412  -0.2833073 
  15286.87  -0.0433027  -0.1857274  -0.2838667 
  15293.91  -0.0436764  -0.1862134  -0.2844257 
  15300.95  -0.0440500  -0.1866991  -0.2849844 
  15308.00  -0.0444233  -0.1871845  -0.2855428 
  15315.05  -0.0447963  -0.1876697  -0.2861009 
  15322.11  -0.0451692  -0.1881545  -0.2866586 
  15329.17  -0.0455419  -0.1886391  -0.2872161 
  15336.23  -0.0459143  -0.1891234  -0.2877732 
  15343.29  -0.0462865  -0.1896074  -0.2883300 
  15350.36  -0.0466585  -0.1900911  -0.2888864 
  15357.43  -0.0470302  -0.1905745  -0.2894426 
  15364.51  -0.0474018  -0.1910577  -0.2899984 
  15371.59  -0.0477731  -0.1915406  -0.2905539 
  15378.67  -0.0481442  -0.1920232  -0.2911091 
  15385.75  -0.0485151  -0.1925055  -0.2916639 
  15392.84  -0.0488858  -0.1929875  -0.2922184 
  15399.93  -0.0492563  -0.1934693  -0.2927727 
  15407.02  -0.0496265  -0.1939507  -0.2933266 
  15414.12  -0.0499965  -0.1944319  -0.2938801 
  15421.22  -0.0503663  -0.1949128  -0.2944334 
  15428.33  -0.0507359  -0.1953935  -0.2949863 
  15435.43  -0.0511053  -0.1958738  -0.2955389 
  15442.54  -0.0514744  -0.1963539  -0.2960912 
  15449.66  -0.0518434  -0.1968337  -0.2966432 
  15456.78  -0.0522121  -0.1973132  -0.2971949 
  15463.90  -0.0525806  -0.1977924  -0.2977462 
  15471.02  -0.0529489  -0.1982714  -0.2982972 
  15478.15  -0.0533170  -0.1987500  -0.2988479 
  15485.28  -0.0536848  -0.1992284  -0.2993983 
  15492.41  -0.0540524  -0.1997066  -0.2999484 
  15499.55  -0.0544199  -0.2001844  -0.3004981 
  15506.69  -0.0547871  -0.2006619  -0.3010475 
  15513.83  -0.0551541  -0.2011392  -0.3015967 
  15520.98  -0.0555208  -0.2016162  -0.3021455 
  15528.13  -0.0558874  -0.2020930  -0.3026939 
  15535.28  -0.0562537  -0.2025694  -0.3032421 
  15542.44  -0.0566199  -0.2030456  -0.3037899 
  15549.60  -0.0569858  -0.2035215  -0.3043375 
  15556.76  -0.0573515  -0.2039971  -0.3048847 
  15563.93  -0.0577170  -0.2044724  -0.3054316 
  15571.10  -0.0580822  -0.2049475  -0.3059781 
  15578.27  -0.0584473  -0.2054223  -0.3065244 
  15585.45  -0.0588121  -0.2058968  -0.3070704 
  15592.63  -0.0591768  -0.2063710  -0.3076160 
  15599.81  -0.0595412  -0.2068449  -0.3081613 
  15607.00  -0.0599054  -0.2073186  -0.3087063 
