x,y,mag,err,inputmag,Count,Crowding,Roundness,SNR,Sharpness
940.87,3586.15,26.83,0.132,99.99,1.85e-11,0.457,1.533,8.2,-0.086
2533.03,1925.85,25.511,0.044,26.7546849721,6.24e-11,1.041,0.39,24.4,-0.092
1048.0,241.17,22.671,0.01,26.2177427103,8.54e-10,0.078,0.121,108.9,-0.016
203.18,2553.47,25.962,0.054,25.9539463297,4.12e-11,0.05,-0.146,20.0,0.003
3859.94,1814.96,27.427,0.232,27.5271628651,1.07e-11,0.059,0.387,4.7,-0.014
2311.76,2654.61,27.026,0.139,27.2648030274,1.55e-11,0.42,0.613,7.8,0.008
2866.53,274.72,27.309,0.169,27.6036923052,1.19e-11,0.003,1.124,6.4,-0.024
1385.9,3479.21,24.835,0.023,24.7832509313,1.16e-10,0.003,0.071,46.9,-0.005
2586.22,1386.06,27.42,0.219,99.99,1.08e-11,0.267,0.773,5.0,0.072
3928.67,3014.52,27.275,0.163,27.257954725,1.23e-11,0.034,0.229,6.7,-0.053
3110.68,2858.03,27.364,0.201,28.2619858914,1.13e-11,0.083,0.259,5.4,-0.036
2975.88,1228.87,23.487,0.018,25.5281148885,4.03e-10,0.027,0.101,59.7,-0.004
813.44,2686.6,27.536,0.204,27.4534013883,9.67e-12,0.057,1.437,5.3,0.025
1983.29,1201.47,27.583,0.217,27.3498600368,9.26e-12,0.173,0.862,5.0,-0.15
3227.91,2521.27,27.619,0.258,99.99,8.96e-12,0.014,2.36,4.2,0.056
3628.13,920.6,26.372,0.079,26.3957773199,2.83e-11,0.025,0.666,13.7,0.003
3379.63,223.29,26.181,0.065,26.058459754,3.37e-11,0.015,-0.084,16.7,-0.001
760.82,3114.02,27.17,0.179,27.2852998572,1.36e-11,0.007,0.192,6.1,-0.054
819.0,3842.87,27.421,0.225,26.1625845309,1.08e-11,0.354,-0.276,4.8,-0.071
1779.24,3760.96,27.524,0.237,27.4899345164,9.78e-12,0.025,0.887,4.6,0.13
1828.14,3728.98,27.483,0.239,27.4483759065,1.02e-11,0.211,0.601,4.5,-0.042
3286.01,2715.5,27.55,0.228,27.6974279767,9.55e-12,0.01,0.128,4.8,-0.194
81.22,3999.12,25.08,0.028,23.893614362,9.29e-11,0.041,0.17,39.0,-0.008
3830.87,2937.83,27.304,0.198,27.1877229972,1.2e-11,0.321,3.515,5.5,0.151
2281.72,2484.5,27.405,0.185,27.3479395737,1.09e-11,0.022,3.604,5.9,0.014
1619.26,4013.12,24.604,0.019,26.3157343342,1.44e-10,0.001,-0.106,58.0,-0.003
