x,y,mag,err,inputmag,Count,Crowding,Roundness,SNR,Sharpness
1512.7,588.86,27.327,0.129,27.2235911773,1.17e-11,0.035,-0.125,8.4,0.074
2920.23,635.22,28.034,0.245,27.6588537935,6.11e-12,0.017,0.135,4.4,0.058
2979.71,3966.29,27.521,0.144,27.654013121,9.81e-12,0.008,2.146,7.5,0.021
508.5,3790.61,27.826,0.168,27.5380650203,7.4e-12,0.033,0.495,6.5,0.003
2915.52,3226.55,28.213,0.236,27.9958175673,5.19e-12,0.019,3.167,4.6,0.138
886.29,1976.18,27.832,0.201,27.7721290228,7.36e-12,0.014,1.681,5.4,0.007
2706.9,1379.88,26.7,0.08,26.5147243397,2.09e-11,0.011,0.918,13.5,0.024
2466.74,502.8,27.092,0.103,27.5772352349,1.46e-11,0.051,2.421,10.5,0.058
3248.79,1732.91,27.483,0.158,27.7010882295,1.02e-11,0.055,1.652,6.9,-0.047
3947.55,2036.77,28.128,0.239,27.6775619052,5.61e-12,0.01,0.399,4.5,0.046
3119.44,2022.98,27.972,0.228,27.6557433217,6.48e-12,0.004,1.229,4.8,0.091
2420.6,3677.0,27.797,0.2,27.6829025723,7.61e-12,0.027,2.495,5.4,-0.005
1399.7,2414.12,28.042,0.252,27.518477612,6.07e-12,0.071,-1.496,4.3,0.097
2707.94,2864.13,27.633,0.191,27.3509088411,8.85e-12,0.108,-0.116,5.7,-0.132
3695.55,2933.93,28.052,0.243,27.5570791959,6.01e-12,0.07,1.687,4.5,0.071
147.19,3209.13,27.96,0.243,99.99,6.55e-12,0.015,0.058,4.5,-0.091
3340.36,3436.0,26.292,0.052,26.0752635682,3.04e-11,0.005,0.722,20.7,0.003
99.14,946.11,27.962,0.25,99.99,6.53e-12,0.038,4.283,4.3,0.003
3767.69,1670.04,27.552,0.164,27.5620778997,9.53e-12,0.005,0.507,6.6,-0.014
1536.91,1530.35,27.967,0.234,27.5204850555,6.5e-12,0.052,1.276,4.6,0.158
431.22,853.72,28.188,0.262,99.99,5.31e-12,0.006,3.555,4.1,0.123
269.25,3692.42,28.092,0.233,27.5697256076,5.8e-12,0.004,2.859,4.7,0.099
1414.43,1832.11,28.09,0.253,27.4448529117,5.81e-12,0.02,2.361,4.3,0.195
3714.06,41.85,23.603,0.058,24.3443572786,3.62e-10,1.931,0.219,18.7,4.366
3624.24,2443.07,26.596,0.071,26.4777689778,2.3e-11,0.026,-0.049,15.3,-0.033
3613.47,3859.09,28.127,0.262,27.8805155072,5.61e-12,0.111,1.027,4.2,-0.009
3805.96,3883.32,26.914,0.221,27.6221898144,1.72e-11,0.009,2.529,4.9,0.001
1831.83,980.42,28.206,0.275,27.8599404772,5.22e-12,0.009,4.379,4.0,0.044
815.7,2075.72,27.912,0.199,27.6846977075,6.84e-12,0.004,0.853,5.4,0.014
16.37,3344.27,27.113,0.099,26.8659891785,1.43e-11,0.046,0.441,11.0,-0.021
173.74,1318.49,27.812,0.178,27.6459647519,7.51e-12,0.021,0.007,6.1,-0.024
2213.95,2877.35,26.561,0.155,27.5393504419,2.37e-11,0.005,-0.016,7.0,0.024
3.55,1067.0,26.471,0.06,26.3846109221,2.58e-11,0.001,0.048,18.0,-0.091
3370.81,861.16,26.648,0.075,26.5111326133,2.19e-11,0.001,-0.454,14.4,-0.025
3577.64,3972.09,27.902,0.22,27.4971714049,6.91e-12,0.017,0.95,4.9,-0.103
2302.2,3577.84,25.869,0.038,26.76734578,4.49e-11,0.322,0.535,28.9,0.004
1982.62,1688.19,27.865,0.204,27.5222150527,7.15e-12,0.005,-0.363,5.3,0.036
2433.87,3356.08,26.531,0.187,27.8202397574,2.44e-11,0.013,1.627,5.8,0.016
1950.5,1882.02,27.858,0.206,27.5269511616,7.19e-12,0.2,0.016,5.3,0.05
2119.76,3307.05,27.159,0.119,26.9703593825,1.37e-11,0.06,0.526,9.1,-0.113
1392.76,3635.17,28.237,0.305,26.3648386991,5.07e-12,0.128,2.04,3.6,0.16
3725.29,2551.32,27.978,0.212,27.4743267082,6.44e-12,0.003,0.823,5.1,-0.047
548.36,620.85,27.908,0.208,27.5916181365,6.87e-12,0.007,2.012,5.2,-0.008
3680.06,2957.76,27.783,0.201,27.4981826767,7.7e-12,0.018,0.773,5.4,0.078
1007.24,1706.5,27.79,0.173,27.6987589558,7.66e-12,0.004,0.804,6.3,0.008
3579.14,449.19,24.895,0.02,25.2035326973,1.1e-10,0.891,0.578,55.6,-0.063
478.43,3163.54,27.142,0.092,22.1268610341,1.39e-11,0.024,0.942,11.8,-0.023
236.22,3095.5,27.977,0.206,27.6058511834,6.45e-12,0.003,1.3,5.3,0.018
518.34,3886.47,27.689,0.152,27.5289849464,8.4e-12,0.013,0.028,7.1,-0.044
3456.17,1638.66,28.14,0.253,28.4515371725,5.55e-12,0.01,2.264,4.3,-0.063
3226.66,3666.98,28.154,0.28,27.5453575738,5.47e-12,0.04,-0.066,3.9,0.304
2361.82,3391.6,27.745,0.179,27.7052893735,7.98e-12,0.023,1.519,6.1,0.001
2982.99,3694.1,26.423,0.065,26.2700248715,2.7e-11,0.001,0.395,16.6,-0.024
1992.9,1331.82,27.915,0.234,27.7266024741,6.82e-12,0.03,1.443,4.6,0.111
1019.72,1146.1,26.93,0.094,26.6618983666,1.69e-11,0.002,0.052,11.5,-0.025
2991.48,2905.96,28.007,0.232,27.7417609109,6.27e-12,0.07,-0.49,4.7,0.019
1812.19,1655.11,27.22,0.125,27.2638625928,1.29e-11,0.008,0.72,8.7,-0.049
1737.74,1263.08,27.84,0.218,27.8294773616,7.31e-12,0.04,0.136,5.0,-0.104
1961.93,3443.61,25.754,0.033,26.6309574729,4.99e-11,0.006,-0.03,33.2,-0.021
1048.6,405.9,25.822,0.034,25.5728214808,4.69e-11,0.001,-0.103,31.6,0.004
1432.08,3861.1,26.513,0.07,26.3108044437,2.48e-11,0.007,0.197,15.6,-0.021
4045.86,1936.94,26.298,0.057,28.0414945095,3.03e-11,0.082,0.132,19.0,-0.022
2428.01,2673.16,24.81,0.041,27.5288385701,1.19e-10,0.216,0.15,26.6,-0.197
1416.42,705.0,27.541,0.156,27.4740134798,9.63e-12,0.032,0.771,7.0,0.057
802.81,1255.8,27.781,0.199,27.733263611,7.72e-12,0.055,2.515,5.5,-0.028
3910.11,1657.77,27.549,0.161,27.4551993256,9.56e-12,0.027,-0.673,6.8,-0.003
1362.83,3075.38,28.087,0.249,27.6311946779,5.82e-12,0.019,-0.381,4.4,-0.09
2974.91,2308.55,26.525,0.062,26.218003187,2.45e-11,0.004,0.849,17.4,0.022
2976.55,2971.83,28.107,0.244,27.758664903,5.72e-12,0.089,-0.609,4.4,0.054
3683.91,2927.49,28.196,0.275,28.2732409801,5.27e-12,0.024,-0.435,3.9,0.171
3433.01,3528.33,27.818,0.207,27.7256944996,7.46e-12,0.048,0.075,5.2,-0.136
2115.97,2514.55,27.439,0.141,27.3413167532,1.06e-11,0.049,0.881,7.7,-0.001
2556.59,138.87,25.788,0.033,27.5245892697,4.84e-11,0.002,0.335,32.8,-0.021
1407.83,2075.18,25.991,0.043,27.9546346187,4.01e-11,0.001,0.053,25.5,-0.001
1086.96,3277.11,26.592,0.207,27.6806214017,2.31e-11,0.031,1.341,5.3,-0.033
1741.54,3646.5,27.822,0.165,27.6179669626,7.44e-12,0.006,1.308,6.6,0.013
1723.2,3863.76,28.054,0.242,27.6882756889,6e-12,0.163,4.759,4.5,0.009
3725.22,829.93,27.854,0.216,28.1307876678,7.22e-12,0.048,0.517,5.0,-0.1
1989.77,1911.42,27.856,0.195,27.6917450635,7.2e-12,0.068,-0.424,5.6,-0.064
3213.37,276.52,27.811,0.168,27.62493451,7.51e-12,0.024,1.44,6.5,0.076
1124.24,3501.03,27.061,0.107,26.8613342461,1.5e-11,0.044,-0.09,10.1,0.072
3503.89,3617.23,27.629,0.181,27.3676120914,8.88e-12,0.065,0.122,6.0,-0.048
754.05,2599.26,27.654,0.183,27.7460949782,8.68e-12,0.004,1.762,5.9,0.089
4094.09,2830.86,25.526,0.03,23.5676918437,6.16e-11,0.387,0.412,36.6,-0.006
4072.08,3925.09,28.045,0.277,99.99,6.05e-12,0.013,0.627,3.9,0.174
1821.15,3269.93,27.036,0.107,26.741204011,1.53e-11,0.022,0.099,10.2,-0.011
2133.3,2668.75,27.436,0.13,27.5280673696,1.06e-11,0.031,0.233,8.3,-0.005
2629.62,2259.7,28.03,0.215,28.2289365037,6.14e-12,0.018,3.968,5.1,0.092
526.7,2440.51,25.928,0.034,25.7353099937,4.25e-11,0.006,0.036,31.6,-0.007
3397.39,3852.49,28.005,0.198,27.5131556938,6.28e-12,0.012,-0.567,5.5,0.081
2545.61,3145.06,25.82,0.035,26.0017699695,4.7e-11,0.004,0.179,30.8,-0.008
1673.16,3406.33,27.827,0.199,27.5522053136,7.4e-12,0.041,1.316,5.4,0.025
1565.8,1958.92,27.852,0.222,27.6296291913,7.23e-12,0.14,1.183,4.9,-0.047
2415.33,3604.82,27.728,0.174,27.6438738011,8.11e-12,0.031,0.04,6.2,-0.104
200.31,2638.32,27.377,0.123,27.0777361298,1.12e-11,0.005,0.79,8.8,0.027
877.74,3270.58,26.927,0.083,26.7856131228,1.7e-11,0.206,0.917,13.1,0.016
3574.87,2262.27,26.052,0.044,26.7312773732,3.79e-11,0.006,-0.018,24.8,-0.008
260.1,3962.32,25.99,0.041,25.7518873904,4.02e-11,0.007,-0.027,26.7,0.017
50.83,2331.58,27.186,0.109,27.0924814462,1.34e-11,0.003,0.709,10.0,-0.072
2595.26,1533.75,27.837,0.192,27.8357959924,7.33e-12,0.016,0.19,5.7,0.046
3574.09,2441.38,27.468,0.146,27.4944940279,1.03e-11,0.019,0.368,7.5,-0.011
2242.05,165.79,27.714,0.192,27.4043289419,8.21e-12,0.024,-0.381,5.7,0.049
849.89,1176.39,26.007,0.041,24.1958671816,3.95e-11,0.024,0.28,26.7,-0.006
3977.33,3670.2,26.62,0.067,26.480628337,2.25e-11,0.002,0.47,16.2,-0.017
2497.42,2666.68,26.814,0.071,27.5648328445,1.88e-11,0.001,0.062,15.4,-0.046
1509.64,4087.79,26.771,0.074,29.108451962,1.96e-11,0.007,0.456,14.6,0.015
1969.68,3810.39,26.622,0.063,26.4301002333,2.24e-11,0.003,0.058,17.2,0.019
3382.65,1814.02,28.109,0.269,28.4709289807,5.71e-12,0.02,0.7,4.0,0.058
827.46,3768.76,27.474,0.131,27.2208958457,1.02e-11,0.004,0.32,8.3,-0.022
43.95,3718.11,25.531,0.031,99.99,6.13e-11,0.605,5.712,34.8,0.071
3839.13,1002.71,26.288,0.051,24.7897291516,3.05e-11,0.006,-0.382,21.3,0.024
1895.29,1928.74,27.716,0.168,27.6192797241,8.2e-12,0.072,2.104,6.5,-0.028
1034.29,3397.44,27.604,0.145,27.604114954,9.08e-12,0.027,1.098,7.5,0.041
456.84,1338.27,27.945,0.231,99.99,6.64e-12,0.066,0.031,4.7,-0.161
3762.49,2119.03,27.932,0.219,27.891476412,6.72e-12,0.047,0.112,5.0,-0.082
2484.94,776.87,27.446,0.158,27.3477150125,1.05e-11,0.011,0.761,6.9,0.029
2822.89,2825.52,27.323,0.125,27.2398951662,1.18e-11,0.077,2.195,8.7,0.109
1961.55,356.26,27.629,0.155,27.3013051182,8.88e-12,0.002,2.382,7.0,0.02
2088.96,2217.92,25.634,0.089,26.5483288869,5.58e-11,0.017,0.152,12.2,0.041
2375.24,1401.52,27.885,0.189,27.5097524534,7.02e-12,0.007,0.18,5.7,-0.037
2428.75,488.36,27.505,0.143,27.5561431644,9.95e-12,0.0,0.08,7.6,-0.118
957.22,415.61,25.867,0.035,26.6645694408,4.5e-11,0.377,0.293,31.4,-0.186
2594.62,3537.27,25.848,0.034,27.3796524182,4.58e-11,0.088,0.374,32.0,-0.01
3181.25,2301.14,27.877,0.218,28.0264931793,7.07e-12,0.039,1.108,5.0,-0.067
3827.12,2503.79,27.88,0.218,27.4816632095,7.05e-12,0.032,0.254,5.0,-0.007
182.79,3859.62,26.7,0.07,26.4849450923,2.09e-11,0.008,-0.015,15.4,-0.043
3460.18,3730.11,27.695,0.194,27.5611383566,8.35e-12,0.02,1.007,5.6,0.113
3301.5,829.09,25.801,0.034,25.4859197361,4.78e-11,0.003,0.57,32.3,0.003
2715.21,281.36,26.032,0.04,25.7768967001,3.87e-11,0.005,0.197,27.1,0.008
281.22,2611.65,26.027,0.039,26.4981935055,3.88e-11,0.009,0.132,27.9,0.015
1547.8,2114.75,27.384,0.135,27.211278075,1.11e-11,0.003,2.424,8.1,0.0
2980.77,3628.45,27.974,0.214,27.5880846766,6.47e-12,0.058,-0.038,5.1,-0.045
2748.3,2930.5,28.02,0.204,27.5532806281,6.19e-12,0.023,-0.112,5.3,-0.071
3464.78,288.18,25.852,0.037,24.5373502633,4.56e-11,0.003,-0.005,29.2,-0.031
984.07,2048.71,26.744,0.077,26.5683300293,2.01e-11,0.003,0.027,14.2,-0.017
798.85,295.13,27.114,0.117,28.9725476566,1.43e-11,0.011,-0.384,9.3,0.013
2930.31,3690.5,27.783,0.165,27.8940314842,7.71e-12,0.013,3.839,6.6,-0.033
508.06,2241.23,28.042,0.264,27.541072864,6.07e-12,0.045,0.768,4.1,0.187
755.58,2784.67,27.969,0.198,27.9074548831,6.49e-12,0.006,2.213,5.5,-0.015
2873.22,1709.6,27.637,0.155,27.3516415254,8.82e-12,0.071,2.688,7.0,0.008
258.01,3238.4,25.933,0.039,25.7410880552,4.23e-11,0.002,0.069,28.1,0.002
1656.71,2439.7,27.978,0.211,27.3347113963,6.44e-12,0.03,1.281,5.1,-0.004
2768.05,2762.11,27.299,0.141,27.4545681744,1.2e-11,0.014,0.135,7.7,-0.016
2737.51,2146.79,28.113,0.236,28.3405550378,5.69e-12,0.028,-0.026,4.6,0.011
2545.41,3677.1,25.913,0.038,25.5981810626,4.31e-11,0.164,0.283,28.6,0.064
3994.9,3465.13,27.504,0.169,27.5262360489,9.96e-12,0.09,0.098,6.4,0.086
1487.09,2676.3,27.827,0.207,27.6920965043,7.4e-12,0.055,0.14,5.2,-0.057
2032.35,2571.18,26.42,0.057,26.1327077366,2.7e-11,0.007,0.3,19.1,0.022
3679.17,3578.94,26.674,0.208,27.4563172023,2.14e-11,0.009,1.186,5.2,0.002
818.99,3830.24,27.716,0.198,27.572724528,8.19e-12,0.038,-0.738,5.5,0.1
1461.16,1948.91,26.975,0.1,26.5837712769,1.62e-11,0.003,0.003,10.8,0.004
1521.95,2984.72,26.654,0.073,23.7049805199,2.18e-11,0.14,0.907,14.9,-0.243
1619.37,311.49,27.895,0.18,27.6205443155,6.95e-12,0.057,-0.054,6.0,-0.009
3398.75,748.96,27.847,0.219,27.5039362074,7.26e-12,0.015,0.143,5.0,-0.05
3809.8,205.15,27.914,0.234,99.99,6.83e-12,0.049,0.263,4.6,0.07
1505.2,1596.96,26.752,0.082,26.6110424184,1.99e-11,0.009,0.656,13.2,-0.003
3275.22,1918.01,27.216,0.124,27.1123162434,1.3e-11,0.027,0.334,8.8,0.005
3715.1,3722.06,27.545,0.175,27.5574344255,9.59e-12,0.003,0.906,6.2,0.001
2594.03,3591.97,25.132,0.058,99.99,8.86e-11,0.305,0.081,18.6,-0.175
3052.34,464.78,28.153,0.25,27.6037229683,5.48e-12,0.076,0.534,4.3,0.064
2143.04,600.84,28.042,0.266,99.99,6.07e-12,0.006,0.285,4.1,0.014
2910.11,1980.15,27.74,0.204,27.6487495751,8.01e-12,0.035,1.73,5.3,-0.065
505.35,2871.56,26.516,0.055,26.4226961375,2.48e-11,0.002,0.964,19.8,-0.006
2411.94,2698.06,25.289,0.026,27.2131931455,7.66e-11,0.782,3.371,41.4,-0.009
3027.11,181.92,27.453,0.157,27.4032956755,1.04e-11,0.021,0.394,6.9,0.031
1825.66,3221.62,27.99,0.205,27.5607693595,6.37e-12,0.007,-0.495,5.3,-0.013
2112.69,3224.11,27.515,0.156,27.60733538,9.86e-12,0.017,0.312,7.0,-0.085
3106.16,1124.7,27.521,0.147,27.3192672831,9.81e-12,0.014,1.258,7.4,0.077
1820.52,1037.25,27.847,0.189,27.5770782559,7.26e-12,0.105,1.891,5.8,0.009
3875.98,516.0,27.767,0.219,27.7664623514,7.82e-12,0.024,-0.513,5.0,-0.059
836.87,2522.81,27.759,0.2,27.6773784508,7.88e-12,0.006,2.218,5.4,0.056
1488.31,2913.01,27.38,0.138,27.5168168584,1.12e-11,0.016,0.441,7.9,-0.027
3884.2,3045.15,24.104,0.088,99.99,2.28e-10,1.058,0.235,12.3,2.765
375.1,3356.06,27.769,0.214,28.2373746613,7.81e-12,0.008,-0.01,5.1,-0.114
3878.01,2956.42,27.82,0.202,27.3590438403,7.45e-12,0.039,0.611,5.4,-0.002
1089.34,3346.15,26.314,0.052,29.0943162308,2.98e-11,0.007,0.333,20.7,0.008
1651.5,3634.23,27.293,0.115,27.009140552,1.21e-11,0.011,0.093,9.4,-0.02
2477.17,98.72,27.627,0.163,27.5143737143,8.89e-12,0.054,2.065,6.6,-0.034
3252.3,3829.67,27.554,0.14,27.3698890835,9.51e-12,0.007,-0.463,7.8,0.015
3068.22,3680.35,27.304,0.12,27.3227592786,1.2e-11,0.005,0.456,9.1,-0.015
704.71,683.57,28.022,0.214,28.5343239496,6.18e-12,0.006,0.247,5.1,-0.034
3095.59,3424.53,27.653,0.145,27.3773045542,8.69e-12,0.014,0.119,7.5,-0.019
1825.14,2203.41,27.267,0.119,27.0645762909,1.24e-11,0.008,0.702,9.1,0.012
1800.93,316.82,27.363,0.143,27.1980171167,1.13e-11,0.007,0.484,7.6,0.083
3363.53,2604.92,27.554,0.153,27.6185080991,9.52e-12,0.076,0.521,7.1,-0.008
700.14,2863.5,28.148,0.253,27.818395224,5.5e-12,0.013,5.059,4.3,-0.008
2836.83,1620.26,27.954,0.234,27.8943916546,6.58e-12,0.018,3.583,4.6,0.002
1052.44,3130.31,28.146,0.238,28.4396440508,5.52e-12,0.014,-0.823,4.6,0.039
2664.48,3589.19,26.467,0.058,26.1918223604,2.59e-11,0.018,0.618,18.8,0.012
2349.25,2224.26,26.904,0.086,29.5742565846,1.73e-11,0.014,0.839,12.6,0.003
199.38,1074.94,27.513,0.151,27.53085755,9.88e-12,0.022,0.886,7.2,-0.066
3239.45,2851.09,25.871,0.036,25.5743442342,4.48e-11,0.016,0.498,30.1,0.0
2042.77,1793.93,28.103,0.277,27.5507693187,5.74e-12,0.083,1.218,3.9,0.164
1039.0,1072.07,22.453,0.02,99.99,1.04e-09,0.448,0.235,54.9,-0.377
3319.64,1910.54,27.863,0.18,27.5413257558,7.16e-12,0.006,2.98,6.0,0.018
603.8,880.45,27.091,0.099,26.7868458034,1.46e-11,0.007,0.293,11.0,-0.014
3290.75,2798.77,28.109,0.256,99.99,5.71e-12,0.013,0.134,4.2,-0.066
2067.48,2822.41,26.399,0.049,26.2554235057,2.76e-11,0.077,0.736,22.0,-0.168
864.9,2609.12,27.343,0.146,27.1287076604,1.16e-11,0.007,-0.22,7.4,0.006
3471.5,1895.97,26.374,0.055,26.1630479502,2.82e-11,0.001,0.536,19.8,0.028
3875.69,2527.75,27.744,0.176,27.9942666031,7.99e-12,0.021,2.268,6.2,0.066
1279.46,1371.08,26.351,0.054,23.6067344935,2.88e-11,0.004,0.166,20.1,-0.014
2896.36,2595.85,28.07,0.241,27.6741529497,5.92e-12,0.014,1.763,4.5,-0.031
986.84,3809.27,27.858,0.214,27.5262482172,7.19e-12,0.019,0.784,5.1,0.013
3144.11,3063.62,26.112,0.043,25.8522818985,3.59e-11,0.007,0.493,25.0,0.007
1822.49,2607.21,28.17,0.255,28.2969056464,5.39e-12,0.009,1.304,4.3,0.08
1326.35,2682.44,26.924,0.078,26.8028760407,1.7e-11,0.013,1.514,13.8,0.013
1801.33,1044.38,28.217,0.254,27.5436322425,5.17e-12,0.005,0.268,4.3,0.015
1740.5,2162.79,28.055,0.223,27.5762045269,6e-12,0.031,1.281,4.9,0.071
2793.8,1651.21,26.529,0.066,26.172615009,2.45e-11,0.005,0.204,16.4,-0.001
455.98,3317.01,26.614,0.221,27.31779495,2.26e-11,0.042,0.262,4.9,0.082
876.9,1297.34,28.053,0.253,27.5557133439,6.01e-12,0.005,-0.472,4.3,-0.027
2801.68,3076.13,27.35,0.134,26.8959284465,1.15e-11,0.009,0.754,8.1,0.087
2629.44,2806.38,27.758,0.164,27.63834863,7.88e-12,0.019,2.412,6.6,0.112
750.18,2096.94,25.008,0.047,26.9353833639,9.93e-11,0.046,0.19,23.0,-0.011
3733.31,3668.3,27.51,0.139,27.5529625986,9.9e-12,0.048,0.408,7.8,-0.016
1786.3,2543.23,27.772,0.184,27.5425501802,7.79e-12,0.034,1.345,5.9,0.041
2801.87,1347.99,27.183,0.127,26.8200677347,1.34e-11,0.004,-0.367,8.6,0.064
3329.22,2386.18,27.506,0.156,27.5714324916,9.95e-12,0.014,-0.07,7.0,-0.086
1904.79,2325.92,25.113,0.048,27.98305376,9.01e-11,0.076,-0.071,22.4,-0.029
2562.3,395.3,27.58,0.148,27.5402798731,9.29e-12,0.025,-0.09,7.3,0.004
1054.11,2002.14,27.874,0.232,99.99,7.08e-12,0.006,0.793,4.7,0.06
2288.76,3371.39,27.772,0.18,27.5678096362,7.79e-12,0.074,0.483,6.0,0.05
91.3,1695.28,28.316,0.292,28.1686992933,4.72e-12,0.181,7.464,3.7,0.114
55.23,1057.51,27.871,0.187,28.0620558673,7.1e-12,0.023,0.363,5.8,-0.025
1408.12,1651.04,26.574,0.202,27.5318623273,2.35e-11,0.164,0.176,5.4,-0.07
2903.38,3379.93,26.539,0.063,24.9884511845,2.42e-11,0.011,0.142,17.1,-0.02
2745.52,757.28,28.081,0.226,99.99,5.85e-12,0.014,1.094,4.8,0.028
1014.73,2162.52,27.783,0.172,27.4986957091,7.7e-12,0.002,1.128,6.3,-0.049
1384.88,3050.78,27.735,0.194,27.5768830597,8.05e-12,0.007,-0.137,5.6,-0.029
1248.93,3285.07,27.402,0.157,27.5043744267,1.09e-11,0.015,0.339,6.9,-0.06
2237.3,3882.26,27.863,0.197,27.6630623492,7.16e-12,0.034,3.159,5.5,0.07
3959.3,1805.43,27.865,0.183,28.3446793658,7.15e-12,0.027,2.677,5.9,0.029
3577.02,1053.43,26.304,0.052,25.9319560165,3.01e-11,0.001,0.014,20.7,0.019
3536.51,2128.8,28.087,0.23,27.7073300352,5.82e-12,0.015,0.025,4.7,-0.06
2804.27,3886.13,26.004,0.041,27.7472845629,3.97e-11,0.022,0.263,26.2,-0.004
2573.42,1191.87,26.97,0.089,26.7667181967,1.63e-11,0.039,0.591,12.1,0.01
2601.38,2040.85,28.039,0.234,27.7518875554,6.09e-12,0.076,9.827,4.6,0.188
2799.23,3319.5,27.066,0.091,26.8941230312,1.49e-11,0.005,0.967,11.9,-0.005
1555.63,2118.14,27.705,0.18,27.4995658949,8.28e-12,0.014,0.04,6.0,-0.063
3416.26,1612.15,27.456,0.147,27.5842072741,1.04e-11,0.053,0.164,7.4,-0.018
1402.4,1827.72,27.976,0.203,27.6690464033,6.45e-12,0.017,3.04,5.4,0.037
2901.94,1225.68,27.503,0.152,27.5237338044,9.97e-12,0.004,0.026,7.1,-0.0
2857.72,1627.24,26.922,0.088,26.6408072525,1.7e-11,0.015,-0.119,12.3,-0.001
1331.02,155.24,27.465,0.157,27.6026416548,1.03e-11,0.003,-0.184,6.9,-0.004
3652.42,3667.36,27.206,0.102,27.016715127,1.31e-11,0.01,0.386,10.7,0.024
2908.41,3758.38,27.908,0.189,27.6946999804,6.87e-12,0.005,-0.05,5.8,-0.005
1930.37,2471.49,27.799,0.165,27.7041858679,7.59e-12,0.011,1.587,6.6,-0.006
3357.49,2450.97,26.318,0.052,26.0521684357,2.97e-11,0.001,0.625,20.8,0.015
2285.26,2829.99,27.289,0.13,27.3136320119,1.21e-11,0.062,-0.484,8.3,0.042
1325.67,66.23,28.096,0.249,99.99,5.78e-12,0.006,2.567,4.4,-0.012
3437.73,3156.62,27.285,0.114,27.0841430138,1.22e-11,0.069,0.114,9.6,0.018
3985.89,3269.53,27.587,0.158,27.5898374803,9.23e-12,0.01,0.051,6.9,-0.042
2854.5,492.22,28.225,0.267,27.7940472497,5.13e-12,0.004,1.36,4.1,0.119
2242.04,3791.08,27.728,0.21,27.6933083821,8.11e-12,0.015,1.48,5.2,0.117
22.73,650.4,27.349,0.121,27.2475855741,1.15e-11,0.0,0.419,8.9,0.027
2857.86,1118.1,27.877,0.236,23.0984745622,7.07e-12,0.095,0.937,4.6,0.11
706.78,711.38,27.343,0.125,26.4987182276,1.16e-11,0.001,-0.034,8.7,-0.063
2514.93,522.38,26.962,0.095,26.5847995002,1.64e-11,0.005,-0.101,11.5,0.087
1126.7,3827.85,27.964,0.227,28.3912698865,6.53e-12,0.008,2.259,4.8,-0.035
3986.2,1520.98,26.715,0.08,26.3773652145,2.06e-11,0.023,0.696,13.6,0.015
2235.52,1307.37,28.267,0.257,99.99,4.93e-12,0.015,0.369,4.2,-0.063
3601.37,3715.46,27.652,0.147,27.4958992013,8.69e-12,0.089,0.112,7.4,0.095
2417.65,1627.8,27.816,0.19,27.7699122571,7.48e-12,0.022,1.073,5.7,0.028
3398.4,589.4,27.953,0.196,27.564191685,6.59e-12,0.007,-0.271,5.5,0.015
2480.71,3767.45,28.137,0.238,27.6569188899,5.56e-12,0.004,0.18,4.6,-0.122
3517.87,1666.03,27.765,0.216,27.5316972205,7.83e-12,0.077,0.957,5.0,0.024
2327.8,1256.52,27.697,0.167,27.558811838,8.34e-12,0.008,2.365,6.5,-0.047
2363.07,3121.37,27.767,0.193,27.7035414785,7.82e-12,0.11,0.4,5.6,0.029
2766.68,546.9,25.855,0.036,25.574353384,4.55e-11,0.001,0.268,30.1,0.016
2120.98,2406.07,27.696,0.206,27.6064600082,8.35e-12,0.03,0.903,5.3,0.017
2503.01,3471.59,26.667,0.17,27.5485517186,2.15e-11,0.035,0.087,6.4,0.008
1097.74,3480.0,27.943,0.24,27.5781002196,6.65e-12,0.003,0.204,4.5,-0.024
2913.12,2573.78,27.756,0.194,27.6478514006,7.9e-12,0.006,2.81,5.6,0.051
1308.14,3117.01,27.983,0.257,28.5390785043,6.41e-12,0.093,-0.229,4.2,0.155
3042.14,693.84,27.616,0.174,27.5550236406,8.99e-12,0.047,1.497,6.2,-0.048
828.61,2451.46,26.104,0.039,25.8516402085,3.62e-11,0.002,-0.161,27.8,0.005
3997.85,3621.2,27.666,0.188,27.5936273829,8.58e-12,0.018,0.13,5.8,-0.054
689.04,1830.33,27.665,0.179,27.757218464,8.59e-12,0.016,-0.415,6.1,-0.051
994.37,1885.8,27.347,0.122,27.1657568044,1.15e-11,0.003,0.841,8.9,0.026
115.22,2853.5,26.763,0.071,26.5435844921,1.97e-11,0.001,0.105,15.4,0.007
667.07,2198.51,27.781,0.188,27.5844807952,7.72e-12,0.01,0.464,5.8,-0.015
3418.77,3584.78,27.727,0.184,27.618058788,8.12e-12,0.011,1.087,5.9,0.012
3477.94,3415.38,28.192,0.286,28.5721617588,5.29e-12,0.022,3.992,3.8,0.155
998.15,1547.34,27.566,0.157,27.3835663346,9.41e-12,0.001,0.09,6.9,-0.138
2042.39,1117.83,27.564,0.15,27.3686983196,9.43e-12,0.008,-0.742,7.2,0.041
724.78,3796.06,27.812,0.217,27.5150938881,7.5e-12,0.037,0.184,5.0,0.092
3230.65,1961.66,27.83,0.18,27.7398185889,7.38e-12,0.018,5.033,6.0,0.025
880.98,3670.83,27.194,0.124,27.1592095759,1.33e-11,0.011,-0.058,8.8,-0.074
2565.51,123.39,27.791,0.166,27.6554727434,7.65e-12,0.003,0.791,6.5,-0.008
