         id               ra              dec      mag      type         n               re              phi            ratio     notes 
       6101       53.1247461      -27.8536848  24.5822    sersic     0.829            2.127           40.568           0.5775   comment 
       6102       53.1638038      -27.8532638  25.9426    sersic     0.513            1.030           52.787           0.2787   comment 
       6103       53.0930898      -27.8531882  28.3359    sersic     1.083            0.987            3.582           0.5540   comment 
       6104       53.0768496      -27.8530978  26.4511    sersic     1.351            1.390           75.275           0.6049   comment 
       6105       53.0817046      -27.8533396  25.4686    sersic     0.974            1.384          -76.824           0.4995   comment 
       6106       53.1945063      -27.8530395  26.2283    sersic     0.540            3.732           13.245           0.3260   comment 
       6107       53.1443636      -27.8530243  27.4061    sersic     2.846            0.164           48.229           0.0464   comment 
       6108       53.1823318      -27.8532755  27.3749    sersic     1.842            2.625            8.565           0.3781   comment 
       6110       53.1298348      -27.8531461  25.8565    sersic     1.315            3.063          -49.047           0.9092   comment 
       6111       53.0882230      -27.8529884  27.4798    sersic     1.876            0.415          -10.149           0.4509   comment 
       6113       53.0892482      -27.8529514  26.2492    sersic     1.047            1.074          -60.388           0.7642   comment 
       6115       53.1549711      -27.8530594   26.989    sersic     1.054            2.004          -72.998           0.4417   comment 
       6117       53.1369615      -27.8530932  26.4038    sersic     0.958            0.990          -58.012           0.5610   comment 
       6118       53.0823342      -27.8536062  24.3899    sersic     1.967            1.283            2.744           0.4095   comment 
       6119       53.1010437      -27.8536256  24.9681    sersic     1.718            2.212            2.195           0.1979   comment 
       6121       53.1160605      -27.8528783  26.9697    sersic     0.531            1.491          -17.885           0.0309   comment 
       6125       53.1726616      -27.8529803   25.743    sersic     0.655            2.016          -68.076           0.4057   comment 
       6127       53.1053345      -27.8529493  25.8264    sersic     0.704            1.575           56.929           0.5865   comment 
       6128       53.1421260      -27.8531798  24.1137    sersic     1.090            1.385          -88.427           0.7743   comment 
       6130       53.0856944      -27.8529694  24.7762    sersic     2.241            1.018           -1.693           0.6170   comment 
       6131       53.0916055      -27.8533421  27.3119    sersic     0.750            5.728          -69.552           0.6375   comment 
       6132       53.0754174      -27.8527828  26.7826    sersic     4.497            0.491           51.269           0.3825   comment 
       6135       53.1357281      -27.8528775  27.8994    sersic     4.455            1.435           38.908           0.8037   comment 
       6136       53.0853648      -27.8527300  26.6953    sersic     0.770            1.846           44.303           0.5468   comment 
       6137       53.0885593      -27.8527054  27.2626    sersic     0.835            1.162          -73.137           0.4569   comment 
       6139       53.1716236      -27.8532411   24.976    sersic     0.758            4.498          -50.717           0.2798   comment 
       6141       53.0943066      -27.8534951  23.5094    sersic     0.832            2.554          -61.986           0.3808   comment 
       6143       53.0817636      -27.8526661  27.4438    sersic     2.038            0.622           23.057           0.0179   comment 
       6144       53.1065407      -27.8528296   26.652    sersic     0.842            3.891           63.419           0.1882   comment 
       6146       53.0899818      -27.8528876  25.7581    sersic     1.051            1.024            3.585           0.6167   comment 
       6147       53.1951930      -27.8526120  28.2998    sersic     2.109            0.814           73.936           0.4449   comment 
       6148       53.1177092      -27.8527647  26.7569    sersic     2.508            1.356           76.290           0.6054   comment 
       6149       53.1530891      -27.8526873  26.0582    sersic     1.832            0.939           58.046           0.6355   comment 
       6150       53.0677125      -27.8530609  24.8829    sersic     0.959            3.207          -16.697           0.4422   comment 
       6154       53.1398420      -27.8525595  28.4715    sersic     6.899            1.005           60.745           0.0636   comment 
       6155       53.0965885      -27.8525584  27.4098    sersic     2.388            0.933           31.521           0.0432   comment 
       6156       53.1748836      -27.8525489  27.5071    sersic     0.879            0.173          -33.829           0.1001   comment 
       6157       53.1479447      -27.8525365  30.8468    sersic     0.856            1.598            4.664           0.5059   comment 
       6159       53.1646920      -27.8533358  23.6075    sersic     0.825            3.466           87.117           0.5623   comment 
       6161       53.0907102      -27.8524938  28.2757    sersic     0.305            0.164           47.781           0.0833   comment 
       6162       53.1459183      -27.8524842  27.6429    sersic     2.117            1.936          -69.181           0.1771   comment 
       6163       53.1642518      -27.8535196  23.2842    sersic     1.164            4.626          -15.433           0.7952   comment 
       6165       53.1184128      -27.8524516  27.0617    sersic     1.501            1.657           26.998           0.3718   comment 
       6166       53.0882295      -27.8524372  28.9921    sersic     0.667            2.154          -54.916           0.7997   comment 
       6167       53.0951491      -27.8533074  25.1788    sersic     1.664            5.112            2.075           0.3076   comment 
       6168       53.0896357      -27.8524974  26.1711    sersic     2.177            2.394           41.946           0.5662   comment 
       6169       53.1840095      -27.8524438   25.743    sersic     0.378            1.756           56.410           0.3666   comment 
       6170       53.0821058      -27.8528725  24.3384    sersic     1.146            2.174          -28.079           0.7628   comment 
       6172       53.0893891      -27.8526488  25.8583    sersic     1.144            3.059          -66.417           0.3309   comment 
       6173       53.1617276      -27.8523767   27.012    sersic     1.710            0.677           63.566           0.5030   comment 
       6175       53.1187137      -27.8527085  25.5977    sersic     1.384            1.997            1.577           0.2568   comment 
       6176       53.0964716      -27.8523514  27.0344    sersic     6.115            2.714           49.903           0.9913   comment 
       6177       53.1681801      -27.8529418  25.0527    sersic     0.764            3.350           36.295           0.4370   comment 
       6178       53.1684851      -27.8526687  24.9754    sersic     0.689            2.603          -52.219           0.5867   comment 
       6179       53.0993708      -27.8529067  24.9062    sersic     2.800            1.399           50.459           0.6453   comment 
       6181       53.1118446      -27.8522819  27.8131    sersic     1.710            0.300           54.335           0.0446   comment 
       6183       53.0931837      -27.8522489  26.9796    sersic     5.686            0.206          -81.860           0.1977   comment 
       6184       53.1251010      -27.8522510  26.1895    sersic     1.388            0.571           58.819           0.4948   comment 
       6185       53.0585562      -27.8524371  26.3385    sersic     0.625            2.365           45.175           0.3968   comment 
       6186       53.0943282      -27.8522347  27.6143    sersic     0.368            0.839           35.508           0.6556   comment 
       6187       53.1644941      -27.8521851   26.462    sersic     0.751            0.657           -2.686           0.9922   comment 
       6188       53.0710309      -27.8537075  23.2257    sersic     1.070            6.536          -38.674           0.6165   comment 
       6190       53.0899585      -27.8523087  27.2588    sersic     1.743            2.216          -31.972           0.4693   comment 
       6192       53.1338033      -27.8525739  25.7969    sersic     0.414            1.849          -28.740           0.2696   comment 
       6194       53.1081141      -27.8521554  27.1069    sersic     2.439            1.089           39.482           0.4966   comment 
       6195       53.1753538      -27.8526097  23.8754    sersic     0.699            3.431          -86.700           0.5076   comment 
       6196       53.1504770      -27.8521479   27.829    sersic     0.605            1.808          -10.155           0.2913   comment 
       6198       53.1239540      -27.8523429  26.3661    sersic     0.804            5.436           17.291           0.4656   comment 
       6199       53.1886166      -27.8522132  25.0904    sersic     0.954            1.881           32.789           0.5861   comment 
       6200       53.0833620      -27.8520684  27.7616    sersic     1.535            0.911          -19.190           0.9773   comment 
       6201       53.1631123      -27.8520772  27.6593    sersic     1.502            0.647            5.457           0.8401   comment 
       6202       53.1725956      -27.8522093  26.0052    sersic     3.639            0.912           48.820           0.5818   comment 
       6204       53.0846052      -27.8520574  26.4385    sersic     1.291            2.262          -67.185           0.4345   comment 
       6205       53.0896744      -27.8522934  26.0303    sersic     1.011            1.140           58.116           0.4896   comment 
       6206       53.1256701      -27.8522303  27.8584    sersic     1.119            1.265           17.043           0.9579   comment 
       6207       53.1460574      -27.8519759  27.5037    sersic     2.818            1.446           10.823           0.0801   comment 
       6208       53.1591391      -27.8523443  25.0867    sersic     1.199            1.843          -17.814           0.4508   comment 
       6209       53.0724277      -27.8519560  27.9301    sersic     2.517            0.662          -18.159           0.0393   comment 
       6210       53.1885004      -27.8519405  27.1545    sersic     1.252            1.324           28.851           0.6513   comment 
       6212       53.1300716      -27.8524534  24.9366    sersic     1.876            3.230          -21.817           0.7113   comment 
       6213       53.1644105      -27.8519034  26.6621    sersic     0.374            1.119          -63.237           0.5264   comment 
       6214       53.0720273      -27.8536603  24.3294    sersic     1.822            4.324           -8.602           0.5908   comment 
       6215       53.1093094      -27.8518954  28.4283    sersic     2.151            1.276          -33.271           0.9900   comment 
       6216       53.1588273      -27.8518731  28.0644    sersic     0.935            1.572           10.073           0.2273   comment 
       6218       53.1183759      -27.8519405  26.6493    sersic     0.887            1.620          -43.877           0.9104   comment 
       6219       53.1064658      -27.8522751  24.8369    sersic     0.659            2.001           20.199           0.6495   comment 
       6220       53.1532737      -27.8518527  27.2541    sersic     1.525            0.904          -49.318           0.5850   comment 
       6222       53.1163226      -27.8519540   26.207    sersic     3.005            0.734          -31.727           0.4037   comment 
       6223       53.1735456      -27.8524234  24.7068    sersic     1.114            2.310            2.737           0.4162   comment 
       6226       53.0867178      -27.8520991   26.307    sersic     0.873            2.224          -32.720           0.3669   comment 
       6231       53.0877654      -27.8518007  26.7769    sersic     0.686            0.574          -59.116           0.3923   comment 
       6232       53.1702408      -27.8517101  26.4797    sersic     0.953            1.379           87.644           0.4118   comment 
       6234       53.1250615      -27.8518242  27.2352    sersic     2.166            4.306          -23.138           0.5324   comment 
       6235       53.1199842      -27.8519561  25.6587    sersic     3.451            1.347           29.150           0.6415   comment 
       6237       53.1427825      -27.8516586  26.8757    sersic     1.783            2.604           48.770           0.7761   comment 
       6239       53.1290379      -27.8517985  26.4274    sersic     1.683            1.075          -80.924           0.7429   comment 
       6240       53.0869061      -27.8516718  26.5982    sersic     1.558            2.851          -71.868           0.2779   comment 
       6241       53.1562919      -27.8516753     27.8    sersic     1.855            3.072           21.208           0.5427   comment 
       6242       53.1627798      -27.8516646  27.4779    sersic     1.089            2.691           45.829           0.4024   comment 
       6243       53.0654988      -27.8517070  26.4283    sersic     2.373            1.256          -57.539           0.3102   comment 
       6244       53.1589947      -27.8516360  27.4814    sersic     3.003            8.088            5.766           0.3514   comment 
       6246       53.1378151      -27.8531431  22.8894    sersic     0.579            3.506          -53.451           0.7698   comment 
       6249       53.1801217      -27.8515689  27.2803    sersic     0.320            1.394          -12.542           0.4030   comment 
       6250       53.1157504      -27.8515781  27.2818    sersic     2.908            0.933          -85.906           0.6349   comment 
       6252       53.0830962      -27.8517039  27.3983    sersic     0.622            2.333           22.597           0.3026   comment 
       6253       53.1506916      -27.8515300  26.7078    sersic     2.935            2.837          -87.409           0.2168   comment 
       6254       53.1916293      -27.8523030  24.1198    sersic     0.353            5.283           35.467           0.1925   comment 
       6255       53.0828674      -27.8515050  26.3969    sersic     0.638            1.434            8.404           0.6471   comment 
       6256       53.1643565      -27.8515355  26.0558    sersic     0.326            8.512           84.695           0.2103   comment 
       6257       53.1397540      -27.8514963  25.7595    sersic     0.926            3.040           44.500           0.7664   comment 
       6258       53.1635634      -27.8515426  27.0557    sersic     1.097            4.163          -51.623           0.2076   comment 
       6259       53.1486928      -27.8514703  27.0865    sersic     1.118            0.767          -63.239           0.5630   comment 
       6261       53.1299572      -27.8519466  25.8688    sersic     0.273            3.976            2.378           0.7954   comment 
       6262       53.0763163      -27.8520453  25.7844    sersic     0.360            3.923           27.059           0.2186   comment 
       6263       53.0839533      -27.8514419  27.3038    sersic     0.696            1.461          -88.415           0.6033   comment 
       6264       53.1225536      -27.8527296  24.0456    sersic     1.234            3.614           86.870           0.4136   comment 
       6266       53.1056744      -27.8514624   26.605    sersic     3.811            7.393          -32.535           0.4869   comment 
       6269       53.1023882      -27.8514301  26.4515    sersic     2.210            2.955           30.235           0.5132   comment 
       6271       53.0766562      -27.8513716  25.6455    sersic     2.401            2.476          -75.470           0.6515   comment 
       6272       53.1407919      -27.8513238  27.2593    sersic     0.473            0.862           28.117           0.7521   comment 
       6273       53.0718996      -27.8513026  27.6051    sersic     0.353            1.557          -84.409           0.3194   comment 
       6275       53.1004676      -27.8514706  26.4263    sersic     0.915            1.149          -70.840           0.5816   comment 
       6277       53.0566645      -27.8515587  25.6024    sersic     4.166            2.159           41.305           0.8219   comment 
       6278       53.0601149      -27.8529957  23.8407    sersic     2.567            1.374           88.571           0.7319   comment 
       6279       53.0965441      -27.8517418  26.0492    sersic     0.658            1.927           49.233           0.8475   comment 
       6280       53.1241658      -27.8512340  25.7459    sersic     0.402            2.231           85.601           0.3747   comment 
       6281       53.1614425      -27.8511781  26.1463    sersic     2.466           10.765           41.021           0.1320   comment 
       6283       53.0599293      -27.8516050  25.9582    sersic     0.402            2.199           -2.006           0.7988   comment 
       6284       53.1609920      -27.8515451  25.5227    sersic     0.647            3.635           44.834           0.6169   comment 
       6285       53.1960915      -27.8516160  25.7512    sersic     0.870            1.420          -49.390           0.6193   comment 
       6286       53.1258587      -27.8511489   27.345    sersic     0.730            0.257           23.341           0.0205   comment 
       6287       53.1225073      -27.8512535  25.8434    sersic     0.344            2.705           44.863           0.4027   comment 
       6288       53.0821855      -27.8510900  26.7608    sersic     1.008            1.290          -80.680           0.4777   comment 
       6289       53.0849163      -27.8513344  27.0583    sersic     0.419            2.424            9.454           0.4455   comment 
       6290       53.0886718      -27.8518744  23.7859    sersic     1.682            1.647          -54.369           0.6879   comment 
       6291       53.0997602      -27.8510866  27.8829    sersic     0.601            0.741          -28.000           0.5728   comment 
       6292       53.1425193      -27.8510938  27.5435    sersic     0.728            1.218           -8.058           0.7907   comment 
       6294       53.1243597      -27.8516265  24.9406    sersic     5.154            6.126          -44.807           0.6510   comment 
       6295       53.1390891      -27.8512334  27.9272    sersic     1.435            1.810          -89.353           0.8009   comment 
       6296       53.1446002      -27.8515474  26.1038    sersic     2.638            1.425          -18.682           0.6860   comment 
       6297       53.1028817      -27.8511006   26.885    sersic     5.464            1.885           49.972           0.3663   comment 
       6298       53.1036257      -27.8510409  27.1546    sersic     0.764            1.807           26.179           0.5061   comment 
       6301       53.1850915      -27.8514179  23.9078    sersic     1.139            2.571          -52.640           0.4111   comment 
       6303       53.0949181      -27.8509764  27.3603    sersic     1.559            0.860          -46.462           0.0419   comment 
       6305       53.1721823      -27.8509594  26.8912    sersic     1.865            1.268           16.758           0.5228   comment 
       6306       53.0663721      -27.8509455  28.0133    sersic     2.984            1.100          -87.174           0.3261   comment 
       6307       53.1508686      -27.8513827  25.8488    sersic     1.140            2.555          -20.757           0.2882   comment 
       6308       53.1091671      -27.8529173  22.4089    sersic     1.614           10.209          -88.620           0.3393   comment 
       6309       53.1883529      -27.8510814  24.4239    sersic     0.772            1.128            4.670           0.6511   comment 
       6313       53.0851910      -27.8508672  27.6567    sersic     2.143            2.022          -61.793           0.9832   comment 
       6314       53.1204845      -27.8516400  24.5541    sersic     0.627            4.074          -84.032           0.8181   comment 
       6318       53.0680693      -27.8508017    26.72    sersic     6.178            2.432          -32.640           0.4645   comment 
       6319       53.1605636      -27.8508137  27.9938    sersic     3.633            0.309          -12.646           0.0701   comment 
       6320       53.1017422      -27.8509732  26.4182     point     4.802            0.488          -53.050           0.3216   comment 
       6321       53.0846325      -27.8510443  26.0674    sersic     1.462            1.543          -14.596           0.2828   comment 
       6322       53.1602181      -27.8509935  26.7806    sersic     4.396            0.781           -1.546           0.0264   comment 
       6323       53.1396114      -27.8513928  24.8984    sersic     1.608            1.090          -68.460           0.5424   comment 
       6324       53.1469854      -27.8507678  26.9091    sersic     1.913            0.748           48.028           0.1399   comment 
       6325       53.0588273      -27.8507568  26.7519    sersic     1.031            0.316          -26.295           0.6667   comment 
       6326       53.1652519      -27.8511259  25.1851    sersic     0.857            2.408           30.485           0.8434   comment 
       6327       53.1782778      -27.8507218  26.7744    sersic     3.717            1.924          -29.273           0.2951   comment 
       6328       53.0806666      -27.8507570  27.4259    sersic     1.037            1.270           14.666           0.4846   comment 
       6329       53.1235159      -27.8506727  27.5215    sersic     2.569            1.536           58.393           0.4705   comment 
       6332       53.1224813      -27.8510574  25.2681    sersic     2.568            1.779           67.885           0.8804   comment 
       6334       53.1103995      -27.8506250  26.7136    sersic     1.225            1.408           33.170           0.7061   comment 
       6336       53.1636681      -27.8513335  25.2133    sersic     6.362            7.115          -63.560           0.2948   comment 
       6342       53.0955295      -27.8512778  24.1426    sersic     0.605            3.278           82.775           0.5950   comment 
       6345       53.0833370      -27.8505579  27.7986    sersic     0.657            1.793           29.295           0.9230   comment 
       6346       53.1466090      -27.8509500  25.3401    sersic     0.712            1.807           68.414           0.5374   comment 
       6347       53.1669851      -27.8505375  28.0208    sersic     0.451            3.997          -85.433           0.3338   comment 
       6351       53.1601122      -27.8506566  27.1437    sersic     4.553            2.132           65.838           0.5301   comment 
       6352       53.0803392      -27.8505757  25.6969    sersic     2.534            0.935           78.332           0.6263   comment 
       6354       53.0903434      -27.8509006  25.8798    sersic     1.922            1.406           14.178           0.8503   comment 
       6355       53.1339596      -27.8507240  24.8576    sersic     0.796            3.814          -78.701           0.1846   comment 
       6356       53.1936782      -27.8504891  26.7167    sersic     0.564            1.580           28.842           0.5006   comment 
       6358       53.1080053      -27.8505091   27.342    sersic     2.890            2.210           38.261           0.1734   comment 
       6359       53.1493990      -27.8512973  25.0936    sersic     0.439            3.966           -0.849           0.3585   comment 
       6361       53.1107492      -27.8504290   26.948    sersic     0.687            0.530           -5.898           0.4031   comment 
       6364       53.0785415      -27.8503590  26.5346    sersic     6.895            0.236           35.413           0.0354   comment 
       6365       53.1766785      -27.8503313  26.6685    sersic     2.571            1.381          -12.886           0.6941   comment 
       6366       53.0942825      -27.8503470  26.3529    sersic     1.719            1.127           42.981           0.3903   comment 
       6367       53.0930217      -27.8503260  27.2591    sersic     0.617            1.654           59.864           0.0311   comment 
       6368       53.0947088      -27.8507776  25.9251    sersic     0.343            3.240           22.602           0.1880   comment 
       6369       53.1957872      -27.8502902  26.4181    sersic     1.306            0.805          -79.604           0.3510   comment 
       6371       53.1825809      -27.8503490  25.9451    sersic     1.498            0.694           72.484           0.0678   comment 
       6377       53.1629707      -27.8513280  26.5332    sersic     0.590            5.602            1.122           0.8006   comment 
       6378       53.1714864      -27.8504174  26.0793    sersic     0.323            2.621           22.068           0.2720   comment 
       6380       53.1371352      -27.8521744   24.534    sersic     5.194            1.088           71.148           0.9734   comment 
       6382       53.1025904      -27.8504579  25.2677    sersic     2.209            0.670          -53.739           0.8168   comment 
       6383       53.1813533      -27.8503237  25.5522    sersic     0.691            4.710           68.730           0.3750   comment 
       6384       53.1193880      -27.8502562  26.6006    sersic     1.811            0.852           75.057           0.7972   comment 
       6385       53.1070913      -27.8501667  27.6361    sersic     1.214            0.694           -0.965           0.0834   comment 
       6386       53.0641806      -27.8502256  26.2686    sersic     0.680            2.812          -57.925           0.3090   comment 
       6387       53.0826541      -27.8506710  25.7293    sersic     0.644            3.283           31.748           0.1636   comment 
       6388       53.1674752      -27.8501332  26.8453    sersic     3.521            2.650           38.028           0.2181   comment 
       6390       53.1965708      -27.8516962  24.0791    sersic     5.066            6.096          -26.619           0.4546   comment 
       6391       53.1133487      -27.8501091  26.3558    sersic     0.336            1.745           -0.642           0.5832   comment 
       6392       53.1407050      -27.8505867  24.4605    sersic     1.049            1.495          -36.917           0.4648   comment 
       6394       53.1922348      -27.8503251  24.8864    sersic     0.654            2.745          -44.148           0.3556   comment 
       6396       53.1925707      -27.8500743  25.7215    sersic     0.450            1.266           35.998           0.7911   comment 
       6397       53.0773475      -27.8500263  27.1554    sersic     2.027            0.906           -2.909           0.6447   comment 
       6398       53.0976694      -27.8500151  26.5783    sersic     6.697           20.884           48.873           0.8777   comment 
       6399       53.1138574      -27.8501995  26.3353    sersic     0.737            4.750           73.318           0.4873   comment 
       6402       53.1515841      -27.8501300  26.8191    sersic     1.546            1.434           -1.216           0.2456   comment 
       6403       53.0983263      -27.8504245  25.8702    sersic     6.473            1.509          -31.265           0.5018   comment 
       6404       53.1973956      -27.8501816  24.9435    sersic     1.800            3.740           82.409           0.5807   comment 
       6405       53.1348068      -27.8501427  26.2824    sersic     1.303            1.303          -19.630           0.7039   comment 
       6407       53.0777737      -27.8501057  28.1445    sersic     0.714            2.401           52.671           0.3920   comment 
       6408       53.0572612      -27.8499322    27.34    sersic     1.650            0.621          -73.989           0.3091   comment 
       6409       53.1528297      -27.8507812    24.33    sersic     1.063            3.896           42.378           0.4362   comment 
       6410       53.0627033      -27.8499142   27.444    sersic     1.527            2.757           55.249           0.4345   comment 
       6411       53.0623235      -27.8512594  27.3955    sersic     0.930            3.124           86.348           0.6082   comment 
       6412       53.0979169      -27.8498931  26.3448    sersic     0.825            1.136           64.275           0.0546   comment 
       6413       53.1468944      -27.8513305  24.3852    sersic     2.880            2.416           32.602           0.8998   comment 
       6414       53.1100783      -27.8504554  24.0737    sersic     0.925            2.186           -8.076           0.6023   comment 
       6415       53.0688818      -27.8505186  24.6756     point     0.990            0.166          -48.973           0.2136   comment 
       6416       53.0660351      -27.8498380  27.9189    sersic     1.140            3.473           81.896           0.7186   comment 
       6418       53.0677128      -27.8500455  25.8809    sersic     0.677            2.349          -55.027           0.2391   comment 
       6420       53.1148252      -27.8498928  26.2303    sersic     1.842            4.006          -51.078           0.5277   comment 
       6421       53.0696522      -27.8497892  28.0636    sersic     2.660            1.910           73.266           0.3488   comment 
       6422       53.0619006      -27.8510455  26.3751    sersic     5.090            4.213           72.572           0.7110   comment 
       6423       53.0707710      -27.8506713  24.9552    sersic     0.658            2.698           -4.924           0.3225   comment 
       6429       53.0934763      -27.8499785  25.1065    sersic     2.492            2.243          -84.308           0.6084   comment 
       6430       53.0934546      -27.8497733  26.6413    sersic     6.465            1.844           -2.279           0.1518   comment 
       6431       53.0610926      -27.8512096  25.0164    sersic     4.343            1.581          -87.197           0.2759   comment 
       6432       53.1284174      -27.8504141  24.5534    sersic     1.507            4.013           -6.531           0.5897   comment 
       6433       53.1576359      -27.8499125  25.9223    sersic     0.912            2.787           67.115           0.3964   comment 
       6434       53.1851531      -27.8507192  23.5725    sersic     2.360           17.811           63.242           0.5969   comment 
       6438       53.0880865      -27.8506429  23.3027    sersic     1.151            7.045          -82.033           0.2974   comment 
       6439       53.1142354      -27.8502816  25.1342    sersic     1.861            3.318           -1.024           0.4684   comment 
       6440       53.1313075      -27.8496309  28.1765    sersic     1.003            1.236           81.540           0.6118   comment 
       6441       53.1151390      -27.8499088  25.7552     point     4.713            0.569          -31.138           0.5033   comment 
       6443       53.1775041      -27.8496157  27.2106    sersic     0.594            0.689          -26.815           0.4510   comment 
       6444       53.1597370      -27.8502399  26.7652    sersic     0.635            5.552           60.326           0.2429   comment 
       6445       53.1040779      -27.8495690  27.7311    sersic     2.933            6.394          -39.701           0.4891   comment 
       6446       53.0577031      -27.8495628  26.7964    sersic     2.558            1.286           27.963           0.7101   comment 
       6447       53.0818260      -27.8495378  27.6938    sersic     1.876            1.540           47.045           0.0500   comment 
       6449       53.1380968      -27.8495405  27.0747    sersic     0.964            1.346          -68.757           0.6437   comment 
       6451       53.0869871      -27.8495328  27.3316    sersic     1.817            2.203           -8.844           0.4776   comment 
       6452       53.1502881      -27.8495130  27.8086    sersic     2.175            1.169          -68.055           0.4671   comment 
       6453       53.0979295      -27.8494963  27.1722    sersic     1.545            0.773           71.386           0.0402   comment 
       6454       53.1279981      -27.8495034  27.2308    sersic     2.250            0.344           -5.403           0.8499   comment 
       6455       53.1660933      -27.8497808  25.5071    sersic     1.667            0.794          -77.686           0.9615   comment 
       6456       53.1645291      -27.8496971  26.0678    sersic     1.651            1.608           22.046           0.5058   comment 
       6457       53.1448633      -27.8496427   26.763    sersic     0.741            1.660           58.001           0.4487   comment 
       6459       53.1100430      -27.8497433  25.8678    sersic     0.774            1.796           42.807           0.2315   comment 
       6460       53.1063638      -27.8494835  26.2129    sersic     4.559            0.690          -89.638           0.5130   comment 
       6461       53.1928142      -27.8493802  26.3772    sersic     1.021            1.776          -69.076           0.3869   comment 
       6462       53.0772501      -27.8494019  27.1466    sersic     1.572            2.901           53.041           0.2993   comment 
       6463       53.0887672      -27.8504373  24.5241    sersic     2.077            3.472           28.493           0.7787   comment 
       6466       53.0716520      -27.8495407  25.7433    sersic     3.643            1.041          -67.495           0.5370   comment 
       6467       53.1338885      -27.8515402  23.2805    sersic     0.594            6.565           25.556           0.2863   comment 
       6469       53.0691882      -27.8494186  28.9172    sersic     5.165            2.141           31.433           0.5285   comment 
       6470       53.1159679      -27.8493303  26.6524    sersic     0.676            2.528           57.973           0.1336   comment 
       6471       53.0987786      -27.8492884  26.9696    sersic     1.028            1.081          -40.081           0.8155   comment 
       6473       53.1299524      -27.8492804  26.8625    sersic     1.469            0.777           50.834           0.6859   comment 
