         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      11691       53.1885320      -27.8034560  28.7839    sersic     0.583            1.840          -80.469           0.3958   comment 
      11693       53.1866390      -27.8036685  26.0129    sersic     1.286            1.357           78.388           0.5155   comment 
      11694       53.1926174      -27.8034280  27.6947    sersic     5.630            0.164          -10.101           0.0294   comment 
      11695       53.1690495      -27.8037212   25.264    sersic     5.588            1.532           23.661           0.1587   comment 
      11696       53.0740954      -27.8038000  28.8494    sersic     3.210            6.841           31.918           0.1736   comment 
      11697       53.1657410      -27.8033848  35.3787    sersic     0.807            0.695           81.580           0.4611   comment 
      11698       53.1451350      -27.8035070  27.1356    sersic     8.000            3.941            8.510           0.3621   comment 
      11699       53.0699736      -27.8038207  25.4199    sersic     0.790            1.973           10.798           0.6127   comment 
      11701       53.0940281      -27.8041263  26.2964    sersic     1.610            1.870           57.320           0.7953   comment 
      11702       53.1643149      -27.8037526  26.0899    sersic     0.988            3.278          -31.836           0.6936   comment 
      11704       53.1532741      -27.8033236  27.0605    sersic     0.671            1.863          -77.832           0.2404   comment 
      11706       53.1544574      -27.8040279  25.8745    sersic     1.231            0.924           18.598           0.6946   comment 
      11707       53.1864288      -27.8032748  26.8343    sersic     2.480            0.762          -20.342           0.0461   comment 
      11708       53.1156481      -27.8035343  26.1324    sersic     4.312            1.759           20.440           0.4908   comment 
      11709       53.1628085      -27.8033906  28.8689    sersic     1.824            2.334           88.324           0.7543   comment 
      11710       53.1273926      -27.8035699  25.9122    sersic     1.160            1.817          -37.726           0.6042   comment 
      11711       53.1378523      -27.8036171  25.3162    sersic     1.878            3.999           55.841           0.2821   comment 
      11713       53.1425472      -27.8037201  25.8286    sersic     2.361            0.924          -25.684           0.7181   comment 
      11714       53.1682276      -27.8032253  27.7187    sersic     1.913            0.164          -35.965           0.0402   comment 
      11715       53.0611201      -27.8043176    24.65    sersic     0.919            4.708          -49.460           0.2329   comment 
      11716       53.0578451      -27.8032186   28.262    sersic     1.280            5.798          -32.996           0.6926   comment 
      11717       53.1740816      -27.8032233  27.1633    sersic     2.490            2.894          -58.063           0.3939   comment 
      11718       53.1077743      -27.8032321   27.347    sersic     3.828            1.087            1.866           0.4709   comment 
      11719       53.1769020      -27.8034693  26.1964    sersic     0.801            1.864           17.313           0.8784   comment 
      11720       53.1876521      -27.8032022  28.3655    sersic     1.322            0.615           40.287           0.4064   comment 
      11722       53.0939365      -27.8033300  26.3118    sersic     1.789            3.638          -53.755           0.2573   comment 
      11723       53.1535518      -27.8036363  26.2528    sersic     0.576            2.212          -61.333           0.2564   comment 
      11726       53.0770033      -27.8031548  27.4281    sersic     0.304            1.465          -68.187           0.7387   comment 
      11729       53.0666214      -27.8031276  27.3255    sersic     0.941            1.948          -78.043           0.2013   comment 
      11730       53.1515875      -27.8033424  26.2501    sersic     0.833            3.001          -29.599           0.6549   comment 
      11731       53.1207657      -27.8033253  25.6143    sersic     0.881            0.866          -62.374           0.2876   comment 
      11734       53.1241465      -27.8035001    26.48    sersic     0.925            2.859           -5.475           0.5007   comment 
      11736       53.1438099      -27.8030555  27.4497    sersic     1.878            1.277           58.386           0.0684   comment 
      11737       53.0794588      -27.8032042  26.1386    sersic     1.422            0.611          -53.679           0.8164   comment 
      11738       53.1653849      -27.8034191  27.6439    sersic     1.167            1.343            1.900           0.6134   comment 
      11739       53.0960538      -27.8030522  27.1002    sersic     2.462            0.446          -70.534           0.0428   comment 
      11740       53.1158624      -27.8033806  24.4647    sersic     1.243            1.158          -71.444           0.2079   comment 
      11741       53.1659546      -27.8031274  28.4992    sersic     1.222            1.711           68.134           0.6318   comment 
      11743       53.1703127      -27.8030445  27.4083    sersic     6.230            0.164          -23.593           0.0001   comment 
      11745       53.1814424      -27.8031395  26.2601    sersic     0.910            2.346           13.476           0.2664   comment 
      11747       53.1511230      -27.8030238  27.4544    sersic     1.222            0.583           12.077           0.8744   comment 
      11748       53.1593274      -27.8030856  29.1429    sersic     1.385            0.722            5.246           0.6185   comment 
      11749       53.0663435      -27.8031540  26.0555    sersic     3.324            4.181           83.662           0.1873   comment 
      11751       53.1585249      -27.8029530  28.8199    sersic     5.076            0.525           35.127           0.0617   comment 
      11753       53.1082386      -27.8031155  25.9603    sersic     0.805            1.286            4.643           0.6114   comment 
      11755       53.0817401      -27.8031078  27.2474    sersic     1.024            1.007           59.369           0.4315   comment 
      11756       53.1941386      -27.8029115  28.2553    sersic     3.204            3.595          -81.833           0.6332   comment 
      11758       53.1932949      -27.8031068  25.6047    sersic     1.420            2.821           82.998           0.2587   comment 
      11759       53.1536968      -27.8033564  25.8289    sersic     1.150            2.095           66.342           0.6904   comment 
      11764       53.1788887      -27.8028896  28.0485    sersic     5.037            1.072           78.070           0.0477   comment 
      11765       53.1475073      -27.8029099   26.835    sersic     2.823            2.822           15.631           0.2386   comment 
      11766       53.1589725      -27.8028887  29.3344    sersic     3.338            0.400          -80.753           0.0450   comment 
      11769       53.0648261      -27.8030908  26.4012    sersic     0.953            2.137           -0.214           0.3765   comment 
      11771       53.0682692      -27.8028082  31.4982    sersic     3.205            2.204           42.748           0.0500   comment 
      11774       53.1118571      -27.8027745  27.6887    sersic     1.111            1.486          -33.075           0.4908   comment 
      11775       53.1731489      -27.8027630   27.935    sersic     2.685            2.671           35.481           0.5777   comment 
      11776       53.0792167      -27.8030416  26.2984    sersic     2.009            2.664           84.549           0.4892   comment 
      11777       53.1169116      -27.8027565  26.6288    sersic     0.987            1.655          -80.888           0.7459   comment 
      11779       53.1739242      -27.8027022  26.7771    sersic     1.413            2.009           72.712           0.4894   comment 
      11780       53.1218025      -27.8027195  27.3754    sersic     1.811            0.863          -67.886           0.0591   comment 
      11782       53.1193207      -27.8027044  26.8461    sersic     2.171            1.357           24.055           0.0551   comment 
      11784       53.1297087      -27.8026603  26.7574    sersic     0.359            0.787          -18.363           0.0425   comment 
      11786       53.1196232      -27.8027105  26.5294    sersic     1.523            1.290          -72.069           0.6791   comment 
      11787       53.1362161      -27.8027416  26.1194    sersic     0.966            1.017           60.456           0.9020   comment 
      11788       53.0917856      -27.8028173  25.9135    sersic     0.864            1.568           39.391           0.7870   comment 
      11790       53.0982797      -27.8026367  27.4511    sersic     3.346            0.593           42.176           0.0491   comment 
      11791       53.1376394      -27.8026362  26.6743    sersic     2.879            1.327          -23.192           0.0646   comment 
      11794       53.1517682      -27.8025857  26.5571    sersic     5.419            1.443           75.673           0.7903   comment 
      11796       53.0947020      -27.8029839  26.0425    sersic     1.464            3.742           23.183           0.6972   comment 
      11799       53.0737420      -27.8024953  27.5368    sersic     1.070            1.265           16.394           0.5169   comment 
      11800       53.1613411      -27.8028699   25.906    sersic     2.588            7.600           75.982           0.2856   comment 
      11802       53.0578684      -27.8024709   27.143    sersic     3.555            1.053          -23.280           0.2160   comment 
      11804       53.1410059      -27.8024657  27.1552    sersic     0.316            0.164           43.062           0.0029   comment 
      11805       53.0642295      -27.8031731   26.735    sersic     1.018            4.774          -14.483           0.1870   comment 
      11806       53.1699807      -27.8029181  25.6579    sersic     1.007            5.248           15.626           0.1565   comment 
      11810       53.1928841      -27.8024606  26.8345    sersic     1.077            1.657           62.219           0.1305   comment 
      11811       53.1354903      -27.8025713  26.3636    sersic     1.079            1.027          -82.581           0.3763   comment 
      11813       53.1489686      -27.8025120  26.6156    sersic     2.716            0.791          -64.509           0.5568   comment 
      11815       53.1422592      -27.8023544  27.1561    sersic     0.454            1.995          -82.620           0.4013   comment 
      11816       53.0731786      -27.8028195  25.0162    sersic     2.181            0.525          -77.870           0.9117   comment 
      11819       53.0658894      -27.8025259  26.4875    sersic     2.221            3.988            2.689           0.2962   comment 
      11820       53.1231090      -27.8033901  26.1572    sersic     4.915            0.851           86.952           0.5494   comment 
      11821       53.0899315      -27.8028950  24.9439    sersic     5.637            4.010          -35.372           0.4282   comment 
      11822       53.0820377      -27.8024119  28.0809    sersic     3.473            1.215          -33.827           0.6544   comment 
      11823       53.1786833      -27.8026281  28.7971    sersic     3.900            2.183           35.798           0.4099   comment 
      11825       53.1682413      -27.8024165  26.8928    sersic     0.746            0.847          -74.704           0.6176   comment 
      11827       53.1611156      -27.8031668  26.9419    sersic     2.592            0.167          -43.568           0.0327   comment 
      11828       53.1522110      -27.8022256  28.8243    sersic     0.703            2.402            2.771           0.7567   comment 
      11832       53.1626624      -27.8022995  28.6401    sersic     3.201            0.499          -58.170           0.3369   comment 
      11833       53.0734563      -27.8032915  24.2413    sersic     1.976            5.984           73.340           0.2784   comment 
      11834       53.0922936      -27.8031573  26.8272    sersic     1.096            4.722            0.365           0.4586   comment 
      11835       53.0820451      -27.8026792  25.1017    sersic     0.615            3.261          -72.997           0.2377   comment 
      11837       53.1552411      -27.8021546  29.3605    sersic     2.059            0.611           51.649           0.4396   comment 
      11839       53.0589269      -27.8032826  24.6933    sersic     1.564            5.468           39.483           0.2520   comment 
      11840       53.0879049      -27.8021227  27.3898    sersic     2.131            1.488          -76.549           0.3997   comment 
      11841       53.0704615      -27.8023267  27.4969    sersic     5.340            1.456           53.197           0.8066   comment 
      11842       53.1641803      -27.8027385  24.9007    sersic     0.537            2.108          -82.281           0.7446   comment 
      11843       53.1647287      -27.8023657  28.4699    sersic     4.920            1.218          -42.632           0.4824   comment 
      11844       53.1420063      -27.8020995  27.3802    sersic     0.377            1.779          -24.088           0.3555   comment 
      11845       53.1614193      -27.8020977  28.8726    sersic     5.328            0.281           33.041           0.8675   comment 
      11846       53.1547455      -27.8020889   29.949    sersic     1.086            0.656           82.418           0.8829   comment 
      11847       53.1040317      -27.8023590  27.0246    sersic     5.948            1.611           56.627           0.0543   comment 
      11849       53.1887781      -27.8022122  25.9906    sersic     2.425            1.260           75.644           0.7254   comment 
      11850       53.1277589      -27.8020417  26.4776    sersic     0.791            2.067           84.917           0.2357   comment 
      11852       53.1728696      -27.8020299  28.3597    sersic     6.890            1.594          -22.467           0.2739   comment 
      11853       53.1524573      -27.8021841  26.8972    sersic     0.477            0.549          -62.485           0.4032   comment 
      11855       53.1782431      -27.8019718  28.4298    sersic     6.424            0.903          -47.776           0.0674   comment 
      11858       53.1733391      -27.8022407  25.7971    sersic     0.918            2.712           41.900           0.3408   comment 
      11859       53.0664868      -27.8023293  26.3116    sersic     2.451            3.185          -31.212           0.3549   comment 
      11860       53.1883527      -27.8019162  26.8097    sersic     2.609            1.112           57.213           0.4792   comment 
      11862       53.0645491      -27.8020738   25.926    sersic     1.443            1.017          -66.708           0.4876   comment 
      11863       53.0902802      -27.8021711   26.086    sersic     2.277            1.857          -29.631           0.7497   comment 
      11865       53.1567901      -27.8019605  28.2759    sersic     1.087            0.602           -3.173           0.0716   comment 
      11866       53.0861224      -27.8018712  26.6332    sersic     1.045            0.164           51.814           0.0500   comment 
      11869       53.0900976      -27.8024519  24.4019    sersic     1.882            1.515           72.960           0.4250   comment 
      11872       53.0732557      -27.8019131  26.1435    sersic     5.023           52.220           88.326           0.0489   comment 
      11873       53.1914976      -27.8018141  27.2223    sersic     2.260            1.982           -7.546           0.2123   comment 
      11874       53.1766923      -27.8018230  27.4129    sersic     0.867            1.309           50.698           0.5138   comment 
      11876       53.0629926      -27.8017793  27.8708    sersic     1.877            1.470          -25.126           0.3778   comment 
      11879       53.1465045      -27.8017770  27.0999    sersic     2.846            2.024           78.538           0.6057   comment 
      11880       53.0974500      -27.8017816  27.9677    sersic     5.440            0.297           48.604           0.9529   comment 
      11881       53.1907552      -27.8035791  22.7528    sersic     2.755            2.003          -53.233           0.7419   comment 
      11882       53.1634160      -27.8017522  27.8452    sersic     2.146            0.292           58.540           0.7585   comment 
      11884       53.1499186      -27.8017418   28.197    sersic     3.995            1.259           86.489           0.4412   comment 
      11885       53.1935229      -27.8026221   25.328    sersic     1.147            3.388          -44.867           0.6456   comment 
      11887       53.1616130      -27.8027909  24.8872     point     2.664            0.182          -52.685           0.1387   comment 
      11889       53.1550589      -27.8017041      nan    sersic     1.891            0.468           83.052           0.1174   comment 
      11890       53.0713688      -27.8017526  27.4073    sersic     4.273           37.116            0.112           0.0012   comment 
      11892       53.0955429      -27.8021002   26.325    sersic     1.994            5.603          -65.378           0.5299   comment 
      11893       53.0904047      -27.8018321  26.2354    sersic     2.203            0.535          -49.843           0.1839   comment 
      11894       53.1860445      -27.8021690  24.4704    sersic     0.726            2.422           81.725           0.2930   comment 
      11895       53.0911420      -27.8017328  26.8363    sersic     1.748            0.419          -13.576           0.5430   comment 
      11896       53.1787177      -27.8016690  26.4952    sersic     3.683            0.455          -27.649           0.0331   comment 
      11899       53.0614792      -27.8018445  26.7927    sersic     0.570            4.194           -7.994           0.2823   comment 
      11902       53.0792219      -27.8018442  25.7254    sersic     0.802            3.716          -48.367           0.4978   comment 
      11903       53.1954200      -27.8018302  26.1535    sersic     2.892            2.574           46.500           0.4095   comment 
      11904       53.1200354      -27.8021038  25.2308    sersic     1.280            3.276          -16.335           0.5946   comment 
      11905       53.0681906      -27.8015990  27.6942    sersic     1.275            1.065           19.807           0.8171   comment 
      11906       53.1207519      -27.8015879  26.5978    sersic     1.186            0.980            5.011           0.8063   comment 
      11907       53.1746277      -27.8015699  26.5473    sersic     4.873            0.669           39.158           0.9901   comment 
      11908       53.1122251      -27.8015850  26.5609    sersic     1.299            0.944          -40.767           0.2225   comment 
      11909       53.0665642      -27.8015506  28.1446    sersic     2.631            0.788           70.336           0.2939   comment 
      11910       53.1358576      -27.8016780  26.3107    sersic     1.343            1.919          -35.718           0.6280   comment 
      11913       53.1486182      -27.8015436  26.8734    sersic     0.978            1.387          -85.095           0.2081   comment 
      11914       53.0874310      -27.8014990  28.0854    sersic     2.568            2.496           50.172           0.0413   comment 
      11915       53.1652104      -27.8017125  28.7075    sersic     1.050            2.806          -23.058           0.7756   comment 
      11916       53.1810729      -27.8014658  27.3447    sersic     1.271            1.128           51.298           0.2848   comment 
      11917       53.0863666      -27.8014554  26.8986    sersic     3.110            1.104          -86.620           0.7332   comment 
      11918       53.0858785      -27.8014471  27.9788    sersic     1.132            4.144          -78.096           0.8595   comment 
      11919       53.0623827      -27.8014258  27.7139    sersic     1.219            0.883           12.610           0.0399   comment 
      11922       53.0633163      -27.8014043  26.6044    sersic     0.452            1.462            2.627           0.6032   comment 
      11923       53.0921218      -27.8018593  24.1804    sersic     2.581            0.778          -49.201           0.5193   comment 
      11924       53.0981334      -27.8014840   26.884    sersic     0.642            2.209           62.611           0.3792   comment 
      11928       53.1645977      -27.8013795  29.0124    sersic     0.331            0.677          -55.845           0.4607   comment 
      11929       53.1663884      -27.8018270  25.2075    sersic     0.640            4.993          -84.883           0.1287   comment 
      11930       53.0867873      -27.8013569  26.4288    sersic     3.755            0.789          -59.056           0.4830   comment 
      11931       53.0597039      -27.8015392  25.5964    sersic     1.039            3.617           75.744           0.2468   comment 
      11933       53.1189992      -27.8024439  24.3636    sersic     3.678            8.455          -55.029           0.6790   comment 
      11934       53.1614492      -27.8013083    28.77    sersic     0.470            0.164           17.975           0.1535   comment 
      11935       53.1008910      -27.8013081   26.588    sersic     1.239            1.626          -46.541           0.2504   comment 
      11936       53.1671345      -27.8012906  28.2022    sersic     1.068            0.636           77.595           0.5505   comment 
      11937       53.1145026      -27.8014368  26.8787    sersic     1.367            2.529          -18.877           0.1668   comment 
      11938       53.0672103      -27.8018073  25.1822    sersic     1.496            2.556            4.740           0.3820   comment 
      11939       53.0842440      -27.8012773  28.6467    sersic     1.264            1.803           29.669           0.6169   comment 
      11940       53.1851459      -27.8052775  21.0953    sersic     1.644            4.040          -61.645           0.7941   comment 
      11941       53.1498455      -27.8033031   22.514    sersic     3.794            1.972          -58.485           0.8744   comment 
      11945       53.1392987      -27.8013437  27.1031    sersic     2.842            1.144          -71.966           0.3632   comment 
      11947       53.1324285      -27.8012461  27.4758    sersic     1.208            0.973          -56.739           0.3483   comment 
      11948       53.1071855      -27.8012386   26.321    sersic     0.743            0.481          -58.194           0.0667   comment 
      11949       53.0998467      -27.8012044  27.2768    sersic     0.999            0.645          -83.787           0.0546   comment 
      11950       53.1109646      -27.8012123  27.4231    sersic     2.564            1.123           64.888           0.0766   comment 
      11953       53.1592500      -27.8012064  27.5925    sersic     2.902            0.488           -0.346           0.5563   comment 
      11955       53.1699796      -27.8012901  26.5285    sersic     3.220            1.918          -38.968           0.6731   comment 
      11956       53.1197359      -27.8011223  27.6762    sersic     3.783            0.327           38.174           0.2986   comment 
      11957       53.1673613      -27.8011233  28.4484    sersic     3.881            2.694           18.050           0.0390   comment 
      11961       53.1515131      -27.8012048  27.6551    sersic     0.708            1.028           89.794           0.0136   comment 
      11962       53.1291379      -27.8010960  26.7091    sersic     2.922            1.956           76.075           0.0634   comment 
      11963       53.1517253      -27.8010944  28.6666    sersic     0.910            0.394          -24.214           0.0512   comment 
      11964       53.1564120      -27.8011024  28.9982    sersic     1.442            0.868           44.824           0.0363   comment 
      11971       53.1409521      -27.8010025  27.1915    sersic     1.273            2.374          -70.890           0.2177   comment 
      11972       53.0611766      -27.8009513  27.0986    sersic     4.688            0.524          -41.777           0.8992   comment 
      11973       53.1079200      -27.8009669  29.3216    sersic     6.403            0.605          -12.047           0.0426   comment 
      11975       53.0988390      -27.8015624  24.8564    sersic     1.144            1.808           87.699           0.3940   comment 
      11978       53.1622074      -27.8012229  26.3612    sersic     1.621            1.333           60.709           0.2566   comment 
      11979       53.0937892      -27.8013109  26.4711    sersic     6.705            4.406          -47.605           0.6356   comment 
      11982       53.0566532      -27.8008866  26.9116    sersic     1.600            1.621          -89.444           0.4176   comment 
      11984       53.1657926      -27.8011286  28.0921    sersic     2.504            5.307           -2.580           0.7821   comment 
      11985       53.1167686      -27.8008863  27.8352    sersic     0.833            2.113          -17.089           0.4726   comment 
      11986       53.1537053      -27.8010377  27.2879    sersic     1.627            0.164          -88.330           0.0269   comment 
      11987       53.1890669      -27.8009877  25.1956    sersic     4.261            2.519          -77.437           0.2564   comment 
      11988       53.1539525      -27.8008419   27.888    sersic     1.975            1.622          -69.911           0.3780   comment 
      11989       53.1472525      -27.8008426  26.1387    sersic     1.037            1.603          -33.162           0.1538   comment 
      11990       53.1531982      -27.8010543  26.8625    sersic     0.457            2.738          -87.377           0.4937   comment 
      11991       53.1527366      -27.8008845  27.7689    sersic     5.243            2.411           37.285           0.1227   comment 
      11993       53.1736761      -27.8008301  27.4087    sersic     0.375            0.624           59.780           0.8541   comment 
      11994       53.0864462      -27.8008057  27.3568    sersic     0.831            3.376          -35.725           0.5669   comment 
      11995       53.1331101      -27.8008904  26.3301    sersic     1.652            1.554          -64.016           0.7026   comment 
      11996       53.1704291      -27.8007891  29.2549    sersic     0.817            2.830           -8.576           0.4207   comment 
      11997       53.1608595      -27.8011247   26.416    sersic     1.747            3.052           52.951           0.1949   comment 
      11998       53.1094917      -27.8009513  26.2313    sersic     1.527            4.877          -43.636           0.5502   comment 
      11999       53.0943170      -27.8008274  26.7038    sersic     0.628            0.939           86.467           0.6142   comment 
      12001       53.1689692      -27.8007197      nan    sersic     5.420            0.486           -0.106           0.0814   comment 
      12002       53.1497369      -27.8011878  25.7338    sersic     2.429            2.254          -82.198           0.2952   comment 
      12003       53.0948333      -27.8007144  28.1226    sersic     0.890            0.557           18.646           0.9860   comment 
      12004       53.1377664      -27.8020943  25.5562    sersic     4.894            2.909          -46.990           0.5382   comment 
      12005       53.1655600      -27.8006834  29.6802    sersic     2.449            0.282          -51.344           0.9901   comment 
      12006       53.1790098      -27.8007791  26.0074    sersic     0.836            1.039          -37.383           0.5896   comment 
      12008       53.0889940      -27.8007311  27.2136    sersic     1.240            0.694          -43.970           0.7653   comment 
      12010       53.1767096      -27.8006582  26.8749    sersic     3.242           27.663            5.598           0.5380   comment 
      12011       53.1260548      -27.8006446  28.1582    sersic     2.800            1.301          -69.385           0.0530   comment 
      12012       53.1246378      -27.8006333  27.3591    sersic     2.497            0.754          -49.614           0.4903   comment 
      12013       53.1680785      -27.8009665  27.3875    sersic     0.603            1.406           -9.210           0.5107   comment 
      12015       53.1095522      -27.8006600  25.8314    sersic     1.462            1.704          -86.511           0.4544   comment 
      12016       53.0928073      -27.8012078  27.1317    sersic     1.452            3.935           31.541           0.3818   comment 
      12017       53.0938945      -27.8012010  25.2223    sersic     3.685            1.635            8.673           0.2899   comment 
      12019       53.1649061      -27.8005864  29.2983    sersic     0.650            0.354           41.945           0.9831   comment 
      12021       53.1286436      -27.8006132  27.1804    sersic     2.287            1.248          -30.818           0.4003   comment 
      12022       53.0864329      -27.8009903  25.8058    sersic     1.063            0.358           89.267           0.9200   comment 
      12023       53.0675621      -27.8006121   27.079    sersic     1.907            4.167           40.090           0.8909   comment 
      12026       53.1725358      -27.8005655  27.1251    sersic     3.763            5.268          -42.527           0.1887   comment 
      12028       53.0763250      -27.8013918  24.7112    sersic     0.657            4.680           65.090           0.1667   comment 
      12029       53.0731876      -27.8008011  25.5331    sersic     1.602            7.109          -72.539           0.0685   comment 
      12030       53.1676405      -27.8006035   27.352    sersic     2.259            1.579          -87.139           0.4178   comment 
      12031       53.1566963      -27.8005120  28.3499    sersic     0.496            0.530          -28.260           0.7369   comment 
      12032       53.0663954      -27.8006380  26.9118    sersic     1.732            2.114          -56.148           0.6595   comment 
      12033       53.1147257      -27.8006631  25.2874    sersic     3.097            3.829          -70.966           0.4228   comment 
      12034       53.1798241      -27.8005383  26.8131    sersic     1.629            3.155           29.796           0.9377   comment 
      12036       53.1570683      -27.8006721   26.328    sersic     2.894            0.504           87.992           0.3562   comment 
      12038       53.1667996      -27.8006147  27.5059    sersic     0.882            1.341           51.983           0.2390   comment 
      12039       53.0973359      -27.8004264  27.4181    sersic     0.364            2.465           89.659           0.1857   comment 
      12040       53.1204825      -27.8006443  25.8949    sersic     1.233            0.586          -32.628           0.4774   comment 
      12042       53.1605549      -27.8004155  29.3365    sersic     5.423            0.336          -52.361           0.0562   comment 
      12043       53.1415815      -27.8005742  27.2814    sersic     3.495            1.215           59.203           0.4356   comment 
      12044       53.0760653      -27.8006943   25.749    sersic     0.622            0.923          -52.581           0.5024   comment 
      12045       53.1661760      -27.8003821  28.3996    sersic     0.368            2.187          -46.706           0.1656   comment 
      12047       53.0785722      -27.8005701   25.219    sersic     0.795            1.301           73.165           0.1590   comment 
      12048       53.1965004      -27.8005010  25.5095    sersic     1.098            2.662          -62.262           0.3227   comment 
      12051       53.1424297      -27.8008955  25.2803    sersic     1.125            2.887          -24.175           0.1880   comment 
      12052       53.1244183      -27.8003515  26.4193    sersic     1.891            0.999           68.159           0.4064   comment 
      12053       53.1299261      -27.8003433  26.4437    sersic     0.607            2.699           63.721           0.2560   comment 
      12054       53.1120385      -27.8010195  24.1978    sersic     1.327            2.921           41.396           0.2770   comment 
      12055       53.1836365      -27.8002508  26.4828    sersic     1.325            0.872          -25.028           0.2854   comment 
      12056       53.0724198      -27.8002560  26.9006    sersic     3.318            0.265           21.832           0.1483   comment 
      12057       53.1504333      -27.8005476  26.3783    sersic     2.452            0.808           77.130           0.8259   comment 
      12060       53.1038623      -27.8003216  27.0195    sersic     1.082            1.083           35.212           0.2444   comment 
      12062       53.0809697      -27.8004558  26.6709    sersic     0.710            3.419           28.083           0.3425   comment 
      12063       53.1086683      -27.8002002   26.721    sersic     0.546            0.512           76.567           1.0000   comment 
      12064       53.1492501      -27.8006788  26.5997    sersic     2.847            3.125           66.716           0.9885   comment 
      12065       53.0739048      -27.8004490  26.7272    sersic     1.064            2.612           -2.321           0.2949   comment 
      12070       53.1509136      -27.8001218  28.2691    sersic     2.350            0.387          -83.734           0.8674   comment 
      12072       53.1364061      -27.8001336  28.0249    sersic     1.206            1.973          -78.551           0.5629   comment 
      12073       53.1741419      -27.8003164   26.217    sersic     0.406            1.801           13.885           0.2820   comment 
      12074       53.0606465      -27.8002783  26.1977    sersic     0.631            3.124           69.558           0.6244   comment 
      12077       53.1373934      -27.8000958  27.4532    sersic     0.407            1.631           80.954           0.0824   comment 
      12079       53.1835924      -27.8000752  26.9698    sersic     0.979            2.459           58.820           0.5366   comment 
      12080       53.1540081      -27.8003496  26.9763    sersic     1.117            1.192           35.662           0.7528   comment 
      12082       53.1269165      -27.8008496  23.9241    sersic     2.232            3.302          -50.208           0.4290   comment 
      12087       53.0776156      -27.7999849  27.2047    sersic     1.091            1.108           63.991           0.9874   comment 
      12089       53.1435151      -27.7999399  28.0371    sersic     3.668            0.614          -85.078           0.2908   comment 
      12090       53.0621509      -27.8008827  23.7745    sersic     1.668            4.965           50.978           0.6097   comment 
      12091       53.0981808      -27.8007140  24.7789    sersic     0.581            3.027          -36.869           0.3741   comment 
      12092       53.1816277      -27.8013057  23.5486    sersic     1.753            1.909           76.507           0.8532   comment 
      12093       53.1591489      -27.7999578  28.1736    sersic     2.356            0.264          -80.995           0.3159   comment 
      12094       53.1945772      -27.8002178  25.6538    sersic     0.877            2.628          -35.878           0.3972   comment 
      12095       53.1430365      -27.7998754  26.0705    sersic     2.070            2.770          -85.163           0.3242   comment 
      12097       53.1600489      -27.8000473   27.006    sersic     5.348            0.444           13.711           0.9989   comment 
      12098       53.1652991      -27.8000107  27.9204    sersic     2.114            0.709          -88.084           0.9040   comment 
      12099       53.1449348      -27.7998773  26.7147    sersic     6.979            0.479          -37.070           0.0418   comment 
      12100       53.0720515      -27.8020878  23.6858    sersic     3.265            1.843          -55.606           0.5262   comment 
      12101       53.1648377      -27.7998635  28.4668    sersic     1.359            3.564          -51.299           0.0338   comment 
      12104       53.0580357      -27.8000740  25.3188    sersic     2.481            1.152           79.914           0.5659   comment 
      12105       53.1276491      -27.7999675  26.7387    sersic     1.226            3.085          -35.424           0.2461   comment 
      12106       53.0675817      -27.7998002  26.7946    sersic     0.696            0.779           59.998           0.6946   comment 
      12108       53.1189300      -27.8000349  26.3188    sersic     0.957            3.888          -73.200           0.2846   comment 
      12110       53.1781022      -27.7999461  25.9023    sersic     0.747            1.147          -72.152           0.5230   comment 
      12111       53.1519173      -27.7998229  27.6316    sersic     3.889            3.829          -19.714           0.0024   comment 
      12113       53.1225185      -27.8001646  26.6988    sersic     1.458            3.755          -48.126           0.5776   comment 
      12114       53.0680374      -27.7997345  26.9623    sersic     0.697            0.230          -49.130           0.0578   comment 
      12115       53.0775505      -27.7997457  29.1585    sersic     0.814            3.979          -80.721           0.2629   comment 
      12116       53.1017064      -27.8022497  21.5969     point     0.636            0.222           52.671           0.2980   comment 
      12117       53.1417031      -27.7997520  26.7045    sersic     0.661            0.871          -64.508           0.5223   comment 
      12121       53.1963954      -27.7997750  26.1879    sersic     1.081            1.559           39.406           0.4218   comment 
      12123       53.1032994      -27.7996755  30.0631    sersic     1.442            1.523           63.197           0.2225   comment 
      12127       53.1725457      -27.7997404  26.7982    sersic     0.532            2.895           66.702           0.5207   comment 
      12130       53.1514304      -27.7997601  26.7661    sersic     2.754            0.426          -89.943           0.9724   comment 
      12133       53.1064780      -27.8009765  21.9087     point     2.453            0.164           60.138           0.1275   comment 
      12134       53.1173512      -27.7996031  27.4709    sersic     4.751            0.927          -87.864           0.1034   comment 
      12135       53.1355894      -27.7996058  27.4935    sersic     1.243            1.805          -34.688           0.3145   comment 
      12138       53.1788682      -27.7995707  26.7714    sersic     1.569            3.024           -1.033           0.1822   comment 
      12140       53.0905438      -27.7996992  26.7522    sersic     0.907            1.273          -23.005           0.6795   comment 
      12141       53.1726699      -27.7995678  26.1459    sersic     2.483            0.808          -13.172           0.3322   comment 
      12142       53.0906368      -27.7998751  25.7288    sersic     0.408            2.590          -26.345           0.8110   comment 
      12145       53.0621303      -27.8000877  25.3866    sersic     0.961            1.869          -68.260           0.5636   comment 
      12146       53.0901083      -27.8000480  24.6123    sersic     3.163            1.937           81.874           0.7085   comment 
