         id               ra              dec             flux      type           n               re              phi            ratio     notes 
       6291       53.0997602      -27.8510866        0.2877508    sersic       0.601        0.7410000      -28.0000000        0.5728000   comment 
       6292       53.1425193      -27.8510938        0.3912198    sersic       0.728        1.2180000       -8.0580000        0.7907000   comment 
       6294       53.1243597      -27.8516265        4.2776142    sersic       5.154        6.1260000      -44.8070000        0.6510000   comment 
       6295       53.1390891      -27.8512334        0.2690369    sersic       1.435        1.8100000      -89.3530000        0.8009000   comment 
       6296       53.1446002      -27.8515474        1.4532838    sersic       2.638        1.4250000      -18.6820000        0.6860000   comment 
       6297       53.1028817      -27.8511006        0.7210114    sersic       5.464        1.8850000       49.9720000        0.3663000   comment 
       6298       53.1036257      -27.8510409        0.5633770    sersic       0.764        1.8070000       26.1790000        0.5061000   comment 
       6301       53.1850915      -27.8514179       11.0771322    sersic       1.139        2.5710000      -52.6400000        0.4111000   comment 
       6303       53.0949181      -27.8509764        0.4609891    sersic       1.559        0.8600000      -46.4620000        0.0419000   comment 
       6305       53.1721823      -27.8509594        0.7163691    sersic       1.865        1.2680000       16.7580000        0.5228000   comment 
       6306       53.0663721      -27.8509455        0.2542789    sersic       2.984        1.1000000      -87.1740000        0.3261000   comment 
       6307       53.1508686      -27.8513827        1.8599624    sersic       1.140        2.5550000      -20.7570000        0.2882000   comment 
       6308       53.1091671      -27.8529173       43.7304399    sersic       1.614       10.2090000      -88.6200000        0.3393000   comment 
       6309       53.1883529      -27.8510814        6.9024329    sersic       0.772        1.1280000        4.6700000        0.6511000   comment 
       6313       53.0851910      -27.8508672        0.3542155    sersic       2.143        2.0220000      -61.7930000        0.9832000   comment 
       6314       53.1204845      -27.8516400        6.1085905    sersic       0.627        4.0740000      -84.0320000        0.8181000   comment 
       6318       53.0680693      -27.8508017        0.8366570    sersic       6.178        2.4320000      -32.6400000        0.4645000   comment 
       6319       53.1605636      -27.8508137        0.2603035    sersic       3.633        0.3090000      -12.6460000        0.0701000   comment 
       6320       53.1017422      -27.8509732        1.1046577     point       4.802        0.4880000      -53.0500000        0.3216000   comment 
       6321       53.0846325      -27.8510443        1.5267903    sersic       1.462        1.5430000      -14.5960000        0.2828000   comment 
       6322       53.1602181      -27.8509935        0.7839331    sersic       4.396        0.7810000       -1.5460000        0.0264000   comment 
       6323       53.1396114      -27.8513928        4.4495142    sersic       1.608        1.0900000      -68.4600000        0.5424000   comment 
       6324       53.1469854      -27.8507678        0.7005450    sersic       1.913        0.7480000       48.0280000        0.1399000   comment 
       6325       53.0588273      -27.8507568        0.8107515    sersic       1.031        0.3160000      -26.2950000        0.6667000   comment 
       6326       53.1652519      -27.8511259        3.4229799    sersic       0.857        2.4080000       30.4850000        0.8434000   comment 
       6327       53.1782778      -27.8507218        0.7933796    sersic       3.717        1.9240000      -29.2730000        0.2951000   comment 
       6328       53.0806666      -27.8507570        0.4350120    sersic       1.037        1.2700000       14.6660000        0.4846000   comment 
       6329       53.1235159      -27.8506727        0.3964119    sersic       2.569        1.5360000       58.3930000        0.4705000   comment 
       6332       53.1224813      -27.8510574        3.1927585    sersic       2.568        1.7790000       67.8850000        0.8804000   comment 
       6334       53.1103995      -27.8506250        0.8406069    sersic       1.225        1.4080000       33.1700000        0.7061000   comment 
       6336       53.1636681      -27.8513335        3.3410576    sersic       6.362        7.1150000      -63.5600000        0.2948000   comment 
       6342       53.0955295      -27.8512778        8.8619805    sersic       0.605        3.2780000       82.7750000        0.5950000   comment 
       6345       53.0833370      -27.8505579        0.3061343    sersic       0.657        1.7930000       29.2950000        0.9230000   comment 
       6346       53.1466090      -27.8509500        2.9619660    sersic       0.712        1.8070000       68.4140000        0.5374000   comment 
       6347       53.1669851      -27.8505375        0.2502597    sersic       0.451        3.9970000      -85.4330000        0.3338000   comment 
       6351       53.1601122      -27.8506566        0.5665969    sersic       4.553        2.1320000       65.8380000        0.5301000   comment 
       6352       53.0803392      -27.8505757        2.1499776    sersic       2.534        0.9350000       78.3320000        0.6263000   comment 
       6354       53.0903434      -27.8509006        1.7999300    sersic       1.922        1.4060000       14.1780000        0.8503000   comment 
       6355       53.1339596      -27.8507240        4.6367585    sersic       0.796        3.8140000      -78.7010000        0.1846000   comment 
       6356       53.1936782      -27.8504891        0.8396802    sersic       0.564        1.5800000       28.8420000        0.5006000   comment 
       6358       53.1080053      -27.8505091        0.4678198    sersic       2.890        2.2100000       38.2610000        0.1734000   comment 
       6359       53.1493990      -27.8512973        3.7424610    sersic       0.439        3.9660000       -0.8490000        0.3585000   comment 
       6361       53.1107492      -27.8504290        0.6804011    sersic       0.687        0.5300000       -5.8980000        0.4031000   comment 
       6364       53.0785415      -27.8503590        0.9963530    sersic       6.895        0.2360000       35.4130000        0.0354000   comment 
