         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      12412       53.0564868      -27.7977289  25.5624    sersic     5.933            0.354          -46.631           0.0436   comment 
      12413       53.1690633      -27.7978824  26.6592    sersic     0.718            0.926           18.177           0.2785   comment 
      12414       53.1648924      -27.7979647  26.3253    sersic     0.779            2.771           85.148           0.8024   comment 
      12415       53.1595014      -27.7975833  27.9075    sersic     0.411            0.831          -79.984           0.0594   comment 
      12416       53.1673484      -27.7980942  25.7572    sersic     2.627            1.367           31.514           0.9496   comment 
      12417       53.1865931      -27.7978592  24.6394    sersic     0.655            1.585          -66.313           0.3662   comment 
      12418       53.1898510      -27.7976139  25.7138    sersic     1.597            2.188          -60.654           0.3057   comment 
      12419       53.0917885      -27.7975748  26.2513    sersic     2.457            1.242           24.300           0.6477   comment 
      12420       53.1483075      -27.7977918  25.7185     point     0.856            0.164           71.805           0.0281   comment 
      12421       53.0772166      -27.7976065  25.8814    sersic     0.517            1.830           44.364           0.3402   comment 
      12423       53.0905926      -27.7976596  25.0145    sersic     1.488            3.465           86.133           0.1096   comment 
      12424       53.1968323      -27.7975120  26.7761    sersic     1.246            1.345          -71.020           0.1769   comment 
      12426       53.1163558      -27.7975202   26.172    sersic     1.594            3.208          -19.179           0.6735   comment 
      12427       53.1677206      -27.7975194  27.0997    sersic     1.795            0.557          -71.795           0.0393   comment 
      12429       53.1107996      -27.7980537  24.6636    sersic     0.812            3.461          -24.241           0.2105   comment 
      12430       53.0571591      -27.7978657  24.7182    sersic     5.616            3.247           35.883           0.7428   comment 
      12431       53.1376262      -27.7976226  25.2231    sersic     1.648            2.178          -25.317           0.4873   comment 
      12432       53.1689246      -27.7974935   27.018    sersic     4.234            0.601          -80.072           0.2866   comment 
      12433       53.1038762      -27.8040708  18.2919    sersic     3.948            7.597           14.334           0.9129   comment 
      12434       53.1469304      -27.7981374  25.0574    sersic     1.675            1.469          -62.305           0.9152   comment 
      12437       53.1420085      -27.7974162  25.8627    sersic     1.155            1.029          -78.976           0.6284   comment 
      12438       53.1620379      -27.7980463  25.4276    sersic     0.788            1.186            3.060           0.3685   comment 
      12440       53.0908273      -27.7975249  25.4967    sersic     2.019            2.393           87.220           0.4149   comment 
      12445       53.0634105      -27.7978995  24.3578    sersic     0.907            2.413           20.071           0.8834   comment 
      12448       53.1679012      -27.7979524  24.6024    sersic     3.585            0.401            7.804           0.6446   comment 
      12449       53.0848964      -27.7974354  25.7464    sersic     0.488            2.429          -43.538           0.6086   comment 
      12452       53.1114326      -27.7973121  26.3509    sersic     1.169            1.384           33.562           0.0791   comment 
      12453       53.0967369      -27.7973184  26.0965    sersic     3.719            3.021           84.584           0.5782   comment 
      12455       53.1357061      -27.7977039  24.1126    sersic     0.478            2.378           28.338           0.6637   comment 
      12456       53.0568617      -27.7973601  25.2246    sersic     0.677            3.695          -73.099           0.1608   comment 
      12458       53.1552305      -27.7974093  27.1137    sersic     0.454            1.838           33.900           0.3758   comment 
      12460       53.1381252      -27.7974268  25.7218    sersic     1.494            1.275           38.824           0.3270   comment 
      12462       53.1877315      -27.7980497  22.8086    sersic     0.934            2.860          -45.602           0.3490   comment 
      12464       53.1344672      -27.7975600  24.1568    sersic     1.918            0.998           35.154           0.6525   comment 
      12465       53.0979521      -27.7973102   25.982    sersic     1.094            5.278           14.379           0.2454   comment 
      12469       53.0903486      -27.7972272  26.9866    sersic     3.669            0.266           81.462           0.1016   comment 
      12470       53.1713235      -27.7978099  24.6929    sersic     0.765            1.750          -77.046           0.6705   comment 
      12471       53.0617894      -27.7972214  26.1095    sersic     4.809            2.095          -24.332           0.0561   comment 
      12472       53.1430133      -27.7973350  25.6967    sersic     2.762            4.459          -50.612           0.7071   comment 
      12473       53.1198738      -27.7987381  21.8236    sersic     1.032            2.076          -25.803           0.9064   comment 
      12474       53.1864122      -27.7981170  23.3758    sersic     6.690            3.148           12.041           0.5402   comment 
      12476       53.1346804      -27.7972520   25.946    sersic     0.769            1.584          -41.531           0.0911   comment 
      12479       53.0916794      -27.7972994  25.6891    sersic     2.197            1.393          -36.691           0.4572   comment 
      12481       53.1620077      -27.7973588  26.6466    sersic     2.616            2.335           26.152           0.6437   comment 
      12483       53.1923473      -27.7978718  23.9763    sersic     0.690            4.652          -32.147           0.2034   comment 
      12486       53.0844141      -27.7973437  25.3008    sersic     6.118            6.359            4.430           0.3158   comment 
      12487       53.1511989      -27.7987003  23.5052    sersic     0.834            2.748           -8.441           0.4080   comment 
      12488       53.1111166      -27.7996465  21.1075    sersic     1.146            6.094           -3.526           0.2537   comment 
      12489       53.1527737      -27.7970919  28.2375    sersic     2.822            1.665           64.060           0.4978   comment 
      12490       53.1970717      -27.7970843  26.4226    sersic     0.905            2.704          -37.127           0.3502   comment 
      12494       53.1567543      -27.7971495  27.1881    sersic     2.116            0.645           41.344           0.0662   comment 
      12495       53.1572778      -27.7984588  23.0737    sersic     1.036            2.970          -24.367           0.4296   comment 
      12496       53.1464246      -27.7970287  28.5222    sersic     0.707            0.209            7.380           0.1900   comment 
      12497       53.1080390      -27.7975408   23.586    sersic     5.353            5.569          -74.464           0.5479   comment 
      12498       53.1206918      -27.7970825  25.8844    sersic     0.881            2.057           78.255           0.4167   comment 
      12500       53.0720251      -27.7970097  26.7297    sersic     1.159            4.372           67.888           0.2458   comment 
      12503       53.1302254      -27.7970036   26.216    sersic     1.693            1.523          -43.160           0.8206   comment 
      12505       53.1241504      -27.7969796  26.2412    sersic     0.527            1.134          -49.874           0.5784   comment 
      12507       53.1397245      -27.7969621   26.825    sersic     2.187            4.033          -49.421           0.2035   comment 
      12510       53.1176956      -27.7974569  24.2304    sersic     1.219            5.328          -89.856           0.6663   comment 
      12512       53.1476056      -27.7969203  27.6298    sersic     4.082            0.413           82.779           0.9190   comment 
      12513       53.1720507      -27.7974095  25.6511    sersic     2.445            2.216           37.895           0.4562   comment 
      12515       53.1413578      -27.7971931  25.1228    sersic     2.644            4.237            6.631           0.3083   comment 
      12518       53.1668528      -27.7968502  27.8031    sersic     1.804            0.186           59.870           0.1330   comment 
      12521       53.1565247      -27.7972652  25.5482    sersic     4.861            0.337            8.629           0.3938   comment 
      12524       53.1376101      -27.7968203  26.9101    sersic     3.918            1.509          -25.834           0.0796   comment 
      12525       53.0595120      -27.7968730  25.5338    sersic     4.804            1.512          -11.145           0.6996   comment 
      12526       53.1083396      -27.7976454  23.0791    sersic     0.804            3.563           50.921           0.4043   comment 
      12527       53.1052072      -27.7967991  26.6798    sersic     1.036            0.226          -63.377           0.9134   comment 
      12528       53.1387465      -27.7967866  26.6114    sersic     4.482            0.577          -41.923           0.0470   comment 
      12531       53.0622685      -27.7967737  26.7696    sersic     3.332            1.541           47.546           0.2443   comment 
      12532       53.0587402      -27.7975518  22.8871    sersic     1.059            2.727           85.562           0.8572   comment 
      12533       53.0940500      -27.7968372  25.4416    sersic     1.160            0.876           86.313           0.6015   comment 
      12534       53.1659109      -27.7969138  26.8656    sersic     1.099            1.683            3.132           0.4770   comment 
      12536       53.1665432      -27.7967191   27.695    sersic     2.372            4.203           88.760           0.7858   comment 
      12537       53.0568179      -27.7982999    22.06    sersic     1.022            7.193          -53.345           0.6552   comment 
      12539       53.0641454      -27.7966792  26.9071    sersic     1.784            0.602           84.070           0.8353   comment 
      12543       53.0565492      -27.7970000  24.1191    sersic     0.442            2.139          -70.382           0.4905   comment 
      12544       53.0938113      -27.7966861  25.8549    sersic     4.729            4.090           57.671           0.1918   comment 
      12545       53.1710120      -27.7973178  25.1036    sersic     2.021            3.181           42.245           0.8238   comment 
      12546       53.1600477      -27.7966674    28.37    sersic     3.114            0.258          -55.687           0.9900   comment 
      12547       53.1534019      -27.7966672  27.5167    sersic     0.937            0.901          -43.625           0.5017   comment 
      12549       53.1007609      -27.7966468  26.2486    sersic     2.137            0.804          -49.260           0.2125   comment 
      12550       53.0851425      -27.7969524  23.6069    sersic     1.892            1.451          -78.287           0.3731   comment 
      12552       53.0798933      -27.7965925  26.1517    sersic     1.775            0.808          -51.128           0.7775   comment 
      12553       53.1018011      -27.7965844  26.9946    sersic     5.062            1.270           -8.155           0.0447   comment 
      12554       53.1531980      -27.7970984  25.6054    sersic     2.313            1.800           -4.375           0.3295   comment 
      12556       53.1709111      -27.7967617  27.4037    sersic     0.498            0.164           -0.378           0.1715   comment 
      12557       53.0652240      -27.7966178  25.5151    sersic     0.959            0.570          -26.801           0.6463   comment 
      12558       53.0688136      -27.7965717  26.3483    sersic     0.806            2.219          -63.999           0.1572   comment 
      12559       53.1318448      -27.7967223  25.4538    sersic     1.993            2.976           43.399           0.9258   comment 
      12560       53.0788494      -27.7965357   27.042    sersic     4.164            9.229           75.040           0.3287   comment 
      12563       53.1927793      -27.7965023  26.1219    sersic     2.038            5.884           89.240           0.1862   comment 
      12564       53.1612066      -27.7965096  28.5628    sersic     1.871            0.478           27.872           0.0656   comment 
      12565       53.1548726      -27.7966403  26.7338    sersic     0.854            1.426           54.859           0.3280   comment 
      12567       53.1629988      -27.7976578  23.1131    sersic     2.264            0.633          -67.219           0.4788   comment 
      12569       53.1699417      -27.7972935   24.639    sersic     2.522            4.171           13.348           0.7763   comment 
      12570       53.1547063      -27.7964600  28.2059    sersic     0.520            0.966          -14.751           0.4743   comment 
      12571       53.1505911      -27.7964746  27.2719    sersic     1.668            4.096           81.028           0.3180   comment 
      12572       53.1865457      -27.7964332   25.846    sersic     1.238            2.666           75.219           0.2022   comment 
      12573       53.1684124      -27.7978751   23.133    sersic     1.870            2.631          -85.045           0.5845   comment 
      12574       53.1668621      -27.7977086  23.7071    sersic     0.661            3.023           52.157           0.6039   comment 
      12577       53.1676247      -27.7963602  28.3133    sersic     4.390            1.489           41.509           0.7116   comment 
      12579       53.1224863      -27.7963314  26.3915    sersic     6.073            3.534           34.862           0.3465   comment 
      12580       53.1837748      -27.7964512  25.3297    sersic     3.239            0.600           41.828           0.0500   comment 
      12582       53.0971936      -27.7963141  26.6369    sersic     3.091            2.019           78.349           0.0014   comment 
      12583       53.0797030      -27.8000000  21.1017    sersic     0.604           13.176           16.573           0.2330   comment 
      12584       53.1768079      -27.7996561  17.9108     point     0.854            0.193           50.411           0.5173   comment 
      12585       53.0920624      -27.7962961   26.989    sersic     3.979            0.485           50.353           0.0415   comment 
      12587       53.1495025      -27.7963009  28.4499    sersic     1.411            0.369           18.070           0.9319   comment 
      12588       53.1192727      -27.7969878   23.561    sersic     0.777            2.995           30.300           0.4765   comment 
      12589       53.1474122      -27.7965616  25.1724     point     0.442            0.164          -13.640           0.4153   comment 
      12590       53.1672353      -27.7962650  28.1194    sersic     1.806            0.362           -1.749           0.6712   comment 
      12591       53.0981350      -27.7965458  24.5318    sersic     2.475            2.249          -41.800           0.4884   comment 
      12592       53.0760428      -27.7965155  24.9566    sersic     1.246            1.776           10.232           0.6428   comment 
      12593       53.1459278      -27.7965285  25.5583    sersic     1.593            0.787            7.188           0.4917   comment 
      12594       53.1458809      -27.7962299  27.9106    sersic     1.204            2.065           72.300           0.3844   comment 
      12596       53.1704262      -27.7972979  24.9633    sersic     5.358            3.322          -53.819           0.2554   comment 
      12600       53.1477383      -27.7962234  27.1205    sersic     2.683            0.495          -69.792           0.9881   comment 
      12601       53.1937924      -27.7962712  25.4482    sersic     0.618            1.354           76.023           0.3135   comment 
      12602       53.0764909      -27.7966109  23.3068    sersic     1.065            2.415          -88.432           0.3126   comment 
      12605       53.1498721      -27.7961721  27.6823    sersic     1.284            0.164          -12.670           0.0136   comment 
      12606       53.0990532      -27.7961501  26.8289    sersic     1.263            2.189          -78.414           0.2553   comment 
      12607       53.0935370      -27.7961516  25.9245    sersic     4.962            2.638          -17.130           0.5717   comment 
      12608       53.1079291      -27.7961314  26.8941    sersic     0.566            2.172          -57.560           0.0311   comment 
      12609       53.1622934      -27.7962784  27.1668    sersic     2.218            2.999          -24.632           0.5237   comment 
      12610       53.1707274      -27.7970448  25.8231    sersic     6.035            3.451           83.118           0.7622   comment 
      12616       53.1688136      -27.7969441  24.7389    sersic     2.694            2.222            0.765           0.3224   comment 
      12617       53.1749180      -27.7960907  26.0501    sersic     0.661            1.333          -51.584           0.8067   comment 
      12618       53.1474632      -27.7962235  26.6542    sersic     1.605            0.605          -75.168           0.9932   comment 
      12620       53.1548385      -27.7961803  26.4428    sersic     2.251            2.392          -59.163           0.2099   comment 
      12621       53.0621805      -27.7959778  27.2524    sersic     2.672            2.655          -18.274           0.2816   comment 
      12622       53.0646566      -27.7961983  25.6463    sersic     0.808            2.058          -39.110           0.2151   comment 
      12623       53.1108037      -27.7972874  23.5109    sersic     2.226            4.296          -12.324           0.3532   comment 
      12624       53.1668951      -27.7987375  21.6433    sersic     1.411            5.463          -58.310           0.7660   comment 
      12625       53.1655982      -27.7962250  26.3896    sersic     1.435            2.635           52.934           0.9481   comment 
      12626       53.1575562      -27.7960198  26.5778    sersic     1.495            0.610          -26.229           0.8080   comment 
      12627       53.1473644      -27.7961125  26.8183    sersic     2.446            0.632           16.678           0.4353   comment 
      12628       53.1490785      -27.7960614  26.9062    sersic     1.519            0.743          -41.654           0.8355   comment 
      12631       53.1147053      -27.7958947  27.2675    sersic     5.554            2.242          -66.984           0.7810   comment 
      12632       53.1968578      -27.7963373  24.2444    sersic     0.738            3.302           77.263           0.7092   comment 
      12634       53.1802376      -27.7989275  19.9172    sersic     2.402            7.573           38.489           0.6041   comment 
      12635       53.0704186      -27.7962732  23.7958    sersic     1.377            3.412           79.016           0.5899   comment 
      12637       53.1225877      -27.7958432  26.5578    sersic     1.085            0.715          -61.039           0.1554   comment 
      12639       53.1365937      -27.7958845  25.9939    sersic     4.317            0.380           67.226           0.8479   comment 
      12640       53.1654023      -27.7958236  28.5562    sersic     4.481            0.390          -17.032           0.5958   comment 
      12641       53.0796647      -27.7958974  26.0545    sersic     0.384            2.447           -8.251           0.2244   comment 
      12643       53.1604033      -27.7958154  28.0013    sersic     4.500            3.913           47.785           0.2532   comment 
      12644       53.1736356      -27.7973659  22.9318    sersic     1.394            4.439          -77.652           0.6595   comment 
      12645       53.1308078      -27.7962051  24.5535    sersic     0.917            2.359           -8.536           0.6217   comment 
      12647       53.0577674      -27.7960228  24.6585    sersic     0.994            1.515          -87.410           0.6139   comment 
      12648       53.0854854      -27.7961973  23.8985    sersic     0.750            3.872          -85.092           0.3946   comment 
      12651       53.0806709      -27.7969524  23.5186    sersic     0.892            5.933          -18.937           0.2988   comment 
      12652       53.0911396      -27.7957883  26.0317    sersic     3.698            0.391           35.245           0.0347   comment 
      12653       53.1685678      -27.7959266  27.3216    sersic     3.563            0.325           41.535           0.9473   comment 
      12654       53.0669522      -27.7958078  25.6803    sersic     5.204            0.594          -26.891           0.2609   comment 
      12656       53.1685191      -27.7957493  28.2238    sersic     4.269            0.164           54.300           0.1191   comment 
      12657       53.1429170      -27.7957947  26.6823    sersic     1.005            1.460           24.830           0.7062   comment 
      12659       53.0704163      -27.7960151  24.1053    sersic     0.534            1.676          -40.219           0.3496   comment 
      12660       53.0757917      -27.7962751  22.3313     point     0.523            0.214           66.456           0.5422   comment 
      12663       53.1514154      -27.7956782  28.1312    sersic     5.459            0.536          -85.198           0.0492   comment 
      12664       53.1721054      -27.7969679  23.3726    sersic     1.087            1.851           15.394           0.5269   comment 
      12666       53.1936712      -27.7956475  26.2689    sersic     2.446            1.227          -14.597           0.8298   comment 
      12668       53.1737646      -27.7963384  24.5582    sersic     3.517            3.035          -72.751           0.5987   comment 
      12669       53.1677523      -27.7956412  27.4486    sersic     0.775            1.572           80.288           0.6561   comment 
      12670       53.1485141      -27.7969021  23.0239    sersic     0.337            5.286          -78.674           0.3448   comment 
      12671       53.0749439      -27.7955602  26.4911    sersic     1.286            4.405          -32.064           0.5613   comment 
      12673       53.1469201      -27.7955792  27.5081    sersic     1.686            0.579            7.268           0.6793   comment 
      12674       53.1196187      -27.7955284  26.5906    sersic     2.114            1.107           44.227           0.5694   comment 
      12675       53.1222624      -27.7955319  26.8823    sersic     3.491            0.164          -74.101           0.0198   comment 
      12676       53.0834381      -27.7955554  26.3622    sersic     0.685            1.750            5.452           0.1687   comment 
      12678       53.1372742      -27.7958226  25.0059    sersic     1.079            2.208           32.331           0.5262   comment 
      12681       53.0709497      -27.7954977    25.99    sersic     0.790            2.340          -87.984           0.1400   comment 
      12682       53.0567096      -27.7954857  26.3339    sersic     4.351            0.536          -31.758           0.9836   comment 
      12684       53.1779941      -27.7954695  26.7565    sersic     1.469            2.073           45.559           0.4206   comment 
      12685       53.1496876      -27.7954825  28.4711    sersic     2.128            0.253            4.600           0.9763   comment 
      12686       53.1351918      -27.7955165  25.9947    sersic     2.691            1.296          -15.050           0.4357   comment 
      12688       53.1784341      -27.7954611  25.9015    sersic     1.163            1.736           63.316           0.5211   comment 
      12689       53.0562278      -27.7954447  26.5187    sersic     0.559            1.883          -34.829           0.2884   comment 
      12690       53.1652488      -27.7954649  27.7716    sersic     1.480            0.638          -72.389           0.9865   comment 
      12692       53.1035277      -27.7954409  26.8629    sersic     2.167            2.951          -22.346           0.6260   comment 
      12694       53.1642015      -27.7954363  27.9712    sersic     0.683            1.460          -56.454           0.8017   comment 
      12695       53.1904054      -27.7954154  27.0617    sersic     1.744            0.586           41.982           0.0329   comment 
      12698       53.0712318      -27.7954097  26.7104    sersic     2.105            1.131          -14.604           0.3662   comment 
      12700       53.1880845      -27.7957387  23.9283    sersic     1.088            2.060           75.207           0.5003   comment 
      12702       53.1377710      -27.7955464  24.9859    sersic     0.979            2.551           74.359           0.2621   comment 
      12703       53.1441255      -27.7954377  26.4562    sersic     1.970            1.078           82.053           0.4126   comment 
      12704       53.1635389      -27.7955217  26.5402    sersic     2.119            1.104           76.559           0.6200   comment 
      12706       53.1607575      -27.7962484  25.0032    sersic     1.513            2.954           24.408           0.4575   comment 
      12709       53.1728870      -27.7955543  26.8227    sersic     3.296           33.019          -34.931           0.0738   comment 
      12710       53.0868614      -27.7954123  25.3057    sersic     0.895            3.715          -81.172           0.5502   comment 
      12712       53.1458251      -27.7953309  27.4969    sersic     2.324            1.320          -28.817           0.3837   comment 
      12714       53.1692724      -27.7954322  26.9104    sersic     0.495            1.164           81.301           0.4624   comment 
      12717       53.1731552      -27.7956478  25.8175    sersic     1.051            2.542          -49.773           0.0500   comment 
      12719       53.1802311      -27.7955448  25.0483    sersic     1.103            2.183           70.809           0.3744   comment 
      12720       53.1409666      -27.7966479   21.327    sersic     0.669            4.638          -46.108           0.5499   comment 
      12722       53.1735616      -27.7952583  28.7566    sersic     3.195            1.434          -77.217           0.0278   comment 
      12723       53.0891794      -27.7953442   25.355    sersic     4.630            1.190           49.511           0.3972   comment 
      12724       53.1635493      -27.7952341  27.7659    sersic     1.198            2.722          -43.651           0.0656   comment 
      12725       53.1076623      -27.7954176  25.2115    sersic     1.740            1.071          -53.169           0.6935   comment 
      12726       53.1463663      -27.7953964   26.122    sersic     0.791            1.737          -56.731           0.2985   comment 
      12730       53.1250733      -27.7954060   25.525    sersic     1.268            1.964          -10.017           0.8736   comment 
      12733       53.1309631      -27.7953298  25.3529    sersic     1.480            1.750          -59.784           0.4582   comment 
      12735       53.1268164      -27.7951929  25.9898    sersic     0.470            1.791           23.470           0.7569   comment 
      12736       53.1650623      -27.7951802  28.3467    sersic     0.652            0.723           75.722           0.6804   comment 
      12737       53.0830025      -27.7951760  26.6298    sersic     0.576            1.698          -47.883           0.2970   comment 
      12738       53.1689474      -27.7955453  26.9402    sersic     3.648            1.526           30.862           0.0719   comment 
      12739       53.1450805      -27.7954087    25.89    sersic     1.121            0.416           74.711           0.0511   comment 
      12741       53.1459184      -27.7955301  26.2923    sersic     2.806            0.811          -68.853           0.0510   comment 
      12742       53.0687454      -27.7959030  23.0771    sersic     1.660            2.889          -51.677           0.3090   comment 
      12743       53.1696872      -27.7970172  23.3208    sersic     1.228            2.538          -18.153           0.6784   comment 
      12744       53.0644437      -27.7953170  24.9563    sersic     1.566            3.843          -84.305           0.7095   comment 
      12746       53.1229599      -27.7952355  26.1063    sersic     3.183            0.510           76.179           0.0424   comment 
      12747       53.1738461      -27.7952958  27.0982    sersic     0.716            1.064           11.914           0.2286   comment 
      12748       53.1645177      -27.7951229  28.2892    sersic     1.919            0.554           -2.018           0.1155   comment 
      12749       53.1364148      -27.7955422    25.07    sersic     1.282            3.371          -21.100           0.0891   comment 
      12750       53.1146378      -27.7951214  26.3666    sersic     3.509            2.188          -48.760           0.2458   comment 
      12751       53.1588038      -27.7971557  22.1776    sersic     2.494            0.607           57.343           0.7334   comment 
      12752       53.1242350      -27.7953628  24.4177    sersic     5.676            0.477          -38.084           0.4568   comment 
      12753       53.1484381      -27.7952725  26.7146    sersic     3.249            1.940          -13.829           0.5501   comment 
      12755       53.1119900      -27.7951508  25.9482    sersic     1.593            3.224           39.004           0.3185   comment 
      12757       53.0667611      -27.7972230  21.2679    sersic     6.935            3.823          -25.288           0.7666   comment 
      12758       53.1165577      -27.7954253  24.2735    sersic     4.605            1.381           52.677           0.6319   comment 
      12759       53.1081295      -27.7950866  26.6135    sersic     1.459            1.320           37.287           0.0947   comment 
      12760       53.1413301      -27.7950782  26.2379    sersic     5.939            5.625          -84.205           0.2948   comment 
      12761       53.0584493      -27.7950998  26.2388    sersic     1.055            1.920           25.752           0.2032   comment 
      12762       53.1259050      -27.7951000  25.6392    sersic     0.705            1.466           74.604           0.3741   comment 
      12763       53.1504620      -27.7957208   24.803    sersic     1.196            2.797          -18.396           0.5467   comment 
      12764       53.1762667      -27.7952634  25.7285    sersic     2.299            1.333           37.264           0.5983   comment 
      12766       53.0970233      -27.7957527  23.3555    sersic     0.665            2.335           15.898           0.3225   comment 
      12767       53.1609325      -27.7957562  25.5066    sersic     1.270            1.772          -36.232           0.1132   comment 
      12768       53.1688776      -27.7950221  28.7252    sersic     3.438            0.689          -48.925           0.8106   comment 
      12769       53.1327390      -27.7950313  26.7441    sersic     1.068            0.372          -79.443           0.6162   comment 
      12770       53.1405865      -27.7956178  23.2612    sersic     0.904            1.633           -8.640           0.5777   comment 
      12771       53.1480605      -27.7950057  28.3221    sersic     0.378            0.164          -82.084           0.2318   comment 
      12772       53.1463618      -27.7952309  26.1363    sersic     5.273            1.571           71.662           0.3720   comment 
      12775       53.0610128      -27.7956831  23.7766    sersic     1.972            3.515           25.256           0.4369   comment 
      12777       53.1493893      -27.7949775  28.3613    sersic     0.932            1.171          -26.828           0.9226   comment 
      12778       53.1514067      -27.7950317   27.506    sersic     1.810            0.919           41.918           0.5416   comment 
      12779       53.0662391      -27.7972365  21.0671    sersic     1.703            3.022          -46.617           0.4819   comment 
      12781       53.1721209      -27.7950917  27.0289    sersic     1.725            0.805          -54.180           0.4644   comment 
      12782       53.1862877      -27.7949503  26.2991    sersic     1.238            0.712          -75.128           0.2123   comment 
      12783       53.0627109      -27.7949549  26.0336    sersic     1.905            2.220           30.826           0.1866   comment 
      12785       53.1755068      -27.7950998  26.1086    sersic     0.610            1.565          -25.632           0.4018   comment 
      12787       53.1092188      -27.7952739  23.8385    sersic     0.894            2.000          -53.719           0.4239   comment 
      12788       53.1619207      -27.7952734  25.9759    sersic     0.755            2.150          -59.785           0.8494   comment 
      12789       53.1607386      -27.7953705  25.9987    sersic     0.732            3.009          -43.952           0.0848   comment 
      12790       53.0770534      -27.7949588  25.1645    sersic     0.955            2.922          -76.742           0.5577   comment 
      12793       53.1634124      -27.7995462  19.6518    sersic     4.404            2.256           21.220           0.8469   comment 
      12794       53.1731801      -27.7966660  22.7199    sersic     1.009            4.542          -27.363           0.4537   comment 
      12795       53.1653782      -27.7952536  25.7334    sersic     1.186            0.832          -24.441           0.3845   comment 
      12796       53.1433355      -27.7952658  24.5321    sersic     1.297            2.176            8.752           0.4516   comment 
      12798       53.1456026      -27.7951042  26.0461    sersic     1.034            1.641          -66.335           0.5521   comment 
      12799       53.1746137      -27.7953789  24.5175    sersic     0.389            2.845           72.661           0.3480   comment 
      12800       53.1274415      -27.7948176  26.0434    sersic     3.484           11.377            7.283           0.2689   comment 
      12801       53.1473218      -27.7948805  26.6315    sersic     4.481            0.632          -72.869           0.2134   comment 
      12802       53.0759746      -27.7955640  22.8675    sersic     2.361            2.607          -42.319           0.6564   comment 
      12803       53.1739309      -27.7949503  26.7483    sersic     0.719            0.671            7.397           0.7684   comment 
      12804       53.1115937      -27.7947711  26.6006    sersic     3.720            0.985           22.372           0.2536   comment 
      12805       53.1024304      -27.7953184  24.8312    sersic     0.754            4.065          -26.701           0.2880   comment 
      12806       53.1517878      -27.7973950  22.1264    sersic     0.778            5.036          -17.684           0.3145   comment 
      12807       53.1255669      -27.7949349  24.9388    sersic     0.963            1.100          -54.765           0.3680   comment 
      12808       53.0632046      -27.7948119  26.3025    sersic     0.355            1.117           29.279           0.4495   comment 
      12809       53.1526912      -27.7956332  24.2774    sersic     4.484            0.484           53.574           0.8415   comment 
      12810       53.0687768      -27.7948587  25.8733    sersic     0.441            3.656           27.668           0.2882   comment 
      12811       53.0895199      -27.7948050  25.6894    sersic     1.284            3.273          -86.604           0.7494   comment 
      12812       53.1541139      -27.7950928  25.7255    sersic     2.756            0.858          -22.537           0.6192   comment 
      12813       53.0633475      -27.7947046  26.4215    sersic     0.884            1.901          -48.176           0.2302   comment 
      12815       53.1716795      -27.7949636  27.9127    sersic     0.696            3.096            6.064           0.4247   comment 
      12817       53.0952064      -27.7951465   23.229    sersic     2.715            2.685           82.835           0.5189   comment 
      12818       53.1646733      -27.7949959  26.5511    sersic     1.027            0.753           42.952           0.2428   comment 
      12820       53.1664816      -27.7946679  27.7624    sersic     0.866            1.132          -69.351           0.2030   comment 
      12821       53.1435216      -27.7952255  24.2213    sersic     3.605            0.315           54.451           0.8144   comment 
      12822       53.1069697      -27.7946495  26.8834    sersic     2.482            1.204           72.065           0.4742   comment 
      12824       53.1723752      -27.7946904  28.2736    sersic     0.697            1.831           62.296           0.3486   comment 
      12825       53.1727698      -27.7946210  29.1711    sersic     0.619            1.052          -62.438           0.7012   comment 
      12827       53.1742396      -27.7946228   28.121    sersic     1.697            0.892           80.768           0.0414   comment 
      12828       53.0966594      -27.7950643  24.3213    sersic     1.068            1.851          -22.089           0.3584   comment 
      12829       53.0970269      -27.7951654  23.4903    sersic     3.318            1.285          -14.643           0.5193   comment 
      12830       53.1860139      -27.7946355  25.9867    sersic     2.170            1.119           79.701           0.4575   comment 
      12831       53.0986317      -27.7951255  24.8605    sersic     2.859            9.232            6.005           0.2148   comment 
      12832       53.1270635      -27.7950472  24.8977    sersic     1.019            2.281            8.211           0.4036   comment 
      12833       53.1598609      -27.7947745  26.1789    sersic     5.468           22.767           85.605           0.2611   comment 
      12834       53.1485980      -27.7947146   26.745    sersic     0.648            0.751           82.028           0.7679   comment 
      12837       53.0922454      -27.7945674  26.2464    sersic     2.274            0.732          -41.922           0.0444   comment 
      12838       53.1011949      -27.7945385  26.7942    sersic     1.647            1.941          -66.452           0.2956   comment 
      12839       53.1674766      -27.7951916  23.9374    sersic     0.513            2.192          -69.342           0.4928   comment 
      12841       53.1277792      -27.7950828  23.2079    sersic     0.327            3.741           78.970           0.3024   comment 
      12842       53.1901449      -27.7945081   26.743    sersic     0.870            1.896           10.228           0.3884   comment 
      12843       53.1401071      -27.7945240  26.3346    sersic     1.130            1.852           69.061           0.4473   comment 
      12844       53.1269053      -27.7945316  26.1685    sersic     3.792            0.963          -71.894           0.1288   comment 
      12845       53.1597785      -27.7956782  24.2562    sersic     1.374            5.233          -17.807           0.5914   comment 
      12847       53.1130092      -27.7947710  24.7602    sersic     1.333            1.685          -75.275           0.6245   comment 
      12850       53.0941794      -27.7945282   26.323    sersic     4.100            0.528            1.949           0.0210   comment 
