         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      15538       53.1082024      -27.7771439  27.1051    sersic     3.279            0.405            5.535           0.0363   comment 
      15539       53.0585051      -27.7771762  25.9145    sersic     0.871            1.910          -52.837           0.4901   comment 
      15540       53.1667914      -27.7772141  27.0854    sersic     1.052            3.091           40.271           0.6425   comment 
      15543       53.1578339      -27.7775569  25.4045    sersic     0.637            1.942           23.154           0.2526   comment 
      15544       53.0716996      -27.7770906  26.4914    sersic     5.093            0.722           47.188           0.0449   comment 
      15545       53.1492520      -27.7771462  27.2874    sersic     0.523            2.202           48.639           0.2560   comment 
      15546       53.1573022      -27.7774158  26.2883    sersic     0.655            1.597            4.783           0.3258   comment 
      15547       53.1453477      -27.7788371  24.8933    sersic     0.417            5.156            0.921           0.3439   comment 
      15548       53.1623901      -27.7770910  27.4328    sersic     3.046            0.211          -14.085           0.9900   comment 
      15549       53.0719051      -27.7778870  22.3881    sersic     0.592            3.167          -59.514           0.6697   comment 
      15550       53.1890706      -27.7770122  26.5963    sersic     0.837            1.376           62.081           0.4443   comment 
      15551       53.1879588      -27.7771009  26.3516    sersic     0.873            0.629          -54.178           0.9604   comment 
      15552       53.1888042      -27.7770858   25.678    sersic     0.635            2.065          -65.220           0.4760   comment 
      15554       53.1027225      -27.7776059  22.9367    sersic     3.198            0.738          -33.665           0.5402   comment 
      15556       53.1827897      -27.7771291  27.1455    sersic     1.705            0.827           16.119           0.5151   comment 
      15557       53.1826070      -27.7769782  27.7207    sersic     1.686            0.408           -3.889           0.7052   comment 
      15559       53.1310687      -27.7770257   26.028    sersic     0.717            1.413          -37.333           0.6858   comment 
      15560       53.1534712      -27.7769920  27.8026    sersic     0.336            0.711           85.779           0.1065   comment 
      15561       53.1562427      -27.7769629  27.6333    sersic     0.726            2.767           87.218           0.6814   comment 
      15562       53.1580295      -27.7769427  28.0376    sersic     0.606            1.078          -19.365           0.6771   comment 
      15563       53.0710875      -27.7769458  26.3041    sersic     1.816            0.797            6.529           0.5824   comment 
      15564       53.1564301      -27.7769291   27.518    sersic     0.852            1.892          -12.096           0.2500   comment 
      15565       53.1492089      -27.7788010  23.1888    sersic     0.402            4.394           -9.928           0.6298   comment 
      15566       53.1229341      -27.7769008  26.1896    sersic     1.954            1.765           72.221           0.3336   comment 
      15567       53.1864471      -27.7770249  25.9917    sersic     0.926            1.218          -81.343           0.2899   comment 
      15568       53.0733524      -27.7768737  26.2791    sersic     1.118            2.157           85.285           0.6406   comment 
      15569       53.1536836      -27.7776775  25.8206    sersic     2.811            3.590           18.761           0.2042   comment 
      15570       53.0992695      -27.7776098  22.8773    sersic     1.038            1.812           46.965           0.5880   comment 
      15571       53.0796441      -27.7771769  24.9172    sersic     0.940            1.591           34.502           0.6492   comment 
      15572       53.1698961      -27.7768678  28.0908    sersic     1.543            0.282           37.328           0.1216   comment 
      15573       53.0743649      -27.7770486  24.5914    sersic     1.624            1.608          -65.403           0.2584   comment 
      15574       53.1798421      -27.7769644  26.5706    sersic     1.121            1.496          -69.425           0.3115   comment 
      15576       53.0714057      -27.7770086  24.8698    sersic     1.159            3.413           70.143           0.3873   comment 
      15577       53.0946384      -27.7771718  24.4855    sersic     1.758            1.434           43.042           0.5555   comment 
      15578       53.1448254      -27.7785551  24.3493    sersic     1.616            1.170          -42.011           0.6349   comment 
      15579       53.0694163      -27.7768025  26.5937    sersic     4.690            0.836          -37.750           0.4451   comment 
      15580       53.1545717      -27.7767934  28.1629    sersic     1.385            1.275           36.453           0.7016   comment 
      15582       53.1523327      -27.7779458  24.1343    sersic     0.965            2.433           41.785           0.4708   comment 
      15583       53.1844377      -27.7770199  26.6705    sersic     6.323            0.581          -50.273           0.9378   comment 
      15584       53.1790723      -27.7767763  28.1573    sersic     1.897            1.958           56.696           0.2531   comment 
      15585       53.1470745      -27.7784260  23.4194    sersic     0.936            3.240           29.242           0.7023   comment 
      15588       53.1792707      -27.7769246  26.2747    sersic     0.728            1.603           54.247           0.6276   comment 
      15589       53.1811114      -27.7769145  26.8495    sersic     7.337           35.564           46.645           0.5250   comment 
      15590       53.1192291      -27.7768374  25.5284    sersic     1.515            1.238           82.490           0.8720   comment 
      15591       53.1582871      -27.7774498  24.3245    sersic     0.954            1.982            0.628           0.2689   comment 
      15592       53.0870770      -27.7771646  24.9102    sersic     0.631            2.300            5.405           0.2726   comment 
      15594       53.0815773      -27.7768579  25.7053    sersic     1.355            1.145           47.291           0.6275   comment 
      15595       53.1466193      -27.7775027  24.9194    sersic     2.081            0.656           65.617           0.7027   comment 
      15596       53.0874836      -27.7766866  27.0436    sersic     1.600            0.678          -25.612           0.0766   comment 
      15597       53.1794306      -27.7766814  28.0218    sersic     0.629            1.293          -59.207           0.4469   comment 
      15598       53.1679329      -27.7780755   23.541    sersic     0.896            3.788            2.486           0.3724   comment 
      15602       53.0922891      -27.7767775  25.2003    sersic     1.889            0.922           44.432           0.8992   comment 
      15603       53.1556112      -27.7766401  27.7918    sersic     1.652            2.408           84.726           0.3988   comment 
      15604       53.1108007      -27.7802126  19.3789    sersic     1.192            4.656          -26.662           0.3343   comment 
      15605       53.1626893      -27.7766329  28.0703    sersic     2.389            0.248           62.989           0.1170   comment 
      15606       53.1572823      -27.7770795    25.92    sersic     0.571            2.220          -14.228           0.3661   comment 
      15608       53.1451386      -27.7766319  27.6128    sersic     1.533            1.321           -3.748           0.4489   comment 
      15609       53.1902284      -27.7766930  25.0607    sersic     2.198            0.637           59.958           0.6231   comment 
      15610       53.1287795      -27.7765971  25.8733    sersic     3.203            1.422           74.099           0.5616   comment 
      15611       53.0691142      -27.7766902  25.4927    sersic     1.565            1.318           -1.712           0.7127   comment 
      15612       53.1054173      -27.7765734  26.2614    sersic     1.046            2.247          -67.880           0.2579   comment 
      15613       53.1348090      -27.7766388  25.2734    sersic     6.934            4.696           44.388           0.9999   comment 
      15614       53.1488960      -27.7775046  23.8712    sersic     3.582            0.443           -1.102           0.8396   comment 
      15615       53.0854357      -27.7766586  25.2735    sersic     2.058            0.707           69.882           0.4970   comment 
      15616       53.1691825      -27.7765230  27.5155    sersic     1.288            0.352           41.209           0.0555   comment 
      15617       53.1827377      -27.7765190  27.8597    sersic     2.697            1.297          -17.492           0.0500   comment 
      15620       53.1551638      -27.7768078  26.2099    sersic     2.652            2.507           34.244           0.5369   comment 
      15621       53.1851811      -27.7765173  28.1373    sersic     0.512            1.497          -27.533           0.1921   comment 
      15624       53.1442590      -27.7771749  24.7753    sersic     1.871            1.638          -37.854           0.3814   comment 
      15625       53.0833625      -27.7765636  26.2032    sersic     1.198            4.626            8.473           0.2325   comment 
      15626       53.1755651      -27.7764645  28.4888    sersic     1.366            1.520           69.356           0.0444   comment 
      15627       53.1147227      -27.7766604  25.1677    sersic     0.826            1.695          -50.619           0.3808   comment 
      15629       53.1353919      -27.7764691  26.8112    sersic     4.843            3.946           65.193           0.3373   comment 
      15630       53.1742609      -27.7764512  28.2163    sersic     1.212            0.522          -53.631           0.5093   comment 
      15631       53.1510466      -27.7773082  24.0093    sersic     1.223            1.452            4.449           0.5057   comment 
      15635       53.0885336      -27.7764251  26.2288    sersic     1.069            2.025           73.845           0.5681   comment 
      15636       53.1847141      -27.7764284  27.2632    sersic     0.372            1.658           87.293           0.5826   comment 
      15638       53.0802388      -27.7766650  24.3976    sersic     0.395            1.027           44.062           0.3268   comment 
      15639       53.1813641      -27.7775007   24.718    sersic     1.624            8.530           43.137           0.3656   comment 
      15640       53.1461271      -27.7764039  27.5892    sersic     2.291            0.505           43.028           0.6685   comment 
      15642       53.1446325      -27.7764036  28.5629    sersic     3.977            0.266           76.705           0.6753   comment 
      15645       53.1026973      -27.7764291  26.3519    sersic     1.333            2.089          -16.937           0.3146   comment 
      15646       53.1186961      -27.7764726   25.615    sersic     1.381            3.155          -80.914           0.6622   comment 
      15647       53.1843459      -27.7763503  27.7481    sersic     1.321            1.040          -70.117           0.0461   comment 
      15648       53.1724857      -27.7763820  26.8782    sersic     7.004            3.065          -88.689           0.1945   comment 
      15649       53.1969360      -27.7763305  26.7983    sersic     5.536            4.329          -30.086           0.3232   comment 
      15650       53.1158943      -27.7764184  25.4661    sersic     0.985            0.723          -52.843           0.8878   comment 
      15651       53.1046235      -27.7765814  24.4554     point     1.266            0.167           -3.100           0.5083   comment 
      15653       53.1429218      -27.7763084  27.7929    sersic     0.431            1.910           51.932           0.0457   comment 
      15655       53.1500374      -27.7763155  28.3785    sersic     0.603            0.538           32.075           0.0400   comment 
      15656       53.0739969      -27.7777951  22.5269    sersic     0.828            5.288          -12.931           0.4797   comment 
      15657       53.1072541      -27.7762915   26.799    sersic     0.538            1.489           -7.365           0.4920   comment 
      15658       53.1252942      -27.7762999  26.9321    sersic     4.184            0.955           53.743           0.0472   comment 
      15659       53.1740714      -27.7769807   24.858    sersic     0.987            2.870          -24.425           0.4371   comment 
      15660       53.1443266      -27.7764578  26.2536    sersic     1.940            0.525           62.179           0.4163   comment 
      15661       53.1103654      -27.7762828  26.5278    sersic     0.318            0.981          -44.229           0.3214   comment 
      15663       53.1289742      -27.7763988  25.6892    sersic     1.571            4.200          -10.041           0.1358   comment 
      15665       53.1786611      -27.7762532  28.0872    sersic     1.556            1.436           48.913           0.3784   comment 
      15667       53.0921982      -27.7766054   25.058    sersic     0.856            1.951            5.573           0.5783   comment 
      15669       53.1834489      -27.7765837  24.8419    sersic     4.818            5.855           84.044           0.4637   comment 
      15670       53.1360937      -27.7763411  25.4339    sersic     0.462            1.155           67.774           0.0472   comment 
      15672       53.0889793      -27.7763849  25.1199    sersic     0.955            1.081          -54.033           0.3939   comment 
      15675       53.0640907      -27.7761874  25.9184    sersic     1.297            0.450           30.100           0.5635   comment 
      15678       53.1633913      -27.7766935  24.6466    sersic     3.384            1.562          -70.355           0.4900   comment 
      15680       53.1034072      -27.7766084  23.9428    sersic     1.598            1.844           46.116           0.5723   comment 
      15683       53.1922898      -27.7761184   27.062    sersic     0.923            2.013           21.370           0.2215   comment 
      15685       53.1683697      -27.7762402  26.7131    sersic     1.714            2.259          -50.701           0.2060   comment 
      15686       53.1462123      -27.7760940  28.0435    sersic     4.069            0.891          -89.998           0.0278   comment 
      15687       53.0786732      -27.7760961  26.9905    sersic     4.240           19.353            8.463           0.1583   comment 
      15688       53.1166389      -27.7771322  21.5539    sersic     1.932            2.485          -67.085           0.6357   comment 
      15690       53.1281237      -27.7760567  26.9182    sersic     1.339            0.850           71.740           0.0458   comment 
      15691       53.1828080      -27.7760532  26.6866    sersic     2.087            0.679          -79.750           0.1314   comment 
      15693       53.1851053      -27.7782780  22.3004    sersic     0.794            5.493           80.984           0.8206   comment 
      15694       53.1824329      -27.7760296  27.8957    sersic     1.684            0.944           40.239           0.9131   comment 
      15696       53.1128918      -27.7762840  24.5283    sersic     0.531            2.104           56.633           0.2740   comment 
      15697       53.1485066      -27.7772892  24.6694    sersic     0.462            2.975          -19.186           0.4139   comment 
      15698       53.0904830      -27.7760020  26.9915    sersic     1.969            1.523           22.431           0.0383   comment 
      15700       53.1899978      -27.7759678  27.2802    sersic     6.818            0.804           88.216           0.0748   comment 
      15701       53.1429168      -27.7759736  27.7369    sersic     2.356            0.951          -62.129           0.3087   comment 
      15702       53.1744154      -27.7762554  26.2704    sersic     0.919            1.818           -3.166           0.3444   comment 
      15703       53.1282746      -27.7770451  23.5033    sersic     0.873            4.561          -44.306           0.6646   comment 
      15704       53.1729889      -27.7778529  22.9641    sersic     1.938            3.818          -40.881           0.6907   comment 
      15705       53.1680475      -27.7758756   28.094    sersic     8.000            0.164           81.705           0.0500   comment 
      15707       53.1166035      -27.7761977  24.7781    sersic     4.784           65.773           35.818           0.1206   comment 
      15709       53.0955489      -27.7758408   26.783    sersic     0.325            1.302           73.429           0.4650   comment 
      15710       53.0669790      -27.7760121   24.372    sersic     1.619            0.523           81.884           0.5297   comment 
      15712       53.1424355      -27.7762925  25.0082    sersic     0.997            1.356            9.122           0.2966   comment 
      15713       53.1697630      -27.7758258  27.9842    sersic     1.086            0.900          -19.467           0.9693   comment 
      15714       53.0844621      -27.7758162  25.8373    sersic     2.542            1.223           -2.353           0.8541   comment 
      15715       53.0600195      -27.7761361  24.6005    sersic     1.148            1.543          -17.598           0.4461   comment 
      15716       53.1118646      -27.7759717   25.305    sersic     2.267            0.968          -29.138           0.2711   comment 
      15717       53.0984393      -27.7771844  21.5752    sersic     1.065            7.858          -79.883           0.4370   comment 
      15719       53.1848055      -27.7774536  22.7018    sersic     1.227            9.115          -70.486           0.1972   comment 
      15720       53.1428010      -27.7757767  27.8402    sersic     0.562            4.044          -23.276           0.1076   comment 
      15721       53.0591512      -27.7762380  24.0643    sersic     1.203            1.975           22.957           0.4024   comment 
      15722       53.1943191      -27.7757613  27.0502    sersic     1.010            1.335          -53.789           0.0384   comment 
      15723       53.1421738      -27.7757996  26.7199    sersic     1.463            0.354           -9.638           0.9998   comment 
      15724       53.0593873      -27.7757189  26.4438    sersic     2.254            1.544           23.798           0.3029   comment 
      15729       53.0674477      -27.7757552  25.9281    sersic     1.585            0.620            8.885           0.9852   comment 
      15731       53.1755957      -27.7756955  27.3266    sersic     0.388            0.723           89.438           0.6460   comment 
      15732       53.1567988      -27.7756770  27.1381    sersic     3.889            2.736           85.355           0.4444   comment 
      15733       53.1843821      -27.7757356  26.4239    sersic     6.145            0.517          -63.824           0.4121   comment 
      15734       53.0963886      -27.7756644   27.233    sersic     2.025            0.372           40.607           0.9900   comment 
      15735       53.1574624      -27.7764485  24.3377    sersic     0.888            5.915           59.093           0.1218   comment 
      15736       53.1501597      -27.7756429  28.7457    sersic     0.862            1.858            1.729           0.7940   comment 
      15737       53.0990924      -27.7760688  24.6598    sersic     2.849            0.708          -55.686           0.5718   comment 
      15738       53.1705342      -27.7760393   25.984    sersic     0.392            3.412          -38.917           0.3551   comment 
      15740       53.1036795      -27.7767974  23.7128    sersic     1.508            5.730            3.303           0.2898   comment 
      15741       53.1250564      -27.7756292  26.1352    sersic     2.540            0.515           55.616           0.6359   comment 
      15743       53.1661761      -27.7759524   25.343    sersic     0.655            1.522           45.282           0.2575   comment 
      15744       53.1068222      -27.7756138  26.6988    sersic     0.709            1.197          -40.288           0.2321   comment 
      15746       53.0625203      -27.7759342  23.5682    sersic     2.377            1.546          -83.352           0.3690   comment 
      15747       53.0863330      -27.7757252  25.5298    sersic     1.481            1.968          -39.549           0.9847   comment 
      15750       53.1727984      -27.7763584  24.2732    sersic     0.925            2.461           -5.394           0.3911   comment 
      15751       53.1554251      -27.7757301  26.2827    sersic     0.857            0.766          -89.309           0.7507   comment 
      15753       53.1477690      -27.7769475  22.9566    sersic     2.103            1.208           71.436           0.8157   comment 
      15754       53.1676877      -27.7760029  26.1162    sersic     1.572            2.504           43.121           0.6115   comment 
      15756       53.1574462      -27.7755659  28.3613    sersic     1.516            0.869           64.906           0.0708   comment 
      15757       53.0916452      -27.7757810  25.0042    sersic     0.726            2.055           46.830           0.9341   comment 
      15758       53.1419452      -27.7755514  27.7021    sersic     0.900            1.353           -3.973           0.0349   comment 
      15759       53.1551427      -27.7755315  28.1676    sersic     3.193            0.290          -84.723           0.0644   comment 
      15760       53.0637322      -27.7766133  24.0041    sersic     1.089            5.488          -13.552           0.6063   comment 
      15761       53.0775566      -27.7759967  24.1047    sersic     1.483            2.137            7.645           0.4708   comment 
      15762       53.1447742      -27.7755656  27.3521    sersic     0.741            0.771          -51.120           0.9022   comment 
      15763       53.1836396      -27.7755504  27.1348    sersic     4.261            2.620          -43.327           0.3157   comment 
      15764       53.0978478      -27.7755154  25.8593    sersic     3.062            3.774           60.582           0.2106   comment 
      15766       53.1833664      -27.7761100  23.9996    sersic     5.460           12.272           -7.499           0.4826   comment 
      15771       53.0724966      -27.7754676  25.7142    sersic     2.805            0.515           11.206           0.9213   comment 
      15772       53.1669614      -27.7754060  27.5201    sersic     2.341            0.287          -47.504           0.0575   comment 
      15773       53.1430528      -27.7755028  26.7455    sersic     1.350            1.001          -86.356           0.6111   comment 
      15774       53.1580059      -27.7757773  26.4029    sersic     2.283            5.003          -88.590           0.5555   comment 
      15775       53.1452377      -27.7779058  21.6903    sersic     1.206            2.045           17.240           0.8885   comment 
      15778       53.1304511      -27.7758809  23.5028    sersic     0.916            2.294          -77.590           0.5886   comment 
      15779       53.0942354      -27.7753251  26.6449    sersic     0.549            1.926          -28.201           0.4780   comment 
      15780       53.1124752      -27.7753620  26.0242    sersic     0.806            2.697          -33.639           0.3616   comment 
      15781       53.1837900      -27.7752951  28.1646    sersic     1.340            1.573          -62.029           0.3005   comment 
      15782       53.1616297      -27.7802488  20.3126    sersic     6.552            3.263           31.353           0.6502   comment 
      15783       53.1903478      -27.7753307   25.603    sersic     0.301            1.666          -86.222           0.0287   comment 
      15784       53.1781851      -27.7758940   25.107    sersic     2.770            1.873           42.182           0.3910   comment 
      15785       53.1730766      -27.7753012  27.4046    sersic     1.176            2.102           74.172           0.6339   comment 
      15786       53.1765878      -27.7752783   28.498    sersic     2.622            1.201           43.567           0.0358   comment 
      15787       53.0584157      -27.7761861  21.8145    sersic     0.757            4.789           60.081           0.2344   comment 
      15788       53.0575851      -27.7758671  23.9323    sersic     1.439            2.370          -13.732           0.4381   comment 
      15789       53.1538187      -27.7763367  23.8426    sersic     0.598            5.865           49.495           0.2872   comment 
      15790       53.1442832      -27.7752834  27.7752    sersic     1.693            1.855           19.925           0.2852   comment 
      15791       53.1680714      -27.7752661  27.3876    sersic     1.601            0.522          -85.587           0.8802   comment 
      15794       53.1366428      -27.7752958  26.2277    sersic     1.152            0.547           30.328           0.8273   comment 
      15795       53.1913658      -27.7752666  26.0366    sersic     0.341            1.615          -85.280           0.5005   comment 
      15797       53.0655731      -27.7756526  23.8504    sersic     1.294            1.784          -86.818           0.5754   comment 
      15798       53.1600765      -27.7763563  23.4172    sersic     2.885            5.176           74.687           0.1246   comment 
      15799       53.0752582      -27.7753444  25.3293    sersic     1.941            2.385          -83.860           0.7474   comment 
      15801       53.1665552      -27.7752541   26.576    sersic     2.798            0.804           70.769           0.0432   comment 
      15802       53.1449401      -27.7751574  28.4547    sersic     2.989            0.331           10.392           0.0466   comment 
      15803       53.1568118      -27.7751380  28.0327    sersic     3.221            1.735           18.346           0.7356   comment 
      15804       53.1570814      -27.7751330  27.5126    sersic     2.724            3.034           71.275           0.4265   comment 
      15807       53.1527094      -27.7758268  25.2521    sersic     3.698            0.181            6.256           0.0309   comment 
      15809       53.1510017      -27.7753852  26.3253    sersic     4.539            3.404          -87.763           0.9730   comment 
      15810       53.0835768      -27.7755089  23.2852    sersic     2.432            0.689          -73.753           0.7495   comment 
      15811       53.1561152      -27.7757650  25.9995    sersic     0.385            4.582           27.450           0.1988   comment 
      15813       53.1712517      -27.7750642  28.1081    sersic     2.394            0.962          -71.999           0.4331   comment 
      15816       53.1013974      -27.7750258  26.5674    sersic     0.345            0.898           53.607           0.0960   comment 
      15817       53.0672422      -27.7750691  25.9096    sersic     1.041            1.591          -45.788           0.4404   comment 
      15818       53.0791430      -27.7750126  25.6175    sersic     0.450            3.142          -80.331           0.2767   comment 
      15819       53.1005627      -27.7750193  26.4983    sersic     2.201            2.319           30.672           0.8586   comment 
      15820       53.0892048      -27.7755512  24.3611    sersic     0.359            5.812          -54.700           0.4090   comment 
      15822       53.1152183      -27.7750027  26.0078    sersic     1.470            1.468           79.553           0.2721   comment 
      15823       53.1230841      -27.7753202  24.5856    sersic     5.968            8.799           39.588           0.3525   comment 
      15824       53.1670096      -27.7749778  28.5502    sersic     2.383            2.184          -30.678           0.3047   comment 
      15825       53.0658422      -27.7755633  24.5147    sersic     0.796            1.365          -46.766           0.6037   comment 
      15826       53.1583096      -27.7749713  27.4994    sersic     0.717            0.980           22.481           0.4700   comment 
      15827       53.1416530      -27.7749388  26.6631    sersic     0.677            1.155          -72.717           0.9867   comment 
      15828       53.1095561      -27.7753342  24.5613    sersic     0.641            2.718           64.600           0.1881   comment 
      15830       53.1504312      -27.7750350  27.3767    sersic     5.497            2.870           34.901           0.0036   comment 
      15832       53.1216641      -27.7755040  23.2418    sersic     2.819            1.705          -53.613           0.4767   comment 
      15833       53.0964737      -27.7749117  26.1077    sersic     7.180            0.931           36.094           0.4760   comment 
      15834       53.1816252      -27.7749096  27.5045    sersic     1.584            0.893           24.133           0.1950   comment 
      15835       53.0854116      -27.7748732  26.6066    sersic     1.973            2.860           80.675           0.4103   comment 
      15837       53.1840921      -27.7748595  27.4046    sersic     1.148            1.208          -84.404           0.5294   comment 
      15838       53.1720291      -27.7748772  27.4549    sersic     1.597            1.118           42.808           0.5022   comment 
      15840       53.0767781      -27.7748345   26.788    sersic     1.894            0.345           13.672           0.0420   comment 
      15841       53.1707060      -27.7749226  26.5732    sersic     3.064            1.710           38.537           0.9900   comment 
      15842       53.1211389      -27.7750252  24.1725    sersic     0.573            8.186           46.414           0.3533   comment 
      15845       53.1234914      -27.7748199  26.6031    sersic     2.648            0.376          -71.225           0.8576   comment 
      15846       53.1106812      -27.7749691  24.9327    sersic     0.376            1.779          -76.870           0.6989   comment 
      15848       53.0752957      -27.7749801  24.5416    sersic     1.735            3.384          -58.092           0.6537   comment 
      15850       53.1634532      -27.7750191  26.0129    sersic     0.405            1.305          -41.670           0.7087   comment 
      15851       53.1392356      -27.7748494  25.6886    sersic     3.592            0.471          -22.705           0.2389   comment 
      15852       53.1286607      -27.7747645  26.3426    sersic     0.998            1.215           24.338           0.3544   comment 
      15853       53.1653137      -27.7748697  26.9514    sersic     1.642            1.980           14.958           0.3928   comment 
      15854       53.1876514      -27.7749607  24.9266    sersic     0.335            5.873          -53.675           0.0986   comment 
      15856       53.1783797      -27.7754786  24.7574    sersic     0.871            2.396          -20.123           0.7534   comment 
      15857       53.1902470      -27.7747077   26.827    sersic     3.423            0.313          -56.733           0.0992   comment 
      15858       53.1350137      -27.7747371  25.9312    sersic     0.894            0.250          -62.275           0.0517   comment 
      15859       53.1230009      -27.7747388  25.8625    sersic     1.039            2.940           43.953           0.5099   comment 
      15860       53.0742060      -27.7754086  23.5421    sersic     0.861            4.122           48.959           0.3050   comment 
      15863       53.1363903      -27.7749929  23.7969    sersic     1.075            1.960          -82.234           0.3923   comment 
      15866       53.1675951      -27.7747186  26.8159    sersic     2.631            0.714           83.412           0.5088   comment 
      15867       53.1552053      -27.7748398  26.7334    sersic     2.860            3.868           62.549           0.2541   comment 
      15869       53.0580432      -27.7746256  26.4749    sersic     2.091            1.447          -33.931           0.4556   comment 
      15870       53.0658381      -27.7751296  22.3465    sersic     1.534            2.428          -11.348           0.4105   comment 
      15871       53.1454732      -27.7746529  28.4715    sersic     0.337            1.143           68.838           0.1154   comment 
      15872       53.1222720      -27.7747632  25.8382    sersic     1.275            1.633           -3.109           0.6081   comment 
      15873       53.0811170      -27.7746749  25.9513    sersic     0.700            0.909          -73.484           0.2787   comment 
      15874       53.1952002      -27.7745846  26.6471    sersic     0.887            0.428           37.073           0.0352   comment 
      15875       53.1797351      -27.7745737  27.8448    sersic     2.322            2.519          -87.881           0.0116   comment 
      15876       53.1605939      -27.7761291  23.3298    sersic     1.766            1.636           12.417           0.7624   comment 
      15877       53.1466463      -27.7745643  27.9081    sersic     2.157            2.186          -50.993           0.5556   comment 
      15878       53.0823403      -27.7745415  27.2484    sersic     0.417            1.903            0.141           0.0708   comment 
      15879       53.1348095      -27.7750421  24.2204    sersic     6.121            2.599           -5.589           0.9908   comment 
      15880       53.1293420      -27.7745273  26.6133    sersic     6.301            0.459           11.695           0.9895   comment 
      15882       53.1105546      -27.7746666  25.7865    sersic     0.749            1.982           28.303           0.3822   comment 
      15883       53.1690143      -27.7745928  26.8874    sersic     1.061            1.726           38.074           0.1621   comment 
      15885       53.0708645      -27.7744989  26.5888    sersic     0.700            2.824            5.177           0.2826   comment 
      15887       53.0995949      -27.7746268  25.2883    sersic     1.319            2.326          -86.652           0.6499   comment 
      15888       53.1123936      -27.7746368    26.14    sersic     1.548            0.751           56.368           0.5255   comment 
      15889       53.1558533      -27.7746535  26.5278    sersic     0.440            1.132          -12.018           0.5286   comment 
      15890       53.1897910      -27.7744611  26.6521    sersic     0.524            2.709           71.126           0.5409   comment 
      15891       53.1574220      -27.7744699   27.859    sersic     1.040            1.130           28.470           0.0406   comment 
      15892       53.1832198      -27.7756952  23.5435    sersic     1.213            2.347           28.117           0.8919   comment 
      15893       53.0565903      -27.7747505  24.9867    sersic     1.214            3.372           40.226           0.3469   comment 
      15894       53.0946391      -27.7746440  24.8679     point     3.113            0.164          -17.973           0.7138   comment 
      15895       53.1127443      -27.7744654  26.2215    sersic     0.439            1.803           45.419           0.0418   comment 
      15896       53.0815367      -27.7746384  25.4135    sersic     0.854            1.261            5.180           0.4364   comment 
      15897       53.0585900      -27.7745671   25.381    sersic     1.310            1.424           64.401           0.3123   comment 
      15898       53.1859083      -27.7756049  22.3312    sersic     0.993            3.733           22.535           0.7776   comment 
      15900       53.0974236      -27.7744305  26.0489    sersic     5.014            2.188          -77.075           0.5693   comment 
      15901       53.1930974      -27.7755618  22.6378    sersic     5.878            5.353          -34.752           0.6123   comment 
      15902       53.1045553      -27.7748293  24.2795    sersic     2.183            1.426          -38.328           0.9931   comment 
      15903       53.1305542      -27.7752126  23.7569    sersic     1.554            2.905           20.398           0.4088   comment 
      15905       53.1456420      -27.7743979  28.0406    sersic     0.367            2.271           87.022           0.1748   comment 
      15906       53.0664974      -27.7744006  26.3966    sersic     3.416            1.005          -19.130           0.0823   comment 
      15907       53.1757983      -27.7743948  27.7524    sersic     4.602            0.522          -62.125           0.7856   comment 
      15908       53.1827395      -27.7746704  25.8318    sersic     1.098            1.807          -38.299           0.8414   comment 
      15909       53.1708138      -27.7747537  26.0156    sersic     1.551            0.807           26.131           0.4495   comment 
      15911       53.1671667      -27.7745311  26.8544    sersic     2.279            1.498           25.786           0.1518   comment 
      15913       53.1513801      -27.7748113  25.7102    sersic     3.543            0.333           85.218           0.0261   comment 
      15916       53.0611991      -27.7744723  25.4141    sersic     1.318            1.594          -59.602           0.4468   comment 
      15917       53.1840023      -27.7742976  27.8755    sersic     0.397            0.360          -80.523           0.0212   comment 
      15919       53.1903231      -27.7742758  26.4237    sersic     2.353            5.369          -53.247           0.0481   comment 
      15920       53.1356638      -27.7755282  23.3011    sersic     0.974            4.890          -18.702           0.3655   comment 
      15921       53.1605173      -27.7742987  28.2875    sersic     0.491            2.948          -65.360           0.2120   comment 
      15922       53.0765346      -27.7743747  26.1841    sersic     3.284            1.037           24.416           0.9037   comment 
      15923       53.1432588      -27.7742724  27.3795    sersic     0.536            1.207          -70.022           0.3475   comment 
      15924       53.0657989      -27.7749336  22.4514    sersic     0.658            1.796           74.502           0.4846   comment 
      15925       53.1074724      -27.7744353  25.8069    sersic     0.480            1.701           -0.117           0.3674   comment 
      15927       53.0957091      -27.7747286  24.6266    sersic     0.881            1.969            0.818           0.5798   comment 
      15929       53.1505339      -27.7747796  26.1639    sersic     3.184            8.728          -18.102           0.8043   comment 
      15930       53.1798974      -27.7742728  26.8918    sersic     1.488            1.007          -69.889           0.2998   comment 
      15931       53.1725269      -27.7741659  28.4587    sersic     2.086            0.520           53.579           0.0281   comment 
      15932       53.1315182      -27.7741783  26.4287    sersic     2.377            0.575           72.658           0.6812   comment 
      15933       53.1243684      -27.7741808  26.9025    sersic     1.438            3.030           62.165           0.4186   comment 
      15934       53.1817325      -27.7745875   25.237    sersic     1.013            2.319          -50.431           0.3751   comment 
      15937       53.1740261      -27.7746890  25.4743    sersic     1.900            1.032          -41.113           0.7868   comment 
      15940       53.0987856      -27.7757972  23.3437    sersic     4.726            8.295            8.706           0.3782   comment 
      15941       53.0688579      -27.7741362  25.7998    sersic     2.605            5.394          -86.599           0.1984   comment 
